N	2gram	Losev_Dial_2	VelikijI
214	что оно	4	1
215	к нему	4	1
216	ее к	1	1
217	тогда мы	1	1
218	но как	5	1
219	от них	1	1
220	могут и	1	1
221	если в	2	1
222	в новом	1	1
223	а потому	2	1
224	себе и	3	1
225	себя но	1	1
226	не просто	12	1
227	крайней мере	9	1
228	мире и	2	1
229	и можно	2	1
230	что бы	2	1
231	во что	1	1
232	его на	1	1
233	как в	2	1
234	в своем	4	1
235	я был	2	1
236	все же	4	1
237	есть что-то	2	1
238	но с	1	1
239	д и	2	1
240	идет по	1	1
241	мы видим	2	1
242	с ними	2	1
243	ли он	1	1
244	от смысла	5	1
245	все новые	1	1
246	употребляет и	1	1
247	на вечность	1	1
248	духа в	1	1
249	в самом	5	1
250	в которой	2	1
251	что это	10	1
252	бы ни	2	1
253	но под	1	1
254	в целом	1	1
255	их не	1	1
256	личности она	1	1
257	сущности и	1	1
258	влечение к	1	1
259	в этой	3	1
260	же и	9	1
261	я в	1	1
262	личности но	2	1
263	уже в	4	1
264	жизнь как	1	1
265	в которую	1	1
266	то и	1	1
267	как думал	1	1
268	тем чтобы	1	1
269	в виде	2	1
270	и если	4	1
271	и стало	5	1
272	или даже	1	1
273	времени по	1	1
274	и вот	4	1
275	вовсе не	13	1
276	самоутверждение личности	8	1
277	но что	7	1
278	бытия и	1	1
279	у него	1	1
280	заставить всех	1	1
281	и по	4	1
282	на этом	2	1
283	утверждение личности	1	1
284	и вместе	1	1
285	ее на	1	1
286	тут не	3	1
287	на нее	1	1
288	бы это	3	1
289	то ни	1	1
290	должна иметь	1	1
291	в состоянии	2	1
292	чему же	1	1
293	и с	5	1
294	этой новой	1	1
295	только вы	1	1
296	и менее	1	1
297	с другой	5	1
298	его личности	2	1
299	есть не	7	1
300	находить ее	1	1
301	лишь на	1	1
302	еще и	1	1
303	весь мир	1	1
304	и тем	1	1
305	души и	2	1
306	говорит о	1	1
307	них и	1	1
308	она и	2	1
309	и опять	1	1
310	может ли	1	1
311	был в	2	1
312	мы так	1	1
313	ничем не	1	1
314	человеческой жизни	2	1
315	не всегда	1	1
316	далее и	1	1
317	и уже	3	1
318	с которым	1	1
319	жизнь в	2	1
320	между собою	3	1
321	свободны от	1	1
322	о чем	3	1
323	только несколько	1	1
324	в бытии	2	1
325	в великом	1	1
326	в одно	5	1
327	смысле на	1	1
328	пустоте и	1	1
329	личность есть	11	1
330	только мы	1	1
331	где есть	2	1
332	как сама	2	1
333	вместе с	2	1
334	так же	2	1
335	как это	7	1
336	что личность	2	1
337	что всякий	1	1
338	мы в	2	1
339	еще с	1	1
340	над ним	1	1
341	в изображении	2	1
342	сравнению с	1	1
343	несравненно более	1	1
344	в одном	4	1
345	о личности	1	1
346	но я	3	1
347	а потом	4	1
348	образ и	1	1
349	по крайней	9	1
350	это значит	8	1
351	если нет	1	1
352	сама она	1	1
353	и всех	1	1
354	и смерти	1	1
355	с этой	1	1
356	и очень	1	1
357	с бытием	1	1
358	нет никакого	2	1
359	и нет	2	1
360	можно ли	3	1
361	людей а	1	1
362	искусстве но	1	1
363	есть прежде	1	1
364	к ним	1	1
365	и другое	1	1
366	думают что	2	1
367	о мире	1	1
368	и остается	2	1
369	временному и	1	1
370	не по	2	1
371	смысле и	1	1
372	но она	1	1
373	его есть	1	1
374	религиозной жизни	1	1
375	не существует	1	1
376	и от	3	1
377	и всегда	1	1
378	мира и	1	1
379	это как	3	1
380	ничего не	3	1
381	человек и	1	1
382	в разных	3	1
383	того как	2	1
384	лишь как	1	1
385	может быть	20	1
386	конце концов	1	1
387	много общего	1	1
388	будем говорить	2	1
389	во всем	1	1
390	будто бы	3	1
391	и любовь	1	1
392	это слово	1	1
393	по иному	1	1
394	не утверждение	1	1
395	на него	2	1
396	сознания так	1	1
397	к жизни	1	1
398	но вот	2	1
399	уже и	2	1
400	что на	2	1
401	может и	2	1
402	быть религией	1	1
403	другой стороны	4	1
404	есть метафизическое	1	1
405	не быть	2	1
406	идея в	1	1
407	религии и	1	1
408	но все	2	1
409	и идеи	2	1
410	есть и	6	1
411	есть то	1	1
412	его с	3	1
413	личность не	1	1
414	ли что	2	1
415	всем мире	1	1
416	в искусстве	2	1
417	в своих	2	1
418	нас а	1	1
419	и эта	1	1
420	это в	1	1
421	в противоположность	2	1
422	им и	1	1
423	себя и	1	1
424	она не	8	1
425	они не	3	1
