N	2gram	Vygotskiy__1	VLabPisa
320	вовсе не	6	2
321	живет не	1	2
322	к ним	2	2
323	в особенности	1	2
324	одной стороны	6	2
325	до сих	3	2
326	как у	1	2
327	процесс художественного	1	2
328	еще и	1	2
329	показывает что	5	2
330	что для	2	2
331	образами и	1	2
332	зависит от	1	2
333	о чем	2	2
334	и том	1	2
335	показывает как	2	2
336	что мы	8	2
337	тому как	7	2
338	с а	1	2
339	стороны в	1	2
340	было в	1	2
341	и потому	2	2
342	из которых	3	2
343	как например	2	2
344	сих пор	3	2
345	искусства на	3	2
346	но для	1	2
347	каждой из	3	2
348	в книге	2	2
349	в точном	1	2
350	огромную роль	1	2
351	в большей	1	2
352	будто бы	2	2
353	а в	6	2
354	в системе	1	2
355	в стихах	1	2
356	о своем	1	2
357	между ними	1	2
358	не быть	2	2
359	анны карениной	1	2
360	отметить что	2	2
361	в своих	4	2
362	толстой о	1	2
363	этой точки	5	2
364	образом от	1	1
365	речь идет	3	1
366	говоря о	1	1
367	лежат в	1	1
368	научного и	1	1
369	стихотворение по	1	1
370	в движение	1	1
371	таком случае	2	1
372	с новыми	1	1
373	и без	2	1
374	самом деле	9	1
375	применении к	2	1
376	мысли а	2	1
377	и так	4	1
378	определить как	1	1
379	всем что	1	1
380	п все	2	1
381	оно может	1	1
382	что эти	3	1
383	все те	1	1
384	должна быть	3	1
385	нам приходится	1	1
386	к уничтожению	1	1
387	поэзии и	2	1
388	чувства которые	1	1
389	как мы	2	1
390	что если	1	1
391	и свой	1	1
392	содержания в	1	1
393	вопрос о	3	1
394	сведена к	2	1
395	является уже	1	1
396	именно к	1	1
397	почти все	2	1
398	творчества с	2	1
399	но она	1	1
400	эстетики и	2	1
401	в деле	1	1
402	мы получаем	2	1
403	приходит к	2	1
404	это время	1	1
405	свою очередь	1	1
406	чем отличается	1	1
407	и то	2	1
408	собой в	1	1
409	говоря если	2	1
410	между собой	1	1
411	именно эти	3	1
412	быть в	2	1
413	в последних	1	1
414	с общими	1	1
415	воображение и	1	1
416	служит для	1	1
417	вид творчества	2	1
418	это имеет	2	1
419	по своему	1	1
420	художественному произведению	1	1
421	а только	2	1
422	дело обстоит	1	1
423	значение и	1	1
424	только тогда	7	1
425	ответ на	1	1
426	такое толкование	1	1
427	некоторые черты	1	1
428	быть сведена	2	1
429	или иное	2	1
430	полнее и	1	1
431	сама по	2	1
432	результате этого	1	1
433	в известном	2	1
434	самое понятие	1	1
435	в м	1	1
436	из следующих	1	1
437	эмоции и	1	1
438	целый ряд	6	1
439	говорит что	5	1
440	что по	3	1
441	и наконец	1	1
442	сказал бы	1	1
443	не являются	1	1
444	произведения так	1	1
445	материалов и	1	1
446	художественными образами	1	1
447	и свою	1	1
448	основная тенденция	1	1
449	роль играет	1	1
450	или иную	1	1
451	то в	1	1
452	привести к	1	1
453	а во-вторых	1	1
454	формы в	4	1
455	уже в	3	1
456	есть для	2	1
457	сам толстой	1	1
458	и называются	1	1
459	элементов в	1	1
460	творчество и	1	1
461	тому же	3	1
462	на то	10	1
463	следующие положения	1	1
464	от природы	1	1
465	и если	4	1
466	на его	1	1
467	к искусству	1	1
468	идей и	1	1
469	как оно	1	1
470	как художественное	1	1
471	время и	1	1
472	момента в	1	1
473	и еще	1	1
474	материал его	2	1
475	прямом смысле	1	1
476	в понимании	1	1
477	как совершенно	3	1
478	как увидим	1	1
479	понятий и	2	1
480	мы полагаем	1	1
481	поставлена во	1	1
482	проблемы не	1	1
483	то как	1	1
484	образ должен	1	1
485	к чувственному	2	1
486	но вместе	1	1
487	уже не	2	1
488	и субъективное	1	1
489	что может	1	1
490	сферу его	1	1
491	заключает в	1	1
492	именно это	1	1
493	одно и	1	1
494	под воздействием	1	1
495	а вместе	1	1
496	согласуется с	1	1
497	так называемым	1	1
498	когда говорит	3	1
499	и характер	2	1
500	него могут	2	1
501	связанных с	1	1
502	что мысль	1	1
503	то есть	26	1
504	для своей	1	1
505	зрения на	2	1
506	в несколько	1	1
507	мере и	1	1
508	в музыке	2	1
509	воображения и	1	1
510	художник никогда	1	1
511	на почве	2	1
512	этом смысле	2	1
513	чаще всего	1	1
514	и творчества	1	1
515	самые различные	1	1
516	его частей	1	1
517	ни одной	1	1
518	соответствии с	1	1
519	эти годы	1	1
520	свести все	1	1
521	с этой	4	1
522	этим и	1	1
523	которой он	1	1
524	несмотря на	5	1
525	в плоть	1	1
526	значит не	1	1
527	ею и	1	1
528	на этот	1	1
529	мере не	1	1
530	обратимся к	1	1
531	понятия и	1	1
532	в этих	4	1
533	из сферы	1	1
534	взгляд на	1	1
535	самый механизм	1	1
536	он должен	1	1
537	и музыке	1	1
538	в черновиках	1	1
539	признать что	1	1
540	основании этих	1	1
541	в памяти	1	1
542	вот эта	1	1
543	произведения но	2	1
544	и той	3	1
545	единство и	1	1
546	может вызвать	1	1
547	которых каждая	2	1
548	образом и	1	1
549	в прямом	1	1
550	что этот	1	1
551	творчества для	1	1
552	не должна	1	1
553	зрения и	1	1
554	это вопрос	1	1
555	евгения онегина	1	1
556	задачи и	3	1
557	роль играют	1	1
558	что есть	2	1
559	теми или	1	1
560	вплоть до	1	1
561	говорит по	1	1
562	в таких	1	1
563	как можно	1	1
564	что эта	3	1
565	с которой	1	1
566	что сущность	1	1
567	еще до	1	1
568	с теми	2	1
569	начинает с	2	1
570	мысли в	3	1
571	дело не	1	1
572	фрейд и	1	1
573	уже из	1	1
574	того как	1	1
575	к изучению	1	1
576	без остатка	2	1
577	время как	5	1
578	материала в	1	1
579	и искусство	1	1
580	и изучение	1	1
581	но только	3	1
582	каждым из	1	1
583	та или	1	1
584	мышления и	3	1
585	казалось бы	2	1
586	и иметь	1	1
587	и познания	1	1
588	у писемского	1	1
589	или иная	1	1
590	что самое	3	1
591	видим что	2	1
592	сущность его	1	1
593	от него	2	1
594	как не	1	1
595	с достаточной	2	1
596	следует что	1	1
597	мысль то	1	1
598	эту внутреннюю	1	1
599	только с	1	1
600	так то	1	1
601	как будто	5	1
602	в основе	2	1
603	в каком	2	1
604	к таким	1	1
605	один раз	1	1
606	все то	3	1
607	чрезвычайно важно	1	1
608	лежит в	1	1
609	лев толстой	1	1
610	одну и	1	1
611	анализа и	1	1
612	произведения которое	1	1
613	признается что	1	1
614	и отчетливее	1	1
615	наконец что	1	1
616	перейти к	1	1
617	характер этого	1	1
618	в применении	2	1
619	и это	3	1
620	и поэтому	2	1
621	звуковая форма	1	1
622	можно и	1	1
623	стихи о	1	1
624	связи со	2	1
625	и многие	1	1
626	перед необходимостью	1	1
627	верно говорит	1	1
628	то или	2	1
629	от обычного	1	1
630	то время	5	1
631	мнение что	1	1
632	художником и	1	1
633	на другом	1	1
634	что у	3	1
635	творческих процессов	2	1
636	только через	1	1
637	и ту	2	1
638	в нескольких	1	1
639	проблем и	1	1
640	что автор	1	1
641	что стихотворение	1	1
642	каждого из	3	1
643	и никем	1	1
644	часто в	1	1
645	по тому	3	1
646	по ее	1	1
647	по сравнению	1	1
648	но у	1	1
649	музыкальное исполнение	1	1
650	понятно что	1	1
651	строго говоря	1	1
652	поэтому в	1	1
653	силу того	2	1
654	бессознательных процессов	1	1
655	воображения не	1	1
656	эмоцию в	1	1
657	громадное значение	1	1
658	с ним	2	1
659	чисто звуковые	1	1
660	особый вид	1	1
661	искусства само	1	1
662	общественной идеологии	1	1
663	автор не	1	1
664	о нем	1	1
665	искусства и	15	1
666	скорее к	1	1
667	художественные произведения	1	1
668	и та	1	1
669	и что	8	1
670	в глаза	1	1
671	еще дальше	1	1
672	для нас	5	1
673	а также	1	1
674	ли она	1	1
675	как форма	1	1
676	аналогии с	1	1
677	и многих	1	1
678	знает что	1	1
679	помощи которых	1	1
680	теорий в	2	1
681	или как	2	1
682	которой мы	1	1
683	области искусства	2	1
684	и во	2	1
685	определение поэзии	1	1
686	или иными	1	1
687	относя за	1	1
688	его произведении	1	1
689	приводит и	2	1
690	довольно верно	1	1
691	в ту	1	1
692	в свете	1	1
693	в русском	2	1
694	мы хотим	1	1
695	если это	1	1
696	какой мере	3	1
697	в него	2	1
698	указывает что	1	1
699	бросается в	1	1
700	обе эти	1	1
701	познавательного процесса	1	1
702	том можно	1	1
703	направленных к	1	1
704	технику своего	1	1
705	восприятии и	2	1
706	в какой	5	1
707	эту задачу	1	1
708	как нечто	1	1
709	быть сведены	1	1
710	в стороне	1	1
711	этих теорий	1	1
712	очень много	1	1
713	образа с	1	1
714	который в	3	1
715	простой и	1	1
716	и ряд	1	1
717	же при	1	1
718	сам собой	1	1
719	процессов в	1	1
720	без этого	1	1
721	же и	1	1
722	есть в	7	1
723	лиц с	1	1
724	конечно не	1	1
725	только на	3	1
726	ее а	1	1
727	можно определить	1	1
728	в живописи	2	1
729	искусства образ	1	1
730	в поэзии	2	1
731	оно в	1	1
732	которых можно	1	1
733	у отдельных	2	1
734	этому вопросу	1	1
735	художественного познания	1	1
736	не дает	2	1
737	этого процесса	1	1
738	в данной	1	1
739	по выражению	1	1
740	и других	3	1
741	психологии в	2	1
742	его и	3	1
743	ту или	2	1
744	к творчеству	1	1
745	и значения	1	1
746	это обстоятельство	3	1
747	который как	1	1
748	и из	1	1
749	ни в	9	1
750	в известной	1	1
751	к более	1	1
752	содержания и	1	1
753	сами по	1	1
754	в состоянии	3	1
755	отношение к	2	1
756	относится скорее	1	1
757	случайное и	3	1
758	но что	2	1
759	при отсутствии	1	1
760	процессов и	1	1
761	заметить что	1	1
762	представлений в	2	1
763	явлений в	1	1
764	между описанием	1	1
765	или ином	1	1
766	и вместе	2	1
767	в более	1	1
768	это положение	1	1
769	к идее	2	1
770	себе ту	1	1
771	со всем	1	1
772	без всякой	1	1
773	образы фантазии	1	1
774	только у	1	1
775	так не	1	1
776	все основания	1	1
777	имеет свой	1	1
778	связаны с	1	1
779	леонардо да	1	1
780	как общая	1	1
781	совершенно точно	6	1
782	в свою	1	1
783	процессе творчества	1	1
784	литературное произведение	1	1
785	могут иметь	1	1
786	в воображении	1	1
787	себя и	2	1
788	полагаем что	1	1
789	близко к	1	1
790	процесс в	1	1
791	только припомнить	1	1
792	поскольку она	2	1
793	и составляет	2	1
794	целым рядом	1	1
795	которые вызывает	1	1
796	и самый	1	1
797	не означает	2	1
798	наконец в	2	1
799	и психологии	2	1
800	образом это	1	1
801	да винчи	1	1
802	на эту	1	1
803	самого начала	1	1
804	сцеплением мыслей	1	1
805	другие в	1	1
806	очень часто	4	1
807	свести к	1	1
808	что искусство	11	1
809	эта операция	1	1
810	впасть в	1	1
811	у различных	1	1
812	произведение с	1	1
813	представить себе	3	1
814	из форм	1	1
815	относятся к	1	1
816	мы говорим	1	1
817	в духе	1	1
818	как в	9	1
819	их к	1	1
820	если так	1	1
821	в шкловский	1	1
822	сравнению с	1	1
823	а если	1	1
824	в той	1	1
825	и основной	1	1
826	которое не	1	1
827	образом на	1	1
828	имеем дело	1	1
829	бы его	1	1
830	исходя из	3	1
831	должно быть	1	1
832	их отношение	1	1
833	произведения или	1	1
834	других видов	3	1
835	слова и	1	1
836	еще раз	1	1
837	и повторение	1	1
838	возникают у	1	1
839	совершенно очевидно	3	1
840	но это	3	1
841	природу и	1	1
842	о создании	1	1
843	основании всех	1	1
844	стоит только	2	1
845	мы видим	5	1
846	форм и	1	1
847	от искусства	1	1
848	как каждый	1	1
849	произведения без	1	1
850	об искусстве	2	1
851	а к	1	1
852	ее и	2	1
853	и все	5	1
854	и разные	1	1
855	и смысл	1	1
856	находится в	1	1
857	потому что	10	1
858	же оно	1	1
859	увидим ниже	1	1
860	и наоборот	1	1
861	или не	2	1
862	утверждал что	2	1
863	но вот	1	1
864	личности и	1	1
865	всего человека	1	1
866	приходится признать	1	1
867	указано выше	1	1
868	дело с	3	1
869	философии к	1	1
870	из тех	1	1
871	это в	2	1
872	том или	1	1
873	от всех	3	1
874	совершенно не	5	1
875	сводить к	1	1
876	необходимое условие	1	1
877	религии и	1	1
878	к числу	2	1
879	процесса с	1	1
880	показывают как	1	1
881	к этой	2	1
882	видим в	1	1
883	и другие	4	1
884	это понятие	1	1
885	в таком	3	1
886	в роли	1	1
