N	2gram	Losev_Vlad_3	Istorich
270	говорит о	4	2
271	и возвращается	1	2
272	и оно	1	2
273	что из	1	2
274	становится ясным	1	2
275	в связи	3	2
276	но оно	2	2
277	как это	4	2
278	он говорит	1	2
279	а если	2	2
280	трудной задачи	1	2
281	в литературе	1	2
282	был в	1	2
283	это значит	6	2
284	и такие	1	2
285	только о	3	2
286	и от	6	2
287	и о	4	2
288	в основном	4	2
289	отличается от	3	2
290	но для	3	2
291	он прошел	2	2
292	идти дальше	1	2
293	но вот	3	2
294	сказать что	12	2
295	знаю что	1	2
296	и эта	3	2
297	точно так	4	2
298	они не	1	2
299	не прямо	3	1
300	отношения к	5	1
301	не имел	2	1
302	необходимо отметить	1	1
303	самом деле	1	1
304	как известно	1	1
305	только потому	1	1
306	силы и	1	1
307	и должны	1	1
308	бы для	1	1
309	к этой	2	1
310	в чисто	1	1
311	этой теории	1	1
312	не хочет	2	1
313	из его	1	1
314	она все	1	1
315	должна быть	2	1
316	и больше	1	1
317	этого он	1	1
318	есть не	2	1
319	можно и	1	1
320	это совершенно	1	1
321	что если	4	1
322	теперь мы	1	1
323	совершенно так	2	1
324	речь была	1	1
325	растущее в	1	1
326	еще до	2	1
327	в возможности	1	1
328	который был	2	1
329	но она	1	1
330	что иное	1	1
331	я не	3	1
332	с большим	3	1
333	в ней	5	1
334	свете этой	1	1
335	более или	5	1
336	он был	2	1
337	в которых	1	1
338	бы то	3	1
339	сделать ее	1	1
340	иных случаях	1	1
341	чем это	2	1
342	совсем не	5	1
343	то он	4	1
344	они имеют	1	1
345	легко может	2	1
346	заметим что	3	1
347	об этих	2	1
348	свою жизнь	1	1
349	он пишет	1	1
350	существование в	1	1
351	тут же	5	1
352	от такого	1	1
353	в свои	1	1
354	определяется не	1	1
355	сама по	1	1
356	один и	1	1
357	в поисках	1	1
358	во что	2	1
359	же с	7	1
360	независимо от	3	1
361	в своем	8	1
362	ко всякого	1	1
363	и как	7	1
364	это тоже	2	1
365	и к	2	1
366	имеют характер	1	1
367	духа и	1	1
368	в этот	2	1
369	два обстоятельства	1	1
370	вопрос почему	1	1
371	но отсюда	1	1
372	в целом	2	1
373	образом и	1	1
374	в этой	8	1
375	в известном	1	1
376	он делает	1	1
377	на стадии	1	1
378	дальше и	2	1
379	его но	1	1
380	тогда если	1	1
381	он пользуется	1	1
382	работе о	2	1
383	и вот	1	1
384	только те	1	1
385	ни было	1	1
386	для понимания	2	1
387	наконец если	1	1
388	что ни	1	1
389	всех своих	2	1
390	и за	2	1
391	и признаки	1	1
392	этим самым	1	1
393	то ни	3	1
394	же не	2	1
395	в другом	2	1
396	же а	1	1
397	на все	1	1
398	знает что	1	1
399	сила и	1	1
400	с начала	1	1
401	не простая	1	1
402	надо считать	1	1
403	однако здесь	3	1
404	стоит на	2	1
405	в новое	1	1
406	но уже	2	1
407	о которых	2	1
408	далеко не	3	1
409	для своего	1	1
410	с тем	7	1
411	фигурирует в	1	1
412	специальной работе	1	1
413	что такого	1	1
414	можно считать	5	1
415	должно быть	5	1
416	автора и	1	1
417	обратимся к	1	1
418	не мог	6	1
419	когда в	1	1
420	что наличие	1	1
421	или менее	5	1
422	бы на	2	1
423	но если	5	1
424	от своего	1	1
425	и при	1	1
426	в своей	9	1
427	которую мы	1	1
428	при изучении	1	1
429	как все	1	1
430	взгляд на	2	1
431	и третий	1	1
432	и без	1	1
433	с точки	6	1
434	основном как	1	1
435	за своим	1	1
436	не путем	1	1
437	свое существование	2	1
438	природы но	1	1
439	отца это	1	1
440	не понимает	2	1
441	важные для	1	1
442	друг другу	1	1
443	надо сказать	1	1
444	и более	2	1
445	собой и	1	1
446	что сам	1	1
447	и то	9	1
448	по себе	6	1
449	что эта	2	1
450	не для	1	1
451	же мы	1	1
452	и есть	1	1
453	можно ли	2	1
454	не раз	1	1
455	тем самым	2	1
456	как можно	2	1
457	находит что	1	1
458	впадает в	1	1
459	не исчерпывают	1	1
460	мышления и	1	1
461	дело в	5	1
462	что их	1	1
463	в науке	1	1
464	он мог	3	1
465	для всего	1	1
466	того и	1	1
467	его от	1	1
468	больше чем	2	1
469	под этим	1	1
470	о ней	1	1
471	и весь	1	1
472	по вопросу	2	1
473	при всем	2	1
474	оно есть	6	1
475	но очень	1	1
476	очень мало	1	1
477	того в	1	1
478	она должна	2	1
479	предполагать что	1	1
480	правда это	1	1
481	ему и	1	1
482	же он	1	1
483	то этот	1	1
484	до того	1	1
485	обращает на	2	1
486	доказать что	1	1
487	как будто	1	1
488	мы и	2	1
489	ли это	1	1
490	и красота	2	1
491	ему не	1	1
492	в руки	1	1
493	вот в	2	1
494	очень часто	1	1
495	было у	1	1
496	же самое	3	1
497	всего в	1	1
498	и другим	1	1
499	к тому	7	1
500	за что	1	1
501	указывает на	1	1
502	здесь под	1	1
503	оно не	3	1
504	утверждать что	1	1
505	не единственный	1	1
506	и умер	1	1
507	для себя	5	1
508	как не	2	1
509	в некоторых	1	1
510	здесь также	1	1
511	раз мы	1	1
512	сводится к	3	1
513	но мы	2	1
514	говорится что	1	1
515	вопрос что	1	1
516	если они	2	1
517	и сам	1	1
518	можно было	5	1
519	только тот	1	1
520	те же	1	1
521	не с	4	1
522	ясно что	1	1
523	и мертвые	1	1
524	а этот	1	1
525	и которые	1	1
526	мог бы	4	1
527	во многом	2	1
528	подойти к	1	1
529	можно только	2	1
530	во второй	1	1
531	том как	1	1
532	и с	9	1
533	если бы	3	1
534	в разных	2	1
535	которые можно	2	1
536	находится в	3	1
537	к своему	2	1
538	и поэтому	1	1
539	никак не	4	1
540	ясным что	1	1
541	самому себе	1	1
542	можно сказать	1	1
543	а также	8	1
544	все та	1	1
545	вопросу о	1	1
546	и во	1	1
547	и всю	2	1
548	помощи которых	1	1
549	в его	14	1
550	сила а	1	1
551	во всей	1	1
552	каждый элемент	1	1
553	нечего и	2	1
554	и только	3	1
555	вслед за	1	1
556	кто в	1	1
557	именно в	3	1
558	которая и	1	1
559	том почему	1	1
560	знания и	2	1
561	жизнь но	2	1
562	но тут	2	1
563	же можно	1	1
564	значит что	6	1
565	тех пор	1	1
566	как например	2	1
567	но так	1	1
568	но с	2	1
569	этим же	1	1
570	всякого рода	3	1
571	только одной	1	1
572	с появлением	1	1
573	в какой	2	1
574	и потому	10	1
575	и весьма	3	1
576	он уже	2	1
577	который в	2	1
578	самые разнообразные	1	1
579	же почему	1	1
580	жизни и	1	1
581	ясности в	1	1
582	а только	7	1
583	вот что	3	1
584	не отметить	1	1
585	или не	3	1
586	или через	1	1
587	в жизни	2	1
588	в виде	13	1
589	в начале	2	1
590	первые три	1	1
591	где у	2	1
592	этому вопросу	1	1
593	а то	2	1
594	у греков	1	1
595	не дает	1	1
596	то чего	1	1
597	за ним	1	1
598	очевидно что	1	1
599	которые в	1	1
600	него нет	1	1
601	конечно у	1	1
602	земли и	1	1
603	себе в	2	1
604	и их	1	1
605	здесь перед	1	1
606	богов и	1	1
607	увидим еще	1	1
608	не о	2	1
609	но что	2	1
610	она всегда	1	1
611	вполне можно	1	1
612	не говорит	5	1
613	от того	4	1
614	мало для	1	1
615	даже и	12	1
616	но из	1	1
617	для того	2	1
618	это будет	1	1
619	рядом с	1	1
620	и из	1	1
621	здесь более	1	1
622	отличаются от	1	1
623	здесь в	4	1
624	а с	4	1
625	так вот	2	1
626	смысла и	1	1
627	от этого	2	1
628	в изучение	1	1
629	за год	1	1
630	а так	1	1
631	о чем	1	1
632	из многочисленных	1	1
633	него не	1	1
634	именно так	1	1
635	начиная с	1	1
636	не дается	2	1
637	в самой	1	1
638	противоречие с	1	1
639	в иных	1	1
640	просто как	1	1
641	то можно	2	1
642	незадолго до	1	1
643	здесь уже	1	1
644	из которых	1	1
645	xix века	6	1
646	по своему	1	1
647	что весь	1	1
648	что же	9	1
649	за рамки	1	1
650	таких условиях	2	1
651	здесь идет	1	1
652	этого факта	2	1
653	для тех	2	1
654	этом случае	1	1
655	ум и	1	1
656	от нас	1	1
657	здесь входить	1	1
658	в книге	2	1
659	вообще говоря	2	1
660	и часто	1	1
661	ли в	1	1
662	тем и	1	1
663	мира и	1	1
664	идет речь?	1	1
665	как эта	1	1
666	являясь к	1	1
667	еще более	1	1
668	для его	1	1
669	но зато	1	1
670	хотя бы	6	1
671	знание и	2	1
672	только что	2	1
673	все они	2	1
674	же в	3	1
675	здесь даже	1	1
676	к самому	1	1
677	бы с	1	1
678	нам не	1	1
679	может и	1	1
680	все еще	1	1
681	а о	2	1
682	только как	1	1
683	сколько угодно	2	1
684	но этот	1	1
685	из этого	2	1
686	ниже мы	1	1
687	в заключение	1	1
688	но эти	1	1
689	все что	1	1
690	в частности	1	1
691	можно будет	1	1
692	и свою	1	1
693	как на	3	1
694	в таком	3	1
695	такой же	4	1
