N	2gram	Voloshinov_2	Komedia
198	но не	2	2
199	говоря уже	1	2
200	в состоянии	1	2
201	и формы	3	2
202	к нему	5	2
203	сих пор	3	2
204	но это	1	2
205	об отношении	1	2
206	или в	2	2
207	указания на	1	2
208	только что	3	2
209	ни было	6	2
210	то что	4	2
211	не говоря	1	2
212	в свою	6	2
213	в действительности	1	2
214	ее в	1	2
215	во всяком	3	2
216	в почти	1	1
217	выражено в	1	1
218	можно говорить	1	1
219	также и	1	1
220	в этот	1	1
221	самое слово	1	1
222	сам по	1	1
223	на самом	7	1
224	не что	1	1
225	тем же	4	1
226	между двумя	1	1
227	его же	1	1
228	исходит из	3	1
229	случае оно	1	1
230	высшей степени	3	1
231	в зависимости	2	1
232	уже по	1	1
233	и за	1	1
234	одним из	2	1
235	мы уже	6	1
236	той же	3	1
237	ответить на	1	1
238	совпадает с	1	1
239	что иное	1	1
240	из того	1	1
241	то это	1	1
242	как впрочем	1	1
243	зависимости от	2	1
244	мы здесь	2	1
245	и он	2	1
246	создать из	1	1
247	в ней	3	1
248	это предложение	1	1
249	иное как	2	1
250	не найдем	1	1
251	к целому	4	1
252	а только	1	1
253	во всех	6	1
254	подходить к	1	1
255	явлением в	1	1
256	два основных	1	1
257	коем случае	2	1
258	общественной жизни	1	1
259	к которой	1	1
260	следовательно все	2	1
261	не все	1	1
262	ответ на	2	1
263	отнюдь не	8	1
264	по социальной	1	1
265	шесть раз	1	1
266	с этим	3	1
267	так называемая	1	1
268	дает нам	1	1
269	в своем	2	1
270	смысле этого	4	1
271	когда он	1	1
272	не являются	1	1
273	его к	2	1
274	более или	2	1
275	то в	1	1
276	отсюда к	1	1
277	не приходится	1	1
278	что это	2	1
279	так или	1	1
280	что же	1	1
281	чуть ли	1	1
282	бы не	2	1
283	из этих	1	1
284	но без	1	1
285	приводит к	2	1
286	только на	4	1
287	роль в	1	1
288	ее как	1	1
289	о возникновении	1	1
290	как он	1	1
291	перемены в	1	1
292	не могла	1	1
293	что эти	1	1
294	к выводу	1	1
295	к миру	1	1
296	и политическая	1	1
297	оно в	1	1
298	к одному	1	1
299	систему его	1	1
300	быть с	1	1
301	не могли	1	1
302	из него	2	1
303	что она	1	1
304	форме не	1	1
305	последнее слово	1	1
306	но все	1	1
307	человека в	1	1
308	значительной степени	2	1
309	на мать	1	1
310	что все	1	1
311	же не	1	1
312	в совершенно	1	1
313	им как	2	1
314	же касается	1	1
315	в каком-нибудь	1	1
316	конечно в	3	1
317	выражение и	2	1
318	то есть	2	1
319	на этой	5	1
320	целые группы	1	1
321	это было	2	1
322	уже знаем	2	1
323	спор в	1	1
324	перед нами	3	1
325	конкретной ситуации	1	1
326	в жизни	2	1
327	нет в	1	1
328	а с	2	1
329	соответствии с	1	1
330	к которым	3	1
331	с тем	1	1
332	которой он	1	1
333	всегда и	2	1
334	и целые	1	1
335	как целое	9	1
336	слова и	6	1
337	в этих	3	1
338	можно только	1	1
339	не так	2	1
340	отрыве от	1	1
341	именно та	1	1
342	никаких оснований	1	1
343	нас не	2	1
344	а как	4	1
345	в отличие	3	1
346	что уже	1	1
347	даются в	1	1
348	свет на	2	1
349	друг другу	1	1
350	однако не	1	1
351	и более	7	1
352	и относительно	1	1
353	времени а	1	1
354	и почти	2	1
355	по себе	3	1
356	не была	1	1
357	тому что	4	1
358	степень его	1	1
359	высказывания в	7	1
360	принципов и	1	1
361	при всех	1	1
362	в идеологическом	2	1
363	но они	2	1
364	самого начала	5	1
365	в русской	1	1
366	если в	1	1
367	и сама	1	1
368	с и	1	1
369	сознания как	1	1
370	также что	1	1
371	а может	1	1
372	того чтобы	6	1
373	следовательно и	2	1
374	в коем	2	1
375	связанное с	1	1
376	которые и	1	1
377	они являются	3	1
378	убедиться в	1	1
379	так например	1	1
380	следует что	4	1
381	не столь	1	1
382	каждый раз	3	1
383	мы и	1	1
384	за ними	1	1
385	ему не	1	1
386	конца и	1	1
387	и для	7	1
388	к себе	1	1
389	не могут	1	1
390	себе никакого	1	1
391	и другим	1	1
392	его с	1	1
393	даже и	2	1
394	слова с	1	1
395	в каждом	1	1
396	и это	3	1
397	встречаем в	2	1
398	не делает	1	1
399	трудно в	1	1
400	от друга	1	1
401	но при	1	1
402	с самого	5	1
403	говорили что	1	1
404	говорить о	1	1
405	и когда	1	1
406	и давно	1	1
407	оно все	1	1
408	подойти к	1	1
409	когда в	1	1
410	высказывание из	1	1
411	всех возможных	1	1
412	с ним	1	1
413	является конечно	2	1
414	грамматики и	1	1
415	раз эта	1	1
416	и внутреннее	1	1
417	и являются	2	1
418	и что	1	1
419	людей так	1	1
420	все его	2	1
421	людьми и	1	1
422	ромен роллан	1	1
423	с целью	1	1
424	в значительной	2	1
425	прямо противоположные	1	1
426	в отрыве	1	1
427	в родном	1	1
428	ее от	2	1
429	за другим	1	1
430	и только	1	1
431	в середине	1	1
432	до эпохи	1	1
433	и следовательно	6	1
434	в лице	1	1
435	идти на	1	1
436	того что	4	1
437	оставляют в	1	1
438	почти все	1	1
439	в двух	3	1
440	для современного	1	1
441	дело с	1	1
442	нуждается в	1	1
443	хотя бы	6	1
444	наиболее яркое	1	1
445	внутреннему миру	1	1
446	не сказать	1	1
447	всегда с	1	1
448	себя в	2	1
449	так что	1	1
450	оказывается в	1	1
451	можно выразить	1	1
452	в большинстве	5	1
453	ни одного	1	1
454	достаточно сказать	1	1
455	речь в	4	1
456	не дает	1	1
457	в данной	4	1
458	в душе	4	1
459	на эту	1	1
460	как тот	1	1
461	все перемены	1	1
462	только их	1	1
463	себе в	1	1
464	в современном	1	1
465	о которой	1	1
466	ее не	1	1
467	друг друга	2	1
468	от того	1	1
469	на том	1	1
470	для того	6	1
471	друг от	1	1
472	в особенности	2	1
473	и толстой	1	1
474	в исторической	1	1
475	нам не	1	1
476	границу между	1	1
477	в высшей	3	1
478	или иначе	1	1
479	стилистические особенности	1	1
480	эти две	1	1
481	далеко не	2	1
482	и прежде	2	1
483	в ряде	1	1
484	и др	1	1
485	на которых	1	1
486	его из	3	1
487	к более	1	1
488	в соответствии	1	1
489	что им	1	1
490	превращается в	1	1
491	чтобы убедиться	1	1
492	а наоборот	1	1
493	один за	1	1
494	его как	1	1
495	о чем	2	1
496	можно понять	1	1
497	большинстве случаев	5	1
498	него не	1	1
499	они лишь	1	1
500	связь с	4	1
501	ко всем	2	1
502	и потому	2	1
503	отсюда и	1	1
504	политической жизни	1	1
505	даже до	1	1
506	что именно	1	1
507	в самый	2	1
508	в данном	5	1
509	к жизни	1	1
510	мы узнаем	1	1
511	в той	5	1
512	в ответ	1	1
513	как бы	19	1
514	на какой-то	1	1
515	кто такой	1	1
516	в это	1	1
517	этого слова	5	1
518	в условиях	1	1
519	мере не	1	1
520	в основном	4	1
521	если оно	1	1
522	этого рода	1	1
523	формы и	2	1
524	к конкретному	1	1
525	эпохи возрождения	1	1
526	которого они	1	1
527	чтобы понять	2	1
528	к одной	1	1
529	от него	2	1
530	у них	1	1
531	в духе	1	1
532	или нет	1	1
533	места в	1	1
534	бы в	4	1
535	еще более	2	1
536	зрения в	1	1
537	обстоит дело	1	1
538	бы на	1	1
539	этих элементов	1	1
540	отношении к	5	1
541	к ее	1	1
542	бы с	1	1
543	слово в	3	1
544	не знает	2	1
545	сказать что	4	1
546	совершенно не	5	1
547	к его	2	1
548	автора в	1	1
549	именно к	1	1
550	выходят за	2	1
551	в каком	3	1
552	жизни и	2	1
553	вполне понятно	4	1
554	и другие	1	1
555	того времени	1	1
556	именно здесь	2	1
557	и эта	2	1
558	гораздо более	1	1
559	как на	2	1
560	в таком	7	1
561	том числе	1	1
562	они не	2	1
