N	2gram	Tiupa_Disk_2	Literetu
148	одно из	4	3
149	при всей	7	3
150	человеческого я	1	3
151	и даже	1	3
152	с другой	5	3
153	еще и	1	3
154	и др	1	3
155	не было	3	3
156	мира в	3	3
157	да и	1	3
158	аналогии с	1	3
159	в культуре	1	3
160	при всем	1	3
161	жизни и	3	3
162	что в	5	3
163	а в	2	3
164	же и	1	3
165	во всяком	1	3
166	повестях белкина	2	2
167	чтобы не	1	2
168	и весьма	1	2
169	того же	2	2
170	и то	4	2
171	самом деле	1	2
172	отношения между	2	2
173	должна быть	2	2
174	для своего	1	2
175	и само	1	2
176	в сущности	1	2
177	а для	1	2
178	из того	1	2
179	во мне	1	2
180	как правило	1	2
181	в е	1	2
182	отнюдь не	6	2
183	вследствие которого	2	2
184	адресата в	3	2
185	только то	1	2
186	с собачкой	1	2
187	как некий	1	2
188	все эти	3	2
189	из этих	3	2
190	но без	1	2
191	в нем	7	2
192	героя с	1	2
193	же это	1	2
194	не к	2	2
195	нашего времени	1	2
196	подобно тому	2	2
197	на этом	1	2
198	различие между	1	2
199	поэзии и	1	2
200	здесь как	1	2
201	для нее	1	2
202	на почве	2	2
203	я другой	1	2
204	по мысли	6	2
205	и читателем	1	2
206	как сказано	1	2
207	и того	3	2
208	несет в	2	2
209	как все	2	2
210	всяком случае	1	2
211	с точки	2	2
212	с позиции	4	2
213	мы в	1	2
214	жизни с	1	2
215	тем не	1	2
216	даже в	1	2
217	так называемого	1	2
218	нас самих	1	2
219	при всех	1	2
220	вплоть до	1	2
221	дело не	1	2
222	своего героя	1	2
223	было у	1	2
224	мышления и	1	2
225	жизни не	2	2
226	с читателем	3	2
227	как будто	3	2
228	этом отношении	4	2
229	могут быть	3	2
230	к тому	1	2
231	объект и	1	2
232	должен быть	1	2
233	более не	1	2
234	в себя	2	2
235	но при	2	2
236	говоря уже	1	2
237	лирическому герою	1	2
238	для читателя	1	2
239	литературного письма	2	2
240	герой тютчева	1	2
241	классического реализма	1	2
242	роль в	4	2
243	к смерти	1	2
244	читателя в	1	2
245	обращаясь к	1	2
246	в мире	11	2
247	или иной	3	2
248	является по	1	2
249	в другом	3	2
250	о том	4	2
251	с одной	4	2
252	воздействия на	1	2
253	обращается к	1	2
254	между тем	2	2
255	во втором	1	2
256	и только	1	2
257	в текст	1	2
258	только на	1	2
259	по выражению	1	2
260	обнаруживаются в	1	2
261	для него	5	2
262	не случайно	1	2
263	тем что	1	2
264	на роль	2	2
265	одной стороны	4	2
266	за пределы	1	2
267	нового времени	5	2
268	превращается в	1	2
269	этого не	1	2
270	не на	2	2
271	художественного целого	4	2
272	как представляется	1	2
273	русской литературы	1	2
274	оказывается не	2	2
275	тому как	2	2
276	с.с аверинцева	2	2
277	чужого я	1	2
278	но одновременно	3	2
279	не является	4	2
280	объекта и	2	2
281	которая в	2	2
282	своей собственной	1	2
283	в индивидуальном	1	2
284	особого рода	1	2
285	в равной	1	2
286	не есть	1	2
287	не обладает	1	2
288	о своем	1	2
289	не говоря	1	2
290	отношению к	4	2
291	в искусстве	1	2
292	которая не	1	2
293	которых не	2	1
294	и развитие	1	1
295	кричу кирпичу	1	1
296	же как	2	1
297	переходит к	1	1
298	адекватное восприятие	1	1
299	о любви	2	1
300	может позволить	1	1
301	идет о	2	1
302	перед лицом	2	1
303	к другому	1	1
304	установка на	1	1
305	достоевского в	1	1
306	на две	1	1
307	проникает в	1	1
308	длинного хх	1	1
309	же ситуаций	1	1
310	жизни здесь	1	1
311	есть не	1	1
312	особенность этого	1	1
313	столь уж	2	1
314	значимости для	1	1
315	романтическую эпоху	1	1
316	мы не	1	1
317	я как	2	1
318	для осмысления	2	1
319	вопрос о	1	1
320	ивана петровича	2	1
321	в становлении	3	1
322	этом не	1	1
323	не была	1	1
324	художественного произведения	1	1
325	писателем и	1	1
326	жизненной позиции	3	1
327	в полной	1	1
328	и чужого	2	1
329	жизни как	2	1
330	но даже	1	1
331	ему в	1	1
332	это время	1	1
333	не иметь	1	1
334	петровича белкина	2	1
335	ним и	1	1
336	субъекта объекта	1	1
337	разумеется не	4	1
338	человеческого опыта	1	1
339	он был	1	1
340	он сам	1	1
341	как субъекта	1	1
342	и мн	2	1
343	бы то	1	1
344	предполагать что	1	1
345	в чем	1	1
346	тем как	1	1
347	во внешнем	1	1
348	стихотворения в	1	1
349	к которой	2	1
350	в сторону	1	1
351	ответ на	1	1
352	отношение к	2	1
353	жанра но	2	1
354	тут же	2	1
355	не просто	1	1
356	переживание переживания	1	1
357	собственное я	1	1
358	божьего света	1	1
359	это мир	2	1
360	первый взгляд	2	1
361	в одной	1	1
362	чужого слова	1	1
363	для всех	1	1
364	пределах одной	1	1
365	авторская позиция	1	1
366	однако не	1	1
367	перед нами	3	1
368	как уже	2	1
369	и как	3	1
370	в противоположность	5	1
371	в концовке	2	1
372	то в	1	1
373	художественного мира	1	1
374	со своей	1	1
375	еще на	1	1
376	себе как	1	1
377	в которой	1	1
378	субъективности с	1	1
379	повествование в	1	1
380	в нашем	1	1
381	переходное состояние	1	1
382	большей части	2	1
383	право на	1	1
384	а напротив	1	1
385	говорят о	1	1
386	не приводит	1	1
387	вследствие этого	2	1
388	так сказать	1	1
389	роли в	1	1
390	по словам	2	1
391	задний план	1	1
392	в поэтике	1	1
393	он не	3	1
394	аспект художественной	1	1
395	первобытного человека	1	1
396	к одному	1	1
397	качестве своего	1	1
398	и более	1	1
399	у пушкина	2	1
400	ориентация на	1	1
401	индивидуального существования	1	1
402	не бывает	1	1
403	на адресата	2	1
404	не должно	1	1
405	но все	1	1
406	человека в	4	1
407	значительной степени	1	1
408	подход к	3	1
409	то ни	1	1
410	из миропорядка	1	1
411	читателям в	1	1
412	самого автора	1	1
413	и с	2	1
414	а их	1	1
415	это весьма	1	1
416	полной мере	1	1
417	большинстве случаев	1	1
418	картиной мира	1	1
419	натуральной школы	2	1
420	в глазах	1	1
421	всего божьего	1	1
422	практически не	1	1
423	феномена как	1	1
424	одной фразы	1	1
425	из первых	1	1
426	этом качестве	1	1
427	в них	3	1
428	сам текст	1	1
429	текста а	3	1
430	соответствии с	3	1
431	в ее	1	1
432	мы имеем	2	1
433	которая может	1	1
434	покойного ивана	1	1
435	о.э мандельштама	1	1
436	должно быть	2	1
437	иначе говоря	3	1
438	такой же	2	1
439	со всей	1	1
440	одного и	3	1
441	на первый	2	1
442	в этих	3	1
443	творческого наследия	1	1
444	во второй	1	1
445	лирическое я	2	1
446	будет занимать	1	1
447	жанровых формах	1	1
448	со своего	1	1
449	в условиях	1	1
450	в которых	1	1
451	жизненный путь	2	1
452	в памяти	1	1
453	одном из	3	1
454	внутреннюю обособленность	1	1
455	господин прохарчин	1	1
456	текстом и	1	1
457	по крайней	1	1
458	взаимодействующих сознаний	2	1
459	ни было	1	1
460	письма в	1	1
461	вовсе не	1	1
462	а вот	1	1
463	например и	1	1
464	к собственному	1	1
465	произведения как	2	1
466	на три	1	1
467	во главе	1	1
468	она не	1	1
469	как о	1	1
470	самого начала	1	1
471	человеческого присутствия	1	1
472	на него	1	1
473	личности к	1	1
474	говорить о	2	1
475	как новый	1	1
476	о них	1	1
477	сопереживания как	1	1
478	это еще	2	1
479	и всегда	1	1
480	ряд аналогичных	1	1
481	области художественного	1	1
482	имеем дело	1	1
483	онегина и	1	1
484	в наше	2	1
485	общим местом	1	1
486	другой стороны	2	1
487	он усматривает	1	1
488	о нем	1	1
489	чиновного братства	1	1
490	что ведет	1	1
491	перед ним	1	1
492	уже о	1	1
493	все то	1	1
494	целого в	1	1
495	для литературы	1	1
496	предстает субъектом	1	1
497	отличается от	1	1
498	обряда инициации	1	1
499	именно таков	1	1
500	жизни это	1	1
501	прошлого в	1	1
502	поэзии как	1	1
503	имеет место	1	1
504	переходного обряда	1	1
505	рамках которого	1	1
506	в ситуации	1	1
507	году в	1	1
508	значении в	1	1
509	наукой или	1	1
510	марка ивановича	2	1
511	людей в	1	1
512	повседневного существования	1	1
513	советской литературы	1	1
514	и от	1	1
515	по сути	2	1
516	так в	1	1
517	черный монах	1	1
518	мысль о	3	1
519	с самого	1	1
520	художественного мышления	1	1
521	к жизни	3	1
522	сознания с	1	1
523	позиция самого	1	1
524	как с	1	1
525	столкновения и	1	1
526	решающую роль	1	1
527	что может	1	1
528	ориентировано на	1	1
529	собой в	1	1
530	в оде	4	1
531	строго говоря	1	1
532	в эпоху	1	1
533	последующее развитие	1	1
534	речевой культуры	1	1
535	в третьем	1	1
536	мн др	2	1
537	и здесь	1	1
538	не был	1	1
539	возможна только	1	1
540	и т.д	1	1
541	факультативный признак	1	1
542	при котором	2	1
543	и внутреннее	1	1
544	никак не	1	1
545	и что	1	1
546	всех подобных	1	1
547	означает не	2	1
548	можно сказать	3	1
549	не позволяет	1	1
550	в значительной	1	1
551	самому себе	1	1
552	по слову	1	1
553	существования в	1	1
554	во всех	1	1
555	от них	1	1
556	собственной жизни	1	1
557	и во	1	1
558	на границах	1	1
559	на одном	1	1
560	и взаимодействия	1	1
561	что же	2	1
562	крайней мере	1	1
563	целого а	1	1
564	внешнее и	1	1
565	к личности	1	1
566	очевидным образом	3	1
567	лирики и	1	1
568	мой взгляд	2	1
569	который бы	1	1
570	это всегда	1	1
571	в жизнь	1	1
572	как объект	1	1
573	цивилизованных стран	1	1
574	человеческого существования	1	1
575	одной из	1	1
576	в миропорядке	1	1
577	в какой	1	1
578	не идет	1	1
579	может оказаться	1	1
580	ср у	1	1
581	наше время	2	1
582	в литературу	1	1
583	маленькой трилогии	1	1
584	начинает свой	1	1
585	ему надлежит	1	1
586	на мой	2	1
587	по большей	2	1
588	человеческой личности	1	1
589	со своим	2	1
590	оказывается в	1	1
591	античности до	1	1
592	в большинстве	2	1
593	ему ты	1	1
594	в поэзии	1	1
595	первого лица	1	1
596	текст а	1	1
597	романтической эпохи	1	1
598	чего бы	1	1
599	натурального очерка	1	1
600	что будет	2	1
601	равной степени	1	1
602	в романтическую	1	1
603	художественное восприятие	1	1
604	в котором	3	1
605	в одном	4	1
606	в современном	1	1
607	не для	1	1
608	начала жизни	2	1
609	свидетельствует об	1	1
610	не о	2	1
611	может служить	1	1
612	прежний текст	1	1
613	хх столетия	1	1
614	человек как	1	1
615	свободу в	1	1
616	как такового	1	1
617	отдельного человека	1	1
618	общения и	2	1
619	побуждает и	1	1
620	художественное письмо	1	1
621	и всякое	2	1
622	внутреннего мира	1	1
623	никем не	1	1
624	представляют собой	1	1
625	в финале	1	1
626	из двух	3	1
627	к инверсии	1	1
628	в исторической	3	1
629	в.т и	1	1
630	что и	2	1
631	как сам	1	1
632	как духовная	1	1
633	может и	2	1
634	оказывается своего	1	1
635	субъекта жизни	1	1
636	как субъект	2	1
637	именно в	2	1
638	с той	2	1
639	на чем	1	1
640	бытия в	1	1
641	а с	5	1
642	мира это	1	1
643	себя и	1	1
644	картину мира	4	1
645	творчестве чехова	2	1
646	лирического субъекта	8	1
647	в некоторых	1	1
648	в соответствии	2	1
649	своих истоках	1	1
650	света и	1	1
651	на единой	1	1
652	рассказа о	1	1
653	а сам	2	1
654	стремится к	2	1
655	до конца	1	1
656	более того	1	1
657	в рассказе	4	1
658	сколько в	1	1
659	личности в	2	1
660	человек в	1	1
661	только от	1	1
662	и ты	1	1
663	в творчестве	3	1
664	внутреннюю свободу	1	1
665	начала с	1	1
666	себе самому	2	1
667	однако для	1	1
668	речь не	1	1
669	внешнем мире	1	1
670	в особенности	1	1
671	жизни но	3	1
672	к своему	2	1
673	это были	1	1
674	феноменов жизни	1	1
675	позволить себе	1	1
676	в той	2	1
677	и на	5	1
678	к настоящему	1	1
679	в мир	1	1
680	мотив в	1	1
681	действительной жизни	1	1
682	в состоянии	1	1
683	белкина в	2	1
684	в это	1	1
685	с ее	2	1
686	столько в	1	1
687	тенденцию к	1	1
688	творческих исканий	1	1
689	той мере	1	1
690	такова же	1	1
691	этом и	1	1
692	но для	1	1
693	уже было	1	1
694	но служит	1	1
695	см ниже	1	1
696	можно назвать	4	1
697	пока еще	2	1
698	просто как	1	1
699	себя с	2	1
700	под названием	1	1
701	другом месте	1	1
702	на читателя	1	1
703	из которых	1	1
704	освобождаясь от	1	1
705	совершается на	1	1
706	и состоит	2	1
707	не подлежит	2	1
708	наполеона в	1	1
709	реализуется в	2	1
710	эстетического отношения	1	1
711	а к	2	1
712	русского классического	1	1
713	себя самого	1	1
714	к чужому	1	1
715	и все	3	1
716	я нахожу	1	1
717	не будучи	1	1
718	начало которой	1	1
719	пушкиным в	1	1
720	на языке	2	1
721	от всего	1	1
722	надо полагать	1	1
723	или не	1	1
724	присутствия я	1	1
725	будет сказано	1	1
726	по определению	1	1
727	для онегина	1	1
728	жизни в	3	1
729	в ходе	2	1
730	в романе	1	1
731	между ними	1	1
732	с ней	2	1
733	не знает	3	1
734	сказать что	1	1
735	я это	1	1
736	перечисленные моменты	1	1
737	из этого	1	1
738	романтической культуры	1	1
739	достаточно очевидная	1	1
740	вместе с	2	1
741	к этому	4	1
742	причастности к	2	1
743	том числе	1	1
