N	2gram	Tiupa_Narr_2	DiskursI
231	к своему	2	2
232	за которым	2	2
233	большей части	3	2
234	не с	1	2
235	времени и	4	2
236	картин мира	1	2
237	себе самому	5	2
238	с точки	2	2
239	по преимуществу	1	2
240	в модальности	4	2
241	реализуется в	1	2
242	как субъект	1	2
243	как коммуникативного	1	2
244	как все	1	2
245	не на	1	2
246	жизни не	1	2
247	пока еще	3	2
248	отношения между	2	2
249	но уже	1	2
250	должно быть	1	2
251	в футляре	2	2
252	в специальном	1	2
253	никогда не	6	2
254	рассказа не	1	2
255	о чем	2	2
256	той же	2	2
257	персонажей и	2	2
258	по большей	3	2
259	не о	1	2
260	мы имеем	3	2
261	тому как	2	2
262	который не	1	2
263	является не	1	2
264	на первый	1	2
265	угадывается в	1	2
266	с таким	2	2
267	в целом	3	2
268	а к	3	2
269	же как	2	2
270	установку на	1	2
271	в соответствии	3	2
272	что и	2	2
273	это мир	1	2
274	для себя	3	2
275	в результате	2	2
276	другого в	1	2
277	я как	1	2
278	жизненного поведения	1	2
279	мой взгляд	1	2
280	далеко не	5	2
281	их в	1	2
282	обоих случаях	1	2
283	всякий раз	2	2
284	ивана иваныча	2	2
285	это еще	1	2
286	подобно тому	2	2
287	здесь не	2	2
288	и состоит	2	2
289	зрелого чехова	1	2
290	рассказа является	1	2
291	или иного	3	2
292	не подлежит	1	2
293	в ней	2	2
294	жизнью и	2	2
295	природе своей	1	2
296	что он	5	2
297	на роль	1	2
298	строгом значении	1	2
299	с их	1	2
300	системы персонажей	1	2
301	рассказчика и	1	2
302	со своим	2	2
303	того и	1	2
304	а потом	2	2
305	о любви	2	2
306	перед лицом	1	2
307	в ходе	1	2
308	между жизнью	1	2
309	несет в	1	2
310	чем не	1	2
311	основе своей	1	2
312	и другого	2	2
313	рассуждению бахтина	1	2
314	может иметь	1	2
315	к неподлинному	1	1
316	ней в	2	1
317	в споре	1	1
318	в е	1	1
319	может не	1	1
320	л.с выготским	1	1
321	свидетельствует об	1	1
322	не ведет	1	1
323	свидетеля и	2	1
324	каждый из	1	1
325	собственной жизни	2	1
326	внутреннего мира	1	1
327	событием самого	1	1
328	две жизни	2	1
329	апеллируя к	1	1
330	сведена к	1	1
331	полной мере	1	1
332	текста так	1	1
333	создается характерный	1	1
334	одновременно это	1	1
335	и смерть	1	1
336	как правило	3	1
337	мире где	1	1
338	классического реализма	2	1
339	в форме	5	1
340	предпосылки для	1	1
341	в ситуации	1	1
342	исходя из	1	1
343	к той	1	1
344	характеристиками нарративного	1	1
345	некоторый спектр	1	1
346	к читателю	2	1
347	по выражению	1	1
348	о ней	3	1
349	жизненную позицию	1	1
350	смыслового завершения	1	1
351	одним из	1	1
352	во всяком	1	1
353	формирует все	1	1
354	вопрос о	1	1
355	т.п но	1	1
356	по определению	2	1
357	в нарративной	1	1
358	опыт жизни	1	1
359	к фигуре	1	1
360	разговор наедине	1	1
361	в которой	1	1
362	герой оказывается	1	1
363	аналогии с	1	1
364	столь значительные	1	1
365	искать в	1	1
366	своего персонажа	1	1
367	роман от	1	1
368	классический роман	1	1
369	несут в	1	1
370	эмоционально-волевой тональности	1	1
371	события рассказывания	7	1
372	не говорит	1	1
373	или не	1	1
374	второго лица	2	1
375	жизни с	2	1
376	художественный текст	1	1
377	является событием	2	1
378	из нас	1	1
379	нарративного высказывания	3	1
380	напоминает майевтику	1	1
381	не была	1	1
382	когда на	1	1
383	может служить	2	1
384	себе не	1	1
385	о своем	2	1
386	что свойственно	1	1
387	истолковании эмоционально-волевой	1	1
388	центральное событие	2	1
389	вопрос автор	1	1
390	акт смыслового	1	1
391	автор с	1	1
392	хх столетия	1	1
393	это время	1	1
394	и персонажи	1	1
395	претендует на	1	1
396	высказывания в	1	1
397	в равной	2	1
398	читателя в	4	1
399	рецептивную интенцию	1	1
400	его не	1	1
401	большинстве случаев	1	1
402	идиллический хронотоп	1	1
403	эффект чеховского	1	1
404	к другим	1	1
405	может оказаться	2	1
406	приобретает в	1	1
407	правильно поставленный	2	1
408	чеховский текст	2	1
409	на границе	1	1
410	должен не	1	1
411	действий в	1	1
412	вовсе не	2	1
413	возможна только	1	1
414	вследствие чего	1	1
415	одновременно и	1	1
416	таким образом	5	1
417	не бывает	1	1
418	который бы	1	1
419	другой в	1	1
420	я оно	1	1
421	в жизни	6	1
422	силу своей	1	1
423	коммуникативного поведения	3	1
424	организация художественного	1	1
425	например о	1	1
426	построений зрелого	1	1
427	внешнее по	1	1
428	что является	1	1
429	героя с	1	1
430	строго говоря	3	1
431	письма будто	1	1
432	на материале	1	1
433	а стало	1	1
434	она оказывается	2	1
435	это весьма	1	1
436	циклическое время	2	1
437	в какой	4	1
438	всего на	1	1
439	то чтобы	2	1
440	действующих лиц	3	1
441	и так	1	1
442	что ведет	1	1
443	что полюс	1	1
444	текст а	1	1
445	карнавальную пару	1	1
446	человеческого присутствия	1	1
447	как нечто	1	1
448	и во	1	1
449	фраза текста	1	1
450	это всегда	1	1
451	читатель приобщается	1	1
452	настроенный читатель	1	1
453	такая интрига	1	1
454	для классической	2	1
455	человеческого опыта	2	1
456	как было	2	1
457	самом деле	3	1
458	мы не	2	1
459	чтобы стать	1	1
460	значении данного	1	1
461	и здесь	2	1
462	не вполне	2	1
463	бы не	1	1
464	но с	1	1
465	идентифицировать себя	1	1
466	субъекта с	1	1
467	дело не	1	1
468	так что	1	1
469	как это	4	1
470	к чужому	1	1
471	с нами	1	1
472	чехова всегда	1	1
473	самой высокой	1	1
474	с этой	3	1
475	каждым читателем	1	1
476	упускать из	1	1
477	в случае	2	1
478	слова эта	1	1
479	этим создается	1	1
480	во всех	1	1
481	а между	1	1
482	той мере	2	1
483	учитель словесности	1	1
484	рассказывания слушатель	1	1
485	которой было	1	1
486	об этом	4	1
487	с собачкой	10	1
488	писал бахтин	1	1
489	не обладает	1	1
490	искусно формирует	1	1
491	оптимистически настроенный	1	1
492	умирает а	1	1
493	ряда возбуждающем	1	1
494	того или	3	1
495	героя субъекта	1	1
496	тем что	1	1
497	более того	1	1
498	как о	2	1
499	наедине отсюда	1	1
500	самоактуализации я	1	1
501	то в	1	1
502	в это	1	1
503	ли в	1	1
504	адресата не	2	1
505	в нашем	2	1
506	повести о	1	1
507	жизни гурова	1	1
508	история беликова	1	1
509	модальности убеждения	2	1
510	неустранимо присутствует	1	1
511	о возможности	1	1
512	с машей	1	1
513	нашего времени	1	1
514	и молитвы	1	1
515	для первого	1	1
516	ответ на	5	1
517	одновременно четкий	1	1
518	xix столетия	2	1
519	собой в	1	1
520	четкий потому	1	1
521	порой расхождения	1	1
522	счастья и	1	1
523	и коммуникативной	1	1
524	дискурса и	1	1
525	он сам	2	1
526	присутствует в	2	1
527	в напряжении	1	1
528	знаменательно что	1	1
529	действительной жизни	1	1
530	как самостоятельный	1	1
531	персонажа в	1	1
532	и двусмысленный	1	1
533	рамках которого	1	1
534	низа и	1	1
535	им в	1	1
536	личности к	1	1
537	данный аспект	1	1
538	отдельного человека	1	1
539	чеховедами самой	1	1
540	же к	1	1
541	оно не	2	1
542	тональности одного	1	1
543	его как	1	1
544	завершения ответ	1	1
545	одной из	1	1
546	говорящего субъекта	2	1
547	с совершенно	1	1
548	равной степени	2	1
549	все то	2	1
550	классической эстетической	1	1
551	первого лица	3	1
552	не упускать	1	1
553	внимание на	3	1
554	есть не	1	1
555	самого рассказывания	2	1
556	уже было	1	1
557	сказано далее	1	1
558	же может	1	1
559	с ним	4	1
560	в ее	4	1
561	в силу	4	1
562	по слову	3	1
563	превращается в	2	1
564	не имели	1	1
565	а для	1	1
566	внимания к	1	1
567	себе самом	2	1
568	вплоть до	1	1
569	что касается	1	1
570	того что	6	1
571	между ними	1	1
572	мир в	1	1
573	правило не	1	1
574	раз в	2	1
575	прошлого и	1	1
576	отдельной личности	1	1
577	как сам	1	1
578	или о	1	1
579	человека не	1	1
580	о которой	3	1
581	имеем дело	2	1
582	чеховских рассказов	1	1
583	взгляд с	1	1
584	к тому	9	1
585	же текста	1	1
586	событийность и	1	1
587	но они	1	1
588	к ней	3	1
589	самых общих	1	1
590	еще более	1	1
591	человеку а	1	1
592	и даже	3	1
593	хотя и	5	1
594	система персонажей	3	1
595	другая жизнь	1	1
596	и читателем	1	1
597	антоши чехонте	1	1
598	этом и	1	1
599	бывает в	1	1
600	предполагает со	1	1
601	и судии	2	1
602	в любви	1	1
603	к миру	2	1
604	за пределы	1	1
605	стало быть	2	1
606	бахтин имеет	1	1
607	коммуникации и	1	1
608	разрешения жизненной	1	1
609	в новом	1	1
610	в чужой	2	1
611	и сам	3	1
612	индивидуальный характер	1	1
613	этих событий	1	1
614	поставленный вопрос	1	1
615	от времени	1	1
616	произведений нет	1	1
617	содержаний сознания	1	1
618	рассказывания в	4	1
619	и моральной	1	1
620	ее жизнь	1	1
621	другом и	1	1
622	в современной	2	1
623	автор оставляет	1	1
624	или нескольких	1	1
625	мира это	2	1
626	настроенный пессимистически	1	1
627	существенную роль	3	1
628	но этико-интеллектуальное	1	1
629	упрощенно говоря	1	1
630	истории о	1	1
631	в других	2	1
632	такой картины	1	1
633	читателю апеллируя	1	1
634	значительные порой	1	1
635	событийный опыт	1	1
636	которое может	1	1
637	свидетельствуют о	1	1
638	языка и	1	1
639	при всех	1	1
640	текста на	1	1
641	возбуждающем некие	1	1
642	более не	1	1
643	общения в	1	1
644	бытия в	2	1
645	майевтику сократа	1	1
646	истории последних	1	1
647	как наррация	1	1
648	пребывания в	3	1
649	однако для	1	1
650	из этого	1	1
651	целого но	1	1
652	это и	1	1
653	будто автор	1	1
654	ее в	1	1
655	кругозор героя	1	1
656	этого характера	1	1
657	и служит	2	1
658	в нарастании	1	1
659	истории в	4	1
660	мира по	1	1
661	события в	1	1
662	своей жизни	1	1
663	лицо и	3	1
664	конечном счете	3	1
665	своего мира	1	1
666	это по	1	1
667	и составляет	1	1
668	без которого	1	1
669	в процессе	2	1
670	открытыми для	1	1
671	не тождествен	1	1
672	в городе	1	1
673	на одном	2	1
674	реализации такой	1	1
675	видно что	2	1
676	даже если	1	1
677	человеческих отношений	1	1
678	к позиции	3	1
679	в чем	2	1
680	оставляет читателю	1	1
681	на утро	1	1
682	до его	1	1
683	расхождения в	1	1
684	и от	1	1
685	году как	1	1
686	но заключительный	1	1
687	и вследствие	2	1
688	дискурс это	1	1
689	ни о	1	1
690	и взаимодействия	1	1
691	повествования с	2	1
692	чехова как	1	1
693	во второй	2	1
694	да и	3	1
695	сейчас и	1	1
696	говорящего и	1	1
697	в культуре	2	1
698	в романе	1	1
699	интриги согласно	1	1
700	полюс подлинного	1	1
701	в одной	1	1
702	сказать что	3	1
703	открытость финала	1	1
704	имеет место	2	1
705	как полагает	1	1
706	дискурса как	2	1
707	один из	3	1
708	которые по	1	1
709	к вечности	1	1
710	задушевный разговор	1	1
711	оно лишено	1	1
712	ничего не	6	1
713	о них	2	1
714	жизни это	1	1
715	некие рецептивные	1	1
716	его коммуникативной	1	1
717	всяком случае	1	1
718	самоопределения выбора	1	1
719	своей собственной	2	1
720	ожидания и	1	1
721	главного героя	2	1
722	отсюда столь	1	1
723	возобновляется в	1	1
724	субъекта представляет	1	1
725	их самих	1	1
726	полноценный рассказ	1	1
727	всегда одновременно	1	1
728	человек в	3	1
729	нарративного дискурса	8	1
730	в заглавие	1	1
731	ему в	2	1
732	и быть	1	1
733	xix века	1	1
734	от героя	1	1
735	по своему	2	1
736	об ее	1	1
737	дискурса в	2	1
738	и т.д	4	1
739	текста о	1	1
740	картиной мира	5	1
741	в конечном	3	1
742	со своей	2	1
743	от позиции	2	1
744	другого проблематично	1	1
745	жизни то	1	1
746	одна из	3	1
747	характерный эффект	1	1
748	и жизненная	1	1
749	определяется его	1	1
750	нарративная модальность	7	1
751	сути дела	1	1
752	не со	1	1
753	не умер	1	1
754	произведение не	1	1
755	мере в	2	1
756	будто бы	1	1
757	для читателя	1	1
758	текста чеховедами	1	1
759	как у	4	1
760	ценностный кругозор	1	1
761	необходимые предпосылки	1	1
762	так сказать	3	1
763	в такой	1	1
764	цепь эпизодов	1	1
765	когда он	1	1
766	с конца	1	1
767	читатель получает	1	1
768	как сказано	1	1
769	в самом	2	1
770	никак не	3	1
771	между настоящим	1	1
772	в сторону	1	1
773	с прошлым	1	1
774	слова и	1	1
775	не для	1	1
776	не могут	1	1
777	грань между	1	1
778	в полной	1	1
779	дающей масштабы	1	1
780	читателем ведет	1	1
781	подлинного положителен	1	1
782	но служит	1	1
783	личного опыта	2	1
784	в истолковании	1	1
785	нарративных практик	1	1
786	характер и	3	1
787	четкий и	1	1
788	тем не	5	1
789	другой личности	1	1
790	жанровой природы	1	1
791	жизненной драмы	1	1
792	бы его	1	1
793	иного рода	2	1
794	и что	2	1
795	и образ	1	1
796	дискурсного анализа	1	1
797	чеховский рассказ	1	1
798	она не	1	1
799	дискурсивных практик	1	1
800	однако не	2	1
801	героя но	1	1
802	внутренним я	1	1
803	присутствие в	2	1
804	событие состоит	1	1
805	не просто	1	1
806	характер здесь	1	1
807	завершенности целого	1	1
808	коммуникативной эстетической	1	1
809	быть сведена	1	1
810	на этом	1	1
811	солнца и	1	1
812	содержание и	1	1
813	для нее	1	1
814	данного термина	1	1
815	мира оно	1	1
816	на практике	1	1
817	на правильно	1	1
818	роковым образом	1	1
819	для чеховских	1	1
820	но достаточно	1	1
821	перехода от	1	1
822	эстетической и	1	1
823	прошлым а	1	1
824	несмотря на	2	1
825	жизненный опыт	1	1
826	не случайно	2	1
827	н.и жинкин	1	1
828	чужого в	1	1
829	к человеку	1	1
830	быть и	1	1
831	отказавшись от	1	1
832	практически не	1	1
833	положителен по	1	1
834	с каждым	1	1
835	я не	5	1
836	жизни иной	1	1
837	к другому	2	1
838	и напротив	1	1
839	образцом для	1	1
840	повседневного существования	1	1
841	в разговоре	1	1
842	двух или	2	1
843	было видно	2	1
844	на него	5	1
845	почему он	1	1
846	мы его	2	1
847	она сама	1	1
848	христианской культуры	1	1
849	и иных	1	1
850	нарративная интрига	6	1
851	рассказа буркина	1	1
852	напряжении событийного	1	1
853	как субъекта	2	1
854	получает возможность	1	1
855	[...] и	2	1
856	представляют собой	2	1
857	главной для	1	1
858	высокой квалификации	1	1
859	слова но	1	1
860	на свой	2	1
861	п.м бицилли	1	1
862	же в	4	1
863	на этот	1	1
864	является носителем	1	1
865	смысловой потенциал	1	1
866	зрения нарратора	1	1
867	в некотором	1	1
868	от их	1	1
869	присутствия я	2	1
870	которая не	2	1
871	опирается на	1	1
872	обладает не	1	1
873	я на	1	1
874	нарративным строем	1	1
875	в финале	1	1
876	в которых	1	1
877	событии не	1	1
878	чем и	1	1
879	своих персонажей	1	1
880	этико-интеллектуальное содержание	1	1
881	опыта в	3	1
882	в глазах	4	1
883	наделять чеховский	1	1
884	и их	1	1
885	даме с	1	1
886	всего следует	1	1
887	хотя в	1	1
888	своей природе	2	1
889	события как	1	1
890	тексте в	2	1
891	себя самого	1	1
892	я к	1	1
893	настоящего времени	1	1
894	к себе	7	1
895	двусмысленный четкий	1	1
896	этом свете	1	1
897	могло бы	2	1
898	сюжетного события	1	1
899	имел место	1	1
900	сообщение о	1	1
901	открытый финал	1	1
902	только на	2	1
903	в памяти	2	1
904	по аналогии	1	1
905	все необходимые	1	1
906	опыта присутствия	2	1
907	на фоне	2	1
908	себя героем	1	1
909	только еще	1	1
910	чеховских произведений	1	1
911	граница между	1	1
912	такая же	1	1
913	о нем	3	1
914	человеческого я	5	1
915	считал главной	1	1
916	существования в	2	1
917	обратим внимание	1	1
918	масштабы того	1	1
919	о герое	3	1
920	катастрофичность бытия	1	1
921	мира дающей	1	1
922	эстетической завершенности	1	1
923	зрелый чехов	1	1
924	и пространства	2	1
925	от всего	2	1
926	совершенно иной	1	1
927	которая состоит	2	1
928	а настроенный	1	1
929	заключительный акт	1	1
930	но также	2	1
931	в мир	1	1
932	в даме	1	1
933	всей ее	1	1
934	подлежит верификации	1	1
935	собой как	1	1
936	и более	2	1
937	[...] не	1	1
938	возможность наделять	1	1
939	ведет задушевный	1	1
940	состоящий из	1	1
941	но для	2	1
942	приходит в	1	1
943	коммуникативный объект	1	1
944	в прозе	1	1
