N	2gram	Tiupa_Hudo_1	Istorich
508	во времени	1	1
509	жизни и	5	1
510	а только	4	1
511	играет роль	1	1
512	так можно	1	1
513	и они	1	1
514	больше не	2	1
515	или не	3	1
516	в жизни	1	1
517	в начале	2	1
518	а то	2	1
519	не дает	1	1
520	то чего	1	1
521	за ним	2	1
522	ту или	2	1
523	переосмысления но	1	1
524	не о	2	1
525	как его	3	1
526	к той	1	1
527	но из	1	1
528	рядом с	1	1
529	из двух	1	1
530	только у	1	1
531	и из	1	1
532	с другим	2	1
533	дочь в	1	1
534	и тех	1	1
535	эти две	1	1
536	поля зрения	1	1
537	а с	2	1
538	мы еще	1	1
539	на смену	1	1
540	от этого	1	1
541	в изучение	1	1
542	свою голову	1	1
543	да не	2	1
544	человек в	2	1
545	о чем	1	1
546	и ты	2	1
547	впервые в	2	1
548	о приключении	1	1
549	от солнца	1	1
550	является его	1	1
551	в самой	1	1
552	противоречие с	1	1
553	он ее	2	1
554	в иных	1	1
555	в него	2	1
556	места где	1	1
557	то можно	1	1
558	в предыдущей	3	1
559	из которых	1	1
560	xix века	1	1
561	мне на	1	1
562	по своему	3	1
563	к другому	4	1
564	он будет	1	1
565	что же	2	1
566	о человеке	2	1
567	и всей	1	1
568	вокруг себя	1	1
569	одного порядка	1	1
570	плену у	1	1
571	своим результатам	1	1
572	войну и	1	1
573	т п	8	1
574	смерти а	1	1
575	явления не	1	1
576	и ему	2	1
577	формы и	1	1
578	не замечая	1	1
579	ее и	1	1
580	для его	1	1
581	хотя бы	1	1
582	только что	4	1
583	в мировом	1	1
584	них и	1	1
585	по традиции	1	1
586	я в	1	1
587	же в	3	1
588	соединяется с	1	1
589	здесь даже	1	1
590	он же	1	1
591	может и	3	1
592	все еще	2	1
593	героя не	1	1
594	от лица	2	1
595	сведения о	1	1
596	первый раз	1	1
597	неотделим от	1	1
598	героя как	1	1
599	это делает	1	1
600	не знает	2	1
601	они все	1	1
602	где как	1	1
603	отношению к	8	1
604	из этого	1	1
605	в свое	1	1
606	героя в	2	1
607	эти слова	2	1
608	все что	1	1
609	в частности	5	1
610	это в	3	1
611	см в	1	1
612	можно назвать	1	1
613	в таком	3	1
614	героем но	1	1
615	такой же	3	1
