N	2gram	Trubetskoy_1	Tvorches
303	мы знаем	1	1
304	должно быть	3	1
305	в церкви	1	1
306	в один	1	1
307	остается в	2	1
308	перед собой	1	1
309	в этих	2	1
310	во время	2	1
311	отчасти в	1	1
312	от своего	1	1
313	таким же	3	1
314	древних греков	1	1
315	и народ	1	1
316	знаем что	3	1
317	признать что	6	1
318	и о	2	1
319	должны были	1	1
320	быта и	1	1
321	из области	1	1
322	и более	2	1
323	в таких	2	1
324	любовь к	2	1
325	даже в	1	1
326	тому что	2	1
327	она не	2	1
328	что с	2	1
329	на земле	4	1
330	хотелось бы	1	1
331	дело в	1	1
332	на себе	1	1
333	точно так	2	1
334	но только	1	1
335	себе самом	1	1
336	он с	1	1
337	этот тип	1	1
338	с большой	1	1
339	в русском	1	1
340	к ней	1	1
341	и является	2	1
342	что придает	1	1
343	с чертами	1	1
344	же он	1	1
345	особое значение	1	1
346	в сознании	3	1
347	событий и	1	1
348	как будто	2	1
349	в подобном	1	1
350	в области	2	1
351	ли это	4	1
352	с определенным	1	1
353	свое собственное	2	1
354	стороны и	1	1
355	к себе	2	1
356	не могут	4	1
357	похож на	1	1
358	как только	1	1
359	числе и	1	1
360	одну и	1	1
361	к тому	7	1
362	что оно	3	1
363	той или	3	1
364	указывает на	2	1
365	на это	2	1
366	если же	2	1
367	быть назван	1	1
368	в применении	1	1
369	должен быть	1	1
370	для себя	2	1
371	как мы	1	1
372	у себя	1	1
373	в обстановке	1	1
374	но при	1	1
375	мысль о	1	1
376	только то	1	1
377	в себя	1	1
378	с самого	1	1
379	культуры и	2	1
380	это для	1	1
381	и ту	1	1
382	ясно что	2	1
383	связан с	1	1
384	собой в	1	1
385	образом в	1	1
386	жизни при	1	1
387	другом месте	1	1
388	о своей	1	1
389	в другом	3	1
390	столь же	1	1
391	невозможно но	1	1
392	одного из	1	1
393	и ставит	1	1
394	лишь в	3	1
395	может не	3	1
396	во имя	5	1
397	на точку	1	1
398	от него	2	1
399	совершенно как	1	1
400	а потому	5	1
401	от этих	1	1
402	чудесным образом	4	1
403	при котором	3	1
404	в меру	2	1
405	образом как	1	1
406	цивилизации в	1	1
407	то в	3	1
408	даже если	2	1
409	может оказаться	1	1
410	а лишь	4	1
411	в обществе	1	1
412	души и	1	1
413	том чтобы	3	1
414	сильнее чем	1	1
415	при внимательном	1	1
416	связи с	3	1
417	переходит в	1	1
418	не можем	2	1
419	видеть что	1	1
420	в большинстве	3	1
421	своим собственным	1	1
422	к богу	7	1
423	еще одну	1	1
424	является не	2	1
425	же у	1	1
426	здесь же	1	1
427	в праве	1	1
428	параллели в	1	1
429	участие в	2	1
430	человека на	1	1
431	и их	1	1
432	у этих	1	1
433	не о	2	1
434	бытия и	1	1
435	все такие	1	1
436	не просто	2	1
437	в любви	1	1
438	следует признать	1	1
439	на деле	1	1
440	это положение	1	1
441	же это	1	1
442	что и	3	1
443	со стороны	4	1
444	или иной	5	1
445	даже не	2	1
446	влияние на	1	1
447	хоть и	1	1
448	русской жизни	1	1
449	и прежде	1	1
450	что для	3	1
451	связано с	1	1
452	а главное	1	1
453	и гибели	1	1
454	ясного и	1	1
455	то по	1	1
456	когда же	1	1
457	самого начала	1	1
458	всегда и	1	1
459	в различных	1	1
460	в связи	1	1
461	себе всегда	1	1
462	к сознанию	1	1
463	народа на	1	1
464	эта идея	1	1
465	как это	1	1
466	играют в	1	1
467	человека к	1	1
468	сказанное относится	1	1
469	в роде	2	1
470	нет ни	1	1
471	он будет	4	1
472	встречается у	1	1
473	в течение	2	1
474	применении к	1	1
475	его идеи	1	1
476	не видят	1	1
477	что же	4	1
478	самого себя	7	1
479	человек с	1	1
480	этого слова	1	1
481	совершенно новым	1	1
482	общественной жизни	2	1
483	отличается от	2	1
484	ничего кроме	1	1
485	и для	6	1
486	и человек	2	1
487	этот принцип	1	1
488	полное представление	1	1
489	узнаем что	1	1
490	в результате	2	1
491	это как	1	1
492	должны вызывать	1	1
493	своей собственной	1	1
494	человек и	1	1
495	ее и	1	1
496	для нас	2	1
497	но когда	1	1
498	и ни	3	1
499	не должен	2	1
500	себя если	1	1
501	отношении к	2	1
502	не есть	3	1
503	нем самом	1	1
504	может и	1	1
505	а о	1	1
506	в свою	1	1
507	с ней	1	1
508	не быть	1	1
509	была бы	1	1
510	но можно	1	1
511	совершенно не	2	1
512	или иного	2	1
513	у которых	1	1
514	для настоящего	1	1
515	к другим	1	1
516	нас не	1	1
517	как на	8	1
518	том числе	1	1
