N	2gram	Medvedev_F_2	VLabPisa
151	она не	2	3
152	том как	1	3
153	образом в	1	3
154	в виду	2	3
155	в значительной	3	3
156	что и	8	3
157	говорит в	5	3
158	того что	3	3
159	большей или	1	3
160	или меньшей	1	3
161	п в	1	3
162	этот вопрос	2	3
163	является не	2	3
164	и их	3	3
165	моментов в	1	3
166	даже и	4	3
167	момент в	1	3
168	в конце	2	3
169	именно в	5	3
170	мы знаем	3	3
171	можно утверждать	1	3
172	так же	1	3
173	пишет в	1	3
174	по существу	7	3
175	и от	2	3
176	или в	3	3
177	бы в	5	3
178	а белый	1	3
179	жизни и	3	3
180	как на	1	3
181	ее в	2	3
182	как известно	1	2
183	этого положения	1	2
184	и через	1	2
185	связана с	1	2
186	и этот	1	2
187	а как	3	2
188	мы имеем	1	2
189	же как	3	2
190	в которой	2	2
191	из своих	1	2
192	на эти	1	2
193	что многие	1	2
194	говорить о	5	2
195	но даже	1	2
196	то это	3	2
197	подчеркнуть что	1	2
198	в ней	6	2
199	меньшей степени	1	2
200	что его	1	2
201	в различных	1	2
202	в чем	2	2
203	чуть ли	1	2
204	бы не	1	2
205	но не	2	2
206	если в	3	2
207	в общем	5	2
208	органической связи	1	2
209	и достоевский	1	2
210	отнюдь не	8	2
211	искусстве и	1	2
212	хотя и	3	2
213	но в	4	2
214	с нею	2	2
215	не приходится	3	2
216	он в	2	2
217	ни одна	2	2
218	ее как	2	2
219	как он	1	2
220	он не	6	2
221	том чтобы	1	2
222	трудностей и	1	2
223	в каждом	1	2
224	приходится говорить	1	2
225	они должны	2	2
226	им как	1	2
227	в другом	1	2
228	с другими	10	2
229	как особый	2	2
230	только о	1	2
231	эта теория	1	2
232	само собою	2	2
233	как об	1	2
234	он и	3	2
235	и для	5	2
236	задача эта	1	2
237	восприятия и	4	2
238	всяком случае	5	2
239	не столько	4	2
240	знаем что	1	2
241	народных песен	1	2
242	от его	2	2
243	эта не	1	2
244	которые в	1	2
245	по крайней	1	2
246	если бы	5	2
247	как от	1	2
248	по себе	7	2
249	не менее	1	2
250	мышления в	1	2
251	к этим	1	2
252	не по	2	2
253	того чтобы	3	2
254	на язык	2	2
255	не вполне	1	2
256	в области	3	2
257	и заключается	1	2
258	ли не	1	2
259	отличается от	1	2
260	должны быть	1	2
261	что оно	4	2
262	они и	1	2
263	для того	3	2
264	формы и	2	2
265	только то	1	2
266	и может	3	2
267	роль в	3	2
268	искусство как	3	2
269	произведения не	3	2
270	представляют собою	1	2
271	и даже	4	2
272	именно этого	1	2
273	из основных	1	2
274	во всяком	5	2
275	художественной структуры	1	2
276	лишь в	7	2
277	из себя	1	2
278	от них	1	2
279	во всей	2	2
280	крайней мере	1	2
281	с реальной	2	2
282	конце концов	2	2
283	о его	1	2
284	справедливо говорит	1	2
285	что даже	1	2
286	об образе	1	2
287	с одной	1	2
288	одной из	1	2
289	при помощи	2	2
290	эти вопросы	1	2
291	вовсе не	11	2
292	живет не	1	2
293	к ним	1	2
294	не о	4	2
295	образом не	2	2
296	оно является	1	2
297	эти явления	2	2
298	в особенности	4	2
299	одной стороны	1	2
300	даже не	2	2
301	до сих	1	2
302	что для	2	2
303	основные тенденции	2	2
304	естественно что	1	2
305	к сожалению	2	2
306	от различных	1	2
307	зависит от	1	2
308	и непосредственно	1	2
309	о чем	1	2
310	не об	1	2
311	было в	2	2
312	от характера	2	2
313	столь резко	1	2
314	как например	2	2
315	и некоторые	1	2
316	статье как	1	2
317	сих пор	1	2
318	того или	4	2
319	но для	1	2
320	можно было	1	2
321	в книге	1	2
322	многие из	1	2
323	сюжета и	3	2
324	такое понимание	1	2
325	например не	1	2
326	то о	1	2
327	в большей	1	2
328	все они	1	2
329	форма произведения	1	2
330	а в	6	2
331	в системе	1	2
332	в целях	2	2
333	а о	3	2
334	между ними	2	2
335	к его	2	2
336	отметить что	2	2
337	в своих	1	2
338	они не	4	2
339	которая не	1	2
340	вряд ли	2	1
341	приемов в	1	1
342	литературной жизни	1	1
343	можно говорить	2	1
344	говоря о	1	1
345	лежат в	1	1
346	таком случае	1	1
347	начинается с	1	1
348	и без	1	1
349	самом деле	8	1
350	применении к	2	1
351	художественных произведений	1	1
352	силы и	1	1
353	критики но	1	1
354	и так	1	1
355	всем что	1	1
356	заключался в	1	1
357	п все	1	1
358	противном случае	1	1
359	все те	1	1
360	должна быть	5	1
361	процессе этого	2	1
362	обойтись без	1	1
363	поэзии и	1	1
364	также была	1	1
365	всей ее	1	1
366	о различных	1	1
367	предмета в	2	1
368	как мы	7	1
369	что если	1	1
370	превратилась в	1	1
371	содержания в	1	1
372	вопрос о	1	1
373	нам в	1	1
374	реальной жизнью	1	1
375	его наоборот	1	1
376	творчества с	1	1
377	но она	1	1
378	почти исключительно	1	1
379	из того	1	1
380	оно входит	1	1
381	сам по	3	1
382	это время	2	1
383	свою очередь	1	1
384	и то	2	1
385	становится в	2	1
386	он был	2	1
387	именно эти	1	1
388	здесь не	4	1
389	в последних	2	1
390	с общими	1	1
391	сознания а	1	1
392	предисловии к	2	1
393	а только	2	1
394	дело обстоит	2	1
395	значение и	3	1
396	только тогда	1	1
397	и приемы	2	1
398	уже как	1	1
399	или иное	1	1
400	сама по	1	1
401	его развития	1	1
402	в истории	6	1
403	самое понятие	2	1
404	в м	1	1
405	что во	1	1
406	оказывается не	1	1
407	общего с	1	1
408	первая тенденция	1	1
409	кроме того	2	1
410	историческая жизнь	1	1
411	сознания в	1	1
412	целый ряд	1	1
413	и наконец	4	1
414	это определение	1	1
415	двумя полюсами	1	1
416	основная тенденция	2	1
417	лишь о	2	1
418	то в	2	1
419	следует говорить	1	1
420	целого произведения	1	1
421	уже в	2	1
422	смешивают с	1	1
423	элементов в	2	1
424	всего необходимо	1	1
425	в конкретной	1	1
426	имеем в	1	1
427	на то	1	1
428	если он	1	1
429	но на	1	1
430	дальше и	1	1
431	так сказать	3	1
432	в определенном	1	1
433	время и	3	1
434	да и	1	1
435	творца и	1	1
436	отношении очень	2	1
437	когда все	1	1
438	и еще	1	1
439	в понимании	2	1
440	как увидим	2	1
441	не как	4	1
442	понятий и	3	1
443	ими в	1	1
444	мы полагаем	1	1
445	истолковывая его	1	1
446	то как	1	1
447	и трудность	1	1
448	идеологического творчества	1	1
449	уже не	7	1
450	его от	4	1
451	на этом	2	1
452	и речи	5	1
453	именно это	1	1
454	под воздействием	1	1
455	борьбы и	2	1
456	связанных с	1	1
457	и детализации	1	1
458	знаем не	1	1
459	входит в	4	1
460	произведения от	1	1
461	на почве	9	1
462	этом смысле	2	1
463	и определение	1	1
464	например с	1	1
465	выводу приходит	1	1
466	от всей	2	1
467	в новое	1	1
468	кажется что	1	1
469	материал для	1	1
470	в ином	3	1
471	говорим о	2	1
472	не чем	1	1
473	для них	3	1
474	останется очень	1	1
475	ни одной	1	1
476	несмотря на	1	1
477	подавляющем большинстве	1	1
478	не заметить	1	1
479	смысле что	2	1
480	на этот	1	1
481	в конкретную	1	1
482	обратимся к	1	1
483	в этих	2	1
484	отрыве от	1	1
485	он должен	1	1
486	если можно	1	1
487	при попытках	1	1
488	в подавляющем	1	1
489	вот к	1	1
490	мысль в	1	1
491	в частном	1	1
492	них новые	1	1
493	однако от	1	1
494	является только	1	1
495	быть признана	1	1
496	есть его	1	1
497	не ставя	1	1
498	включая сюда	2	1
499	но он	1	1
500	творчества и	1	1
501	друг другу	1	1
502	иным как	1	1
503	бы быть	1	1
504	евгения онегина	1	1
505	задачи и	3	1
506	степень его	1	1
507	теми или	1	1
508	о значении	1	1
509	что эта	2	1
510	без того	1	1
511	нужно уметь	2	1
512	для определения	2	1
513	типичны для	1	1
514	ему принадлежит	1	1
515	с теми	2	1
516	эти формы	1	1
517	этими двумя	2	1
518	к изучению	1	1
519	материала в	1	1
520	и имеет	1	1
521	этих фактов	1	1
522	иметь в	1	1
523	и пытается	1	1
524	не могло	1	1
525	мышления и	1	1
526	не имеет	2	1
527	нет места	1	1
528	художник тем	1	1
529	это то	1	1
530	учения о	1	1
531	к ней	1	1
532	он пытался	1	1
533	от него	2	1
534	как не	1	1
535	мы бы	1	1
536	моменты в	1	1
537	следует отметить	3	1
538	следует что	3	1
539	только с	1	1
540	так то	1	1
541	как будто	1	1
542	в основе	5	1
543	в каком	1	1
544	отдельных его	1	1
545	шкловский в	1	1
546	пишет для	1	1
547	он склонен	1	1
548	уже о	1	1
549	лежит в	1	1
550	краеугольным камнем	1	1
551	перейти к	1	1
552	ничего общего	1	1
553	в применении	2	1
554	и это	2	1
555	и поэтому	1	1
556	чем иным	1	1
557	можно и	3	1
558	своего развития	3	1
559	же так	1	1
560	как один	1	1
561	и многие	2	1
562	говоря уже	1	1
563	это противопоставление	2	1
564	же не	1	1
565	данном случае	1	1
566	в в	2	1
567	перед необходимостью	2	1
568	о методах	1	1
569	развертывания произведения	1	1
570	то или	1	1
571	в дальнейшем	4	1
572	и сам	1	1
573	помощи которой	1	1
574	по аналогии	2	1
575	нельзя не	1	1
576	каждого из	1	1
577	в плоскости	1	1
578	и практики	1	1
579	мы в	2	1
580	является в	2	1
581	строго говоря	1	1
582	для этого	2	1
583	с ним	2	1
584	связанная с	1	1
585	видят эти	1	1
586	о нем	1	1
587	материала и	4	1
588	на него	1	1
589	художественные произведения	1	1
590	и та	1	1
591	более высокой	1	1
592	светлое поле	1	1
593	еще дальше	1	1
594	для нас	1	1
595	аналогии с	1	1
596	по их	1	1
597	связанной с	1	1
598	является краеугольным	1	1
599	или иначе	1	1
600	и во	1	1
601	и конкретность	2	1
602	об отсутствии	1	1
603	или иными	1	1
604	говорит он	5	1
605	в форме	1	1
606	быть даже	2	1
607	всего этого	5	1
608	в теории	4	1
609	из моментов	1	1
610	в русском	1	1
611	если это	2	1
612	какой мере	2	1
613	поле сознания	1	1
614	полагая что	1	1
615	и следует	1	1
616	дело так	1	1
617	быть и	3	1
618	быть при	1	1
619	с творчеством	1	1
620	следует однако	1	1
621	трудно не	1	1
622	согласиться с	1	1
623	в какой	3	1
624	но ни	1	1
625	к их	1	1
626	не типичны	1	1
627	и элементы	1	1
628	пишет он	1	1
629	не имеющих	1	1
630	эти утверждения	2	1
631	эти определения	2	1
632	самые разнообразные	1	1
633	между этими	3	1
634	но ее	1	1
635	вот этот	1	1
636	обычного типа	1	1
637	же и	2	1
638	единстве художественного	1	1
639	к какому	1	1
640	события и	1	1
641	конечно не	1	1
642	звуков и	1	1
643	только на	3	1
644	поэтому же	1	1
645	можно определить	1	1
646	в поэзии	12	1
647	в виде	1	1
648	еще одну	2	1
649	этому вопросу	1	1
650	смысла в	3	1
651	не дает	1	1
652	или даже	2	1
653	и других	2	1
654	сущность и	1	1
655	отдельные элементы	1	1
656	характерно что	2	1
657	что будет	1	1
658	который как	1	1
659	себе в	1	1
660	ни в	2	1
661	в известной	2	1
662	в прозе	1	1
663	сами по	2	1
664	не для	1	1
665	отношение к	2	1
666	но что	1	1
667	идет в	1	1
668	в систему	2	1
669	каждый из	3	1
670	оказывается перед	1	1
671	тем что	8	1
672	или ином	1	1
673	в рамки	2	1
674	которая свойственна	1	1
675	в более	1	1
676	смысла и	2	1
677	это положение	2	1
678	остается подвести	2	1
679	особый специфический	1	1
680	те черты	1	1
681	богатство и	1	1
682	со всем	1	1
683	без всякой	3	1
684	не обязательно	1	1
685	а именно	2	1
686	и создает	1	1
687	онегина не	1	1
688	в свою	1	1
689	чем он	4	1
690	как же	1	1
691	литературное произведение	1	1
692	могут иметь	1	1
693	полагаем что	1	1
694	не создает	1	1
695	материал в	1	1
696	поскольку она	1	1
697	а наоборот	3	1
698	и самый	1	1
699	однако и	3	1
700	напряженной борьбы	1	1
701	на эту	1	1
702	самого начала	2	1
703	обычное правило	1	1
704	что из	1	1
705	что перед	1	1
706	художественного целого	1	1
707	если не	1	1
708	отмечает и	1	1
709	говорить только	1	1
710	может иметь	1	1
711	что искусство	2	1
712	у различных	1	1
713	и особенно	1	1
714	целом но	1	1
715	мы говорим	4	1
716	как в	4	1
717	и самые	1	1
718	их к	3	1
719	статье о	2	1
720	в светлое	1	1
721	обратил внимание	1	1
722	где же	1	1
723	в шкловский	14	1
724	в данном	1	1
725	а если	1	1
726	так или	1	1
727	в той	2	1
728	к действительности	3	1
729	типа как	1	1
730	которая служит	1	1
731	которое не	1	1
732	образом на	1	1
733	однако отметить	1	1
734	реальной действительностью	2	1
735	часто смешивают	1	1
736	вторая тенденция	1	1
737	том смысле	3	1
738	должно быть	2	1
739	всего может	1	1
740	в художественную	3	1
741	произведения или	2	1
742	этого факта	2	1
743	слова и	7	1
744	является для	2	1
745	совершенно очевидно	1	1
746	но это	2	1
747	на своем	1	1
748	в противном	1	1
749	слова с	1	1
750	особенностей в	1	1
751	произведения а	3	1
752	лишь его	1	1
753	форм и	1	1
754	к пониманию	1	1
755	конечно нельзя	1	1
756	не отрицает	2	1
757	происходит в	1	1
758	их мышления	2	1
759	по принципу	3	1
760	а к	2	1
761	ее и	2	1
762	и все	3	1
763	собственно говоря	1	1
764	той или	1	1
765	еще более	5	1
766	и ни	1	1
767	и смысл	1	1
768	вообще в	1	1
769	находится в	2	1
770	ее основных	1	1
771	потому что	2	1
772	же оно	1	1
773	которых он	1	1
774	стихотворения и	1	1
775	или не	1	1
776	хотя в	1	1
777	утверждал что	1	1
778	этих элементов	2	1
779	е в	1	1
780	не говоря	1	1
781	из тех	1	1
782	любопытно что	1	1
783	том или	1	1
784	от всех	2	1
785	совершенно не	4	1
786	при определенных	2	1
787	он я	1	1
788	в последнем	1	1
789	или иного	5	1
790	по которой	1	1
791	работы в	1	1
792	всей полноты	3	1
793	систему произведения	1	1
794	это было	3	1
795	и другие	2	1
796	можно назвать	1	1
797	в таком	2	1
