N	2gram	Losev_Prob_5	formyVre
147	в качестве	4	3
148	и они	2	3
149	большинстве случаев	1	3
150	тем что	2	3
151	в форме	1	3
152	и даже	14	3
153	не было	1	3
154	не на	1	3
155	о чем	1	3
156	мира в	3	3
157	с помощью	2	3
158	в это	2	3
159	тем более	1	3
160	ее в	2	3
161	а в	6	3
162	в море	1	3
163	и другие	3	3
164	к этому	2	3
165	том числе	2	3
166	у боккаччо	4	2
167	смысле слова	3	2
168	как его	1	2
169	и есть	1	2
170	тем же	3	2
171	и так	1	2
172	характерное для	2	2
173	и до	2	2
174	и людей	3	2
175	мы имеем	2	2
176	человеческой природы	1	2
177	и стиль	1	2
178	жизни как	1	2
179	они были	1	2
180	он был	2	2
181	не был	1	2
182	совсем не	3	2
183	если в	1	2
184	к ним	1	2
185	одного момента	1	2
186	в одной	2	2
187	то в	1	2
188	и к	4	2
189	от этого	3	2
190	тон и	1	2
191	в этой	10	2
192	с одной	3	2
193	после этого	1	2
194	и вот	1	2
195	на земле	9	2
196	людей и	13	2
197	по аналогии	1	2
198	смерть здесь	1	2
199	по себе	2	2
200	далеко не	4	2
201	с тем	5	2
202	бога и	1	2
203	представление о	2	2
204	далее в	1	2
205	жизни с	1	2
206	дается в	1	2
207	своей жизни	1	2
208	но он	5	2
209	и более	2	2
210	в отношении	3	2
211	вплоть до	1	2
212	она не	1	2
213	на котором	1	2
214	и имеет	1	2
215	в день	1	2
216	там где	1	2
217	в самой	3	2
218	на землю	7	2
219	и весь	1	2
220	этом отношении	1	2
221	в духе	3	2
222	могут быть	1	2
223	числе и	1	2
224	и потому	1	2
225	и это	1	2
226	и о	5	2
227	чем не	1	2
228	здесь не	7	2
229	без всякого	2	2
230	и от	1	2
231	в средневековой	1	2
232	не мог	4	2
233	для нового	1	2
234	в плоскости	1	2
235	отсюда и	1	2
236	у вольтера	2	2
237	и должно	1	2
238	утверждает что	1	2
239	можно сказать	6	2
240	борьбе с	2	2
241	это не	2	2
242	и только	2	2
243	все в	3	2
244	в литературе	1	2
245	наконец и	1	2
246	что здесь	2	2
247	один из	2	2
248	свет и	1	2
249	похожи друг	1	2
250	со всеми	2	2
251	это новое	1	2
252	в поэзии	1	2
253	него и	1	2
254	и других	1	2
255	до того	1	2
256	в конце	8	2
257	не для	1	2
258	с настоящим	1	2
259	не были	1	2
260	или иной	1	2
261	до сих	2	2
262	с другой	6	2
263	именно в	3	2
264	было бы	4	2
265	больше и	1	2
266	смысла и	1	2
267	у нас	7	2
268	а на	1	2
269	на друга	1	2
270	до конца	1	2
271	и самый	1	2
272	человек в	1	2
273	если не	4	2
274	не может	5	2
275	все основные	1	2
276	так же	5	2
277	как это	1	2
278	в данном	2	2
279	наряду с	2	2
280	одновременно с	1	2
281	а потом	3	2
282	него есть	1	2
283	и всех	1	2
284	сих пор	2	2
285	только для	2	2
286	друг на	1	2
287	с большой	1	2
288	на небе	2	2
289	в двух	1	2
290	у них	1	2
291	но это	1	2
292	равно как	2	2
293	в заключение	2	2
294	во всяком	2	2
295	все что	2	2
296	богов и	4	1
297	то на	1	1
298	в обычном	1	1
299	от греческой	1	1
300	и то	5	1
301	в преисподнюю	1	1
302	на самом	1	1
303	это и	1	1
304	некоторой степени	4	1
305	на этих	1	1
306	свое место	1	1
307	их и	1	1
308	а как	1	1
309	что если	1	1
310	которую мы	1	1
311	и свой	1	1
312	вопрос о	1	1
313	на место	1	1
314	время как	3	1
315	и самой	1	1
316	и понятия	1	1
317	это время	2	1
318	в ней	3	1
319	он сам	3	1
320	время в	1	1
321	в чем	2	1
322	с его	1	1
323	что люди	2	1
324	тем как	2	1
325	в нашем	1	1
326	самом деле	2	1
327	и всего	1	1
328	в прометее	5	1
329	не входит	2	1
330	с трудом	1	1
331	а он	1	1
332	и никак	2	1
333	земле в	1	1
334	и речи	2	1
335	первый взгляд	1	1
336	в трагедии	4	1
337	его на	2	1
338	природы как	1	1
339	в него	1	1
340	человека вообще	2	1
341	однако не	1	1
342	в полном	1	1
343	этом же	1	1
344	когда он	2	1
345	что по	1	1
346	его к	1	1
347	под тем	1	1
348	и этим	1	1
349	он дал	1	1
350	хотя она	1	1
351	в самом	5	1
352	в которой	5	1
353	бы и	1	1
354	как то	1	1
355	общее замечание	1	1
356	формы в	1	1
357	бы не	3	1
358	едва не	1	1
359	его а	1	1
360	учение о	3	1
361	и те	1	1
362	а вовсе	1	1
363	вообще не	1	1
364	ему свои	1	1
365	он ни	1	1
366	у людей	4	1
367	мы можем	5	1
368	же это	1	1
369	не как	1	1
370	на его	2	1
371	чтобы в	1	1
372	никому не	1	1
373	так например	1	1
374	бури и	2	1
375	но все	4	1
376	от нее	1	1
377	для всей	1	1
378	они должны	1	1
379	об этом	4	1
380	на этой	1	1
381	дома и	1	1
382	свой собственный	2	1
383	и тем	3	1
384	в новое	3	1
385	и каждый	1	1
386	ни в	4	1
387	же названием	1	1
388	нового человека	1	1
389	он и	5	1
390	и такая	1	1
391	чем в	1	1
392	что такого	1	1
393	мы не	2	1
394	такой же	1	1
395	нисколько не	5	1
396	притом жизни	1	1
397	в своей	22	1
398	есть как	1	1
399	за которым	1	1
400	с самого	1	1
401	не столько	1	1
402	и также	1	1
403	для всякого	1	1
404	совершенно новое	1	1
405	в поэме	2	1
406	такую же	2	1
407	без всяких	1	1
408	борьбу с	2	1
409	чтобы это	1	1
410	однако в	3	1
411	единое целое	1	1
412	и мрак	1	1
413	где нет	1	1
414	ним в	1	1
415	в устах	1	1
416	в землю	1	1
417	тому что	1	1
418	нет никакого	3	1
419	любви и	4	1
420	иной раз	2	1
421	о будущем	1	1
422	к земному	1	1
423	в таких	2	1
424	с которой	1	1
425	не имеет	1	1
426	самого начала	1	1
427	дело в	2	1
428	и сама	2	1
429	на него	2	1
430	весь этот	1	1
431	людей от	1	1
432	но только	3	1
433	это мы	1	1
434	вообще нет	1	1
435	на вечное	1	1
436	почему в	2	1
437	правда в	1	1
438	преимущественно в	1	1
439	на волю	1	1
440	человеческого общества	1	1
441	и притом	5	1
442	как она	1	1
443	он хочет	2	1
444	во всем	1	1
445	есть это	1	1
446	изображается как	1	1
447	уже и	2	1
448	и делает	2	1
449	не под	1	1
450	мифов и	1	1
451	и здесь	1	1
452	не могут	2	1
453	когда мы	1	1
454	как только	1	1
455	и пародийного	1	1
456	его с	1	1
457	как для	1	1
458	той или	1	1
459	и iv	1	1
460	сказать что	9	1
461	тот и	1	1
462	где он	1	1
463	здесь изображается	2	1
464	себе в	1	1
465	с ее	1	1
466	значительной мере	2	1
467	в ее	3	1
468	данном случае	2	1
469	себе самом	1	1
470	и человека	2	1
471	то время	3	1
472	это для	1	1
473	и сам	4	1
474	iii в	4	1
475	и дальше	2	1
476	не за	2	1
477	здесь он	1	1
478	времени и	1	1
479	здесь как	2	1
480	и которые	2	1
481	античной мифологии	2	1
482	которые он	1	1
483	к самой	1	1
484	еще в	5	1
485	имеется в	1	1
486	что от	3	1
487	этой жизни	1	1
488	и вообще	9	1
489	землю но	2	1
490	один человек	1	1
491	нам путь	1	1
492	людей как	1	1
493	сводится к	1	1
494	но к	1	1
495	внимание на	3	1
496	никак не	8	1
497	в риме	1	1
498	и что	6	1
499	в глаза	2	1
500	и движения	1	1
501	аналогии с	1	1
502	в значительной	2	1
503	раз и	2	1
504	мифологическое и	1	1
505	анализ этих	1	1
506	доходит до	1	1
507	зевса и	7	1
508	между тем	2	1
509	вся эта	1	1
510	человек был	1	1
511	этот момент	1	1
512	здесь мыслится	2	1
513	нуждается в	1	1
514	человека из	4	1
515	говорит он	1	1
516	есть с	1	1
517	человеческого рода	1	1
518	и следовательно	1	1
519	и об	1	1
520	следовало бы	1	1
521	наделить его	1	1
522	тех пор	1	1
523	по своей	2	1
524	землю и	2	1
525	в новой	1	1
526	это свидетельствует	1	1
527	мы увидим	1	1
528	ли он	2	1
529	для себя	5	1
530	и является	2	1
531	должен быть	1	1
532	должен был	1	1
533	до нас	7	1
534	поэтому и	2	1
535	проявляется в	2	1
536	самом и	1	1
537	и ее	1	1
538	по этому	2	1
539	в теле	1	1
540	и жизни	1	1
541	больше чем	2	1
542	именно на	2	1
543	по совету	1	1
544	для всех	1	1
545	есть в	2	1
546	море и	1	1
547	то и	2	1
548	средневековой литературе	2	1
549	борьбы с	2	1
550	образом у	2	1
551	в виде	10	1
552	свидетельствует о	2	1
553	здесь же	1	1
554	рассказывает о	1	1
555	участие в	2	1
556	лишь редко	1	1
557	был бы	1	1
558	мы встречаем	1	1
559	до некоторой	4	1
560	бытия и	1	1
561	от радости	1	1
562	из крови	1	1
563	и вместе	1	1
564	в очень	1	1
565	момент в	1	1
566	без всякой	1	1
567	на свое	2	1
568	длинный ряд	1	1
569	все вокруг	2	1
570	еще и	4	1
571	на которые	1	1
572	в природе	1	1
573	души и	1	1
574	в год	1	1
575	что не	2	1
576	совмещается с	1	1
577	отсутствует в	1	1
578	ничем не	1	1
579	в рассказе	1	1
580	другой стороны	6	1
581	его по	1	1
582	а так	1	1
583	вергилия в	1	1
584	для человека	1	1
585	для их	1	1
586	него не	2	1
587	под влиянием	1	1
588	несмотря на	6	1
589	мог быть	2	1
590	находим только	1	1
591	радости при	1	1
592	здесь является	1	1
593	надо было	1	1
594	с разными	1	1
595	и глубоко	1	1
596	одной стороны	3	1
597	есть на	1	1
598	его мать	1	1
599	в тех	1	1
600	с тех	1	1
601	быть только	3	1
602	да и	2	1
603	людей для	1	1
604	дело здесь	1	1
605	стремления к	1	1
606	и смерти	1	1
607	с некоторым	1	1
608	мире с	1	1
609	видно что	1	1
610	между прочим	1	1
611	из него	1	1
612	и тогда	2	1
613	тех же	1	1
614	греческой и	1	1
615	это уже	2	1
616	дается целый	1	1
617	в стихотворении	14	1
618	времени мы	2	1
619	значение все	1	1
620	котором он	1	1
621	в результате	7	1
622	а все	1	1
623	и пространстве	1	1
624	но когда	1	1
625	из себя	1	1
626	чтобы наделить	1	1
627	умерла и	1	1
628	бы в	1	1
629	и которое	1	1
630	всякого рода	2	1
631	мы как	1	1
632	конце концов	6	1
633	у горация	1	1
634	зрения в	1	1
635	в настоящее	3	1
636	бы на	2	1
637	новое место	1	1
638	необходимого для	1	1
639	в целях	2	1
640	в свою	2	1
641	всего мира	1	1
642	состоит из	1	1
643	бы ни	1	1
644	природе и	1	1
645	которые всегда	1	1
646	xiv в	1	1
647	по поводу	2	1
648	в таком	2	1
649	этой точки	1	1
650	они не	2	1
