N	2gram	Bakhtin_sl_1	VerxiiNi
107	в других	3	3
108	и о	2	3
109	но по	2	3
110	с самого	1	3
111	культуры и	1	3
112	можно сказать	2	3
113	в значительной	1	3
114	того что	3	3
115	но с	1	3
116	хотя бы	3	3
117	в качестве	3	3
118	так что	2	3
119	из которого	1	3
120	уже не	2	3
121	для него	3	3
122	в одном	2	3
123	к ним	1	3
124	случае не	1	3
125	и даже	6	3
126	или иначе	1	3
127	с ней	2	3
128	с этой	3	3
129	в результате	3	3
130	у них	2	3
131	и другие	1	3
132	к этому	2	3
133	в таком	1	3
134	не должны	2	2
135	одним из	4	2
136	связана с	2	2
137	и это	1	2
138	его не	1	2
139	смотреть на	1	2
140	мы имеем	1	2
141	и заставляет	2	2
142	еще не	4	2
143	и на	14	2
144	бы то	1	2
145	с его	4	2
146	во всех	17	2
147	различия между	2	2
148	силы и	1	2
149	в новом	1	2
150	или иное	1	2
151	и наконец	4	2
152	еще на	1	2
153	он в	5	2
154	на то	1	2
155	не могла	2	2
156	перестает быть	2	2
157	они в	2	2
158	не к	1	2
159	не как	4	2
160	из него	2	2
161	его можно	1	2
162	людей и	1	2
163	то ни	1	2
164	те же	2	2
165	них не	1	2
166	на все	2	2
167	в них	6	2
168	мы видели	1	2
169	но если	1	2
170	которые в	3	2
171	не в	7	2
172	самого начала	1	2
173	ее с	1	2
174	героев и	1	2
175	не могло	3	2
176	только не	1	2
177	в разных	3	2
178	в самой	1	2
179	же время	12	2
180	с одним	1	2
181	самой этой	1	2
182	этом отношении	1	2
183	под разными	1	2
184	и здесь	3	2
185	и проч	2	2
186	не могут	3	2
187	в среде	1	2
188	отличается от	1	2
189	той или	9	2
190	время он	1	2
191	то или	1	2
192	приводит к	1	2
193	не с	2	2
194	особенно в	1	2
195	связанных с	4	2
196	не исчерпывается	2	2
197	для этого	1	2
198	в виду	1	2
199	а также	2	2
200	между тем	2	2
201	наконец в	2	2
202	исторического развития	2	2
203	быть и	4	2
204	по своей	1	2
205	один из	4	2
206	тот же	1	2
207	между этими	2	2
208	от них	1	2
209	со всеми	1	2
210	конечно не	3	2
211	в начале	1	2
212	из своих	2	2
213	или иной	9	2
214	именно в	3	2
215	по своим	6	2
216	прежде всего	8	2
217	не было	3	2
218	и все	4	2
219	среди них	1	2
220	связь с	2	2
221	и иной	1	2
222	и мир	5	2
223	по своему	2	2
224	есть как	3	2
225	по существу	3	2
226	были слишком	1	2
227	на пути	1	2
228	что мы	1	2
229	тем и	2	2
230	о котором	1	2
231	пути к	1	2
232	в эту	2	2
233	ни было	2	2
234	в свою	3	2
235	в процессе	4	2
236	сказать что	2	2
237	одновременно и	2	2
238	из этого	3	2
239	жизни и	1	2
240	для эпохи	1	2
241	все что	1	2
242	этой точки	1	2
243	себя как	1	1
244	только он	1	1
245	как известно	1	1
246	от этой	2	1
247	к людям	1	1
248	чтобы не	1	1
249	в этот	1	1
250	рассматривается как	1	1
251	и через	1	1
252	которого в	1	1
253	языку и	5	1
254	а между	2	1
255	смысле слова	2	1
256	он может	2	1
257	своей основной	1	1
258	или к	3	1
259	в самостоятельный	2	1
260	и есть	1	1
261	в первом	3	1
262	явления и	1	1
263	и до	1	1
264	органически и	1	1
265	же культуры	1	1
266	чем именно	1	1
267	понимается в	1	1
268	мы уже	2	1
269	той же	2	1
270	а как	2	1
271	мы не	2	1
272	что уже	1	1
273	большой литературы	1	1
274	именно к	1	1
275	бы и	3	1
276	этого момента	1	1
277	в сущности	13	1
278	время как	2	1
279	мы и	2	1
280	было очень	1	1
281	в ней	4	1
282	дает им	2	1
283	мы читаем	1	1
284	в широком	2	1
285	а следовательно	1	1
286	в сторону	1	1
287	языке так	1	1
288	а через	1	1
289	отличие от	1	1
290	к своей	2	1
291	друга и	1	1
292	что они	2	1
293	себя в	9	1
294	связи и	1	1
295	человек может	1	1
296	один и	1	1
297	зрения а	1	1
298	в одной	1	1
299	особый самостоятельный	1	1
300	как в	8	1
301	элементов которые	1	1
302	как к	2	1
303	его души	1	1
304	могли бы	1	1
305	его к	1	1
306	от этого	2	1
307	в определенный	1	1
308	то в	2	1
309	них как	2	1
310	та же	1	1
311	не был	1	1
312	то время	2	1
313	близости к	1	1
314	и тот	1	1
315	как основной	1	1
316	имеем в	1	1
317	вследствие этого	1	1
318	так сказать	5	1
319	широком смысле	2	1
320	на его	8	1
321	время и	2	1
322	но именно	4	1
323	всех этих	4	1
324	он должен	1	1
325	к одному	1	1
326	поскольку эти	1	1
327	и более	1	1
328	воспринят как	1	1
329	на этом	2	1
330	что она	1	1
331	человека в	1	1
332	том же	4	1
333	задний план	1	1
334	бы быть	1	1
335	его в	3	1
336	входит в	4	1
337	это было	1	1
338	заключается в	1	1
339	последователен он	1	1
340	есть не	1	1
341	это не	6	1
342	было бы	3	1
343	на почве	4	1
344	этой силы	1	1
345	в свой	1	1
346	лишь на	3	1
347	между отдельными	1	1
348	чаще всего	1	1
349	в жизни	1	1
350	смерть и	1	1
351	в низах	1	1
352	ни в	1	1
353	о которых	1	1
354	в слове	7	1
355	как и	4	1
356	всегда существует	1	1
357	ни с	1	1
358	чем в	1	1
359	должно быть	2	1
360	и того	1	1
361	от своего	1	1
362	в своей	7	1
363	таким же	1	1
364	каждого языка	1	1
365	в их	4	1
366	слова здесь	1	1
367	место в	1	1
368	однако этот	2	1
369	в отличие	1	1
370	он тоже	1	1
371	одном из	1	1
372	труда и	1	1
373	по всем	1	1
374	только те	1	1
375	однако в	1	1
376	не должно	3	1
377	даже в	2	1
378	заставляет его	2	1
379	сам он	1	1
380	случае в	1	1
381	а иногда	3	1
382	является лишь	3	1
383	дело не	2	1
384	на себе	1	1
385	знают лишь	1	1
386	взглянуть на	1	1
387	проникают в	1	1
388	может только	1	1
389	следовательно и	3	1
390	в высшее	1	1
391	ничего не	4	1
392	языка это	2	1
393	видим что	1	1
394	то у	1	1
395	другой стороны	4	1
396	в сознании	2	1
397	только с	1	1
398	но даже	1	1
399	в каком	1	1
400	у нас	2	1
401	действительно был	1	1
402	живущего в	1	1
403	над другими	1	1
404	могут быть	19	1
405	лежит в	4	1
406	не знаем	1	1
407	характерных и	1	1
408	как только	3	1
409	и относит	1	1
410	и другим	2	1
411	этого и	1	1
412	не есть	2	1
413	встречаются и	1	1
414	всегда так	1	1
415	заставляет их	1	1
416	на это	1	1
417	эти явления	1	1
418	всегда в	2	1
419	диалекты в	1	1
420	с ее	4	1
421	свою очередь	2	1
422	здесь не	2	1
423	без всякого	1	1
424	некоторые другие	1	1
425	в ее	2	1
426	данном случае	3	1
427	вне которого	2	1
428	каждая такая	1	1
429	нет никакой	1	1
430	смерти в	1	1
431	в себя	1	1
432	роль в	2	1
433	и совершенно	1	1
434	чем у	1	1
435	всей вероятности	3	1
436	между собой	2	1
437	из одного	2	1
438	с ним	7	1
439	именно потому	1	1
440	первом случае	2	1
441	и других	3	1
442	притом в	1	1
443	одного из	2	1
444	иное значение	1	1
445	может не	8	1
446	в вопросах	1	1
447	до известной	2	1
448	за каждое	1	1
449	и во	3	1
450	и лишь	1	1
451	между направлениями	1	1
452	этих слов	1	1
453	которые играют	1	1
454	творчества в	1	1
455	во втором	1	1
456	эти два	1	1
457	а потому	1	1
458	на одном	1	1
459	язык в	4	1
460	и следовательно	7	1
461	оставаясь в	2	1
462	и прежде	1	1
463	сделать это	1	1
464	мы видим	2	1
465	с ними	3	1
466	дело с	1	1
467	но этим	1	1
468	которым он	1	1
469	друг друга	3	1
470	и так	1	1
471	всех его	7	1
472	такая подмена	1	1
473	и ее	3	1
474	и его	14	1
475	по всей	3	1
476	особенно у	2	1
477	только на	2	1
478	вернуться к	1	1
479	языка как	4	1
480	в ином	1	1
481	в душе	1	1
482	конечно нет	1	1
483	ибо он	2	1
484	и их	1	1
485	с этими	2	1
486	у него	3	1
487	с системой	1	1
488	как раз	2	1
489	притом как	1	1
490	смысла и	3	1
491	в очень	1	1
492	которые как	1	1
493	не были	3	1
494	со всем	1	1
495	имеет свой	2	1
496	непосредственно без	2	1
497	социальной жизни	1	1
498	быть тем	3	1
499	и самый	1	1
500	жизнь в	2	1
501	о чем	1	1
502	на эту	1	1
503	когда она	1	1
504	различие между	1	1
505	та часть	1	1
506	совершенно иное	1	1
507	с помощью	1	1
508	эти особенности	1	1
509	нет ничего	1	1
510	эти слова	2	1
511	всякого живого	1	1
512	с этим	3	1
513	и глубоко	1	1
514	в данном	3	1
515	в той	10	1
516	в особый	2	1
517	как определенные	1	1
518	которая у	1	1
519	да и	1	1
520	иногда даже	1	1
521	там где	4	1
522	этого слова	1	1
523	здесь таким	1	1
524	как из	1	1
525	и некоторые	1	1
526	но это	1	1
527	в одних	1	1
528	кроме того	4	1
529	о мире	1	1
530	мира в	1	1
531	не является	2	1
532	известной степени	4	1
533	которых он	1	1
534	живет и	1	1
535	на задний	1	1
536	его с	1	1
537	души в	1	1
538	находит свое	1	1
539	бы в	1	1
540	тем более	1	1
541	ибо в	1	1
542	пришлось бы	1	1
543	мы ничего	1	1
544	все они	7	1
545	же в	1	1
546	обстоит дело	2	1
547	из общего	1	1
548	невозможна ибо	1	1
549	только как	1	1
550	состоит из	1	1
551	совершенно не	2	1
552	в свое	3	1
553	эти элементы	1	1
554	значение в	1	1
555	эти категории	2	1
556	они не	1	1
