N	2gram	Vinokur_St_2	Mirosoze
150	не имеют	1	2
151	его не	3	2
152	который был	1	2
153	не был	3	2
154	по отношению	1	2
155	себе и	1	2
156	не хотел	1	2
157	более чем	1	2
158	под его	1	2
159	нельзя было	1	2
160	хотя и	4	2
161	говорит что	1	2
162	в которой	11	2
163	средство для	1	2
164	и тот	1	2
165	и те	2	2
166	и если	1	2
167	на его	2	2
168	этого вопроса	1	2
169	не к	2	2
170	на этом	1	2
171	с собой	1	2
172	еще более	4	2
173	тут не	1	2
174	а за	1	2
175	в этих	3	2
176	точки зрения	5	2
177	нас не	2	2
178	ее в	2	2
179	место в	1	2
180	от его	2	2
181	и той	1	2
182	есть еще	2	2
183	о русском	1	2
184	что есть	1	2
185	него была	1	2
186	чем не	1	2
187	ничего не	4	2
188	к ней	1	2
189	связи с	4	2
190	было не	1	2
191	как будто	1	2
192	не до	2	2
193	в основе	1	2
194	и социального	1	2
195	нет ни	1	2
196	оно не	3	2
197	был для	4	2
198	мысль о	1	2
199	можно было	1	2
200	есть также	1	2
201	еще в	2	2
202	в последней	1	2
203	своего образа	1	2
204	после того	4	2
205	по себе	3	2
206	вот почему	1	2
207	и что	6	2
208	в сущности	1	2
209	все время	1	2
210	у всех	2	2
211	стихии в	1	2
212	но с	4	2
213	общественного мнения	1	2
214	тот же	1	2
215	бы его	1	2
216	он уже	1	2
217	между тем	5	2
218	одни и	1	2
219	так что	3	2
220	уже в	1	2
221	ни одного	3	2
222	себе в	1	2
223	не о	1	2
224	не случайно	1	2
225	были бы	1	2
226	е в	1	2
227	как у	3	2
228	что человек	1	2
229	и русская	1	2
230	уходит в	1	2
231	было для	2	2
232	вместе с	7	2
233	к своему	2	2
234	что за	2	2
235	такого рода	2	2
236	что же	1	2
237	да и	1	2
238	из этой	2	2
239	но для	1	2
240	в более	1	2
241	бы в	1	2
242	а в	1	2
243	овладеть этой	1	2
244	к самому	1	2
245	но этот	1	2
246	отношению к	1	2
247	я ни	1	1
248	культурного творчества	1	1
249	говорят о	1	1
250	и то	1	1
251	самом деле	3	1
252	только потому	2	1
253	мере в	2	1
254	не иначе	1	1
255	только имеет	1	1
256	значение но	1	1
257	характер его	1	1
258	мы не	1	1
259	ни у	3	1
260	большую роль	1	1
261	еще до	4	1
262	говорить о	1	1
263	х годов	1	1
264	что теперь	1	1
265	на них	1	1
266	этим не	1	1
267	не оставляет	1	1
268	нет не	1	1
269	нет и	2	1
270	за пределы	1	1
271	нет как	1	1
272	которые не	3	1
273	с этим	3	1
274	народа в	2	1
275	особенно интересен	1	1
276	это был	2	1
277	по внешним	1	1
278	и как	2	1
279	я должен	1	1
280	в материал	1	1
281	для которого	1	1
282	формы в	1	1
283	все эти	2	1
284	раз в	2	1
285	бы только	1	1
286	и кто	1	1
287	только один	1	1
288	их что	2	1
289	на то	2	1
290	перестает быть	1	1
291	отношений между	3	1
292	не могли	2	1
293	у пушкина	12	1
294	но все	7	1
295	значительной степени	2	1
296	что является	1	1
297	или так	1	1
298	и характер	1	1
299	они должны	1	1
300	в другом	4	1
301	об этом	6	1
302	их и	1	1
303	говорил что	1	1
304	было бы	5	1
305	всю свою	1	1
306	по истории	1	1
307	и тем	1	1
308	не соответствует	1	1
309	какой они	1	1
310	мысль была	1	1
311	любви в	1	1
312	к которым	1	1
313	жизни то	1	1
314	с тем	7	1
315	и уже	1	1
316	нигде не	2	1
317	с такой	1	1
318	принадлежит в	1	1
319	в развитии	1	1
320	всего был	1	1
321	на себя	3	1
322	было производить	1	1
323	но я	1	1
324	которую он	2	1
325	но если	1	1
326	от своего	1	1
327	что такое	2	1
328	можно найти	1	1
329	и без	1	1
330	свободен от	2	1
331	уже к	1	1
332	в котором	7	1
333	с точки	2	1
334	к одному	1	1
335	своего рода	5	1
336	народ не	1	1
337	той мере	2	1
338	ответить на	1	1
339	значение для	1	1
340	одном из	3	1
341	против него	1	1
342	не превращает	1	1
343	слабы и	1	1
344	о русских	1	1
345	и более	2	1
346	нас к	1	1
347	иной раз	1	1
348	был уже	1	1
349	народа это	1	1
350	но они	2	1
351	у кого	1	1
352	не по	2	1
353	и именно	3	1
354	для всего	1	1
355	к подлинному	2	1
356	на два	1	1
357	есть плод	1	1
358	и народной	1	1
359	на одной	1	1
360	и теперь	2	1
361	был так	1	1
362	того же	2	1
363	замечательно что	1	1
364	до того	4	1
365	что на	3	1
366	не потому	2	1
367	не знали	5	1
368	в движении	2	1
369	в момент	1	1
370	не могут	1	1
371	сомневаться в	3	1
372	бы он	1	1
373	сам был	1	1
374	за его	1	1
375	отличается от	1	1
376	для такого	1	1
377	но также	4	1
378	по сравнению	1	1
379	без разбора	1	1
380	он никогда	1	1
381	как не	1	1
382	в ее	2	1
383	из трагедии	3	1
384	тем в	2	1
385	говорит об	2	1
386	он с	1	1
387	уход от	1	1
388	х и	2	1
389	в пределах	1	1
390	роль в	1	1
391	свет в	1	1
392	и сам	2	1
393	легенды о	1	1
394	на нее	3	1
395	не с	1	1
396	в борьбе	1	1
397	которая была	2	1
398	о связи	1	1
399	она была	1	1
400	к тем	1	1
401	была в	1	1
402	обратился к	1	1
403	в эпоху	1	1
404	чувствует свою	1	1
405	со словами	1	1
406	оценок и	1	1
407	именно потому	1	1
408	а также	2	1
409	но к	1	1
410	на вопрос	3	1
411	под маской	1	1
412	и который	2	1
413	понимая что	1	1
414	в значительной	2	1
415	последних двух	1	1
416	ровно в	1	1
417	раньше чем	4	1
418	во втором	1	1
419	но нельзя	1	1
420	наконец в	3	1
421	который так	1	1
422	и первое	1	1
423	к концу	1	1
424	и об	1	1
425	бессилен овладеть	1	1
426	речи о	1	1
427	в какой	2	1
428	поэтому она	1	1
429	с какой-то	1	1
430	это очень	2	1
431	бы ни	2	1
432	в голове	1	1
433	а после	1	1
434	не то	3	1
435	к какому	1	1
436	появились у	1	1
437	его жизнь	1	1
438	не дает	2	1
439	так писал	1	1
440	это отрицание	1	1
441	в письме	5	1
442	не находит	1	1
443	у нее	1	1
444	для них	1	1
445	но что	1	1
446	из нее	3	1
447	целиком в	1	1
448	этом отношении	9	1
449	царской властью	1	1
450	церкви и	1	1
451	средних веков	1	1
452	восстать и	1	1
453	не были	1	1
454	возможно что	1	1
455	с другой	4	1
456	и быть	1	1
457	во второй	1	1
458	такое же	2	1
459	а с	3	1
460	при чем	1	1
461	интересен в	1	1
462	который с	1	1
463	судьба его	1	1
464	о чем	5	1
465	его собственной	1	1
466	тебе что	2	1
467	на эту	1	1
468	и ему	1	1
469	связь с	2	1
470	ни на	1	1
471	на самом	3	1
472	независимо от	1	1
473	приводит в	1	1
474	xix века	3	1
475	по своему	2	1
476	в изображении	1	1
477	сравнению с	1	1
478	на тот	2	1
479	в той	5	1
480	а между	1	1
481	этой стихией	1	1
482	века и	2	1
483	неизбежно должна	1	1
484	чтобы сделать	2	1
485	он совершил	1	1
486	с этой	2	1
487	этой трагедии	1	1
488	все это	11	1
489	которые были	1	1
490	письме к	8	1
491	которых он	1	1
492	было еще	1	1
493	и народом	2	1
494	к будущему	1	1
495	он по	2	1
496	а все	1	1
497	а к	2	1
498	когда он	1	1
499	целый ряд	1	1
500	конце концов	1	1
501	за него	2	1
502	ни к	1	1
503	в русский	1	1
504	только что	2	1
505	самом себе	1	1
506	все они	1	1
507	могли быть	1	1
508	ответил на	1	1
509	между ними	1	1
510	в эволюции	1	1
511	была бы	5	1
512	что действие	1	1
513	из этого	1	1
514	сам в	1	1
515	в свое	1	1
516	на своем	1	1
517	не сказал	1	1
518	всегда была	1	1
519	но эти	1	1
520	к этой	1	1
521	по поводу	8	1
522	к этому	4	1
523	как на	9	1
524	которая не	1	1
