N	2gram	Losev_Prob_4	Komedia
568	другой стороны	6	1
569	без которых	1	1
570	ни о	4	1
571	самого начала	1	1
572	среди других	1	1
573	несмотря на	4	1
574	всего этого	1	1
575	свою очередь	1	1
576	в переносном	1	1
577	или по	2	1
578	к своему	2	1
579	их то	1	1
580	ли ты	1	1
581	такого рода	7	1
582	что весь	1	1
583	именно в	7	1
584	у самого	1	1
585	исходя из	1	1
586	но даже	4	1
587	из сочинений	1	1
588	а то	2	1
589	характерные для	1	1
590	за ним	2	1
591	в одно	6	1
592	это уже	3	1
593	от человека	1	1
594	куда ты	1	1
595	ли в	1	1
596	к будущему	1	1
597	само по	1	1
598	в результате	8	1
599	когда он	1	1
600	или другой	3	1
601	с известной	1	1
602	они говорят	1	1
603	тем более	4	1
604	и как	3	1
605	будто бы	2	1
606	том чтобы	2	1
607	вот этот	1	1
608	хотя в	1	1
609	в искусстве	1	1
610	за этим	1	1
611	этой области	1	1
612	на фоне	1	1
613	нет ничего	3	1
614	между ними	1	1
615	из тех	1	1
616	не знает	1	1
617	сказать что	7	1
618	стороне образа	1	1
619	была бы	2	1
620	равно как	1	1
621	в свою	1	1
622	при его	1	1
623	о себе	3	1
624	какой мере	4	1
625	всех других	2	1
626	или иного	3	1
627	ко всему	1	1
628	т е	1	1
629	бы его	1	1
630	же все	1	1
631	жизни мы	1	1
632	а может	2	1
633	точно так	3	1
634	первом же	1	1
635	ее спальне	1	1
636	того или	3	1
637	думать что	1	1
638	так же	5	1
639	как на	1	1
