N	2gram	Nazirov_Tv_2	formyVre
113	в себе	3	3
114	не знает	1	3
115	во всяком	2	3
116	входит в	1	3
117	в быту	2	3
118	при этом	8	3
119	его но	1	3
120	и ее	2	3
121	для них	1	3
122	был бы	1	3
123	романе не	1	3
124	что не	3	3
125	искусстве и	1	3
126	сих пор	3	3
127	до сих	3	3
128	с другими	2	3
129	авантюрного романа	1	3
130	более того	2	3
131	в одном	2	3
132	его в	3	3
133	одной из	3	3
134	между ними	1	3
135	в начале	3	3
136	мы не	4	3
137	в таком	3	3
138	к тому	1	3
139	что и	1	3
140	еще более	1	3
141	хотя и	4	3
142	и других	2	3
143	в этих	1	3
144	вместе с	3	3
145	по отношению	3	3
146	жизни не	1	3
147	человек был	1	3
148	сказать что	1	3
149	романа и	3	3
150	один из	3	3
151	и потому	4	3
152	своей собственной	1	3
153	уже говорили	1	3
154	человек в	1	3
155	друг друга	2	3
156	по преимуществу	2	3
157	именно в	6	3
158	с одной	1	3
159	не могут	1	3
160	мы видим	4	3
161	а в	4	3
162	xviii века	2	3
163	их в	2	3
164	большую роль	1	3
165	характер не	1	3
166	ни к	2	3
167	событий и	1	3
168	героев и	1	3
169	человек здесь	1	3
170	романа то	1	3
171	в какой-то	1	3
172	а не	6	3
173	к этому	3	3
174	чем не	1	3
175	но эта	2	3
176	на фоне	1	3
177	в виду	1	3
178	для нас	1	2
179	в которой	2	2
180	человека так	1	2
181	характера в	2	2
182	место в	3	2
183	но он	1	2
184	в целом	6	2
185	жизни то	1	2
186	характер в	2	2
187	даже не	1	2
188	нет в	1	2
189	не к	1	2
190	в этот	2	2
191	и является	1	2
192	как по	2	2
193	этот тип	1	2
194	рядом с	2	2
195	из нее	1	2
196	числе и	1	2
197	в стороне	2	2
198	и вообще	2	2
199	этот образ	1	2
200	с ним	3	2
201	но очень	1	2
202	в своей	6	2
203	а только	1	2
204	по себе	1	2
205	жизнь в	1	2
206	жизни или	1	2
207	стороны и	1	2
208	о своей	1	2
209	его и	2	2
210	в которых	3	2
211	не без	1	2
212	было бы	1	2
213	к жизни	2	2
214	отношение к	1	2
215	совершенно не	1	2
216	для него	3	2
217	в честь	2	2
218	мир в	1	2
219	нет и	2	2
220	ряда в	1	2
221	к ней	1	2
222	никогда не	11	2
223	имеет в	2	2
224	и к	1	2
225	отличие от	2	2
226	во многом	2	2
227	человек и	1	2
228	с большей	1	2
229	в романах	13	2
230	в чем	4	2
231	в течение	1	2
232	дело в	1	2
233	мире и	1	2
234	не является	3	2
235	автора и	1	2
236	во все	1	2
237	сюжета и	2	2
238	как она	1	2
239	тому же	2	2
240	и еще	2	2
241	в истории	2	2
242	на основе	1	2
243	ясно что	1	2
244	и даже	5	2
245	той же	1	2
246	уже не	3	2
247	всякого рода	2	2
248	не о	1	2
249	и события	1	2
250	что все	1	2
251	ту же	1	2
252	в браке	1	2
253	ней по	1	2
254	одна из	3	2
255	была бы	1	2
256	точку зрения	2	2
257	романе в	1	2
258	он имел	1	2
259	же как	3	2
260	же что	1	2
261	том же	2	2
262	а мы	1	2
263	раскрытия характера	1	2
264	в отличие	2	2
265	не являются	1	2
266	с большой	1	2
267	в различных	1	2
268	с другой	2	2
269	и прежде	1	2
270	не зная	1	2
271	на другой	1	2
272	самого начала	1	2
273	с самого	1	2
274	и нет	1	2
275	не столь	1	2
276	реализация метафоры	1	2
277	уже в	2	2
278	об этом	4	2
279	сочетается с	1	2
280	весь роман	2	2
281	на себя	1	2
282	эту жизнь	1	2
283	другой день	1	2
284	тем что	3	2
285	нем нет	1	2
286	идеологическим содержанием	1	2
287	или иной	1	2
288	в соответствии	4	2
289	с необходимостью	1	2
290	за другом	1	2
291	друг за	1	2
292	с исключительной	1	2
293	с их	1	2
294	и по	2	2
295	как бы	11	2
296	соответствии с	4	2
297	той или	1	2
298	в свою	1	2
299	с человеком	1	1
300	день и	1	1
301	одним из	3	1
302	из форм	1	1
303	главным образом	1	1
304	и всему	1	1
305	авантюрным романом	1	1
306	его характером	1	1
307	построении образов	1	1
308	приводит к	2	1
309	всех сторон	1	1
310	и здесь	1	1
311	античной трагедии	4	1
312	философские идеи	1	1
313	ведь в	1	1
314	на себе	1	1
315	дело обстояло	1	1
316	общественной жизни	1	1
317	и свою	1	1
318	процессы в	2	1
319	и вот	1	1
320	и наконец	2	1
321	характера это	1	1
322	их приключения	1	1
323	второй план	1	1
324	очень важным	2	1
325	на деле	1	1
326	в другом	1	1
327	отметим лишь	1	1
328	от всех	1	1
329	однако эти	2	1
330	расчленяется на	1	1
331	романное время	1	1
332	как ни	1	1
333	и ни	1	1
334	в плане	3	1
335	его с	1	1
336	мы говорим	1	1
337	отличается от	1	1
338	в русском	1	1
339	борьбе и	1	1
340	в один	1	1
341	начинается с	2	1
342	он всегда	2	1
343	нас не	1	1
344	жизни очень	1	1
345	его судьбу	1	1
346	раз за	1	1
347	века и	1	1
348	этот быт	1	1
349	перед нами	1	1
350	и со	1	1
351	себя самого	1	1
352	в доме	1	1
353	к другим	1	1
354	их жизни	1	1
355	начиная с	2	1
356	из этой	2	1
357	бы он	1	1
358	на то	1	1
359	то он	1	1
360	на землю	2	1
361	в самую	1	1
362	это отношение	1	1
363	что это	1	1
364	лишь что	1	1
365	в большинстве	1	1
366	самой жизни	1	1
367	образом и	1	1
368	действующих лиц	2	1
369	характер этого	1	1
370	героем и	2	1
371	жить и	1	1
372	роман и	2	1
373	бы не	2	1
374	однако этот	3	1
375	при всей	1	1
376	так что	2	1
377	огромную роль	1	1
378	вообще а	1	1
379	от него	1	1
380	характера сама	1	1
381	были хорошо	1	1
382	и человек	1	1
383	другом месте	1	1
384	героев например	1	1
385	таким же	1	1
386	так в	2	1
387	на ней	2	1
388	их объективного	1	1
389	себе не	1	1
390	или великий	1	1
391	xx века	3	1
392	как его	1	1
393	он действует	1	1
394	которой он	2	1
395	говорил о	1	1
396	и он	2	1
397	его образ	1	1
398	если не	4	1
399	самого себя	1	1
400	в большой	1	1
401	и я	1	1
402	собой в	1	1
403	романы достоевского	2	1
404	его герои	1	1
405	или даже	2	1
406	он сам	3	1
407	видим в	2	1
408	он изображает	1	1
409	и наказание	1	1
410	приходит к	1	1
411	в противоречии	1	1
412	себя на	2	1
413	и герои	1	1
414	но когда	1	1
415	литературы в	1	1
416	в искусстве	2	1
417	и только	2	1
418	и такие	1	1
419	из всего	1	1
420	своих произведений	1	1
421	связан с	1	1
422	своего рода	3	1
423	это уже	2	1
424	включает в	2	1
425	при всем	1	1
426	такого человека	1	1
427	не знал	2	1
428	но уже	3	1
429	в бытовой	6	1
430	из жизни	2	1
431	свою очередь	1	1
432	вплоть до	1	1
433	похож на	1	1
434	но зато	3	1
435	смерти и	1	1
436	особенно в	2	1
437	очень важный	1	1
438	в себя	1	1
439	в ином	1	1
440	сами по	1	1
441	он ни	1	1
442	поступков и	1	1
443	о которой	1	1
444	должны были	1	1
445	его к	1	1
446	в первый	1	1
447	но как	1	1
448	возвращается к	1	1
449	высшей степени	1	1
450	и имеет	1	1
451	романа наконец	1	1
452	человека для	1	1
453	самим героем	1	1
454	в таких	1	1
455	без которой	1	1
456	сюжетных мотивов	1	1
457	эта идея	1	1
458	в момент	1	1
459	что этот	2	1
460	и люди	1	1
461	не лежит	1	1
462	виду что	1	1
463	литературы но	1	1
464	его характеру	1	1
465	есть одно	1	1
466	почти ничего	1	1
467	тесно связан	1	1
468	при первой	1	1
469	его поступки	1	1
470	о жизни	3	1
471	со всех	1	1
472	из этих	1	1
473	и через	3	1
474	что он	6	1
475	нравов и	1	1
476	не похож	1	1
477	образ и	2	1
478	у нас	2	1
479	в литературу	1	1
480	и первый	1	1
481	у этого	1	1
482	связана с	1	1
483	у великих	1	1
484	тот же	1	1
485	достоевского преступление	1	1
486	содержанием и	1	1
487	его все	1	1
488	ибо не	1	1
489	есть по	1	1
490	в романном	1	1
491	и от	4	1
492	частности с	1	1
493	этот день	1	1
494	уже давно	1	1
495	развития человечества	1	1
496	играют в	1	1
497	она не	1	1
498	как я	1	1
499	и детально	2	1
500	и поэтому	2	1
501	но эти	2	1
502	буря и	1	1
503	них нет	1	1
504	перед смертью	1	1
505	которые были	1	1
506	но его	1	1
507	этот момент	1	1
508	должно быть	1	1
509	сказать в	1	1
510	как только	1	1
511	за пределами	1	1
512	в жертву	1	1
513	всяком случае	2	1
514	он был	1	1
515	человек эта	1	1
516	не столько	2	1
517	на мир	1	1
518	в последнем	1	1
519	психологии и	1	1
520	и мотивы	1	1
521	и за	1	1
522	и биографии	1	1
523	он дает	1	1
524	в каждом	1	1
525	в философии	1	1
526	герой в	1	1
527	образом в	1	1
528	во время	1	1
529	с ней	1	1
530	с ними	2	1
531	является не	1	1
532	или во	1	1
533	преступление и	2	1
534	из древнейших	1	1
535	и читателей	1	1
536	этого слова	1	1
537	в этой	5	1
538	романе а	1	1
539	не делает	1	1
540	характера служит	1	1
541	время с	1	1
542	не вполне	1	1
543	говорим о	1	1
544	и мир	1	1
545	счастья в	1	1
546	очень важно	1	1
547	всего романа	1	1
548	вторгается в	1	1
549	вошел в	1	1
550	проблемы но	1	1
551	в апологии	1	1
552	значение имеет	1	1
553	в античной	3	1
554	живет в	1	1
555	первой встрече	1	1
556	переходит в	1	1
557	человек с	1	1
558	тоже не	2	1
559	начале xx	1	1
560	мы понимаем	1	1
561	героя в	4	1
562	в мире	5	1
563	в высшей	1	1
564	по разным	1	1
565	с собой	1	1
566	однако не	1	1
567	менее всего	1	1
568	из всех	1	1
569	это делает	1	1
570	его личной	1	1
571	характера его	1	1
572	следуют друг	1	1
573	героев это	1	1
574	объясняется и	1	1
575	из хаоса	1	1
576	в своих	3	1
577	при помощи	2	1
578	в построении	1	1
579	я не	2	1
580	он видит	1	1
581	и сам	5	1
582	должен быть	1	1
583	является только	1	1
584	о своих	2	1
585	противоречии с	1	1
586	сил в	1	1
587	в xix	2	1
588	к роману	3	1
589	здесь же	1	1
590	но отнюдь	1	1
591	одну из	1	1
592	о собственных	1	1
593	дальше в	1	1
594	о том	5	1
595	но нет	1	1
596	не был	1	1
597	это был	3	1
598	одну и	1	1
599	и ту	1	1
600	от их	1	1
601	себя в	2	1
602	самом деле	2	1
603	на самоубийство	1	1
604	и есть	2	1
605	процесс и	1	1
606	они имеют	2	1
607	бытия и	1	1
608	как люди	1	1
609	идей все	1	1
610	в ту	2	1
611	точка зрения	2	1
612	с другим	2	1
613	социальной и	1	1
614	нами в	1	1
615	и несравненно	1	1
616	не имеющего	1	1
617	и ограниченность	1	1
618	бытие и	1	1
619	тут же	2	1
620	что оно	1	1
621	и романы	1	1
622	в эту	1	1
623	стороне от	1	1
624	ни был	1	1
625	не быть	1	1
626	таким-то образом	1	1
627	сливается с	1	1
628	братья карамазовы	1	1
629	из них	2	1
630	другие живут	1	1
631	к выводу	1	1
632	этот вопрос	3	1
633	первый раз	1	1
634	жизни как	1	1
635	и тогда	2	1
636	как о	2	1
637	человека на	1	1
638	и более	1	1
639	биографии и	2	1
