N	2gram	Potebnia_M_1	Narrotol
135	в свою	4	3
136	как будто	2	3
137	не существует	2	3
138	что в	22	3
139	будто бы	1	3
140	ни было	2	3
141	жизни и	2	3
142	отношения к	1	2
143	одним из	2	2
144	например в	1	2
145	таком случае	2	2
146	и потому	5	2
147	самом деле	1	2
148	должна быть	3	2
149	и возможность	1	2
150	мы имеем	1	2
151	ему в	1	2
152	иное как	2	2
153	но как	3	2
154	не то	1	2
155	вследствие чего	1	2
156	независимо от	6	2
157	что именно	2	2
158	в своем	3	2
159	что касается	1	2
160	рода но	2	2
161	в полном	2	2
162	что по	3	2
163	более или	1	2
164	в противоположность	1	2
165	все эти	1	2
166	бы не	6	2
167	всей своей	1	2
168	в известном	1	2
169	роль в	1	2
170	жизнью и	1	2
171	та же	1	2
172	себя и	1	2
173	ключ к	2	2
174	не как	1	2
175	подобно тому	3	2
176	значительной степени	2	2
177	но без	2	2
178	различие между	1	2
179	зрения на	1	2
180	его в	1	2
181	того или	1	2
182	от одного	1	2
183	это не	7	2
184	истории и	1	2
185	зрения или	1	2
186	несмотря на	5	2
187	жизни но	1	2
188	или менее	1	2
189	с точки	3	2
190	в памяти	1	2
191	однако в	4	2
192	даже в	1	2
193	есть всегда	1	2
194	она не	3	2
195	которого он	1	2
196	что иное	2	2
197	не могло	3	2
198	себе самом	1	2
199	не имеет	5	2
200	ничего не	1	2
201	как формы	1	2
202	при всем	1	2
203	что на	6	2
204	без исключения	1	2
205	когда мы	2	2
206	оно не	3	2
207	которых и	2	2
208	то она	2	2
209	на другой	1	2
210	языка и	17	2
211	в собственном	2	2
212	приводит к	1	2
213	что у	1	2
214	можно было	1	2
215	или в	2	2
216	было в	1	2
217	всей вероятности	1	2
218	быть может	1	2
219	лица и	2	2
220	во всей	1	2
221	и только	2	2
222	субъекта и	4	2
223	дело с	1	2
224	и ее	1	2
225	есть в	2	2
226	по выражению	1	2
227	одно из	3	2
228	для него	4	2
229	или даже	3	2
230	сами по	1	2
231	и никакой	1	2
232	к которому	3	2
233	по всей	1	2
234	не было	4	2
235	не на	1	2
236	зависит от	5	2
237	его как	1	2
238	наконец в	1	2
239	не всегда	1	2
240	как кажется	3	2
241	тому как	4	2
242	направленного на	1	2
243	только о	1	2
244	что мы	4	2
245	же люди	1	2
246	и для	5	2
247	в связи	1	2
248	она может	3	2
249	в результате	1	2
250	и все	3	2
251	тем более	2	2
252	хотя в	3	2
253	все то	2	2
254	и представляет	1	2
255	это все	1	2
256	между ними	1	2
257	совершенно не	1	2
258	жизни а	1	2
259	первом случае	1	2
260	не что	2	2
261	этого слова	1	2
262	себе не	1	2
263	в какой	1	2
264	так же	5	2
265	в таком	5	2
266	точно так	11	2
267	этой точки	1	2
268	они не	1	2
269	событий в	1	2
270	к их	1	1
271	переходит к	1	1
272	того же	3	1
273	в разные	2	1
274	на самом	1	1
275	он может	1	1
276	и есть	2	1
277	чего не	1	1
278	от самого	1	1
279	сама не	1	1
280	видеть в	2	1
281	едва ли	1	1
282	с таким	1	1
283	уже по	1	1
284	по его	7	1
285	и могут	1	1
286	есть не	2	1
287	или меньше	1	1
288	понятия но	1	1
289	и правил	2	1
290	этом не	1	1
291	есть нечто	4	1
292	совпадает с	1	1
293	в некотором	2	1
294	в целом	2	1
295	которое в	1	1
296	как не	1	1
297	к категориям	1	1
298	одного слова	1	1
299	сам по	1	1
300	себе а	1	1
301	столько же	3	1
302	внимание и	1	1
303	к ее	1	1
304	в различных	1	1
305	в чем	1	1
306	во всех	5	1
307	одним словом	2	1
308	ее к	1	1
309	понимания не	1	1
310	видит в	1	1
311	мы будем	2	1
312	легко может	1	1
313	только потому	3	1
314	от воли	1	1
315	друг от	2	1
316	может считаться	1	1
317	хотя иногда	1	1
318	формы выражения	1	1
319	что как	3	1
320	изменений в	1	1
321	сознания в	2	1
322	могли бы	2	1
323	в действительности	4	1
324	это определение	1	1
325	от этого	1	1
326	поэтому и	1	1
327	в самом	3	1
328	а во-вторых	1	1
329	сказать о	1	1
330	таковы например	1	1
331	формы в	1	1
332	следует понимать	1	1
333	тоже не	1	1
334	мира но	1	1
335	из его	1	1
336	но на	2	1
337	так сказать	2	1
338	на его	1	1
339	человек не	1	1
340	всем своем	1	1
341	есть переход	1	1
342	отношений между	3	1
343	ряда событий	1	1
344	его от	1	1
345	что ни	1	1
346	может существовать	1	1
347	и по	6	1
348	на этом	1	1
349	окружающего мира	1	1
350	таким образом	13	1
351	и может	2	1
352	в другом	1	1
353	входит в	1	1
354	это состояние	1	1
355	с другими	1	1
356	только там	1	1
357	этом смысле	4	1
358	что один	1	1
359	должен был	1	1
360	понимание было	1	1
361	но уже	2	1
362	в них	3	1
363	человеческой деятельности	1	1
364	все равно	1	1
365	жизни то	1	1
366	в слове	8	1
367	на другое	1	1
368	мы видели	4	1
369	как сказано	1	1
370	оно имеет	1	1
371	с такой	1	1
372	мы не	10	1
373	в развитии	1	1
374	жизни человеческого	1	1
375	он от	1	1
376	вопроса а	2	1
377	в один	2	1
378	их на	1	1
379	одного и	2	1
380	что если	3	1
381	таким же	2	1
382	в следующем	1	1
383	в котором	1	1
384	в их	2	1
385	к одному	2	1
386	как произведение	1	1
387	на свою	1	1
388	в которых	1	1
389	мысли и	9	1
390	не представляется	2	1
391	признать что	1	1
392	слова в	2	1
393	обнаруживается в	2	1
394	есть его	1	1
395	не понимает	1	1
396	образом и	2	1
397	но он	2	1
398	по крайней	2	1
399	и более	2	1
400	их в	1	1
401	не могли	2	1
402	и предполагает	1	1
403	том же	2	1
404	что этот	1	1
405	времени а	1	1
406	и то	3	1
407	ни одна	2	1
408	вместе со	1	1
409	любви и	1	1
410	между людьми	1	1
411	есть тоже	1	1
412	быть без	1	1
413	в людях	1	1
414	она могла	1	1
415	может служить	1	1
416	принадлежат к	1	1
417	дело в	2	1
418	не нуждается	2	1
419	бытия и	3	1
420	отрешиться от	1	1
421	в единство	1	1
422	все без	1	1
423	для всего	1	1
424	вытекает из	2	1
425	что весьма	1	1
426	именно с	1	1
427	к ней	2	1
428	как боль	1	1
429	лишь в	1	1
430	на природу	1	1
431	потому что	52	1
432	к этим	1	1
433	свет и	1	1
434	не по	4	1
435	на некоторые	1	1
436	и делает	1	1
437	в области	1	1
438	может показаться	1	1
439	а как	2	1
440	от того	4	1
441	у нас	2	1
442	выше но	1	1
443	и оно	1	1
444	начиная с	1	1
445	не могут	4	1
446	и развития	2	1
447	что оно	2	1
448	мысли о	4	1
449	он видит	1	1
450	для кого	1	1
451	всегда в	1	1
452	для себя	3	1
453	стороны от	1	1
454	к индивидуальной	1	1
455	от друга	2	1
456	что все	3	1
457	в виду	2	1
458	и от	3	1
459	мысль о	2	1
460	только вследствие	1	1
461	только то	2	1
462	хотя не	1	1
463	лучше сказать	1	1
464	с языком	2	1
465	слова а	1	1
466	и совершенно	1	1
467	не ограничивается	2	1
468	в последующих	1	1
469	произведения не	1	1
470	когда в	3	1
471	является в	1	1
472	на них	1	1
473	если бы	14	1
474	и вообще	3	1
475	к языку	2	1
476	с ним	3	1
477	в самой	3	1
478	внимание на	1	1
479	не имеем	2	1
480	на что	2	1
481	аналогии с	1	1
482	в вопросах	1	1
483	там же	9	1
484	не заключает	1	1
485	и во	3	1
486	служит для	2	1
487	нас в	1	1
488	и того	2	1
489	необходимо должна	1	1
490	что и	6	1
491	могла стать	1	1
492	в глазах	3	1
493	крайней мере	2	1
494	но собственно	1	1
495	слов и	4	1
496	еще только	2	1
497	с которыми	1	1
498	того что	8	1
499	оно и	3	1
500	ему необходимо	1	1
501	кроме самого	1	1
502	с ними	1	1
503	всю свою	1	1
504	мы увидим	3	1
505	хотя оно	1	1
506	известного рода	1	1
507	которое мы	2	1
508	особенности его	1	1
509	или же	3	1
510	на мир	1	1
511	отдельных лиц	2	1
512	внимание что	2	1
513	с нею	4	1
514	то и	7	1
515	разные времена	2	1
516	в начале	2	1
517	в понятие	1	1
518	слова не	2	1
519	то чему	1	1
520	две другие	1	1
521	ответ на	1	1
522	что первое	1	1
523	мир в	1	1
524	не так	3	1
525	никто не	3	1
526	и должна	1	1
527	вовсе не	5	1
528	от тех	1	1
529	существует до	1	1
530	мы можем	2	1
531	из нее	1	1
532	само по	4	1
533	не противоречит	1	1
534	фактов то	1	1
535	человеческой мысли	1	1
536	именно как	1	1
537	его мысли	1	1
538	между которыми	1	1
539	до сих	1	1
540	нельзя сказать	1	1
541	говорить и	1	1
542	как же	1	1
543	о ее	1	1
544	его из	1	1
545	точке зрения	2	1
546	а на	1	1
547	ничем не	1	1
548	более того	1	1
549	что несмотря	1	1
550	человеческой жизни	1	1
551	следующее место	1	1
552	даже независимо	1	1
553	не подлежит	1	1
554	больше или	1	1
555	когда же	1	1
556	к высшему	1	1
557	и уже	1	1
558	в речи	1	1
559	связь с	2	1
560	нет ничего	2	1
561	слова от	1	1
562	нее как	1	1
563	только стало	1	1
564	без помощи	1	1
565	делятся на	1	1
566	над ним	1	1
567	то по	1	1
568	очевидно что	3	1
569	может как	1	1
570	дает нам	1	1
571	он предполагает	1	1
572	связь однако	1	1
573	в тех	1	1
574	и там	1	1
575	быть только	5	1
576	в мир	1	1
577	ней не	1	1
578	в состоянии	3	1
579	быть не	4	1
580	на простейшие	1	1
581	следует отличать	1	1
582	с этой	2	1
583	и формы	1	1
584	как только	1	1
585	сих пор	1	1
586	своей жизни	1	1
587	разных местах	1	1
588	о его	2	1
589	второй в	1	1
590	от нас	2	1
591	в смысле	4	1
592	нем самом	5	1
593	истории но	1	1
594	его собственными	1	1
595	людьми и	2	1
596	о котором	3	1
597	для нас	9	1
598	есть система	1	1
599	место только	1	1
600	от него	4	1
601	как теперь	1	1
602	не должен	1	1
603	но это	5	1
604	есть уже	3	1
605	что вообще	1	1
606	но всегда	2	1
607	вопрос как	1	1
608	отношением к	1	1
609	и при	3	1
610	речи и	10	1
611	и составляют	1	1
612	что понятие	3	1
613	внутреннее единство	2	1
614	него а	1	1
615	не могла	2	1
616	и лингвистики	1	1
617	жизни мы	1	1
618	если же	5	1
619	где он	1	1
620	быть признана	1	1
621	историю и	1	1
622	это было	1	1
623	по поводу	3	1
624	собственно говоря	1	1
