N	2gram	Propp_Morf_1	Hudozhes
285	к иному	1	1
286	дает себя	1	1
287	но для	2	1
288	имеет в	1	1
289	и говорит	1	1
290	в которой	3	1
291	представляет собой	17	1
292	все эти	2	1
293	нами в	2	1
294	и тот	1	1
295	быть объяснена	1	1
296	но ведь	1	1
297	уже иное	1	1
298	из этой	1	1
299	и когда	1	1
300	в силу	1	1
301	их в	1	1
302	постольку поскольку	1	1
303	лишь с	2	1
304	каждое утро	1	1
305	не должно	1	1
306	но все	3	1
307	слова не	1	1
308	в каждом	1	1
309	здесь мы	3	1
310	то ни	3	1
311	тем в	1	1
312	том случае	1	1
313	г в	1	1
314	всегда очень	1	1
315	по ночам	2	1
316	и иных	2	1
317	то все	1	1
318	всего по	1	1
319	и тем	2	1
320	даже в	1	1
321	за ней	2	1
322	и соответствующего	1	1
323	служит в	1	1
324	этого не	2	1
325	не всегда	9	1
326	она собой	1	1
327	других и	1	1
328	может идти	1	1
329	в приложении	1	1
330	думает о	1	1
331	в один	3	1
332	в саду	1	1
333	отвечать только	1	1
334	является непосредственным	1	1
335	во время	6	1
336	в ходе	4	1
337	и при	1	1
338	о герое	3	1
339	наших дней	2	1
340	где мы	1	1
341	то для	1	1
342	самого героя	1	1
343	и животным	1	1
344	он первый	1	1
345	и уж	1	1
346	образом и	1	1
347	но он	1	1
348	теми же	1	1
349	вырастает в	1	1
350	видно что	1	1
351	была не	1	1
352	и более	1	1
353	не любит	1	1
354	своей смерти	1	1
355	то с	2	1
356	ее иногда	1	1
357	и притом	1	1
358	что с	1	1
359	и начинает	1	1
360	то чего	1	1
361	самого начала	1	1
362	дело в	1	1
363	не вызывает	1	1
364	в сад	2	1
365	о трех	1	1
366	а сама	1	1
367	появляются в	1	1
368	жене и	1	1
369	к концу	1	1
370	и животные	1	1
371	окна и	1	1
372	героя а	4	1
373	в области	1	1
374	в момент	1	1
375	ей так	1	1
376	встречается в	1	1
377	когда мы	1	1
378	все еще	3	1
379	для героя	1	1
380	героев в	1	1
381	потому не	1	1
382	а затем	4	1
383	не существует	3	1
384	ни стало	1	1
385	можно показать	2	1
386	своей дочерью	1	1
387	с самого	1	1
388	и исчезает	1	1
389	всей своей	1	1
390	может дать	1	1
391	читателя в	1	1
392	то как	2	1
393	в плоскости	1	1
394	иногда в	5	1
395	еще в	1	1
396	соответствующего согласия	1	1
397	же мне	1	1
398	по ее	1	1
399	что от	1	1
400	других лиц	1	1
401	с этого	2	1
402	собой и	1	1
403	на что	1	1
404	в настоящее	3	1
405	сама она	1	1
406	остановимся на	1	1
407	ему хочется	1	1
408	она могла	1	1
409	и здесь	5	1
410	со двора	1	1
411	настоящее время	3	1
412	но мы	3	1
413	и что	2	1
414	в глаза	2	1
415	после того	1	1
416	как было	1	1
417	а во	1	1
418	он возвращается	1	1
419	путь к	2	1
420	нечто иное	1	1
421	этот момент	3	1
422	и хорошо	1	1
423	на одном	1	1
424	одна не	1	1
425	в другой	1	1
426	тот момент	1	1
427	спору нет	1	1
428	случае и	1	1
429	того что	3	1
430	как например	2	1
431	быть и	2	1
432	но с	1	1
433	сразу же	2	1
434	в новой	1	1
435	а если	4	1
436	на другие	2	1
437	но как	2	1
438	например с	2	1
439	не происходит	3	1
440	со всеми	1	1
441	так что	1	1
442	главе это	1	1
443	для всех	1	1
444	же из	1	1
445	мы получим	1	1
446	в нашей	1	1
447	действующего лица	1	1
448	в начале	3	1
449	на свое	1	1
450	за ним	1	1
451	превращаются в	1	1
452	их как	2	1
453	могло бы	1	1
454	непонятно почему	1	1
455	домой с	1	1
456	так как	16	1
457	для меня	1	1
458	то время	3	1
459	независимо от	3	1
460	и никогда	1	1
461	этом отношении	1	1
462	от того	3	1
463	это по	1	1
464	хоть бы	2	1
465	были бы	1	1
466	д он	2	1
467	и даже	1	1
468	живой и	2	1
469	а именно	1	1
470	человека а	1	1
471	действующих лиц	11	1
472	такое же	1	1
473	перед ним	1	1
474	когда герой	1	1
475	что бы	1	1
476	а на	3	1
477	на которых	1	1
478	не означает	1	1
479	что несмотря	1	1
480	вторая половина	2	1
481	героя при	1	1
482	там где	5	1
483	мы пока	2	1
484	уже давно	1	1
485	в точности	3	1
486	все более	1	1
487	вступает в	1	1
488	и она	1	1
489	в лесу	1	1
490	же с	1	1
491	всех людей	1	1
492	ли ее	1	1
493	этого момента	3	1
494	в пределах	3	1
495	что за	1	1
496	чем в	1	1
497	отца не	1	1
498	так скоро	1	1
499	откуда они	1	1
500	в тот	1	1
501	по существу	12	1
502	с этой	1	1
503	на другое	1	1
504	еще раз	1	1
505	этом случае	8	1
506	но это	6	1
507	рассказа как	1	1
508	и таким	2	1
509	к двум	1	1
510	в полном	1	1
511	в с	1	1
512	и объекты	1	1
513	то не	1	1
514	в поле	4	1
515	дома он	1	1
516	же в	2	1
517	обстоит дело	1	1
518	за этим	1	1
519	она его	1	1
520	и вдруг	1	1
521	чем же	1	1
522	не знает	1	1
523	другой стороны	4	1
524	совершенно не	1	1
525	точно так	1	1
526	первом случае	3	1
527	из этого	1	1
528	только о	1	1
529	героя в	4	1
530	это так	2	1
531	к этой	1	1
532	случае если	1	1
533	к этому	3	1
534	можно назвать	3	1
535	которая не	1	1
536	в таком	1	1
