N	2gram	Potebnia_M_1	VerxiiNi
108	при этом	6	3
109	и при	3	3
110	тем не	6	3
111	если бы	14	3
112	то с	1	3
113	не менее	6	3
114	в других	2	3
115	и о	2	3
116	уже с	2	3
117	с самого	3	3
118	с течением	1	3
119	на нее	1	3
120	того что	8	3
121	но с	2	3
122	хотя бы	2	3
123	так что	16	3
124	из которого	3	3
125	уже не	2	3
126	что эти	1	3
127	для него	4	3
128	в одном	8	3
129	к ним	2	3
130	случае не	1	3
131	и даже	4	3
132	в связи	1	3
133	каждая из	1	3
134	а так	4	3
135	с этой	2	3
136	и таким	1	3
137	в результате	1	3
138	отношению к	13	3
139	и другие	1	3
140	к этому	1	3
141	в таком	5	3
142	точно так	11	3
143	не должны	1	2
144	одним из	2	2
145	и это	3	2
146	первое время	1	2
147	его не	1	2
148	мы имеем	1	2
149	еще не	6	2
150	и на	1	2
151	бы то	2	2
152	с его	1	2
153	во всех	5	2
154	живых существ	2	2
155	основано на	1	2
156	в создании	3	2
157	друг на	1	2
158	силы и	1	2
159	на небе	1	2
160	отличаются от	1	2
161	относится к	3	2
162	общего с	1	2
163	что именно	2	2
164	убеждение что	2	2
165	еще на	1	2
166	он в	1	2
167	с тех	1	2
168	отвлеченные понятия	1	2
169	на то	2	2
170	не могла	2	2
171	перестает быть	1	2
172	не как	1	2
173	от людей	1	2
174	из него	2	2
175	его от	1	2
176	заключает в	2	2
177	то ни	3	2
178	те же	1	2
179	них не	2	2
180	на все	2	2
181	в глазах	3	2
182	в них	3	2
183	на друга	1	2
184	не всегда	1	2
185	мы видели	4	2
186	но если	2	2
187	признать что	1	2
188	взгляд на	2	2
189	не в	15	2
190	самого начала	3	2
191	этими двумя	1	2
192	тогда когда	9	2
193	ее с	2	2
194	тех пор	1	2
195	не могло	3	2
196	только не	2	2
197	в разных	2	2
198	в самой	3	2
199	же время	4	2
200	так например	3	2
201	этом отношении	1	2
202	ему в	1	2
203	не потому	2	2
204	и проч	1	2
205	начиная с	1	2
206	не могут	4	2
207	ничего общего	2	2
208	но при	3	2
209	приводит к	1	2
210	в образе	1	2
211	не с	1	2
212	человека над	1	2
213	не исчерпывается	1	2
214	для этого	2	2
215	мысль о	2	2
216	в виду	2	2
217	к одной	3	2
218	должно было	1	2
219	между тем	5	2
220	вслед за	1	2
221	наконец в	1	2
222	исторического развития	1	2
223	еще только	2	2
224	по своей	1	2
225	один из	1	2
226	большею частью	1	2
227	между этими	1	2
228	от них	1	2
229	для всех	5	2
230	уже в	1	2
231	нами и	1	2
232	в начале	2	2
233	одно из	3	2
234	мы можем	2	2
235	но вместе	2	2
236	из своих	1	2
237	именно в	1	2
238	к которому	3	2
239	прежде всего	4	2
240	превращается в	1	2
241	не было	4	2
242	и все	3	2
243	когда же	1	2
244	всех других	1	2
245	в одно	2	2
246	если не	2	2
247	виде в	1	2
248	связь с	2	2
249	без помощи	1	2
250	есть как	2	2
251	что мы	4	2
252	только для	3	2
253	или по	1	2
254	тем и	1	2
255	при таком	4	2
256	том виде	1	2
257	о котором	3	2
258	из себя	5	2
259	в эту	1	2
260	только что	2	2
261	ни было	2	2
262	в свою	4	2
263	сказать что	3	2
264	ко всему	1	2
265	из этого	2	2
266	жизни и	2	2
267	все что	2	2
268	этой точки	1	2
269	и волю	2	1
270	как эти	2	1
271	такая душа	1	1
272	от этой	1	1
273	вряд ли	1	1
274	за тем	2	1
275	этого в	2	1
276	языка с	6	1
277	к их	1	1
278	дошел до	1	1
279	таком случае	2	1
280	чтобы не	2	1
281	начинается с	1	1
282	которого в	1	1
283	языку и	1	1
284	а между	3	1
285	самом деле	1	1
286	он может	1	1
287	при нормальном	1	1
288	но тем	3	1
289	и есть	2	1
290	индивидуальности и	1	1
291	что когда	1	1
292	которое мы	2	1
293	тем же	2	1
294	в первом	5	1
295	явления и	1	1
296	образованном обществе	1	1
297	миром но	1	1
298	между человеком	2	1
299	и этот	1	1
300	и могут	1	1
301	той же	3	1
302	их и	2	1
303	а как	2	1
304	мы не	10	1
305	именно к	1	1
306	этом не	1	1
307	духовной и	1	1
308	ее частей	1	1
309	в сущности	2	1
310	совпадает с	1	1
311	образом уже	1	1
312	необходимо было	2	1
313	другой всякое	1	1
314	в ней	7	1
315	а другие	1	1
316	на них	1	1
317	не представляется	2	1
318	что его	1	1
319	в чем	1	1
320	общих чертах	1	1
321	природы и	1	1
322	что вполне	1	1
323	душа в	1	1
324	а следовательно	1	1
325	видели что	1	1
326	к нам	1	1
327	одном и	2	1
328	по отношению	13	1
329	а и	1	1
330	уже как	1	1
331	с психологической	1	1
332	более как	3	1
333	с духом	4	1
334	что так	1	1
335	друга и	1	1
336	что они	1	1
337	себя в	1	1
338	связи и	1	1
339	человек может	1	1
340	предметы природы	1	1
341	в одной	1	1
342	как в	10	1
343	выйти из	2	1
344	некоторое время	1	1
345	с их	1	1
346	более и	2	1
347	что касается	1	1
348	на человека	1	1
349	могли бы	2	1
350	его к	2	1
351	себе не	1	1
352	лицу с	1	1
353	следует сказать	1	1
354	от этого	1	1
355	то в	5	1
356	духовную жизнь	1	1
357	та же	1	1
358	а во-вторых	1	1
359	формы в	1	1
360	бы с	1	1
361	то время	1	1
362	связь ее	1	1
363	в нашем	1	1
364	божества а	1	1
365	все усилия	1	1
366	не обнаруживает	1	1
367	тоже не	1	1
368	его может	1	1
369	думать что	3	1
370	одни из	1	1
371	не более	4	1
372	что к	2	1
373	по форме	1	1
374	сказать чтобы	1	1
375	почти совсем	1	1
376	если он	1	1
377	вследствие этого	1	1
378	так сказать	2	1
379	на его	1	1
380	соприкасается с	1	1
381	мост через	1	1
382	славянских и	1	1
383	объясняется и	1	1
384	он должен	2	1
385	к одному	2	1
386	и более	2	1
387	существует и	1	1
388	с представлением	1	1
389	они могли	1	1
390	на этом	1	1
391	прежде чем	3	1
392	что она	1	1
393	законы не	1	1
394	предполагается что	1	1
395	от нее	6	1
396	не следует	5	1
397	том же	2	1
398	касается до	1	1
399	задний план	1	1
400	в старину	1	1
401	ему возможность	1	1
402	бы быть	4	1
403	его в	1	1
404	входит в	1	1
405	человека когда	1	1
406	это было	1	1
407	заключается в	3	1
408	было в	1	1
409	всех народов	1	1
410	есть не	2	1
411	это не	7	1
412	нельзя считать	1	1
413	и отдельные	2	1
414	было бы	12	1
415	не совпадает	1	1
416	части одной	1	1
417	что один	1	1
418	в свой	1	1
419	весь мир	1	1
420	в жизни	3	1
421	из низших	1	1
422	к области	1	1
423	ни в	1	1
424	о которых	2	1
425	воплощение своей	1	1
426	жизни то	1	1
427	его все	1	1
428	в слове	8	1
429	как и	9	1
430	во внимание	3	1
431	оно имеет	1	1
432	чем в	2	1
433	духовной жизни	2	1
434	должно быть	7	1
435	а отчасти	1	1
436	и того	2	1
437	одного и	2	1
438	и выйти	1	1
439	его нельзя	1	1
440	выше что	1	1
441	от своего	1	1
442	в своей	3	1
443	что такое	1	1
444	таким же	2	1
445	никто не	3	1
446	в такой	1	1
447	в их	2	1
448	человеком и	3	1
449	в славянских	1	1
450	ничего в	1	1
451	и животным	1	1
452	душа только	1	1
453	должны были	1	1
454	природы но	2	1
455	одном из	1	1
456	их в	1	1
457	не могли	2	1
458	однако в	4	1
459	этот мир	1	1
460	по себе	10	1
461	даже в	1	1
462	случае мы	1	1
463	народом в	1	1
464	от тех	1	1
465	всех их	1	1
466	эта мысль	2	1
467	случае эта	1	1
468	что с	1	1
469	и отсюда	1	1
470	того как	6	1
471	в языках	3	1
472	на себе	2	1
473	всех тех	1	1
474	не по	4	1
475	в уме	1	1
476	может только	1	1
477	следовательно и	2	1
478	в общих	1	1
479	ничего не	1	1
480	и весь	1	1
481	этих последних	3	1
482	языка это	1	1
483	дни и	2	1
484	другой стороны	5	1
485	это слово	1	1
486	к этим	1	1
487	бы по	1	1
488	не нужен	1	1
489	в сознании	3	1
490	и делает	1	1
491	тела и	1	1
492	в каком	6	1
493	может показаться	1	1
494	у нас	2	1
495	он вполне	1	1
496	которое в	1	1
497	когда мы	2	1
498	могут быть	9	1
499	лежит в	1	1
500	как только	1	1
501	должны быть	7	1
502	примыкают к	1	1
503	и другим	1	1
504	по возможности	1	1
505	о происхождении	8	1
506	сказать нельзя	1	1
507	а вместе	3	1
508	мысли о	4	1
509	не есть	10	1
510	слова с	1	1
511	на это	1	1
512	эти явления	3	1
513	всегда в	1	1
514	в каждой	1	1
515	для себя	3	1
516	особенности этого	1	1
517	значения и	1	1
518	с ее	2	1
519	как не	1	1
520	свою очередь	4	1
521	людей в	1	1
522	здесь не	1	1
523	всего этого	1	1
524	в ее	1	1
525	совершенно ясно	1	1
526	живущие в	1	1
527	в понятие	1	1
528	человека тоже	1	1
529	только то	2	1
530	нельзя в	1	1
531	роль в	1	1
532	существовать и	1	1
533	и совершенно	1	1
534	если они	1	1
535	это состояние	1	1
536	человеческого ума	2	1
537	нужно было	3	1
538	же эти	1	1
539	в следующий	1	1
540	том как	3	1
541	всей вероятности	1	1
542	что от	1	1
543	из животного	1	1
544	или что	1	1
545	в отвлеченные	1	1
546	из одного	3	1
547	по мере	6	1
548	с ним	3	1
549	стремление к	2	1
550	но такая	2	1
551	против этого	1	1
552	первом случае	1	1
553	в известных	1	1
554	как существо	1	1
555	и должно	2	1
556	и других	4	1
557	все прочие	1	1
558	притом в	1	1
559	одного из	2	1
560	иное значение	1	1
561	не устраняя	1	1
562	после того	1	1
563	в вопросах	1	1
564	потому только	1	1
565	и во	3	1
566	все в	2	1
567	каждом из	1	1
568	между нами	1	1
569	связь между	2	1
570	видели выше	1	1
571	во втором	5	1
572	а потому	10	1
573	что человек	5	1
574	во всей	1	1
575	язык в	8	1
576	жизнь народа	2	1
577	чем когда	1	1
578	и следовательно	2	1
579	к сознанию	2	1
580	и об	1	1
581	есть что	3	1
582	как она	3	1
583	эти последние	1	1
584	известно что	2	1
585	каком он	1	1
586	мы видим	4	1
587	воплощается в	1	1
588	при всяком	1	1
589	с ними	1	1
590	этот вопрос	2	1
591	дело с	1	1
592	которым он	1	1
593	что даже	2	1
594	друг друга	5	1
595	развития души	1	1
596	как нечто	1	1
597	еще и	1	1
598	в разные	2	1
599	и ее	1	1
600	их не	1	1
601	из коих	3	1
602	и его	5	1
603	по всей	1	1
604	земного шара	1	1
605	по приемам	1	1
606	не имеющие	1	1
607	не можем	2	1
608	указания на	2	1
609	только на	3	1
610	и всякая	1	1
611	языка как	5	1
612	только тогда	5	1
613	чем с	1	1
614	то вновь	2	1
615	и скорее	1	1
616	при помощи	2	1
617	в душе	11	1
618	но совершенно	2	1
619	нам все	1	1
620	ибо он	1	1
621	к мысли	2	1
622	не так	3	1
623	силы природы	1	1
624	и их	3	1
625	представить себе	3	1
626	могло бы	3	1
627	сознаем что	1	1
628	период развития	1	1
629	иначе как	2	1
630	сами по	1	1
631	чтобы она	1	1
632	менее продолжает	1	1
633	не для	1	1
634	с этими	1	1
635	на душу	3	1
636	власти над	1	1
637	бытия и	3	1
638	у него	1	1
639	вообще можно	1	1
640	заметить что	2	1
641	тем что	9	1
642	тогда как	2	1
643	явления природы	1	1
644	и духовные	1	1
645	перейти к	2	1
646	которые как	1	1
647	видно из	1	1
648	представляется в	1	1
649	не были	2	1
650	но одно	1	1
651	нельзя сказать	1	1
652	такое же	1	1
653	души и	5	1
654	на словах	1	1
655	притом не	4	1
656	зависит от	5	1
657	человеческой жизни	1	1
658	всей своей	1	1
659	различие между	1	1
660	и том	2	1
661	людьми и	2	1
662	так называемых	1	1
663	все более	3	1
664	к лицу	1	1
665	их с	1	1
666	нет ничего	2	1
667	его богом	1	1
668	человек есть	1	1
669	духом он	1	1
670	то совсем	1	1
671	с этим	7	1
672	душа уже	1	1
673	то по	1	1
674	с внутренней	1	1
675	в данном	1	1
676	лицом к	1	1
677	смысле этого	1	1
678	души на	3	1
679	о сознательном	1	1
680	призыва к	1	1
681	да и	1	1
682	человек всегда	1	1
683	отношения к	1	1
684	как средство	1	1
685	там где	4	1
686	человека и	1	1
687	многих других	1	1
688	затем в	1	1
689	этого слова	1	1
690	происходит с	1	1
691	за выполнение	1	1
692	на которой	1	1
693	но это	5	1
694	о его	2	1
695	в одних	2	1
696	ничего кроме	1	1
697	помнить что	3	1
698	но для	1	1
699	понятия и	3	1
700	говорить что	1	1
701	различны и	1	1
702	не имея	1	1
703	основанная на	1	1
704	не существует	2	1
705	на задний	1	1
706	человека для	1	1
707	его с	2	1
708	язык к	1	1
709	этому учению	1	1
710	не представляет	1	1
711	то не	3	1
712	души в	1	1
713	возникают при	1	1
714	находит свое	1	1
715	бы в	4	1
716	тем более	2	1
717	же есть	1	1
718	пришлось бы	1	1
719	не воплощается	1	1
720	если нам	1	1
721	все они	2	1
722	указывает на	1	1
723	бы опять	1	1
724	же в	2	1
725	есть продукт	1	1
726	могли быть	1	1
727	психологической точки	1	1
728	давно уже	1	1
729	к ее	1	1
730	человека то	1	1
731	лишь по	1	1
732	из общего	1	1
733	это убеждение	1	1
734	существования и	1	1
735	совершенно не	1	1
736	по одному	1	1
737	жизни а	1	1
738	от слова	1	1
739	к этой	3	1
740	для создания	1	1
741	в своих	4	1
742	они не	1	1
