N	2gram	Medvedev_F_2	Komedia
121	от нее	4	3
122	то ни	2	3
123	было бы	6	3
124	в них	1	3
125	все равно	1	3
126	далеко не	1	3
127	как и	9	3
128	чем в	1	3
129	и еще	1	3
130	но если	1	3
131	том как	1	3
132	себе в	1	3
133	с точки	7	3
134	тем не	1	3
135	их в	2	3
136	к ним	1	3
137	не имеет	2	3
138	никогда не	2	3
139	ничего не	4	3
140	одного из	3	3
141	должно было	3	3
142	и мы	1	3
143	не зная	1	3
144	любовь к	1	3
145	не о	4	3
146	одной из	1	3
147	с одной	1	3
148	что не	4	3
149	следует что	3	3
150	не так	2	3
151	всяком случае	5	3
152	в других	7	3
153	и даже	4	3
154	даже не	2	3
155	на этот	1	3
156	один из	2	3
157	если не	1	3
158	не может	14	3
159	конечно не	1	3
160	одной стороны	1	3
161	как бы	4	3
162	в целом	3	3
163	из себя	1	3
164	в какой	3	3
165	во всяком	5	3
166	здесь и	4	2
167	из его	1	2
168	его не	2	2
169	мы не	3	2
170	в сущности	4	2
171	представление о	2	2
172	но при	1	2
173	и на	3	2
174	бы то	1	2
175	во всех	5	2
176	отличие от	2	2
177	за пределы	1	2
178	что они	4	2
179	как в	4	2
180	в известной	2	2
181	целый ряд	1	2
182	в результате	6	2
183	и хотя	1	2
184	не приходится	3	2
185	так или	1	2
186	бы не	1	2
187	если он	1	2
188	состоит в	2	2
189	а как	3	2
190	с другими	10	2
191	это не	2	2
192	ни одной	1	2
193	в развитии	2	2
194	остается в	1	2
195	и без	1	2
196	в котором	2	2
197	в их	6	2
198	что эта	2	2
199	сам он	2	2
200	тому что	2	2
201	она не	2	2
202	в основе	5	2
203	бы по	1	2
204	в области	3	2
205	одним из	1	2
206	и со	1	2
207	известной степени	4	2
208	ли не	1	2
209	если же	2	2
210	и это	2	2
211	как мы	7	2
212	и о	2	2
213	в виду	2	2
214	вывод что	1	2
215	здесь не	4	2
216	без всякого	1	2
217	роль в	3	2
218	можно было	1	2
219	она была	1	2
220	в эпоху	2	2
221	в другом	1	2
222	аналогии с	1	2
223	и во	1	2
224	между тем	2	2
225	все время	6	2
226	совсем в	1	2
227	какой мере	2	2
228	за ней	1	2
229	как из	1	2
230	не как	4	2
231	тот же	1	2
232	должен быть	1	2
233	и ее	6	2
234	в качестве	2	2
235	уже в	2	2
236	если мы	5	2
237	мы знаем	3	2
238	был бы	1	2
239	этом отношении	7	2
240	или иначе	1	2
241	один шаг	2	2
242	что для	2	2
243	не было	6	2
244	а на	1	2
245	а сам	1	2
246	под влиянием	1	2
247	ближе к	1	2
248	он и	3	2
249	и особенно	1	2
250	к своему	1	2
251	в пределах	12	2
252	не могут	7	2
253	для обозначения	1	2
254	по существу	7	2
255	для понимания	6	2
256	его от	4	2
257	этом случае	1	2
258	о его	1	2
259	все остальные	2	2
260	с известной	1	2
261	и все	3	2
262	конце концов	2	2
263	г и	1	2
264	е в	1	2
265	не будет	2	2
266	а о	3	2
267	между ними	2	2
268	только как	1	2
269	другой стороны	4	2
270	совершенно не	4	2
271	равно как	2	2
272	из этого	2	2
273	в своих	1	2
274	в таком	2	2
275	и наиболее	1	1
276	формы и	2	1
277	например в	3	1
278	поэтической речи	1	1
279	дальнейшему развитию	1	1
280	в первом	7	1
281	можем судить	1	1
282	к другому	2	1
283	и до	3	1
284	равно что	1	1
285	в зависимости	3	1
286	и должен	1	1
287	стороне в	1	1
288	мы имеем	1	1
289	и само	1	1
290	вопрос о	1	1
291	этом не	1	1
292	начинается с	1	1
293	требует от	1	1
294	они были	2	1
295	становится объектом	1	1
296	не оказать	1	1
297	зависимости от	3	1
298	из ее	1	1
299	это время	2	1
300	сводились к	1	1
301	в большинстве	4	1
302	первый план	2	1
303	не найдем	1	1
304	все эти	6	1
305	говоря уже	1	1
306	со словами	1	1
307	в чем	2	1
308	о возможном	1	1
309	и овладеть	1	1
310	одним словом	4	1
311	подходить к	1	1
312	но не	2	1
313	но как	2	1
314	в сторону	4	1
315	не входит	3	1
316	если в	3	1
317	должны были	2	1
318	очевидно что	2	1
319	он полагает	1	1
320	предположение что	1	1
321	действительности а	2	1
322	к сожалению	2	1
323	в истории	6	1
324	в одной	2	1
325	если она	1	1
326	независимо от	4	1
327	общего с	1	1
328	как к	3	1
329	перед нами	2	1
330	и как	3	1
331	и наконец	4	1
332	более или	1	1
333	в действительности	1	1
334	от этого	3	1
335	моментов в	1	1
336	в этот	1	1
337	от чего	1	1
338	чуть ли	1	1
339	в нашем	1	1
340	из этих	3	1
341	выражение в	1	1
342	им в	1	1
343	имеем в	1	1
344	больше всего	1	1
345	в статье	4	1
346	остались в	1	1
347	сказать в	1	1
348	другой как	1	1
349	т д	5	1
350	было с	1	1
351	по крайней	1	1
352	которой не	1	1
353	из нашего	1	1
354	нее и	1	1
355	в понимании	2	1
356	образом из	1	1
357	к одному	1	1
358	не к	2	1
359	поэта и	1	1
360	том чтобы	1	1
361	полемики с	1	1
362	быть с	1	1
363	характер разработки	1	1
364	или вовсе	2	1
365	постольку поскольку	2	1
366	на этом	2	1
367	именно это	1	1
368	в каждом	1	1
369	по происхождению	1	1
370	же не	1	1
371	то чтобы	1	1
372	значение в	1	1
373	той же	1	1
374	это было	3	1
375	который и	1	1
376	подходит к	1	1
377	начала что	1	1
378	сделает его	1	1
379	и тем	2	1
380	из первых	1	1
381	материал для	1	1
382	во многом	1	1
383	для них	3	1
384	он является	1	1
385	нет в	1	1
386	сторон в	1	1
387	дела и	1	1
388	был быть	1	1
389	сам не	1	1
390	время о	1	1
391	такой же	3	1
392	при изучении	1	1
393	работы в	1	1
394	каким был	1	1
395	место в	3	1
396	не столько	4	1
397	не от	1	1
398	в отличие	2	1
399	знаем что	1	1
400	его отношение	1	1
401	и раньше	1	1
402	которые в	1	1
403	но он	1	1
404	ведь из	1	1
405	друг другу	1	1
406	иным как	1	1
407	и под	1	1
408	цитатами из	1	1
409	так называемого	1	1
410	как смерть	1	1
411	и вся	1	1
412	ему как	1	1
413	быть лишь	1	1
414	случае в	1	1
415	ее не	1	1
416	без того	1	1
417	виду что	1	1
418	только здесь	1	1
419	и притом	1	1
420	этой тенденции	1	1
421	к этим	1	1
422	не могло	1	1
423	на котором	2	1
424	бы между	1	1
425	жизнью хотя	1	1
426	и лишь	2	1
427	всего на	1	1
428	и по	2	1
429	таким путем	1	1
430	во всем	1	1
431	и теперь	4	1
432	которое не	1	1
433	оказывается перед	1	1
434	что на	2	1
435	это новое	1	1
436	не останется	2	1
437	точке зрения	2	1
438	в остальных	1	1
439	представляется нам	1	1
440	уже о	1	1
441	могут быть	6	1
442	чтобы сделать	2	1
443	похож на	1	1
444	как только	1	1
445	всего в	2	1
446	он оказывается	1	1
447	слова с	1	1
448	и можем	1	1
449	о них	1	1
450	и сами	1	1
451	перед необходимостью	2	1
452	и от	2	1
453	нет никакой	1	1
454	и может	3	1
455	и совершенно	2	1
456	обращаясь к	1	1
457	с собой	1	1
458	чтобы дать	1	1
459	те же	1	1
460	времени и	2	1
461	особенно в	3	1
462	к его	2	1
463	которые он	1	1
464	при необходимости	1	1
465	этим в	1	1
466	когда в	1	1
467	это только	1	1
468	могла быть	1	1
469	мы в	2	1
470	не лучше	1	1
471	строго говоря	1	1
472	отрицать что	1	1
473	для этого	2	1
474	в настоящее	1	1
475	входящих в	1	1
476	стремление к	1	1
477	ней как	1	1
478	ясно с	1	1
479	тем чем	1	1
480	сводится к	5	1
481	понять как	1	1
482	высказывание в	1	1
483	в раннем	1	1
484	и та	1	1
485	язык и	7	1
486	настоящее время	1	1
487	на что	1	1
488	диалога с	1	1
489	рассматривать не	1	1
490	то в	2	1
491	является самым	1	1
492	от них	1	1
493	этому поводу	1	1
494	во втором	7	1
495	к установлению	1	1
496	крайней мере	1	1
497	полезно вспомнить	1	1
498	и хотели	1	1
499	стороны других	1	1
500	он стал	1	1
501	только в	6	1
502	непосредственно из	1	1
503	моменты в	1	1
504	по этому	2	1
505	в эти	1	1
506	и все-таки	1	1
507	к какому	1	1
508	события и	1	1
509	только на	3	1
510	является не	2	1
511	этому вопросу	1	1
512	не из	1	1
513	каким образом	1	1
514	в ином	3	1
515	и других	2	1
516	не сам	1	1
517	и их	3	1
518	пока не	1	1
519	не находит	1	1
520	не выражает	1	1
521	с этими	1	1
522	как его	2	1
523	в некоторых	4	1
524	идет в	1	1
525	более молодых	1	1
526	чтобы показать	3	1
527	ней и	1	1
528	а именно	2	1
529	чем он	4	1
530	было и	2	1
531	говорит о	1	1
532	живого человека	1	1
533	превращается в	2	1
534	был в	1	1
535	не на	1	1
536	здесь были	1	1
537	однако и	3	1
538	в руках	1	1
539	а так	1	1
540	в слове	5	1
541	было в	2	1
542	на фоне	4	1
543	других случаях	1	1
544	он уже	1	1
545	надо было	1	1
546	о возможности	3	1
547	обратил внимание	1	1
548	для создания	2	1
549	в сборнике	1	1
550	такого рода	1	1
551	не удалось	1	1
552	в тех	2	1
553	и там	1	1
554	да и	1	1
555	и следующий	1	1
556	поскольку он	2	1
557	в первой	1	1
558	образом на	1	1
559	в реальном	5	1
560	была очень	1	1
561	что из	1	1
562	можно сказать	1	1
563	в смысле	1	1
564	он должен	1	1
565	к вопросу	1	1
566	многие из	1	1
567	не похож	1	1
568	их все	1	1
569	или в	3	1
570	такую возможность	1	1
571	чтобы понять	1	1
572	отца с	2	1
573	а к	2	1
574	а ради	1	1
575	она уже	1	1
576	на первый	2	1
577	последнего времени	1	1
578	для нас	1	1
579	или менее	1	1
580	же что	1	1
581	это может	1	1
582	отметить еще	1	1
583	в этих	2	1
584	его тем	1	1
585	крайней степени	1	1
586	все они	1	1
587	места в	1	1
588	хотя в	1	1
589	сделать вывод	1	1
590	поскольку на	1	1
591	к самому	1	1
592	с сыном	2	1
593	не говоря	1	1
594	сказать что	2	1
595	и только	5	1
596	была бы	3	1
597	жизни а	1	1
598	положений и	1	1
599	на своем	1	1
600	жизни и	3	1
601	и эта	1	1
602	можно назвать	1	1
603	как на	1	1
604	они не	4	1
605	ничего общего	1	1
