N	2gram	Berdyaev_M_2	Hudozhes
347	и тот	2	1
348	ничего и	1	1
349	ее как	1	1
350	в жертву	1	1
351	человек не	7	1
352	вот они	1	1
353	же о	1	1
354	к миру	1	1
355	из этой	2	1
356	душу и	3	1
357	себя бремя	1	1
358	наших глазах	1	1
359	их в	1	1
360	на земле	8	1
361	людей и	3	1
362	него было	1	1
363	не бывает	3	1
364	но все	1	1
365	значительной степени	1	1
366	тут не	2	1
367	в каждом	3	1
368	тем в	1	1
369	в тисках	1	1
370	и характер	1	1
371	этом он	2	1
372	чем я	2	1
373	им как	1	1
374	самим собой	1	1
375	и других	2	1
376	то все	2	1
377	всю свою	1	1
378	и тем	1	1
379	за ней	1	1
380	любви в	1	1
381	она и	1	1
382	достоевского и	2	1
383	берет на	1	1
384	этого не	1	1
385	всю жизнь	3	1
386	не всегда	2	1
387	которой он	1	1
388	для чего	3	1
389	во взаимоотношениях	1	1
390	духовной жизни	1	1
391	я ты	1	1
392	не мог	3	1
393	личного начала	2	1
394	человек и	2	1
395	екатерина ивановна	1	1
396	человеком и	1	1
397	прибегает к	1	1
398	а потом	1	1
399	от его	2	1
400	признать что	1	1
401	отношений между	1	1
402	стало быть	1	1
403	одном из	1	1
404	другом и	1	1
405	но он	11	1
406	не превращает	1	1
407	и более	1	1
408	не могли	1	1
409	в конце	5	1
410	в словах	1	1
411	теперь я	1	1
412	любовь к	8	1
413	же такое	1	1
414	нас к	1	1
415	в атмосфере	2	1
416	крайности сходятся	1	1
417	эта мысль	2	1
418	все мы	1	1
419	если для	1	1
420	было не	2	1
421	же его	1	1
422	и над	1	1
423	во всякой	1	1
424	чем не	2	1
425	та или	1	1
426	для всего	1	1
427	земли в	1	1
428	человека от	2	1
429	и всегда	3	1
430	в самой	1	1
431	почему это	1	1
432	жене и	1	1
433	учения о	1	1
434	нее нет	1	1
435	или иная	1	1
436	мыслей и	1	1
437	сама жизнь	1	1
438	к концу	1	1
439	и любовь	2	1
440	а лишь	2	1
441	хочет быть	1	1
442	хотел сказать	1	1
443	за его	1	1
444	бытия не	1	1
445	в момент	1	1
446	в разговоре	1	1
447	истории не	1	1
448	для личности	1	1
449	отличается от	1	1
450	его с	2	1
451	бы он	1	1
452	той или	1	1
453	все еще	1	1
454	любовь в	2	1
455	на наших	1	1
456	мгновения жизни	1	1
457	и толстой	1	1
458	но по	1	1
459	человеку в	1	1
460	не существует	3	1
461	сострадание но	1	1
462	над людьми	1	1
463	как ее	2	1
464	и человеческого	2	1
465	на нее	1	1
466	в бесконечность	1	1
467	его героев	1	1
468	и этого	1	1
469	еще в	2	1
470	но у	1	1
471	жизнь и	4	1
472	на что	1	1
473	сама она	1	1
474	по себе	2	1
475	это обычно	1	1
476	в разных	2	1
477	последнего из	3	1
478	никогда и	1	1
479	чтобы заставить	1	1
480	лишь одно	2	1
481	именно потому	1	1
482	как существо	1	1
483	и здесь	6	1
484	и что	2	1
485	тех его	1	1
486	после того	2	1
487	и который	1	1
488	все та	1	1
489	в значительной	1	1
490	нас в	2	1
491	все в	1	1
492	путь к	1	1
493	его личности	1	1
494	другого в	2	1
495	тотчас же	1	1
496	еще более	2	1
497	тот момент	1	1
498	ней все	1	1
499	переходящая в	1	1
500	она на	1	1
501	того что	6	1
502	уходит в	2	1
503	быть и	2	1
504	жизни его	1	1
505	по своей	3	1
506	но с	2	1
507	с себя	1	1
508	и личной	1	1
509	каждого человека	3	1
510	жизнь свою	1	1
511	вне себя	1	1
512	в человеческой	1	1
513	но ни	1	1
514	и потому	7	1
515	бы его	2	1
516	к отцу	1	1
517	за себя	1	1
518	это означает	2	1
519	и теперь	1	1
520	на мир	1	1
521	в уста	1	1
522	меня самого	1	1
523	его любовь	2	1
524	со всеми	1	1
525	так что	2	1
526	к идее	1	1
527	одиночества и	1	1
528	уже в	2	1
529	выходя из	1	1
530	до предела	1	1
531	не принимает	1	1
532	него и	2	1
533	нет у	3	1
534	и страдание	3	1
535	искать в	1	1
536	эту силу	1	1
537	чувствовать себя	3	1
538	не для	3	1
539	так как	8	1
540	не о	2	1
541	отношении к	3	1
542	независимо от	1	1
543	и никогда	3	1
544	была еще	2	1
545	людей не	1	1
546	этом отношении	1	1
547	от того	3	1
548	бы это	1	1
549	лишь для	1	1
550	были бы	2	1
551	истины о	1	1
552	как личности	1	1
553	смысла жизни	1	1
554	этом пути	2	1
555	что человек	2	1
556	о как	1	1
557	человеку если	1	1
558	это все	2	1
559	наконец в	1	1
560	такое же	1	1
561	перед ним	4	1
562	на поверхности	4	1
563	и люди	2	1
564	к гибели	4	1
565	на смену	3	1
566	к личности	1	1
567	церкви и	1	1
568	бы друг	4	1
569	до конца	4	1
570	не означает	2	1
571	с которым	3	1
572	своей любви	1	1
573	или человек	1	1
574	человека не	4	1
575	человек есть	1	1
576	а которые	1	1
577	не то	1	1
578	женщина может	1	1
579	настоящее и	1	1
580	и она	3	1
581	ни на	1	1
582	человека к	8	1
583	личной ответственности	1	1
584	не сразу	1	1
585	любви как	2	1
586	в пределах	1	1
587	чтобы образ	1	1
588	жизнь ее	1	1
589	своей души	1	1
590	что за	2	1
591	которого нет	1	1
592	чем в	2	1
593	такого рода	2	1
594	это за	1	1
595	в тот	1	1
596	другого человека	2	1
597	распадается на	1	1
598	лежит в	1	1
599	цели не	1	1
600	смысл в	1	1
601	во всю	1	1
602	с этой	1	1
603	я сам	1	1
604	его личность	1	1
605	но это	8	1
606	я личность	2	1
607	не любил	1	1
608	его собственная	2	1
609	к которому	3	1
610	которых он	1	1
611	в бога	4	1
612	традиций в	1	1
613	только тогда	1	1
614	в пределе	2	1
615	он чувствовал	1	1
616	мира и	1	1
617	что нет	3	1
618	ее и	2	1
619	как теперь	1	1
620	из себя	1	1
621	интерес к	2	1
622	бы в	2	1
623	человека она	1	1
624	о бессмертии	3	1
625	самой последней	1	1
626	человека есть	3	1
627	отрекается от	3	1
628	образ человека	1	1
629	в творчестве	3	1
630	с ней	1	1
631	пределы своего	1	1
632	не знает	9	1
633	но когда	2	1
634	все к	2	1
635	жизни а	2	1
636	из этого	1	1
637	и жизнь	1	1
638	у толстого	1	1
639	в строе	1	1
640	и сострадание	2	1
641	в действительности	2	1
642	не сказал	1	1
643	на лице	1	1
644	на примере	1	1
645	это так	1	1
646	к этой	1	1
647	в своих	3	1
648	это в	1	1
649	к этому	1	1
650	которая не	1	1
651	во власть	1	1
