N	2gram	Bakhtin_Pr_5	Morfolog
189	они и	1	2
190	для того	1	2
191	оно не	1	2
192	совершается в	1	2
193	здесь не	1	2
194	то время	1	2
195	и что	6	2
196	является в	1	2
197	другой не	1	2
198	но здесь	1	2
199	можно бы	1	2
200	о том	2	2
201	с одной	1	2
202	подобные же	1	2
203	можно сказать	1	2
204	путь к	1	2
205	и только	1	2
206	средство а	1	2
207	того что	3	2
208	как например	1	2
209	быть и	2	2
210	хотя бы	2	2
211	этот вопрос	1	2
212	что он	24	2
213	только в	6	2
214	никаких новых	2	2
215	себя в	2	2
216	уже не	3	2
217	или на	1	2
218	в большинстве	2	2
219	или не	1	2
220	в виде	7	2
221	или просто	1	2
222	его и	3	2
223	момент в	1	2
224	без всякой	1	2
225	когда герой	1	2
226	себя и	8	2
227	не знает	6	2
228	сказать что	3	2
229	он приводит	1	2
230	самого себя	1	2
231	нам еще	1	2
232	или с	1	2
233	благодаря этому	2	2
234	но для	2	2
235	их на	1	2
236	выдает себя	1	2
237	случаях когда	1	2
238	сразу же	1	2
239	в отдельных	1	2
240	от него	6	2
241	но вот	1	2
242	одной из	2	2
243	в свое	1	2
244	но эти	2	2
245	лиц в	1	2
246	к этому	1	2
247	например в	2	1
248	в чужие	1	1
249	функции в	1	1
250	и то	5	1
251	он может	1	1
252	говорит ты	1	1
253	победы над	1	1
254	между двумя	2	1
255	сестры и	1	1
256	приводится к	1	1
257	в доме	1	1
258	где я	1	1
259	уже по	1	1
260	приходит к	1	1
261	он ничего	2	1
262	есть не	1	1
263	она в	2	1
264	или наоборот	1	1
265	приводят к	1	1
266	он как	4	1
267	так чтобы	4	1
268	но она	1	1
269	что это	4	1
270	ему в	1	1
271	конечно и	1	1
272	не совсем	1	1
273	и заставляет	1	1
274	в виду	3	1
275	начала в	1	1
276	кто же	2	1
277	него он	2	1
278	собой в	1	1
279	он был	1	1
280	служит для	1	1
281	ивана с	2	1
282	или во	1	1
283	друг к	3	1
284	мы еще	1	1
285	но как	4	1
286	не то	1	1
287	мы нашли	1	1
288	не входит	1	1
289	а он	3	1
290	ответ на	1	1
291	отношение к	6	1
292	отличие от	2	1
293	герой как	1	1
294	оно является	1	1
295	в главе	1	1
296	и выдает	1	1
297	очень ярких	1	1
298	вот как	4	1
299	для всех	1	1
300	совершенно другой	1	1
301	более и	1	1
302	итак в	1	1
303	что касается	1	1
304	может найти	1	1
305	не исчерпаны	1	1
306	мысль о	1	1
307	говорит что	1	1
308	и наконец	7	1
309	но эта	2	1
310	его к	3	1
311	это определение	1	1
312	в этот	2	1
313	лишь о	2	1
314	в которой	2	1
315	к другому	16	1
316	тут и	1	1
317	что так	1	1
318	не в	10	1
319	форме диалога	1	1
320	в этой	1	1
321	слушателя и	1	1
322	нами в	1	1
323	во многих	1	1
324	но ведь	2	1
325	его но	1	1
326	а вовсе	1	1
327	очень велико	1	1
328	вообще не	2	1
329	достаточный материал	1	1
330	для выделения	1	1
331	главным образом	1	1
332	всех этих	2	1
333	ивана к	1	1
334	явления совершенно	1	1
335	и вот	4	1
336	отца а	1	1
337	гл vi	1	1
338	на свое	1	1
339	ни были	1	1
340	и этот	2	1
341	его можно	1	1
342	его до	1	1
343	одно и	3	1
344	по его	1	1
345	форма у	1	1
346	в каждом	6	1
347	здесь мы	1	1
348	то ни	3	1
349	и может	1	1
350	же касается	1	1
351	конечно в	2	1
352	к другу	3	1
353	них не	1	1
354	на все	1	1
355	с другими	2	1
356	и сердце	1	1
357	сразу с	1	1
358	то все	2	1
359	даже в	5	1
360	в итоге	1	1
361	кажется что	2	1
362	по всему	1	1
363	из нее	1	1
364	нет в	3	1
365	превращаются в	1	1
366	друга что	1	1
367	к героям	1	1
368	этим и	1	1
369	переходим к	4	1
370	же самый	1	1
371	характерно что	1	1
372	и некоторые	1	1
373	как таковой	1	1
374	он обращается	2	1
375	нисколько не	1	1
376	герой по	1	1
377	является непосредственным	1	1
378	том как	1	1
379	и их	1	1
380	или точнее	1	1
381	как все	2	1
382	самого в	1	1
383	в их	1	1
384	мы говорили	2	1
385	самого героя	3	1
386	что говорит	1	1
387	что я	13	1
388	которые в	1	1
389	при этом	2	1
390	но он	4	1
391	тех которые	1	1
392	теми же	2	1
393	все это	14	1
394	без всяких	1	1
395	бы быть	1	1
396	для нее	1	1
397	тому что	2	1
398	сам с	1	1
399	и очень	1	1
400	она не	1	1
401	точно и	1	1
402	стоит в	1	1
403	бежит в	1	1
404	для меня	1	1
405	что с	2	1
406	самого начала	8	1
407	меня не	4	1
408	героем в	1	1
409	уже очень	1	1
410	в основе	1	1
411	как его	3	1
412	нельзя ли	1	1
413	появляется в	3	1
414	же время	10	1
415	этих двух	2	1
416	или как	3	1
417	к концу	3	1
418	за исключением	2	1
419	как на	1	1
420	у кого	1	1
421	же он	1	1
422	и делает	4	1
423	диалог ивана	5	1
424	с другом	4	1
425	одним из	1	1
426	еще резче	1	1
427	есть у	1	1
428	материала но	1	1
429	он отвечает	1	1
430	другой ее	1	1
431	но там	1	1
432	и вдруг	3	1
433	строится как	2	1
434	другой и	1	1
435	всего в	1	1
436	к тому	6	1
437	той или	4	1
438	перед его	3	1
439	где он	4	1
440	в применении	1	1
441	мне про	1	1
442	в деревне	1	1
443	с ее	3	1
444	как не	1	1
445	без всякого	2	1
446	же не	4	1
447	данном случае	1	1
448	они ни	1	1
449	и получает	1	1
450	хочет его	1	1
451	него самого	1	1
452	и говорит	3	1
453	с самого	8	1
454	всей своей	2	1
455	приводит к	2	1
456	роль в	1	1
457	на свой	1	1
458	что такой	1	1
459	собственно не	1	1
460	с известными	1	1
461	форму самостоятельного	1	1
462	в глаза	5	1
463	те же	2	1
464	здесь как	1	1
465	мог бы	2	1
466	домой и	1	1
467	еще в	4	1
468	заставляет ее	1	1
469	и с	12	1
470	в последней	1	1
471	но иногда	1	1
472	даны в	1	1
473	он говорил	4	1
474	ними и	1	1
475	находится в	1	1
476	реакция на	1	1
477	но к	1	1
478	на вопрос	2	1
479	но мы	1	1
480	бы то	3	1
481	того или	1	1
482	их в	2	1
483	в приведенных	1	1
484	же очень	1	1
485	с насмешкой	1	1
486	том или	1	1
487	за этим	1	1
488	рассказа к	2	1
489	функций в	1	1
490	в его	21	1
491	на одном	1	1
492	его герой	1	1
493	во всей	1	1
494	в другой	1	1
495	найти критерий	1	1
496	бы поставить	1	1
497	еще придется	1	1
498	к ней	2	1
499	в него	3	1
500	но так	3	1
501	на которой	2	1
502	образом как	1	1
503	о его	1	1
504	отца не	2	1
505	с ними	5	1
506	или другого	1	1
507	говорить о	3	1
508	принимает форму	3	1
509	и действительно	1	1
510	очень много	1	1
511	у тебя	1	1
512	может поставить	1	1
513	действительно не	1	1
514	к братьям	1	1
515	со всеми	3	1
516	в эти	2	1
517	же и	4	1
518	есть в	1	1
519	и у	4	1
520	и которая	1	1
521	что не	4	1
522	за ним	2	1
523	не знаешь	1	1
524	всяком случае	4	1
525	но путь	1	1
526	вопрос кто	1	1
527	в одном	6	1
528	и со	3	1
529	у него	4	1
530	действие не	1	1
531	героя его	1	1
532	лишь один	1	1
533	только на	4	1
534	до начала	1	1
535	другого и	3	1
536	и даже	5	1
537	или иной	4	1
538	точек зрения	2	1
539	его при	1	1
540	до сих	1	1
541	может и	1	1
542	может ли	1	1
543	а именно	1	1
544	ничего он	2	1
545	и создает	1	1
546	человека а	1	1
547	еще и	1	1
548	такое же	2	1
549	борьба в	1	1
550	его из	1	1
551	от другого	2	1
552	и своего	3	1
553	ей не	1	1
554	на этот	2	1
555	в рассказе	2	1
556	не на	1	1
557	других для	1	1
558	сам себе	1	1
559	о чем	1	1
560	чрезвычайно много	1	1
561	уже давно	1	1
562	все более	1	1
563	вступает в	2	1
564	но оно	1	1
565	о себе	17	1
566	где вы	1	1
567	но кроме	1	1
568	в одной	3	1
569	я тебе	1	1
570	надо было	2	1
571	всех людей	1	1
572	приводит в	1	1
573	определяет его	1	1
574	по своему	4	1
575	ли его	1	1
576	в данном	1	1
577	на тот	1	1
578	несколько таких	1	1
579	они все	1	1
580	не удалось	1	1
581	вне этой	1	1
582	ее руку	1	1
583	это его	1	1
584	в тот	1	1
585	отношения к	1	1
586	друг с	4	1
587	ты еще	2	1
588	как будто	4	1
589	что же	7	1
590	дело идет	3	1
591	с этой	2	1
592	он бросает	1	1
593	еще раз	1	1
594	которые также	1	1
595	в формах	1	1
596	сих пор	1	1
597	него герой	1	1
598	только для	1	1
599	же самое	1	1
600	у вас	1	1
601	отвечает на	1	1
602	он выдает	1	1
603	которых каждый	1	1
604	иван а	1	1
605	но на	4	1
606	могли бы	1	1
607	и все	15	1
608	лишь как	1	1
609	которую он	1	1
610	бы в	4	1
611	и ни	2	1
612	своих героев	1	1
613	на других	1	1
614	у которого	1	1
615	дана в	1	1
616	он во	2	1
617	бы на	1	1
618	здесь только	1	1
619	между ними	1	1
620	а ведь	1	1
621	которым он	4	1
622	таким же	1	1
623	служит также	1	1
624	во всяком	4	1
