N	2gram	Medvedev_F_1	Literetu
158	жизни на	1	2
159	уже о	1	2
160	могут быть	1	2
161	даже и	2	2
162	искусства есть	1	2
163	говоря уже	1	2
164	в ее	8	2
165	еще не	6	2
166	для этого	4	2
167	и что	2	2
168	для нас	1	2
169	а также	1	2
170	в русском	1	2
171	в него	2	2
172	было бы	6	2
173	могло бы	2	2
174	одной из	2	2
175	друг друга	4	2
176	потому что	1	2
177	уже не	2	2
178	ни было	2	2
179	из них	1	2
180	был бы	1	2
181	не так	2	2
182	в одном	2	2
183	т п	4	2
184	что и	2	2
185	вовсе не	10	2
186	у него	1	2
187	как раз	2	2
188	наконец в	3	2
189	что не	1	2
190	не было	3	2
191	до конца	7	2
192	черты в	1	2
193	в россии	3	2
194	произведения искусства	3	2
195	мира в	2	2
196	искусства то	1	2
197	как это	6	2
198	жизни а	1	2
199	и каждый	1	2
200	из которых	1	2
201	при всем	1	2
202	не является	1	2
203	в результате	2	2
204	хотя бы	5	2
205	с ним	2	2
206	же в	3	2
207	не говоря	1	2
208	не знает	1	2
209	и судьба	2	2
210	себе не	1	2
211	к этой	4	2
212	в своих	2	2
213	том числе	1	2
214	литературы а	3	1
215	к материалу	1	1
216	отношения к	6	1
217	совершенно справедливо	2	1
218	начинается с	1	1
219	это и	3	1
220	в первом	1	1
221	поэтическое творчество	1	1
222	в строгом	2	1
223	у каждой	1	1
224	должна быть	7	1
225	и само	1	1
226	это совершенно	1	1
227	как мы	5	1
228	собственного идеологического	1	1
229	время от	1	1
230	в становлении	1	1
231	эстетики и	2	1
232	а для	1	1
233	но даже	1	1
234	ему в	1	1
235	но напротив	2	1
236	какого бы	1	1
237	не от	2	1
238	своих врагов	1	1
239	бы то	3	1
240	в чем	1	1
241	критиков и	1	1
242	самом деле	6	1
243	не перестает	3	1
244	целом ряде	2	1
245	отличие от	1	1
246	за пределы	2	1
247	к осуществлению	1	1
248	и вовсе	1	1
249	вследствие чего	1	1
250	общего с	1	1
251	как в	8	1
252	стороны и	4	1
253	этой точки	1	1
254	как нам	1	1
255	однако не	2	1
256	когда он	3	1
257	его дела	1	1
258	самом начале	1	1
259	в действительности	2	1
260	и свою	5	1
261	этой цели	1	1
262	от этого	2	1
263	искусство и	1	1
264	в этот	1	1
265	в самом	5	1
266	и конечно	1	1
267	словом не	1	1
268	в литературном	2	1
269	ни один	1	1
270	все эти	6	1
271	типа все	1	1
272	особое место	1	1
273	но он	1	1
274	с художественной	2	1
275	и те	2	1
276	на то	1	1
277	не следует	1	1
278	в статье	1	1
279	слова а	1	1
280	всех этих	3	1
281	этой книге	1	1
282	как одной	1	1
283	оно должно	3	1
284	и вот	2	1
285	внутренний мир	1	1
286	и по	1	1
287	обстоит дело	1	1
288	или иных	1	1
289	без исключения	1	1
290	таким образом	13	1
291	к рифме	1	1
292	то ни	3	1
293	со всеми	3	1
294	только не	2	1
295	его не	2	1
296	входя в	1	1
297	с другими	4	1
298	является общим	1	1
299	искусства в	4	1
300	это не	2	1
301	мышления о	1	1
302	всю свою	2	1
303	должен был	1	1
304	сами эти	1	1
305	она и	1	1
306	далеко не	1	1
307	кругозора и	3	1
308	в слове	1	1
309	мы видели	2	1
310	нет а	1	1
311	со всей	3	1
312	которую он	1	1
313	в этих	1	1
314	в своей	11	1
315	и культуры	1	1
316	всегда является	1	1
317	он должен	3	1
318	формы так	1	1
319	место в	7	1
320	в отличие	1	1
321	вяч иванова	1	1
322	до последнего	1	1
323	от его	1	1
324	с предшествующим	1	1
325	но эта	2	1
326	он причастен	1	1
327	художественная деятельность	1	1
328	времени не	1	1
329	этих и	1	1
330	как от	1	1
331	вещей и	3	1
332	отличии от	2	1
333	и вся	1	1
334	тому что	1	1
335	в отношении	3	1
336	можно указать	1	1
337	только здесь	2	1
338	был понят	1	1
339	не имеет	1	1
340	и притом	1	1
341	и искусство	1	1
342	литературных явлений	7	1
343	и снова	1	1
344	художественной деятельности	1	1
345	не могло	5	1
346	и всегда	1	1
347	по своей	1	1
348	во всем	2	1
349	сознанием и	1	1
350	связи с	3	1
351	в сознании	1	1
352	в новейшей	1	1
353	этот образ	2	1
354	мы и	1	1
355	что на	1	1
356	за ними	1	1
357	однако это	1	1
358	свое собственное	1	1
359	все то	1	1
360	не могут	1	1
361	это конечно	1	1
362	числе и	1	1
363	к тому	3	1
364	жизни этих	1	1
365	как для	1	1
366	вовлечен в	1	1
367	ничего общего	1	1
368	элементы в	1	1
369	и о	1	1
370	более не	1	1
371	того чтобы	1	1
372	свою очередь	6	1
373	здесь не	3	1
374	на основе	6	1
375	что делает	1	1
376	и всякой	1	1
377	исторической жизни	1	1
378	в особенности	3	1
379	культуры и	3	1
380	в пределах	6	1
381	приводит к	2	1
382	эстетика и	1	1
383	в образе	1	1
384	на нее	2	1
385	произведение искусства	2	1
386	каждого из	2	1
387	в последующих	1	1
388	мог бы	1	1
389	во второй	1	1
390	остается только	1	1
391	жизнь и	3	1
392	не лучше	1	1
393	с этого	1	1
394	в словах	1	1
395	всякой иной	1	1
396	эволюции а	1	1
397	общения в	1	1
398	сторону жизни	1	1
399	движения и	1	1
400	сводится к	3	1
401	произведения как	2	1
402	искусства и	5	1
403	притом в	1	1
404	одного из	1	1
405	и просто	1	1
406	можно сказать	1	1
407	второй половины	1	1
408	должно было	1	1
409	нет у	1	1
410	на отдельные	1	1
411	которая сама	1	1
412	из общих	1	1
413	и хорошо	1	1
414	литературной эволюции	1	1
415	бы в	3	1
416	время здесь	1	1
417	именно она	1	1
418	соединении с	2	1
419	вокруг такого	1	1
420	в литературе	5	1
421	своем внутреннем	1	1
422	тех пор	1	1
423	отражения в	1	1
424	к делу	1	1
425	как целого	1	1
426	мире и	1	1
427	за ней	1	1
428	же он	1	1
429	не можем	2	1
430	только на	5	1
431	в итоге	1	1
432	в единстве	7	1
433	творчества в	1	1
434	от других	1	1
435	мышления и	1	1
436	мир в	1	1
437	себе в	1	1
438	руки и	1	1
439	слова в	1	1
440	нас только	1	1
441	не для	3	1
442	сама в	1	1
443	во всей	2	1
444	до тех	1	1
445	образом не	1	1
446	он один	1	1
447	лишь для	2	1
448	социального заказа	1	1
449	нет и	2	1
450	или иной	1	1
451	границу между	1	1
452	как у	1	1
453	именно в	8	1
454	идеологического кругозора	16	1
455	к которому	2	1
456	а с	1	1
457	здесь дело	1	1
458	литературное произведение	10	1
459	более того	3	1
460	в поэзию	1	1
461	однако и	1	1
462	есть лишь	2	1
463	все время	2	1
464	здесь этот	1	1
465	в ряду	2	1
466	и поэтики	1	1
467	художественного целого	2	1
468	для этой	2	1
469	все более	2	1
470	развитии и	1	1
471	по праву	1	1
472	так же	4	1
473	и потому	9	1
474	классической поэтике	1	1
475	пространства и	1	1
476	требует от	1	1
477	и определения	1	1
478	для искусства	1	1
479	художественное целое	1	1
480	наряду с	1	1
481	одновременно с	2	1
482	что же	1	1
483	ни одно	1	1
484	в своем	11	1
485	в это	1	1
486	в контексте	1	1
487	труда в	1	1
488	могло не	2	1
489	все индивидуальные	1	1
490	его в	3	1
491	и от	7	1
492	в основном	3	1
493	не меняет	1	1
494	время не	1	1
495	объективной данности	1	1
496	в смысле	1	1
497	в недрах	1	1
498	о мире	2	1
499	искусством и	1	1
500	мире а	2	1
501	не мог	1	1
502	всего в	3	1
503	тех или	1	1
504	за его	1	1
505	еще одна	2	1
506	живет и	1	1
507	при таком	4	1
508	войти в	2	1
509	на самом	7	1
510	мира и	1	1
511	сам является	1	1
512	ее и	1	1
513	особого рода	1	1
514	и все	6	1
515	в подлинном	1	1
516	еще более	1	1
517	не будучи	1	1
518	ни к	1	1
519	от всего	1	1
520	отношении к	2	1
521	в системе	2	1
522	ее развития	1	1
523	исторической поэтики	3	1
524	только и	4	1
525	только как	2	1
526	своего предмета	1	1
527	от всех	3	1
528	впервые в	1	1
529	в свою	8	1
530	к его	1	1
531	от поэзии	1	1
532	элементов а	1	1
533	о литературе	6	1
534	в последнем	1	1
535	самого художественного	2	1
536	культуры в	1	1
537	из этого	1	1
538	есть и	1	1
539	требуют чтобы	1	1
540	который в	1	1
541	и состоит	1	1
542	также не	1	1
543	ее в	1	1
544	в ссср	1	1
545	и эта	1	1
546	к этому	1	1
547	русской литературы	1	1
548	они не	3	1
