N	2gram	Bakhtin_sl_2	Hudozhes
131	однако и	1	3
132	в связи	2	3
133	своего времени	1	3
134	и для	5	3
135	от него	5	3
136	может и	2	3
137	в таком	4	3
138	от личности	1	2
139	например в	5	2
140	оно было	2	2
141	в их	2	2
142	той же	3	2
143	мы не	2	2
144	не была	3	2
145	слово не	1	2
146	к своему	9	2
147	не нужно	1	2
148	и личность	1	2
149	но как	2	2
150	в противовес	2	2
151	в одной	1	2
152	в рамках	1	2
153	хотя и	2	2
154	или иную	1	2
155	к художественному	1	2
156	лежит на	2	2
157	в целом	1	2
158	так в	2	2
159	только на	1	2
160	как он	2	2
161	так сказать	6	2
162	именно этим	1	2
163	на его	2	2
164	характер в	1	2
165	однако в	2	2
166	значительной степени	6	2
167	в героя	1	2
168	в другом	2	2
169	а его	1	2
170	того или	1	2
171	не умеет	1	2
172	особенно в	2	2
173	по себе	5	2
174	одной из	1	2
175	все равно	1	2
176	должно быть	1	2
177	автора и	2	2
178	в такой	1	2
179	не столько	3	2
180	сих пор	2	2
181	все это	16	2
182	как от	1	2
183	для нее	1	2
184	они не	2	2
185	и герой	1	2
186	не о	1	2
187	одна из	4	2
188	на себе	1	2
189	для всего	1	2
190	мышления и	5	2
191	слова как	2	2
192	жизни на	1	2
193	со своим	9	2
194	на него	2	2
195	не слышит	1	2
196	не знаем	2	2
197	с ее	2	2
198	здесь не	4	2
199	как по	1	2
200	характер и	1	2
201	в себя	2	2
202	никак не	1	2
203	и что	1	2
204	до сих	2	2
205	в значительной	6	2
206	говорить об	1	2
207	в форме	2	2
208	и об	1	2
209	в него	7	2
210	с ними	5	2
211	и потому	7	2
212	с другим	1	2
213	поэтому и	4	2
214	характер ее	1	2
215	слова в	13	2
216	за ним	1	2
217	героев как	1	2
218	на том	1	2
219	в бытовой	3	2
220	влияние на	2	2
221	или иначе	1	2
222	с той	1	2
223	действующих лиц	2	2
224	себя и	4	2
225	что не	1	2
226	также в	1	2
227	до конца	17	2
228	человек в	6	2
229	или с	1	2
230	ближе к	1	2
231	на фоне	4	2
232	эти слова	2	2
233	установкой на	3	2
234	да и	1	2
235	дело здесь	1	2
236	и не	22	2
237	еще раз	3	2
238	только для	1	2
239	в результате	2	2
240	совершенно иной	1	2
241	ни к	2	2
242	в системе	1	2
243	не знает	2	2
244	или иного	1	2
245	героя в	3	2
246	проникнуть в	1	2
247	это так	1	2
248	которая не	1	2
249	смысле слова	1	1
250	как известно	1	1
251	можно говорить	2	1
252	речь здесь	1	1
253	в сфере	2	1
254	человека и	3	1
255	две реплики	2	1
256	и др	4	1
257	это и	2	1
258	в чужой	2	1
259	включенная в	1	1
260	за собой	1	1
261	в иных	1	1
262	и до	1	1
263	проникает в	2	1
264	ведь и	2	1
265	во-первых в	1	1
266	и творческой	1	1
267	и за	1	1
268	также и	2	1
269	его не	4	1
270	о способах	1	1
271	изложения и	1	1
272	что уже	1	1
273	героя но	1	1
274	именно к	2	1
275	высказывания в	1	1
276	своими корнями	2	1
277	всего о	1	1
278	в сущности	6	1
279	но она	2	1
280	х годов	2	1
281	хотя бы	3	1
282	они ближе	1	1
283	и быта	1	1
284	литературы и	1	1
285	на роман	5	1
286	на них	2	1
287	в широком	1	1
288	установки на	1	1
289	ответы на	1	1
290	что его	1	1
291	в чем	3	1
292	различия между	1	1
293	мы еще	1	1
294	чем это	1	1
295	совсем не	1	1
296	от характера	2	1
297	в сторону	1	1
298	этический момент	1	1
299	не все	2	1
300	к слову	1	1
301	и чужой	1	1
302	прозы в	4	1
303	слова на	3	1
304	отношение к	4	1
305	приемов построения	1	1
306	в романах	3	1
307	связи и	2	1
308	к сожалению	1	1
309	чем же	1	1
310	его на	1	1
311	стороны и	3	1
312	однако не	1	1
313	исключает возможность	1	1
314	не два	1	1
315	сознания в	1	1
316	и как	3	1
317	в герое	1	1
318	к иной	2	1
319	есть на	2	1
320	точку зрения	3	1
321	решающее значение	1	1
322	он в	1	1
323	о других	1	1
324	диалог в	2	1
325	эпохи и	2	1
326	п все	3	1
327	но на	1	1
328	корнями в	2	1
329	вообще не	1	1
330	рассказах о	1	1
331	но именно	1	1
332	в рамки	2	1
333	всех этих	4	1
334	в узком	4	1
335	у толстого	1	1
336	с таким	2	1
337	не исчерпывает	3	1
338	его от	3	1
339	значение приобретает	2	1
340	и этот	1	1
341	своих персонажей	1	1
342	в нее	2	1
343	поскольку она	1	1
344	существенному для	1	1
345	на этой	1	1
346	или даже	3	1
347	а как	1	1
348	входит в	4	1
349	может стать	2	1
350	роль в	2	1
351	что неизбежно	1	1
352	и тем	1	1
353	за ней	2	1
354	не соответствует	1	1
355	социальной конкретности	1	1
356	но уже	1	1
357	но мы	2	1
358	достоевского и	1	1
359	далеко не	2	1
360	в самую	1	1
361	этого не	1	1
362	в слове	6	1
363	и уже	1	1
364	этим и	1	1
365	нисколько не	1	1
366	смысл и	2	1
367	на первый	1	1
368	или менее	2	1
369	письма и	1	1
370	другим и	1	1
371	что среди	1	1
372	и без	1	1
373	установка на	2	1
374	место в	1	1
375	себе а	1	1
376	в отличие	12	1
377	мысли и	1	1
378	не исчерпывается	1	1
379	и нельзя	1	1
380	в одном	2	1
381	где герой	1	1
382	в пространстве	1	1
383	это сознание	2	1
384	и более	2	1
385	в прошлом	2	1
386	она или	1	1
387	идти не	1	1
388	бы быть	1	1
389	другой наиболее	1	1
390	например и	1	1
391	вовсе не	10	1
392	в отношении	4	1
393	главным объектом	1	1
394	так как	4	1
395	до известной	1	1
396	самого начала	1	1
397	этими двумя	1	1
398	как о	2	1
399	дело в	2	1
400	и остается	3	1
401	в плане	5	1
402	в основе	4	1
403	облекается в	1	1
404	и имеет	1	1
405	само слово	1	1
406	человека если	1	1
407	только не	1	1
408	широты и	2	1
409	текста и	1	1
410	к чужому	3	1
411	и существенное	1	1
412	на тему	1	1
413	и речевой	1	1
414	определенности и	1	1
415	или как	4	1
416	таких произведений	1	1
417	уже говорили	1	1
418	же он	1	1
419	с социальным	1	1
420	не до	1	1
421	еще резче	1	1
422	xx века	1	1
423	не могут	5	1
424	в речах	2	1
425	могут быть	7	1
426	анализа и	1	1
427	что оно	4	1
428	как для	3	1
429	этот как	1	1
430	если же	1	1
431	говорит о	1	1
432	жизни перед	1	1
433	чем не	2	1
434	в виду	1	1
435	свою очередь	2	1
436	и служит	1	1
437	для собственного	1	1
438	и говорит	1	1
439	с самого	1	1
440	этих категорий	2	1
441	в дальнейшем	2	1
442	для своей	1	1
443	так можно	1	1
444	и себе	1	1
445	от массы	1	1
446	здесь нет	1	1
447	мог бы	1	1
448	и глубины	1	1
449	оно все	1	1
450	его оно	2	1
451	единство этих	1	1
452	он сам	1	1
453	о жанровых	1	1
454	нас и	1	1
455	даже не	1	1
456	жанров и	1	1
457	но здесь	4	1
458	может не	2	1
459	и т.п	2	1
460	он живет	1	1
461	что делать	1	1
462	за пределами	1	1
463	обращается к	1	1
464	среди всех	1	1
465	самому себе	1	1
466	сознания есть	1	1
467	для нас	5	1
468	с другой	5	1
469	нас в	1	1
470	как у	1	1
471	а во	1	1
472	во всех	12	1
473	нем не	1	1
474	в две	1	1
475	слова никогда	1	1
476	и только	1	1
477	наконец в	4	1
478	интеллигенции х	1	1
479	нем и	2	1
480	в лучшем	1	1
481	и она	1	1
482	и интерпретации	3	1
483	как объект	1	1
484	все зависит	1	1
485	как например	2	1
486	и обсуждение	1	1
487	в двух	1	1
488	романа и	5	1
489	речь о	2	1
490	среди других	1	1
491	композиционная форма	1	1
492	в какой	1	1
493	это очень	2	1
494	всяком случае	2	1
495	историческом так	1	1
496	ему самому	1	1
497	между этими	1	1
498	и ее	1	1
499	их не	1	1
500	с одной	5	1
501	именно на	2	1
502	с какой	1	1
503	же и	2	1
504	на всем	1	1
505	более или	2	1
506	и политической	2	1
507	уже в	2	1
508	оно в	1	1
509	него и	1	1
510	оно всегда	1	1
511	этого процесса	3	1
512	когда оно	1	1
513	его и	2	1
514	характерно что	1	1
515	одно из	1	1
516	представить себе	1	1
517	сами по	1	1
518	и рождается	1	1
519	и никогда	1	1
520	автор и	1	1
521	отличие от	13	1
522	есть именно	1	1
523	рядом с	3	1
524	в особенности	3	1
525	эти наблюдения	1	1
526	внешних и	1	1
527	говорить и	1	1
528	создает ощущение	1	1
529	в романе	46	1
530	связано с	3	1
531	них и	2	1
532	человека но	1	1
533	одной стороны	5	1
534	не на	1	1
535	из участников	1	1
536	ссылка на	1	1
537	там где	6	1
538	его контексте	1	1
539	здесь именно	1	1
540	этих моментов	1	1
541	делает их	1	1
542	вступает в	1	1
543	о себе	1	1
544	как это	3	1
545	контексте и	1	1
546	со словом	5	1
547	но все	5	1
548	xix века	4	1
549	как вещь	2	1
550	в данном	2	1
551	своей и	1	1
552	если оно	2	1
553	или и	1	1
554	уходит своими	2	1
555	себя то	2	1
556	и там	3	1
557	и всей	1	1
558	быть только	1	1
559	века и	1	1
560	вокруг себя	1	1
561	поэтому когда	1	1
562	с очень	1	1
563	только о	2	1
564	в контексте	3	1
565	на пути	1	1
566	и психологическом	1	1
567	голоса и	3	1
568	и вторая	1	1
569	тень и	1	1
570	но это	3	1
571	его же	1	1
572	в который	1	1
573	и слово	2	1
574	в смысле	4	1
575	время это	2	1
576	роман но	2	1
577	слушателя его	1	1
578	исторически конкретного	1	1
579	известной степени	2	1
580	судьбы и	1	1
581	текстов и	1	1
582	узком смысле	4	1
583	как уже	2	1
584	к внешнему	1	1
585	как сказал	1	1
586	идет об	1	1
587	слов и	3	1
588	сказал в	1	1
589	соединяется с	1	1
590	романом и	1	1
591	нами не	1	1
592	и прямо	2	1
593	которая на	1	1
594	неотделим от	1	1
595	сказать что	3	1
596	и внутренне	2	1
597	в свою	3	1
598	затем к	1	1
599	него то	1	1
600	к его	2	1
601	в последнем	1	1
602	и две	1	1
603	из романа	2	1
604	ли они	1	1
605	человеку и	1	1
606	как слово	2	1
607	и другие	2	1
608	во всяком	3	1
609	все что	2	1
