N	2gram	Propp_Russ_2	Tvorches
164	и мир	1	2
165	в литературе	1	2
166	в двух	1	2
167	тот же	1	2
168	в качестве	3	2
169	человека с	1	2
170	так что	4	2
171	же и	1	2
172	от других	1	2
173	при помощи	1	2
174	из них	4	2
175	был бы	1	2
176	представлений о	2	2
177	только на	1	2
178	именно в	4	2
179	влияние на	2	2
180	что для	3	2
181	до конца	3	2
182	зависит от	1	2
183	вместе с	6	2
184	в него	2	2
185	к жизни	5	2
186	эти слова	1	2
187	время не	1	2
188	перед нами	1	2
189	в одно	1	2
190	ли в	1	2
191	для этой	3	2
192	или в	7	2
193	ее и	2	2
194	из себя	1	2
195	только что	1	2
196	сказать что	1	2
197	в глаза	2	2
198	одновременно и	1	2
199	к этому	5	2
200	это неверно	1	1
201	от дома	1	1
202	к их	1	1
203	в русских	4	1
204	же как	4	1
205	и через	3	1
206	они представляют	2	1
207	раз этот	1	1
208	переход от	2	1
209	говорилось выше	1	1
210	и есть	1	1
211	над этим	1	1
212	года к	1	1
213	эта теория	4	1
214	очень много	1	1
215	этой теории	1	1
216	из самых	1	1
217	и до	1	1
218	мы уже	1	1
219	мы имеем	6	1
220	собой как	1	1
221	что если	1	1
222	к воплощению	1	1
223	момент наивысшего	1	1
224	рассматривается как	2	1
225	происходило в	1	1
226	время как	1	1
227	говорить о	1	1
228	что иное	2	1
229	в полной	1	1
230	через которые	1	1
231	то это	1	1
232	в одиночку	1	1
233	не совсем	2	1
234	в xix	3	1
235	одно из	2	1
236	еще не	6	1
237	по этому	2	1
238	он был	1	1
239	между собой	2	1
240	иное как	2	1
241	вносимого в	1	1
242	во всех	3	1
243	тем как	1	1
244	это имеет	2	1
245	как правило	1	1
246	совсем не	2	1
247	к слову	1	1
248	а и	2	1
249	тогда как	2	1
250	что так	1	1
251	воплощенной в	1	1
252	к сожалению	1	1
253	в поисках	1	1
254	первый взгляд	1	1
255	эта связь	2	1
256	с этим	2	1
257	найти в	1	1
258	кроме того	2	1
259	и где	1	1
260	как уже	2	1
261	что по	4	1
262	к этой	1	1
263	его к	1	1
264	этой цели	2	1
265	в этот	10	1
266	к необходимости	1	1
267	что это	3	1
268	под ним	2	1
269	он в	1	1
270	все эти	3	1
271	без особой	1	1
272	еще далеко	1	1
273	так в	2	1
274	нас на	1	1
275	на ночь	1	1
276	тому же	1	1
277	мнение что	2	1
278	если он	2	1
279	выход на	1	1
280	и если	1	1
281	связанные с	2	1
282	в статье	1	1
283	т д	5	1
284	через три	1	1
285	всех этих	1	1
286	в первую	1	1
287	как средство	2	1
288	не к	2	1
289	оно могло	1	1
290	на этом	3	1
291	в нее	1	1
292	а вместе	1	1
293	встречаются и	1	1
294	то мировоззрение	1	1
295	довольно точно	1	1
296	значение в	1	1
297	поэтому мы	1	1
298	и чтобы	1	1
299	на все	1	1
300	на этой	1	1
301	г в	1	1
302	его в	8	1
303	дома и	1	1
304	было бы	3	1
305	связанным с	1	1
306	более широком	1	1
307	в огонь	1	1
308	за ней	1	1
309	д с	1	1
310	для них	2	1
311	в них	4	1
312	он же	1	1
313	показывает что	8	1
314	с этой	2	1
315	с тем	6	1
316	подробно описывает	1	1
317	чем в	2	1
318	о которой	1	1
319	их на	1	1
320	на первый	3	1
321	или другому	1	1
322	можно только	1	1
323	это исходная	1	1
324	и ее	2	1
325	в народе	3	1
326	человеком и	1	1
327	еще с	1	1
328	не от	1	1
329	как одна	1	1
330	но эта	1	1
331	живут в	2	1
332	и более	1	1
333	как от	1	1
334	том же	4	1
335	что этот	1	1
336	происходят на	1	1
337	на всю	1	1
338	игрой в	1	1
339	человеку не	1	1
340	и потом	4	1
341	с развитием	2	1
342	в таких	3	1
343	что эта	1	1
344	что с	2	1
345	вместе и	1	1
346	все мы	1	1
347	считает что	1	1
348	не имеет	3	1
349	ее с	1	1
350	на него	1	1
351	это еще	1	1
352	в игру	1	1
353	шел в	1	1
354	через него	2	1
355	на себя	2	1
356	учения о	1	1
357	того в	2	1
358	в другую	1	1
359	же он	1	1
360	на некоторые	1	1
361	до того	1	1
362	только с	1	1
363	у нас	4	1
364	начиная с	2	1
365	к себе	1	1
366	те и	1	1
367	но все	1	1
368	в других	15	1
369	вокруг него	2	1
370	что на	2	1
371	имеет место	1	1
372	оно не	1	1
373	быть назван	1	1
374	она не	3	1
375	время они	1	1
376	и это	1	1
377	и о	3	1
378	vii в	1	1
379	в конце	1	1
380	свою очередь	1	1
381	вывод что	2	1
382	в ее	3	1
383	другой стороны	1	1
384	смерти в	2	1
385	так на	1	1
386	что у	1	1
387	в образе	2	1
388	его решения	1	1
389	за волосы	1	1
390	утверждает что	1	1
391	на голову	6	1
392	но у	1	1
393	жизнь и	2	1
394	означает что	1	1
395	в таком	4	1
396	и здесь	1	1
397	своей книге	2	1
398	и что	5	1
399	что каждый	1	1
400	религии и	1	1
401	или на	8	1
402	комический эффект	1	1
403	с того	1	1
404	представлениями о	2	1
405	нас в	1	1
406	как у	1	1
407	знает что	1	1
408	связь между	2	1
409	к нему	4	1
410	между тем	3	1
411	от них	1	1
412	с виноградов	1	1
413	чем и	1	1
414	под именем	3	1
415	представления о	2	1
416	все время	1	1
417	ряд других	2	1
418	в современной	1	1
419	бросается в	2	1
420	в ряде	1	1
421	как он	1	1
422	с ними	1	1
423	пришел к	1	1
424	принимает форму	1	1
425	и действительно	1	1
426	в разные	2	1
427	по времени	1	1
428	должен был	3	1
429	их не	1	1
430	с приговором	1	1
431	с одной	2	1
432	вся эта	2	1
433	в эти	1	1
434	по всей	3	1
435	характерной для	1	1
436	особое значение	1	1
437	то и	4	1
438	не все	4	1
439	но с	1	1
440	а это	1	1
441	на этих	1	1
442	о религии	1	1
443	и обратно	1	1
444	кончается этот	1	1
445	на столе	1	1
446	например к	1	1
447	ночи и	1	1
448	разные стороны	1	1
449	могло бы	1	1
450	в одном	1	1
451	ее не	1	1
452	к ним	1	1
453	а через	2	1
454	в окошко	1	1
455	заметить что	2	1
456	тем что	3	1
457	по приказу	2	1
458	само собой	1	1
459	не противоречит	1	1
460	представляют собой	7	1
461	не было	2	1
462	же деле	2	1
463	без всякой	1	1
464	противоположность между	1	1
465	не надо	1	1
466	с другим	2	1
467	с той	1	1
468	для этого	5	1
469	а с	2	1
470	они живут	3	1
471	с описанием	1	1
472	с презрением	1	1
473	однако более	1	1
474	превращается в	1	1
475	самом же	2	1
476	одной стороны	2	1
477	связи с	2	1
478	а на	9	1
479	а наоборот	3	1
480	такие же	3	1
481	на которых	1	1
482	не на	1	1
483	пока что	1	1
484	в руках	2	1
485	согласиться со	1	1
486	о каком-то	1	1
487	а так	1	1
488	о чем	4	1
489	когда же	1	1
490	на лице	1	1
491	него не	1	1
492	другие в	2	1
493	связь с	3	1
494	него в	1	1
495	во плоти	2	1
496	как это	4	1
497	из последних	1	1
498	по своему	1	1
499	в область	1	1
500	ненависть к	1	1
501	нашу задачу	1	1
502	во все	1	1
503	человек с	1	1
504	плачут и	1	1
505	одно общее	1	1
506	только для	1	1
507	это выражение	1	1
508	и тогда	1	1
509	как раз	1	1
510	пока еще	2	1
511	времени его	1	1
512	бы говорить	1	1
513	решить вопрос	2	1
514	но на	1	1
515	он по	1	1
516	в настоящее	1	1
517	во время	12	1
518	от него	1	1
519	тем более	1	1
520	не дают	1	1
521	мы должны	1	1
522	понимал и	1	1
523	на улице	1	1
524	же в	6	1
525	очень хорошо	1	1
526	в целях	2	1
527	мнению в	1	1
528	этот вопрос	2	1
529	только как	2	1
530	их с	1	1
531	природе и	1	1
532	не сами	1	1
533	многочисленные связи	1	1
534	не что	2	1
535	ко всему	1	1
536	т е	24	1
537	и жизнь	1	1
538	этот момент	1	1
539	из своей	1	1
540	первую очередь	1	1
541	приводит нас	2	1
542	в какой	1	1
543	а может	1	1
