N	2gram	Vinokur_Ku_3	DiskursI
168	первую очередь	3	2
169	между тем	4	2
170	в языке	7	2
171	что и	6	2
172	которая в	1	2
173	который не	1	2
174	наше время	1	2
175	не о	2	2
176	общения и	1	2
177	на примере	1	2
178	именно в	3	2
179	далеко не	5	2
180	и прежде	1	2
181	может иметь	3	2
182	вместе с	2	2
183	о чем	2	2
184	в той	4	2
185	или иного	3	2
186	тому как	2	2
187	что же	5	2
188	в ряду	3	2
189	в свое	2	2
190	и для	1	2
191	мой взгляд	3	2
192	по природе	1	2
193	интерес к	1	2
194	а в	5	2
195	другой стороны	3	2
196	что он	6	2
197	это в	2	2
198	речь идет	3	1
199	чтобы не	2	1
200	самом деле	14	1
201	тех же	4	1
202	это и	3	1
203	надо полагать	2	1
204	на деле	1	1
205	и есть	5	1
206	в первом	5	1
207	к другому	2	1
208	можно говорить	10	1
209	на две	1	1
210	но если	3	1
211	к созданию	1	1
212	есть не	3	1
213	на материале	2	1
214	мы не	3	1
215	повседневной жизни	1	1
216	вопрос о	11	1
217	в сущности	4	1
218	сама в	1	1
219	на практике	4	1
220	я не	5	1
221	и со	1	1
222	не иметь	1	1
223	он сам	1	1
224	понять какое	2	1
225	бы то	1	1
226	в чем	5	1
227	характер и	1	1
228	роман и	1	1
229	тем как	1	1
230	в ее	4	1
231	иных случаях	1	1
232	чем это	2	1
233	точка зрения	4	1
234	не то	2	1
235	в сторону	1	1
236	конечном счете	1	1
237	с совершенно	1	1
238	самым оно	1	1
239	примеров и	1	1
240	не просто	2	1
241	друг от	1	1
242	за пределы	2	1
243	связи и	2	1
244	мере в	1	1
245	в одной	1	1
246	и выражения	1	1
247	это отнюдь	1	1
248	хотя и	5	1
249	звук в	1	1
250	в круг	1	1
251	к числу	1	1
252	то в	3	1
253	со своей	1	1
254	в самом	13	1
255	только то	3	1
256	еще на	2	1
257	себе как	1	1
258	в которой	1	1
259	нет дела	1	1
260	ни один	1	1
261	было уже	1	1
262	таковы например	1	1
263	в нашем	7	1
264	бы не	3	1
265	поэтому и	1	1
266	так в	2	1
267	лишний раз	1	1
268	раз в	1	1
269	им в	1	1
270	но на	3	1
271	последнюю роль	1	1
272	с малым	1	1
273	в расчет	1	1
274	не имеют	1	1
275	ответственность за	4	1
276	так сказать	2	1
277	и только	3	1
278	и именно	3	1
279	времени для	1	1
280	пушкина и	1	1
281	же это	2	1
282	не как	2	1
283	в силу	6	1
284	одной и	1	1
285	его от	1	1
286	на этом	2	1
287	с этой	3	1
288	таким образом	9	1
289	то ни	1	1
290	сознание и	1	1
291	лишь в	8	1
292	того или	3	1
293	и иных	1	1
294	сейчас и	1	1
295	практически не	1	1
296	так называемого	3	1
297	читателя в	1	1
298	этого не	1	1
299	письменной речи	4	1
300	несмотря на	1	1
301	как сказано	1	1
302	и было	1	1
303	она была	1	1
304	которая получила	1	1
305	рассказа о	1	1
306	в такой	1	1
307	если можно	1	1
308	в которых	3	1
309	утверждения что	1	1
310	установка на	3	1
311	и той	1	1
312	тем не	9	1
313	по крайней	1	1
314	и более	3	1
315	и наоборот	1	1
316	не должно	1	1
317	для нее	1	1
318	а вот	2	1
319	случае мы	1	1
320	при переходе	1	1
321	задаться вопросом	1	1
322	в таких	2	1
323	она не	3	1
324	как о	3	1
325	дело не	2	1
326	первая часть	1	1
327	к этим	1	1
328	на него	3	1
329	в процессе	3	1
330	xix века	3	1
331	в самых	1	1
332	о них	4	1
333	например не	1	1
334	на язык	1	1
335	ничего не	6	1
336	того как	7	1
337	те моменты	1	1
338	иными словами	8	1
339	такая же	2	1
340	во всем	1	1
341	наполеон в	1	1
342	в текст	2	1
343	слово здесь	1	1
344	и несколько	1	1
345	синтаксиса и	2	1
346	от их	1	1
347	ни о	1	1
348	уже о	2	1
349	начиная с	1	1
350	народа он	1	1
351	не могут	5	1
352	но все	2	1
353	и другой	1	1
354	отличается от	2	1
355	всего в	1	1
356	слова можно	1	1
357	к тому	3	1
358	из весьма	1	1
359	но также	5	1
360	не есть	3	1
361	поэзии как	3	1
362	в полной	1	1
363	утверждать что	1	1
364	приходит к	1	1
365	значении в	1	1
366	от друга	1	1
367	город и	1	1
368	говоря уже	2	1
369	здесь также	1	1
370	языка и	2	1
371	в собственном	1	1
372	действия и	1	1
373	в условиях	2	1
374	слова а	1	1
375	столько в	1	1
376	всего следует	3	1
377	в заглавиях	1	1
378	по аналогии	1	1
379	здесь как	2	1
380	и каждый	1	1
381	сказано выше	3	1
382	вопрос этот	2	1
383	чем у	1	1
384	можно только	1	1
385	мы в	1	1
386	жанра в	1	1
387	для этого	6	1
388	остановимся на	1	1
389	речевой культуры	1	1
390	каждый из	1	1
391	о нем	1	1
392	и здесь	2	1
393	и должно	5	1
394	другом месте	1	1
395	возможна только	1	1
396	внимание на	2	1
397	никак не	2	1
398	и что	7	1
399	не стоит	1	1
400	может не	1	1
401	нас в	3	1
402	в конечном	1	1
403	таким путем	1	1
404	крайней мере	1	1
405	даже наиболее	1	1
406	целого а	1	1
407	у обоих	1	1
408	слов и	5	1
409	он создал	1	1
410	но тут	1	1
411	в современной	1	1
412	уже сказано	1	1
413	именно о	1	1
414	отказ от	1	1
415	может оказаться	2	1
416	и так	1	1
417	до нас	1	1
418	приходит в	2	1
419	одних и	1	1
420	двух точек	1	1
421	от них	1	1
422	не последнюю	1	1
423	же и	1	1
424	оказывается в	1	1
425	этого понятия	1	1
426	в поэзии	5	1
427	перестало быть	1	1
428	во втором	1	1
429	не дает	2	1
430	рамках данного	1	1
431	и их	1	1
432	всяком случае	1	1
433	могло бы	3	1
434	целом и	1	1
435	в современном	1	1
436	вовсе не	5	1
437	высказывания и	1	1
438	не для	1	1
439	для меня	2	1
440	граница между	1	1
441	может служить	2	1
442	не случайно	4	1
443	вводит в	1	1
444	при отсутствии	1	1
445	не говорит	1	1
446	тем что	5	1
447	и строго	1	1
448	эпохи когда	1	1
449	чем и	1	1
450	были бы	4	1
451	из того	2	1
452	того что	11	1
453	речевой жанр	1	1
454	более близким	1	1
455	точек зрения	2	1
456	и тех	1	1
457	еще и	2	1
458	и др	1	1
459	не состоит	1	1
460	между ними	1	1
461	поэзии и	1	1
462	в некоторых	2	1
463	превращается в	1	1
464	на этот	2	1
465	и составляет	1	1
466	сколько в	1	1
467	подобного рода	2	1
468	внимания практически	1	1
469	там где	3	1
470	и ты	1	1
471	и слово	1	1
472	почву для	1	1
473	именно поэтому	2	1
474	равно как	2	1
475	на фоне	7	1
476	русской литературы	1	1
477	возвращаясь к	1	1
478	как это	7	1
479	в иных	1	1
480	речь не	1	1
481	в особенности	2	1
482	в разговоре	1	1
483	из которых	1	1
484	по своему	2	1
485	для обозначения	2	1
486	текста все	1	1
487	общения с	1	1
488	традиции о	1	1
489	исходя из	1	1
490	даже в	1	1
491	слова и	7	1
492	идеал и	1	1
493	на дорогу	1	1
494	как некую	1	1
495	и от	1	1
496	было сказано	1	1
497	той мере	1	1
498	что касается	1	1
499	но для	3	1
500	один из	4	1
501	аналогичных примеров	1	1
502	рассматривать как	1	1
503	но с	1	1
504	более того	1	1
505	истории русской	1	1
506	ли в	1	1
507	от той	1	1
508	лицо и	1	1
509	формы и	3	1
510	в повествовании	1	1
511	когда он	2	1
512	совершенно иной	2	1
513	же к	1	1
514	еще более	2	1
515	состоящая в	1	1
516	отношении не	1	1
517	будто бы	1	1
518	же в	1	1
519	в равной	1	1
520	быть и	1	1
521	к самому	1	1
522	одной из	1	1
523	а о	1	1
524	слово в	3	1
525	не говоря	2	1
526	из повседневной	1	1
527	сказать что	7	1
528	речи и	1	1
529	она сама	1	1
530	например и	1	1
531	одновременно и	1	1
532	только о	2	1
533	занимает в	1	1
534	в какой	3	1
535	но тоже	1	1
536	как слово	2	1
537	во всяком	2	1
538	том числе	2	1
