N	2gram	Propp_Morf_1	Istorich
288	в очень	1	2
289	не более	1	2
290	и тот	1	2
291	в себе	1	2
292	во многих	1	2
293	лес и	1	2
294	связанные с	1	2
295	он не	3	2
296	нашли что	1	2
297	он должен	2	2
298	и вот	1	2
299	быть рассмотрены	1	2
300	мы получим	1	2
301	это один	1	2
302	момент когда	2	2
303	сказка дает	1	2
304	то ни	3	2
305	а затем	4	2
306	а по	3	2
307	материала и	1	2
308	при помощи	9	2
309	сказке не	1	2
310	мы постараемся	2	2
311	и тем	2	2
312	нет в	1	2
313	это положение	2	2
314	ни одной	1	2
315	сказка знает	1	2
316	здесь можно	3	2
317	ведет к	1	2
318	должно быть	1	2
319	что данный	1	2
320	на первый	3	2
321	для него	1	2
322	но если	7	2
323	что такое	3	2
324	нет необходимости	6	2
325	по сюжетам	3	2
326	таких случаях	2	2
327	отсюда вывод	2	2
328	только для	1	2
329	героя из	2	2
330	однако в	2	2
331	что этот	1	2
332	что мотив	1	2
333	но они	1	2
334	в таких	2	2
335	эти две	1	2
336	что данная	1	2
337	в русской	1	2
338	самого начала	1	2
339	одна из	4	2
340	немецкой сказке	1	2
341	д если	2	2
342	мы этого	1	2
343	так чтобы	1	2
344	волшебного средства	19	2
345	не по	2	2
346	окна и	1	2
347	герой хочет	1	2
348	такие случаи	2	2
349	не могут	4	2
350	на улицу	1	2
351	в области	1	2
352	не есть	1	2
353	сказки к	1	2
354	поставить вопрос	2	2
355	на вопрос	2	2
356	всех случаях	1	2
357	волшебные сказки	3	2
358	к яге	1	2
359	вывод что	2	2
360	мысль о	1	2
361	и этим	5	2
362	царя и	2	2
363	с самого	1	2
364	приводит к	2	2
365	и когда	1	2
366	героя попадает	4	2
367	должен знать	2	2
368	руки героя	3	2
369	ясно что	5	2
370	еще в	1	2
371	том как	1	2
372	что от	1	2
373	с героем	1	2
374	семь лет	1	2
375	составные части	7	2
376	ничего не	4	2
377	сказку об	1	2
378	но мы	3	2
379	он пришел	1	2
380	один сюжет	1	2
381	там же	1	2
382	образом мы	5	2
383	между тем	5	2
384	этот момент	3	2
385	во всей	1	2
386	и она	1	2
387	но так	1	2
388	одной из	1	2
389	дело с	1	2
390	очень многих	2	2
391	этой беды	1	2
392	себя в	1	2
393	для всех	1	2
394	сказочных начал	1	2
395	ни было	2	2
396	сюжет или	1	2
397	пока же	4	2
398	здесь же	3	2
399	в данной	1	2
400	его и	2	2
401	не так	1	2
402	никто не	3	2
403	вовсе не	4	2
404	иногда она	1	2
405	как раз	1	2
406	были бы	1	2
407	в особенности	1	2
408	для исследователя	1	2
409	со стороны	3	2
410	одном месте	1	2
411	даже не	3	2
412	которые можно	1	2
413	еще и	1	2
414	а с	2	2
415	а сам	1	2
416	отправку героя	2	2
417	что не	1	2
418	покажет что	1	2
419	в некоторых	3	2
420	в немецкой	1	2
421	на этот	1	2
422	не на	2	2
423	не означает	1	2
424	в башне	1	2
425	вступает в	1	2
426	в брак	1	2
427	этих случаях	11	2
428	как бы	3	2
429	с изучением	1	2
430	на смерть	1	2
431	у вас	1	2
432	нисколько не	1	2
433	рассматривать как	1	2
434	это явление	4	2
435	вопрос в	2	2
436	предпосылки что	1	2
437	не существует	3	2
438	к браку	1	2
439	ни к	2	2
440	связь сказки	1	2
441	не дает	1	2
442	она его	1	2
443	две формы	1	2
444	между ними	1	2
445	в рамках	1	2
446	то здесь	3	2
447	же относится	1	2
448	в точности	3	2
449	из этого	1	2
450	в виде	2	2
451	в частности	2	2
452	это было	3	2
453	к этому	3	2
454	можно назвать	3	2
455	часто дают	1	1
456	можно говорить	1	1
457	обращается в	4	1
458	сказкой то	1	1
459	этой связи	1	1
460	лес эта	1	1
461	связана с	3	1
462	и то	1	1
463	где мы	1	1
464	не связаны	1	1
465	не делает	1	1
466	исторической разработки	1	1
467	на самом	4	1
468	он может	2	1
469	тех же	4	1
470	никаких новых	2	1
471	это и	2	1
472	примеры с	1	1
473	собой смерть	1	1
474	и есть	2	1
475	чужих руках	1	1
476	аф надо	1	1
477	за ягодами	1	1
478	в первом	3	1
479	ту же	2	1
480	которую они	1	1
481	веселовский еще	1	1
482	из его	2	1
483	она все	1	1
484	те же	1	1
485	противном случае	1	1
486	ведь и	1	1
487	значение но	1	1
488	и этот	1	1
489	уже по	1	1
490	уезжает он	1	1
491	мы уже	1	1
492	его не	1	1
493	выходить в	2	1
494	этот случай	5	1
495	контрольный материал	1	1
496	не содержат	1	1
497	та же	2	1
498	ответить на	1	1
499	или с	3	1
500	если герой	3	1
501	на дерево	1	1
502	из спины	1	1
503	приводят к	1	1
504	сказка может	2	1
505	есть нечто	3	1
506	говорить о	3	1
507	в дальний	1	1
508	отдельных сюжетов	1	1
509	не упоминается	3	1
510	больте и	3	1
511	на съедение	2	1
512	и был	1	1
513	ехать в	1	1
514	об их	1	1
515	которые он	1	1
516	он был	1	1
517	баба-яга и	1	1
518	к целому	2	1
519	утверждение что	1	1
520	будет видно	1	1
521	некоторые другие	1	1
522	иных случаях	2	1
523	все разновидности	1	1
524	совсем не	3	1
525	другой пример	1	1
526	но как	2	1
527	было указано	1	1
528	а он	1	1
529	попадает волшебное	2	1
530	герой не	2	1
531	совершенно ясно	1	1
532	вступают в	3	1
533	более как	1	1
534	ходи со	1	1
535	или нет?	1	1
536	или иное	1	1
537	иные формы	1	1
538	это или	1	1
539	основная задача	1	1
540	некоторые мотивы	1	1
541	и изучаться	1	1
542	царевна не	1	1
543	он или	1	1
544	как по	1	1
545	и конь	2	1
546	изучения и	1	1
547	себя за	2	1
548	метод и	1	1
549	если она	2	1
550	независимо от	3	1
551	что именно	1	1
552	вот как	1	1
553	дает нам	1	1
554	что ее	1	1
555	помнить что	1	1
556	в противном	1	1
557	в полном	1	1
558	от изучения	1	1
559	целый ряд	3	1
560	вопросом о	1	1
561	по пути	1	1
562	сторона в	1	1
563	считать не	1	1
564	и к	4	1
565	же герой	1	1
566	царство и	1	1
567	образом они	1	1
568	имеет в	1	1
569	на войну	1	1
570	как таковое	2	1
571	перескакивает на	2	1
572	этой цели	1	1
573	в этот	1	1
574	мотив может	1	1
575	еще остановимся	1	1
576	то в	3	1
577	с дарителем	2	1
578	не соответствуют	1	1
579	и сказка	2	1
580	очень многие	1	1
581	в которой	3	1
582	и у	1	1
583	мы получаем	2	1
584	образом и	1	1
585	за это	1	1
586	сбрасывают его	1	1
587	в нашем	3	1
588	бы не	1	1
589	из этих	1	1
590	одном случае	1	1
591	будет сказано	1	1
592	может считаться	3	1
593	рассказ о	1	1
594	выше было	1	1
595	быть объяснена	1	1
596	но он	1	1
597	но ведь	1	1
598	мнение что	1	1
599	герой берет	1	1
600	после чего	2	1
601	этот вывод	1	1
602	уже иное	1	1
603	яги она	1	1
604	покидать жену	1	1
605	отлучается из	1	1
606	к героям	1	1
607	похищенная царевна	1	1
608	ее герой	1	1
609	чего следует	2	1
610	он пользуется	1	1
611	в мифах	1	1
612	отца а	1	1
613	гл vi	1	1
614	необходимо для	1	1
615	братца не	1	1
616	оно встречается	1	1
617	следующее если	1	1
618	с отлучкой	1	1
619	змей и	1	1
620	подобно тому	6	1
621	мы говорили	1	1
622	собственно говоря	1	1
623	все с	1	1
624	или иных	1	1
625	прилетает к	1	1
626	в основу	2	1
627	могла бы	4	1
628	разных сказок	1	1
629	главным образом	4	1
630	в совершенно	1	1
631	все случаи	2	1
632	же касается	1	1
633	том случае	1	1
634	мотивы которые	1	1
635	как указано	1	1
636	них не	1	1
637	очень важны	1	1
638	того или	1	1
639	когда сказка	1	1
640	князь ее	1	1
641	за ней	2	1
642	чаще всего	7	1
643	если один	1	1
644	едой и	1	1
645	еще одно	1	1
646	из первых	2	1
647	кажется что	1	1
648	по всему	2	1
649	чтобы герой	3	1
650	о характере	2	1
651	вводит в	1	1
652	всегда одинакова	1	1
653	в них	1	1
654	д к	1	1
655	дело идет	1	1
656	на основании	1	1
657	этого не	2	1
658	сказка с	3	1
659	герой сказки	1	1
660	между собою	2	1
661	или три	1	1
662	чем в	1	1
663	берет с	1	1
664	сюжета мы	1	1
665	многие другие	1	1
666	и некоторые	1	1
667	материал но	1	1
668	истории изучения	1	1
669	в саду	1	1
670	вошел в	1	1
671	не значит	2	1
672	путь на	1	1
673	этих сказок	1	1
674	этой главе	1	1
675	вдруг совершенно	1	1
676	путь покидать	1	1
677	в своей	1	1
678	яги и	1	1
679	настолько разнообразны	1	1
680	лежат в	1	1
681	наших дней	2	1
682	это делает	1	1
683	она в	2	1
684	часто не	1	1
685	имеется и	1	1
686	бы совсем	1	1
687	оказывается что	1	1
688	ниже пока	1	1
689	в которых	2	1
690	сама собой	1	1
691	сказочного материала	2	1
692	героя то	1	1
693	вплоть до	1	1
694	же сказка	1	1
695	а есть	1	1
696	в чужие	1	1
697	что там	2	1
698	имеется довольно	1	1
699	свет на	1	1
700	заключениям несмотря	1	1
701	такой способ	1	1
702	чтобы это	1	1
703	и наоборот	4	1
704	быть не	1	1
705	отправляется в	3	1
706	чрезвычайно разнообразны	1	1
707	изучение структуры	1	1
708	в пропасть	3	1
709	и герой	1	1
710	тому что	4	1
711	получает от	1	1
712	коне или	1	1
713	можно ли	1	1
714	ее нужно	1	1
715	следует брак	2	1
716	важные для	1	1
717	волшебного помощника	1	1
718	на работу	2	1
719	мы пока	2	1
720	что эта	2	1
721	она не	2	1
722	мало того	1	1
723	она просит	2	1
724	с теми	4	1
725	всех видов	1	1
726	то чего	1	1
727	эта форма	13	1
728	он купец	1	1
729	жену на	1	1
730	же формах	4	1
731	и притом	1	1
732	стороны у	1	1
733	весь этот	1	1
734	можно указать	1	1
735	материала в	1	1
736	быть рассмотрено	1	1
737	особый вид	2	1
738	в самых	2	1
739	пропасть в	1	1
740	иметь в	1	1
741	того чтобы	3	1
742	это еще	1	1
743	работу аф	1	1
744	вытекает из	1	1
745	формы эти	1	1
746	это мы	1	1
747	появляются в	1	1
748	дворец и	1	1
749	вопрос не	2	1
750	элемент в	1	1
751	нашего материала	3	1
752	из другой	2	1
753	случай встречается	2	1
754	эту беду	1	1
755	можно усмотреть	1	1
756	корабль с	1	1
757	о сказке	4	1
758	быть ограничен	1	1
759	это сделать	1	1
760	к концу	1	1
761	совершенно неожиданно	1	1
762	к ней	1	1
763	заметить что	8	1
764	за развитием	1	1
765	bolte polivka	1	1
766	поисков находится	1	1
767	этим же	1	1
768	легенд и	1	1
769	кроме того	1	1
770	если материал	1	1
771	князю ехать	1	1
772	в карман	1	1
773	сказано ниже	1	1
774	в каком	2	1
775	царь в	1	1
776	у нас	2	1
777	известной степени	1	1
778	материала но	2	1
779	один раз	1	1
780	такими словами	1	1
781	в америке	1	1
782	следует бегство	1	1
783	сказок других	1	1
784	это правило	1	1
785	со двора	1	1
786	герой и	3	1
787	рога и	1	1
788	с нанесения	1	1
789	уже было	1	1
790	смерть родителей	1	1
791	относительно друг	1	1
792	золотыми яблоками	1	1
793	нельзя было	2	1
794	в поле	4	1
795	все еще	3	1
796	не выходить	3	1
797	д иногда	1	1
798	оно не	2	1
799	царь не	1	1
800	и материал	1	1
801	по воздуху	2	1
802	верно и	1	1
803	приходит к	1	1
804	форму отлучки	1	1
805	быть рассмотрена	1	1
806	и воцаряется	1	1
807	в виду	1	1
808	и многие	1	1
809	непосредственно или	1	1
810	точности соответствуют	1	1
811	героем сказки	2	1
812	изучение сказки	4	1
813	вспомним хотя	1	1
814	можно установить	1	1
815	чужие страны	1	1
816	и исчезает	1	1
817	месте иногда	1	1
818	основе очень	1	1
819	работ по	1	1
820	слова а	1	1
821	как с	1	1
822	если они	2	1
823	с собой	3	1
824	здесь как	1	1
825	сказку как	1	1
826	иногда в	5	1
827	других и	1	1
828	этим в	1	1
829	финской школы	1	1
830	должны найти	1	1
831	имеется в	3	1
832	в последней	1	1
833	собой и	1	1
834	но здесь	1	1
835	можно бы	2	1
836	видим не	1	1
837	многие сказки	2	1
838	а также	4	1
839	сюжетов по	1	1
840	других вопросов	1	1
841	указано что	1	1
842	сказки на	1	1
843	надо было	1	1
844	возникает другой	1	1
845	в глаза	2	1
846	что существуют	1	1
847	этой работе	1	1
848	после того	1	1
849	может не	1	1
850	иметь что-либо	1	1
851	трудная задача	7	1
852	точное изучение	1	1
853	если например	2	1
854	путь к	2	1
855	другое явление	1	1
856	соответствие между	1	1
857	встречных и	1	1
858	и хорошо	1	1
859	получает коня	3	1
860	б в	2	1
861	в другой	1	1
862	д он	2	1
863	ведьма и	1	1
864	тот момент	1	1
865	изучения но	1	1
866	еще пригодится	1	1
867	волшебной сказке	2	1
868	разнообразны что	1	1
869	говоря что	1	1
870	как объяснить	1	1
871	первых же	1	1
872	к ложным	1	1
873	женится на	2	1
874	дома в	2	1
875	значит что	3	1
876	герой в	1	1
877	эти детали	1	1
878	в формах	1	1
879	на которой	1	1
880	виды сказочных	1	1
881	жен в	1	1
882	содержится в	1	1
883	но с	1	1
884	береги братца	1	1
885	ее уговаривал	1	1
886	можно ограничиться	4	1
887	оговорить что	1	1
888	идет по	2	1
889	природой и	1	1
890	случаях герой	1	1
891	скажем что	1	1
892	труд и	1	1
893	который в	2	1
894	он действует	2	1
895	или же	6	1
896	не простое	1	1
897	и ее	3	1
898	называемой финской	1	1
899	какой степени	1	1
900	вопрос откуда	2	1
901	на своем	1	1
902	до наших	2	1
903	с какой	1	1
904	встречу с	1	1
905	узнает о	3	1
906	дальний путь	1	1
907	к земле	1	1
908	только на	1	1
909	сказки дело	2	1
910	этого нельзя	2	1
911	в подвале	1	1
912	от царя	1	1
913	от других	2	1
914	усиленную форму	1	1
915	для сравнения	1	1
916	связывается с	2	1
917	за ним	1	1
918	очень разнообразных	1	1
919	не знаешь	2	1
920	бегство и	2	1
921	стороны оно	1	1
922	одно из	1	1
923	яга может	1	1
924	быть заменены	1	1
925	от другого	2	1
926	коня и	2	1
927	обычно только	1	1
928	и со	1	1
929	здесь перед	1	1
930	у нее	1	1
931	с этими	1	1
932	многое не	1	1
933	друг друга	3	1
934	мы можем	2	1
935	как его	1	1
936	у него	1	1
937	сказок имеется	2	1
938	так то	1	1
939	материала может	1	1
940	же способом	1	1
941	выдает себя	2	1
942	сказок между	1	1
943	героя а	4	1
944	этом отношении	1	1
945	яги коня	2	1
946	мы берем	1	1
947	для того	2	1
948	но она	1	1
949	момент в	1	1
950	чаще однако	1	1
951	это будет	1	1
952	из приведенных	2	1
953	по мотивам	3	1
954	герой получает	5	1
955	терема и	1	1
956	другого и	1	1
957	не сообщает	2	1
958	о беде	1	1
959	типична для	2	1
960	исходят из	2	1
961	а одна	1	1
962	он непосредственно	1	1
963	до известной	1	1
964	в предисловии	1	1
965	он во	1	1
966	и несколько	1	1
967	однако что	1	1
968	отлучки представляет	1	1
969	и затем	4	1
970	когда герой	1	1
971	но есть	3	1
972	получение волшебного	6	1
973	быть названо	3	1
974	пр то	1	1
975	никаких доказательств	1	1
976	материал в	1	1
977	может ли	1	1
978	на друга	2	1
979	которые еще	1	1
980	в заточении	1	1
981	состоит из	1	1
982	так называемой	1	1
983	под волшебными	1	1
984	эти сказки	1	1
985	д они	2	1
986	могут служить	1	1
987	просит его	1	1
988	сказки могут	2	1
989	для этой	3	1
990	разнообразны и	1	1
991	тому как	5	1
992	если это	3	1
993	имеет свои	2	1
994	что эти	2	1
995	уже давно	1	1
996	и становятся	1	1
997	хода действия	5	1
998	быть объяснено	1	1
999	но кроме	1	1
1000	сказки о	6	1
1001	ложным заключениям	1	1
1002	в иных	4	1
1003	сказку но	1	1
1004	а при	1	1
1005	сказка пользуется	1	1
1006	и выспрашивание	1	1
1007	можно отметить	2	1
1008	так мы	1	1
1009	куда же	1	1
1010	а если	4	1
1011	не дают	1	1
1012	три брата	2	1
1013	правда есть	1	1
1014	в особый	1	1
1015	сказок по	5	1
1016	руках уезжает	1	1
1017	и поливки	1	1
1018	этих типов	1	1
1019	могут изучаться	1	1
1020	религиозного характера	1	1
1021	в тот	1	1
1022	два раза	2	1
1023	при ближайшем	1	1
1024	довольно много	1	1
1025	еще несколько	1	1
1026	сказки прежде	1	1
1027	тех пор	1	1
1028	и более	1	1
1029	не хватает	3	1
1030	указанием на	1	1
1031	в это	1	1
1032	нам еще	2	1
1033	на чужих	1	1
1034	основные элементы	2	1
1035	на коне	5	1
1036	своего труда	1	1
1037	на пути	4	1
1038	этом случае	8	1
1039	происходит с	1	1
1040	в который	1	1
1041	сопоставлен с	1	1
1042	в сказках	3	1
1043	друг на	2	1
1044	к двум	1	1
1045	в один	3	1
1046	см ниже	2	1
1047	из ряда	3	1
1048	тому или	1	1
1049	с большой	1	1
1050	такое изучение	1	1
1051	змея и	2	1
1052	море куда	1	1
1053	изучаться самостоятельно	1	1
1054	если сравнить	1	1
1055	она может	1	1
1056	на новый	1	1
1057	это можно	1	1
1058	явление это	2	1
1059	в результате	7	1
1060	случайных встречных	1	1
1061	сказки по	4	1
1062	хотя и	3	1
1063	совершенно иное	1	1
1064	и вызывает	3	1
1065	то не	1	1
1066	также может	2	1
1067	и все	1	1
1068	сказку о	2	1
1069	или нет	2	1
1070	возникает вопрос	2	1
1071	убежден что	1	1
1072	как явление	1	1
1073	в сказку	3	1
1074	пришлось бы	1	1
1075	наоборот мы	1	1
1076	тех или	1	1
1077	наше рассмотрение	1	1
1078	или не	3	1
1079	задача и	1	1
1080	придется поставить	1	1
1081	такое сопоставление	1	1
1082	все более	1	1
1083	или помощника	2	1
1084	за этим	1	1
1085	в постановке	1	1
1086	здесь только	1	1
1087	вопрос как	2	1
1088	только можно	1	1
1089	несмотря на	4	1
1090	требует чтобы	3	1
1091	пути героя	2	1
1092	которые здесь	1	1
1093	или другими	1	1
1094	начинаются с	1	1
1095	для каждой	2	1
1096	совершенно не	1	1
1097	середине сказки	1	1
1098	равно как	1	1
1099	мотив не	2	1
1100	по одному	1	1
1101	нет но	1	1
1102	первом случае	3	1
1103	только о	1	1
1104	обращено внимание	1	1
1105	огромное значение	2	1
1106	не оговорено	1	1
1107	еще недостаточно	1	1
1108	к этой	1	1
1109	во всяком	2	1
1110	также не	1	1
1111	сказке мы	1	1
1112	царь объявляет	1	1
1113	очень редко	1	1
1114	этого и	1	1
1115	на летучем	1	1
1116	предварительного изучения	2	1
1117	много князь	1	1
