N	2gram	Potebnia_M_1	VeschiIm
354	мог бы	2	2
355	том как	3	2
356	является в	1	2
357	в виду	2	2
358	на вопрос	1	2
359	никак не	2	2
360	как ее	1	2
361	и во	3	2
362	это было	1	2
363	заключается в	3	2
364	во втором	5	2
365	еще более	2	2
366	к делу	1	2
367	но между	1	2
368	как нечто	1	2
369	на такой	1	2
370	существования и	1	2
371	не из	3	2
372	но совершенно	2	2
373	только к	1	2
374	мы можем	2	2
375	не говорит	1	2
376	о которых	2	2
377	а потому	10	2
378	не годится	1	2
379	превращается в	1	2
380	не сама	1	2
381	ничем не	1	2
382	именно так	1	2
383	а так	4	2
384	когда же	1	2
385	что из	1	2
386	если не	2	2
387	но оно	3	2
388	во-вторых и	1	2
389	который мы	1	2
390	самого себя	4	2
391	смысл в	1	2
392	и след	3	2
393	при всем	1	2
394	в более	4	2
395	взаимного понимания	2	2
396	ли в	2	2
397	с другою	2	2
398	понимание есть	2	2
399	и необходимо	1	2
400	есть уже	3	2
401	быть связана	1	2
402	к ее	1	2
403	вопрос как	1	2
404	нужно для	1	2
405	это все	1	2
406	была бы	2	2
407	но можно	1	2
408	первом случае	1	2
409	это так	1	2
410	в своих	4	2
411	так же	5	2
412	во всяком	3	2
413	этой точки	1	2
414	смысле что	1	2
415	же нам	1	1
416	ли мы	1	1
417	с с	1	1
418	же как	1	1
419	чтобы не	2	1
420	с предметами	1	1
421	только потому	3	1
422	от какого	1	1
423	что когда	1	1
424	то на	4	1
425	чего не	1	1
426	от самого	1	1
427	во-первых что	1	1
428	что эти	1	1
429	не имеют	5	1
430	едва ли	1	1
431	с таким	1	1
432	в зависимости	1	1
433	уже по	1	1
434	когда уже	2	1
435	видно уже	1	1
436	что если	3	1
437	в которой	2	1
438	из своих	1	1
439	именно к	1	1
440	на эти	1	1
441	собою так	1	1
442	в возможности	1	1
443	звук не	1	1
444	в полной	1	1
445	и другая	1	1
446	жизни как	1	1
447	какая разница	1	1
448	одного слова	1	1
449	уже в	1	1
450	проявляется в	2	1
451	своей отвлеченной	1	1
452	и самого	1	1
453	и на	1	1
454	этом единстве	1	1
455	себя а	2	1
456	всего этого	1	1
457	действует и	1	1
458	с его	1	1
459	то мы	2	1
460	ощущения и	2	1
461	ее к	1	1
462	одном и	2	1
463	только тогда	5	1
464	если в	1	1
465	ответ на	1	1
466	совершенно ясно	1	1
467	мира начинает	1	1
468	это или	1	1
469	которые не	2	1
470	него только	1	1
471	в истории	7	1
472	субъекта и	4	1
473	решительно все	1	1
474	только ее	1	1
475	стороны и	2	1
476	что как	3	1
477	этой стороны	1	1
478	что логически	1	1
479	перед нами	1	1
480	хотя и	3	1
481	особое слово	1	1
482	было только	2	1
483	что этим	1	1
484	самом начале	1	1
485	это определение	1	1
486	ясно и	1	1
487	еще на	1	1
488	явиться и	1	1
489	бы с	1	1
490	есть для	2	1
491	все эти	1	1
492	но без	2	1
493	в этой	3	1
494	какое именно	1	1
495	зависимости от	1	1
496	и кто	1	1
497	отдельные звуки	1	1
498	как он	1	1
499	но на	2	1
500	не могла	2	1
501	может уже	1	1
502	научного исследования	1	1
503	и стало	1	1
504	при этом	6	1
505	она еще	1	1
506	раньше и	1	1
507	или других	1	1
508	есть дело	2	1
509	действительно есть	1	1
510	оно происходит	1	1
511	и совершенно	1	1
512	он должен	2	1
513	слуховых и	1	1
514	к одному	2	1
515	не как	1	1
516	наше тело	1	1
517	такой смысл	1	1
518	одной и	3	1
519	из него	2	1
520	его от	1	1
521	может существовать	1	1
522	и по	6	1
523	однако в	4	1
524	предполагается что	1	1
525	вывести из	2	1
526	имеют в	1	1
527	от некоторых	1	1
528	не сможет	1	1
529	но чувство	1	1
530	не имя	1	1
531	разница между	3	1
532	того или	1	1
533	оставляя в	1	1
534	такой вопрос	1	1
535	один момент	1	1
536	а без	1	1
537	может стать	1	1
538	которая как	1	1
539	должен был	1	1
540	выходя из	1	1
541	который сам	1	1
542	в них	3	1
543	как общее	1	1
544	что природа	2	1
545	далеко не	1	1
546	бы было	2	1
547	состоянии науки	1	1
548	есть очевидно	1	1
549	со своими	1	1
550	не всегда	1	1
551	переходим к	2	1
552	что явления	1	1
553	действуют на	1	1
554	предмета в	1	1
555	и того	2	1
556	одного и	2	1
557	что собственно	1	1
558	нет никакого	1	1
559	ей самой	1	1
560	понимание не	1	1
561	что такая	2	1
562	организм есть	1	1
563	остается только	4	1
564	нас не	1	1
565	и без	3	1
566	представить себе	3	1
567	в котором	1	1
568	но которые	1	1
569	и действует	1	1
570	без реального	1	1
571	ничего в	1	1
572	они уже	1	1
573	когда и	1	1
574	стало быть	2	1
575	но жизнь	1	1
576	есть его	1	1
577	к нашему	1	1
578	на другую	1	1
579	без всяких	1	1
580	бывают разные	1	1
581	тем самым	4	1
582	не могли	2	1
583	себя или	1	1
584	где нет	1	1
585	даже в	1	1
586	случае мы	1	1
587	было но	1	1
588	нас к	1	1
589	что сущность	1	1
590	какие бы	1	1
591	можно понимать	1	1
592	что с	1	1
593	от нас	2	1
594	которое он	2	1
595	не имеет	5	1
596	уже из	1	1
597	к новым	2	1
598	целого к	1	1
599	всех языках	1	1
600	необходимо должно	1	1
601	например что	1	1
602	с и	3	1
603	человека по	1	1
604	нам и	2	1
605	находятся в	3	1
606	что самое	2	1
607	ровно ничего	1	1
608	по своей	1	1
609	перехода к	1	1
610	это слово	1	1
611	и звуки	1	1
612	и звук	2	1
613	в сознании	3	1
614	и части	1	1
615	должны иметь	2	1
616	до того	1	1
617	уже и	1	1
618	и делает	1	1
619	в каком	6	1
620	ее сущности	1	1
621	и оно	1	1
622	свое собственное	1	1
623	что можно	3	1
624	от жизни	1	1
625	поэтому не	1	1
626	не могут	4	1
627	же существа	1	1
628	могут быть	9	1
629	еще яснее	1	1
630	отличное от	1	1
631	отказаться от	1	1
632	и зависит	2	1
633	ничего общего	2	1
634	самостоятельно и	1	1
635	всегда в	1	1
636	в применении	2	1
637	им в	1	1
638	из всего	1	1
639	воли и	1	1
640	как не	1	1
641	только при	2	1
642	с каким	1	1
643	и от	3	1
644	только не	2	1
645	уже с	2	1
646	с самого	3	1
647	то время	1	1
648	со мною	2	1
649	дано в	1	1
650	выражения и	1	1
651	на том	1	1
652	если они	1	1
653	то как	1	1
654	что у	1	1
655	в другом	1	1
656	на нее	1	1
657	на которую	2	1
658	имела смысл	1	1
659	когда в	3	1
660	быть может	1	1
661	о воплощении	1	1
662	со старой	1	1
663	связанное с	2	1
664	языка или	1	1
665	из основных	2	1
666	о нем	1	1
667	же необходимо	1	1
668	уже были	1	1
669	кого не	1	1
670	всего человечества	1	1
671	можем ли	1	1
672	от моей	1	1
673	этого сказать	1	1
674	таким же	2	1
675	на что	2	1
676	нас в	1	1
677	должно было	1	1
678	к истине	1	1
679	связь между	2	1
680	язык и	5	1
681	от них	1	1
682	и всякая	1	1
683	нуждается в	2	1
684	необходимо должна	1	1
685	своих собственных	1	1
686	вслед за	1	1
687	организме а	1	1
688	что бы	2	1
689	ее явления	1	1
690	в теории	2	1
691	а его	3	1
692	смысле это	1	1
693	и предмет	2	1
694	не зная	2	1
695	это приводит	1	1
696	к которому	3	1
697	этом смысле	4	1
698	одного из	2	1
699	но с	2	1
700	свет и	1	1
701	в какой	1	1
702	но ни	1	1
703	которое мы	2	1
704	не было	4	1
705	с одной	3	1
706	образом что	2	1
707	собою как	1	1
708	с какой	1	1
709	слов если	1	1
710	для всех	5	1
711	не имеющие	1	1
712	были направлены	1	1
713	не можем	2	1
714	указания на	2	1
715	в виде	1	1
716	в начале	2	1
717	при помощи	2	1
718	о непосредственном	1	1
719	чего бы	2	1
720	зрения на	1	1
721	очевидно что	3	1
722	всяком случае	1	1
723	слова в	2	1
724	сами по	1	1
725	отличен от	1	1
726	и должна	1	1
727	вовсе не	5	1
728	как его	1	1
729	у него	1	1
730	него это	1	1
731	на некоторые	1	1
732	явлений в	2	1
733	только понятие	1	1
734	и вместе	2	1
735	ее на	1	1
736	в других	2	1
737	из мысли	1	1
738	понятие в	1	1
739	только звук	1	1
740	до сих	1	1
741	и эту	1	1
742	и суждения	1	1
743	нельзя сказать	1	1
744	души и	5	1
745	д то	1	1
746	но все-таки	1	1
747	окружающего мира	1	1
748	одной стороны	3	1
749	в движении	2	1
750	зависит от	5	1
751	что несмотря	1	1
752	его как	1	1
753	этом основании	1	1
754	еще только	2	1
755	все вообще	1	1
756	я хочу	1	1
757	стороны в	1	1
758	нет ничего	2	1
759	прибавить еще	1	1
760	все к	1	1
761	который бы	1	1
762	д в	1	1
763	душою и	1	1
764	или по	1	1
765	то можно	1	1
766	их к	2	1
767	чем то	1	1
768	он говорит	1	1
769	в организме	3	1
770	смысле этого	1	1
771	применении к	2	1
772	себя то	1	1
773	самый организм	1	1
774	может считаться	1	1
775	в состоянии	3	1
776	лежит в	1	1
777	как две	1	1
778	том смысле	4	1
779	или другого	1	1
780	этого слова	1	1
781	слова есть	1	1
782	и формы	1	1
783	слова и	4	1
784	выше что	1	1
785	разумном смысле	1	1
786	этим последним	3	1
787	смысле есть	2	1
788	сих пор	1	1
789	проявление и	1	1
790	заставляет нас	2	1
791	природу и	1	1
792	в так	1	1
793	ничего кроме	1	1
794	но для	1	1
795	из чего	1	1
796	к другим	2	1
797	понятий и	1	1
798	на одной	1	1
799	совершенно верно	1	1
800	это новое	1	1
801	решить вопрос	1	1
802	каждый язык	1	1
803	тождественно с	1	1
804	или в	2	1
805	имеет дело	1	1
806	сознания и	1	1
807	его с	2	1
808	о котором	3	1
809	ее и	1	1
810	есть система	1	1
811	необходимых для	1	1
812	не будучи	1	1
813	случае и	1	1
814	мы должны	3	1
815	ним по	1	1
816	существует ли	1	1
817	хотя в	3	1
818	кроме самого	1	1
819	сила в	1	1
820	слово в	1	1
821	другой стороны	5	1
822	дело с	1	1
823	него то	1	1
824	язык есть	17	1
825	по одному	1	1
826	жизни а	1	1
827	которая тоже	1	1
828	мы увидим	3	1
829	из этого	2	1
830	только о	1	1
831	понятие как	1	1
832	от слова	1	1
833	в действительности	4	1
834	сущности в	1	1
835	зрительных слуховых	1	1
836	но эти	2	1
837	к этой	3	1
838	то оно	2	1
839	я могу	1	1
840	в противоположность	1	1
841	к этому	1	1
842	думать что	3	1
843	в таком	5	1
844	они не	1	1
