N	2gram	Potebnia_M_4	Analitik
290	во мне	1	1
291	стороны его	1	1
292	в таком	4	1
293	он сам	1	1
294	иное как	2	1
295	себя а	1	1
296	тем как	2	1
297	то мы	3	1
298	не все	1	1
299	отношение к	2	1
300	друг от	1	1
301	за пределы	1	1
302	один и	5	1
303	тот человек	3	1
304	в истории	4	1
305	идет о	1	1
306	независимо от	6	1
307	одном из	2	1
308	имеет в	2	1
309	и отчасти	1	1
310	и хотя	3	1
311	и внутренних	1	1
312	к художественному	1	1
313	не можем	5	1
314	та же	1	1
315	и у	2	1
316	так или	2	1
317	бы не	3	1
318	в известном	1	1
319	и тот	3	1
320	во многих	2	1
321	на то	7	1
322	не следует	2	1
323	никакой возможности	1	1
324	время и	1	1
325	они в	1	1
326	на мысль	4	1
327	и еще	1	1
328	в силу	7	1
329	содержания а	1	1
330	том чтобы	1	1
331	в следующем	1	1
332	менее как	1	1
333	на жизнь	1	1
334	какой бы	1	1
335	чтобы на	1	1
336	чтобы их	1	1
337	его можно	1	1
338	развитию и	1	1
339	в нее	3	1
340	ни был	3	1
341	человека в	2	1
342	двух слов	1	1
343	здесь мы	2	1
344	этим самым	1	1
345	свое имя	1	1
346	и может	4	1
347	произведения с	1	1
348	в другом	1	1
349	видит что	1	1
350	есть одна	2	1
351	бы быть	1	1
352	а по	1	1
353	большинстве случаев	2	1
354	это было	2	1
355	заключается в	1	1
356	не умеет	1	1
357	с другими	4	1
358	который и	1	1
359	от одного	3	1
360	он есть	1	1
361	эту минуту	1	1
362	напротив в	1	1
363	есть и	2	1
364	но от	1	1
365	еще одно	1	1
366	только одно	1	1
367	из нее	2	1
368	же образом	1	1
369	рядом с	1	1
370	его частей	1	1
371	во внимание	1	1
372	должно быть	5	1
373	и себя	2	1
374	обратимся к	1	1
375	миросозерцания в	1	1
376	в эту	1	1
377	бы на	1	1
378	сводятся к	2	1
379	этом случае	5	1
380	от своего	1	1
381	в своей	1	1
382	таким же	5	1
383	свою речь	1	1
384	к истории	1	1
385	а от	1	1
386	оно живет	2	1
387	далее в	1	1
388	мысли и	7	1
389	от себя	1	1
390	с уверенностью	1	1
391	как предмет	1	1
392	каждое из	1	1
393	теми же	2	1
394	из виду	2	1
395	на всю	1	1
396	для нее	1	1
397	же мы	2	1
398	случае мы	1	1
399	с ним	5	1
400	дело когда	1	1
401	от нас	1	1
402	как о	1	1
403	на себе	3	1
404	к изучению	1	1
405	ходят ли	1	1
406	у него	1	1
407	свободы и	1	1
408	мнения о	1	1
409	бы мы	1	1
410	само по	5	1
411	того чтобы	4	1
412	не могло	1	1
413	казалось бы	1	1
414	под этим	1	1
415	слова как	1	1
416	с одним	1	1
417	потому что	33	1
418	со своим	4	1
419	связи с	3	1
420	же смысл	1	1
421	никакого понятия	1	1
422	всей своей	1	1
423	как будто	1	1
424	ему в	1	1
425	состояние духа	1	1
426	перед ним	1	1
427	у нас	2	1
428	его внутренней	1	1
429	к самому	1	1
430	не могут	2	1
431	уже было	2	1
432	бы он	1	1
433	мы могли	2	1
434	слова с	3	1
435	что при	1	1
436	звуков но	1	1
437	в применении	1	1
438	как мы	2	1
439	всех сторон	1	1
440	и о	4	1
441	отзывается в	1	1
442	должно бы	1	1
443	то она	1	1
444	от друга	1	1
445	более обширное	1	1
446	такое что	1	1
447	самим собою	1	1
448	человека я	1	1
449	мы рассматриваем	1	1
450	понимаю что	1	1
451	мнение что	1	1
452	с языком	2	1
453	что у	3	1
454	по этой	1	1
455	из двух	1	1
456	как между	1	1
457	является в	1	1
458	на них	1	1
459	если бы	13	1
460	состоящий в	1	1
461	к языку	1	1
462	образом в	5	1
463	о ней	1	1
464	действительность с	1	1
465	в самой	2	1
466	следует иметь	1	1
467	при котором	1	1
468	все его	1	1
469	не заключает	1	1
470	этих двух	1	1
471	не допуская	1	1
472	связь между	3	1
473	или как	1	1
474	а у	1	1
475	словом которое	1	1
476	от них	1	1
477	а потому	1	1
478	и только	3	1
479	вслед за	1	1
480	тем более	5	1
481	может иметь	2	1
482	вытекают из	2	1
483	того что	14	1
484	внутренней стороны	2	1
485	тот же	2	1
486	одной из	1	1
487	с ними	3	1
488	например так	1	1
489	и так	3	1
490	они могут	2	1
491	этим словом	3	1
492	по этому	1	1
493	человека с	1	1
494	так что	5	1
495	промежуток времени	1	1
496	есть в	5	1
497	не имеющие	1	1
498	из первых	1	1
499	слова не	3	1
500	каким образом	2	1
501	по выражению	1	1
502	одно из	1	1
503	себе в	3	1
504	и их	3	1
505	могло бы	1	1
506	слова в	3	1
507	вовсе не	7	1
508	составленное из	1	1
509	можно с	1	1
510	к ним	2	1
511	при всей	1	1
512	ту сторону	1	1
513	и никогда	1	1
514	не говорит	1	1
515	с действительностью	1	1
516	нет в	1	1
517	лишь один	2	1
518	не противоречит	1	1
519	бы это	1	1
520	для того	6	1
521	одном слове	1	1
522	что могло	1	1
523	что на	2	1
524	на второй	1	1
525	до сих	4	1
526	как у	1	1
527	или иначе	2	1
528	ее в	1	1
529	а именно	4	1
530	к которому	1	1
531	есть от	2	1
532	на чем	1	1
533	было и	2	1
534	а с	1	1
535	и др	2	1
536	но о	1	1
537	целым рядом	1	1
538	и затем	1	1
539	обратить внимание	2	1
540	превращается в	2	1
541	ей не	1	1
542	этой части	1	1
543	на этот	2	1
544	не знает	1	1
545	стремится к	2	1
546	есть лишь	2	1
547	было сказано	1	1
548	слово а	1	1
549	и означает	1	1
550	в одно	1	1
551	к лицу	1	1
552	в переносном	3	1
553	до этого	3	1
554	из трех	1	1
555	со словом	3	1
556	этого момента	1	1
557	из которых	2	1
558	и мир	1	1
559	судить по	2	1
560	а если	2	1
561	лицом к	1	1
562	в течение	2	1
563	ведет к	3	1
564	этой последней	1	1
565	в столь	1	1
566	понятия о	7	1
567	остроумием и	1	1
568	как нельзя	1	1
569	и формы	1	1
570	художественное произведение	2	1
571	сих пор	4	1
572	действительность в	1	1
573	сне не	1	1
574	но это	3	1
575	от литературных	1	1
576	между прочим	3	1
577	и тогда	1	1
578	не носит	1	1
579	мы по	1	1
580	внимание лишь	1	1
581	в связи	1	1
582	как на	1	1
583	а все	1	1
584	со всех	1	1
585	в отдельных	2	1
586	обращается к	1	1
587	от него	2	1
588	но еще	1	1
589	бы в	2	1
590	мы должны	2	1
591	правда не	1	1
592	стороны в	1	1
593	местоимения не	1	1
594	от всего	1	1
595	хотя бы	4	1
596	в связь	1	1
597	но если	1	1
598	до тех	6	1
599	здесь только	1	1
600	а о	1	1
601	этот вопрос	3	1
602	между ними	4	1
603	только как	4	1
604	от всех	1	1
605	их с	1	1
606	к его	2	1
607	которая будет	1	1
608	не что	2	1
609	оно не	2	1
610	из этого	2	1
611	лицу с	1	1
612	в голову	2	1
613	жизни и	1	1
614	в своих	2	1
615	б из	1	1
616	собою то	1	1
617	все что	2	1
618	случае его	1	1
619	слова это	1	1
