N	2gram	Losev_Dial_2	VLabPisa
221	в науке	2	2
222	не по	2	2
223	только не	2	2
224	отношении что	1	2
225	в области	2	2
226	ли это	1	2
227	том отношении	1	2
228	от того	4	2
229	нет ни	3	2
230	отличается от	1	2
231	же самое	2	2
232	должны быть	3	2
233	что оно	4	2
234	они и	1	2
235	в самых	1	2
236	мысль о	1	2
237	только то	4	2
238	и может	6	2
239	мы наблюдаем	1	2
240	примеров можно	1	2
241	в образе	1	2
242	он сам	1	2
243	и даже	14	2
244	из основных	1	2
245	во всяком	2	2
246	и просто	1	2
247	может не	4	2
248	интуиция только	1	2
249	из себя	1	2
250	от них	1	2
251	во всей	1	2
252	крайней мере	9	2
253	конце концов	1	2
254	значит что	12	2
255	но с	1	2
256	сновидения и	1	2
257	всех его	1	2
258	но то	1	2
259	с одной	2	2
260	только очень	1	2
261	при помощи	1	2
262	ни с	4	2
263	эти вопросы	3	2
264	вовсе не	13	2
265	к ним	1	2
266	при всей	1	2
267	не о	1	2
268	в особенности	1	2
269	одной стороны	1	2
270	или иной	1	2
271	даже не	1	2
272	до сих	2	2
273	как у	1	2
274	несколько примеров	1	2
275	еще и	1	2
276	показывает что	1	2
277	к сожалению	2	2
278	зависит от	2	2
279	плана с	1	2
280	и непосредственно	1	2
281	о чем	3	2
282	что мы	2	2
283	не об	1	2
284	тому как	1	2
285	нет никаких	1	2
286	начиная с	1	2
287	от характера	1	2
288	и потому	5	2
289	из которых	1	2
290	сих пор	2	2
291	того или	2	2
292	но для	1	2
293	вне его	1	2
294	каждой из	1	2
295	мира и	1	2
296	по одному	4	2
297	ни одного	1	2
298	будто бы	3	2
299	все они	1	2
300	а в	4	2
301	в системе	2	2
302	в целях	3	2
303	понимать как	3	2
304	не быть	2	2
305	к его	1	2
306	в своих	2	2
307	ли на	1	2
308	они не	3	2
309	пор не	1	1
310	речь идет	1	1
311	говоря о	1	1
312	в сфере	2	1
313	коренное отличие	1	1
314	таком случае	3	1
315	выражения в	1	1
316	самом деле	4	1
317	все его	3	1
318	же по	1	1
319	почти не	1	1
320	обычного хода	1	1
321	достоевского в	1	1
322	оно может	1	1
323	он всегда	2	1
324	что эти	2	1
325	все те	1	1
326	должна быть	5	1
327	должно дать	1	1
328	созданы то	1	1
329	становится ясной	1	1
330	обойтись без	1	1
331	поэзии и	4	1
332	что всякий	1	1
333	со всех	1	1
334	им самим	1	1
335	бы уже	1	1
336	как мы	3	1
337	что если	3	1
338	обходится без	1	1
339	вопрос о	3	1
340	бы например	1	1
341	нам в	1	1
342	но она	1	1
343	мы получаем	2	1
344	мы и	1	1
345	не затрагивается	1	1
346	всех сторон	1	1
347	сам по	3	1
348	это время	3	1
349	и характере	1	1
350	проявляется в	1	1
351	и то	7	1
352	мертвых душ	1	1
353	он был	1	1
354	вещь в	1	1
355	быть никакого	1	1
356	быть в	4	1
357	не был	1	1
358	здесь не	1	1
359	по своему	5	1
360	а только	3	1
361	воздействие на	1	1
362	только тогда	7	1
363	не все	1	1
364	себе и	3	1
365	или иное	4	1
366	сама по	7	1
367	которые не	2	1
368	в истории	2	1
369	общего с	1	1
370	сразу и	2	1
371	миф не	22	1
372	понимать в	1	1
373	кроме того	3	1
374	что по	2	1
375	в каком-то	4	1
376	не очень	2	1
377	или иную	1	1
378	образом связана	1	1
379	то в	1	1
380	уже в	4	1
381	не созданы	1	1
382	за это	1	1
383	сущности и	1	1
384	художников и	1	1
385	опыт и	1	1
386	к достижению	1	1
387	в вещи	1	1
388	если есть	1	1
389	к религии	1	1
390	творчество и	1	1
391	тому же	1	1
392	на то	1	1
393	если он	1	1
394	но на	1	1
395	в братьях	1	1
396	же но	1	1
397	так сказать	1	1
398	и если	4	1
399	на его	2	1
400	к искусству	1	1
401	как оно	1	1
402	уже сама	2	1
403	в определенном	2	1
404	время и	2	1
405	да и	6	1
406	с принципом	1	1
407	и еще	1	1
408	не значит	3	1
409	не как	2	1
410	понятий и	1	1
411	то как	3	1
412	уже не	3	1
413	для данной	1	1
414	на этом	2	1
415	именно это	1	1
416	одно и	4	1
417	реакции на	1	1
418	в окончательной	1	1
419	оно и	1	1
420	и характер	1	1
421	и менее	1	1
422	таково в	1	1
423	эту же	1	1
424	на почве	1	1
425	этом смысле	1	1
426	что один	1	1
427	всю его	1	1
428	данного писателя	1	1
429	говорим о	1	1
430	и творчества	1	1
431	ни одной	1	1
432	с этой	1	1
433	реальный процесс	1	1
434	несмотря на	2	1
435	смысле что	3	1
436	аллегории и	1	1
437	мере не	1	1
438	понятия и	1	1
439	в этих	3	1
440	относительно и	1	1
441	или вообще	3	1
442	вещи в	4	1
443	из сферы	1	1
444	обыденной жизни	1	1
445	взгляд на	2	1
446	говорил о	1	1
447	которые для	1	1
448	вот эта	1	1
449	не самый	2	1
450	есть его	1	1
451	образом и	1	1
452	но он	4	1
453	творчества и	1	1
454	друг другу	1	1
455	и эти	1	1
456	что этот	3	1
457	формы как	1	1
458	зрения и	1	1
459	это вопрос	1	1
460	нет никакого	2	1
461	что есть	2	1
462	что эта	1	1
463	в вечном	2	1
464	что сущность	2	1
465	с теми	1	1
466	дело не	2	1
467	уже из	1	1
468	того как	2	1
469	время как	7	1
470	виду не	1	1
471	и искусство	2	1
472	иметь в	2	1
473	но только	3	1
474	та или	2	1
475	может только	2	1
476	не имеет	1	1
477	года это	1	1
478	это то	1	1
479	у этого	1	1
480	и познания	1	1
481	или иная	2	1
482	друг друга	1	1
483	и чувства	1	1
484	как не	2	1
485	сознание это	1	1
486	следует что	2	1
487	так то	1	1
488	как будто	7	1
489	в основе	1	1
490	в каком	4	1
491	больше того	1	1
492	идею и	1	1
493	уже о	2	1
494	все то	1	1
495	его обычно	1	1
496	время никогда	1	1
497	об одном	1	1
498	раз навсегда	1	1
499	не случайное	1	1
500	наконец что	1	1
501	приступил к	1	1
502	и это	5	1
503	и поэтому	1	1
504	в театре	1	1
505	можно и	1	1
506	своего развития	1	1
507	даже самые	1	1
508	с ее	2	1
509	говоря уже	2	1
510	это противопоставление	1	1
511	же не	3	1
512	данном случае	2	1
513	то или	4	1
514	от обычного	1	1
515	то время	4	1
516	в дальнейшем	1	1
517	его самого	1	1
518	что у	2	1
519	мы только	2	1
520	только через	2	1
521	это вовсе	2	1
522	всегда уже	1	1
523	и прочих	2	1
524	образы которые	2	1
525	по тому	1	1
526	остается только	2	1
527	по сравнению	1	1
528	жизнь и	5	1
529	мы в	2	1
530	понятно что	2	1
531	строго говоря	1	1
532	короче говоря	1	1
533	о котором	3	1
534	по мере	1	1
535	с ним	4	1
536	что часто	1	1
537	или только	1	1
538	на него	2	1
539	искусства и	1	1
540	это явствует	1	1
541	и та	6	1
542	то уже	2	1
543	и что	5	1
544	в глаза	1	1
545	еще дальше	1	1
546	первого из	1	1
547	ли она	1	1
548	с целью	2	1
549	по их	1	1
550	знает что	1	1
551	е более	1	1
552	или как	3	1
553	души по	1	1
554	самый принцип	2	1
555	которой мы	1	1
556	общее и	1	1
557	или иначе	2	1
558	и во	1	1
559	на одном	1	1
560	быть определенная	1	1
561	быть даже	1	1
562	построенного на	1	1
563	и тех	1	1
564	если это	1	1
565	в сферу	2	1
566	наконец и	1	1
567	бросается в	1	1
568	быть и	4	1
569	обе эти	1	1
570	большею частью	2	1
571	речи о	1	1
572	душевных сил	1	1
573	в какой	2	1
574	как нечто	4	1
575	не видеть	1	1
576	к их	1	1
577	очень много	1	1
578	и кончая	1	1
579	во времени	4	1
580	в большом	1	1
581	но ее	1	1
582	процессов в	1	1
583	образ как	1	1
584	но между	1	1
585	без этого	4	1
586	же и	9	1
587	есть в	2	1
588	можно на	2	1
589	конечно не	6	1
590	только на	1	1
591	ее а	1	1
592	быть причислены	1	1
593	в живописи	1	1
594	в поэзии	7	1
595	существу своему	1	1
596	оно в	1	1
597	в виде	2	1
598	или даже	1	1
599	его и	1	1
600	ту или	1	1
601	эти планы	1	1
602	что будет	1	1
603	теснейшим образом	1	1
604	и из	3	1
605	ни в	10	1
606	вещи которую	1	1
607	только лишь	2	1
608	сами по	3	1
609	в состоянии	2	1
610	братьях карамазовых	1	1
611	но что	7	1
612	широко и	1	1
613	процессов и	1	1
614	тем что	2	1
615	явлений в	1	1
616	и вместе	1	1
617	смысла и	2	1
618	природных явлений	1	1
619	со всем	2	1
620	так не	1	1
621	свою историю	1	1
622	о внутреннем	1	1
623	не обязательно	5	1
624	а именно	5	1
625	как же	3	1
626	же о	1	1
627	соответствует ли	1	1
628	себя и	1	1
629	в живом	1	1
630	связано с	1	1
631	них и	1	1
632	в любой	2	1
633	жизнь в	2	1
634	личности в	8	1
635	основное и	1	1
636	наконец в	1	1
637	самого начала	2	1
638	со своими	1	1
639	есть одно	1	1
640	долго и	1	1
641	может иметь	3	1
642	нет ничего	1	1
643	многих его	1	1
644	ответить на	1	1
645	представить себе	1	1
646	мы говорим	3	1
647	как в	2	1
648	у первого	1	1
649	сознания на	2	1
650	например нет	1	1
651	в данном	3	1
652	сравнению с	1	1
653	а если	1	1
654	так или	2	1
655	в той	3	1
656	это значит	8	1
657	том смысле	4	1
658	должно быть	7	1
659	у которого	1	1
660	или другого	1	1
661	с бытием	1	1
662	слова и	1	1
663	еще раз	1	1
664	сейчас же	3	1
665	только для	1	1
666	но это	7	1
667	на своем	1	1
668	только схема	1	1
669	мы видим	2	1
670	этого сложного	1	1
671	и внешнего	2	1
672	и ему	1	1
673	форм и	2	1
674	не занимает	1	1
675	происходит в	1	1
676	я всегда	1	1
677	это как	3	1
678	и архитектоническая	1	1
679	а к	1	1
680	ее и	1	1
681	внимание на	1	1
682	и все	12	1
683	собственно говоря	2	1
684	и разные	1	1
685	той или	4	1
686	у достоевского	1	1
687	и ни	1	1
688	всего вышесказанного	1	1
689	от всего	2	1
690	потому что	14	1
691	или не	2	1
692	хотя в	2	1
693	его значение	1	1
694	но вот	2	1
695	личности и	6	1
696	этих элементов	1	1
697	еще в	1	1
698	личность и	2	1
699	е в	3	1
700	науке и	1	1
701	месте в	1	1
702	не говоря	2	1
703	меня ни	1	1
704	из тех	1	1
705	это в	1	1
706	состоит из	1	1
707	совершенно не	7	1
708	или иного	1	1
709	религии и	1	1
710	и идеи	2	1
711	есть и	6	1
712	есть то	1	1
713	или точнее	3	1
714	видим в	1	1
715	ее сферу	1	1
716	это было	3	1
717	можно назвать	1	1
718	в таком	4	1
719	и идей	1	1
