N	2gram	Medvedev_F_3	StatiiOP
264	тем самым	1	2
265	а иногда	2	2
266	что эта	1	2
267	она не	4	2
268	меня не	1	2
269	как о	2	2
270	на него	1	2
271	говорить о	2	2
272	случае не	1	2
273	вытекает из	2	2
274	ничего не	2	2
275	больше чем	1	2
276	тем не	2	2
277	убедиться в	1	2
278	в сознании	1	2
279	числе и	1	2
280	что при	1	2
281	и это	2	2
282	что там	1	2
283	говорит об	1	2
284	нужно было	1	2
285	в эпоху	3	2
286	для этого	2	2
287	это объясняется	1	2
288	материала и	3	2
289	отчета в	1	2
290	и все	8	2
291	все в	1	2
292	с нашей	1	2
293	и во	2	2
294	а потому	1	2
295	говорит в	2	2
296	быть и	1	2
297	данном месте	1	2
298	история литературы	2	2
299	оказывается в	1	2
300	конечно не	4	2
301	и у	1	2
302	уже в	4	2
303	ведь если	2	2
304	целого ряда	1	2
305	который как	1	2
306	одно из	1	2
307	а то	1	2
308	невозможно было	1	2
309	могло бы	1	2
310	допустим что	2	2
311	в других	1	2
312	даже и	1	2
313	или иначе	1	2
314	еще и	1	2
315	превращается в	2	2
316	одной стороны	1	2
317	стороны в	1	2
318	нет никаких	2	2
319	на который	1	2
320	и потому	5	2
321	этой работы	1	2
322	и их	5	2
323	по существу	1	2
324	этого слова	2	2
325	этом случае	1	2
326	и тогда	2	2
327	но для	2	2
328	при таком	1	2
329	о котором	1	2
330	ни одного	1	2
331	истории литературы	6	2
332	в этих	3	2
333	е в	1	2
334	что этот	2	2
335	дело с	3	2
336	не знает	1	2
337	в своих	6	2
338	можно назвать	1	2
339	том числе	1	2
340	литературы а	1	1
341	можно говорить	4	1
342	не должны	1	1
343	исторического значения	1	1
344	чтобы не	2	1
345	художественного произведения	7	1
346	не имел	1	1
347	как известно	1	1
348	художественных произведений	1	1
349	ее задач	1	1
350	здесь и	6	1
351	в какой-то	1	1
352	видеть в	1	1
353	объясняется и	1	1
354	в зависимости	5	1
355	и абсолютно	1	1
356	было глубоко	1	1
357	и этот	1	1
358	его не	1	1
359	в лучшем	1	1
360	и последующих	1	1
361	этом не	1	1
362	в каждый	1	1
363	который был	2	1
364	так чтобы	2	1
365	историческое явление	1	1
366	понять смысл	1	1
367	литературы о	1	1
368	на тему	2	1
369	но даже	1	1
370	не знают	2	1
371	зависимости от	5	1
372	так а	1	1
373	это время	1	1
374	от всей	1	1
375	и на	3	1
376	ведь то	1	1
377	же мере	1	1
378	между собой	4	1
379	бы еще	1	1
380	это действительно	1	1
381	время в	3	1
382	бы то	4	1
383	с его	2	1
384	о языке	1	1
385	а только	1	1
386	только при	1	1
387	в стихе	1	1
388	тех же	1	1
389	должны были	1	1
390	очевидно что	2	1
391	нужно быть	1	1
392	всему тому	1	1
393	нет и	3	1
394	конечно совершенно	1	1
395	в одной	5	1
396	стороны и	2	1
397	в одних	1	1
398	кроме того	1	1
399	на человека	1	1
400	хотя и	1	1
401	и понимания	6	1
402	стиля и	1	1
403	или иную	1	1
404	значения как	1	1
405	и конечно	1	1
406	существует лишь	1	1
407	в нашем	1	1
408	у каждого	1	1
409	то я	1	1
410	лучшем случае	1	1
411	является лишь	4	1
412	так в	2	1
413	с их	1	1
414	им в	1	1
415	и до	1	1
416	иначе и	1	1
417	как он	2	1
418	если он	1	1
419	всей его	1	1
420	а вовсе	4	1
421	зрения его	3	1
422	время и	1	1
423	была та	1	1
424	такой литературы	1	1
425	не как	2	1
426	в корне	4	1
427	новой форме	1	1
428	какой бы	2	1
429	смысле как	1	1
430	без исключения	5	1
431	ни был	1	1
432	значительной степени	1	1
433	том же	1	1
434	самым простым	1	1
435	в одну	1	1
436	в работе	1	1
437	так называемым	1	1
438	деле конечно	1	1
439	являются для	1	1
440	на все	2	1
441	входит в	8	1
442	те или	1	1
443	на протяжении	2	1
444	но вовсе	2	1
445	известно что	1	1
446	в ином	1	1
447	ему поэтому	1	1
448	для них	7	1
449	он является	2	1
450	в них	3	1
451	литература по	1	1
452	является для	3	1
453	это положение	1	1
454	о которых	1	1
455	в плоскость	3	1
456	с тем	7	1
457	место и	1	1
458	всегда и	1	1
459	только во	1	1
460	выйти за	1	1
461	в развитии	1	1
462	можно считать	1	1
463	этого произведения	1	1
464	не больше	1	1
465	и при	1	1
466	что такая	1	1
467	быть абсолютно	1	1
468	это только	2	1
469	случае дело	1	1
470	слова здесь	1	1
471	место в	10	1
472	то было	1	1
473	значение то	1	1
474	значение для	1	1
475	как их	2	1
476	эволюции но	1	1
477	это утверждение	2	1
478	и эти	1	1
479	чтобы она	1	1
480	однако в	2	1
481	быть не	1	1
482	бы быть	2	1
483	по себе	4	1
484	этом от	1	1
485	же мы	1	1
486	слово как	3	1
487	нет никакого	1	1
488	каждого отдельного	1	1
489	тогда когда	4	1
490	одна из	2	1
491	и притом	2	1
492	не вытекает	1	1
493	к этим	1	1
494	в процессе	15	1
495	тогда и	1	1
496	для кого	1	1
497	но только	1	1
498	не могло	2	1
499	работы но	1	1
500	правда в	2	1
501	в разных	1	1
502	того как	1	1
503	и лишь	2	1
504	таким путем	1	1
505	явление в	1	1
506	совершенно неправильно	1	1
507	того в	1	1
508	за исключением	1	1
509	и является	4	1
510	е не	1	1
511	и делает	1	1
512	больше того	1	1
513	ему не	1	1
514	не потому	1	1
515	в момент	1	1
516	но там	1	1
517	не могут	10	1
518	отличается от	2	1
519	порою и	1	1
520	одного слова	1	1
521	с полной	1	1
522	к тому	4	1
523	в наши	1	1
524	слова с	1	1
525	поэтического языка	1	1
526	им по	1	1
527	не дала	1	1
528	правда не	1	1
529	то ни	4	1
530	как мы	8	1
531	и о	1	1
532	каждое произведение	1	1
533	в виду	3	1
534	но при	2	1
535	проявляется в	2	1
536	на основе	1	1
537	как по	1	1
538	последнее время	1	1
539	можно сделать	1	1
540	и этим	1	1
541	только то	3	1
542	на той	1	1
543	с самого	1	1
544	распространено в	1	1
545	только тот	1	1
546	собой по	1	1
547	отсюда и	1	1
548	произведения не	1	1
549	и приемов	1	1
550	еще в	3	1
551	можно только	2	1
552	является в	2	1
553	быть никакого	1	1
554	лишь то	1	1
555	о нем	3	1
556	и возможно	1	1
557	и та	1	1
558	язык и	1	1
559	настоящее время	1	1
560	притом в	2	1
561	и просто	1	1
562	что его	1	1
563	можно сказать	3	1
564	и который	1	1
565	исключения в	1	1
566	не просто	1	1
567	там же	1	1
568	случае ясно	1	1
569	нуждается в	3	1
570	в форме	1	1
571	новая форма	1	1
572	говорить как	1	1
573	приводит и	1	1
574	но столь	1	1
575	в середине	1	1
576	что бы	1	1
577	каких бы	1	1
578	в данных	1	1
579	является результатом	2	1
580	а другое	1	1
581	в современной	1	1
582	указывает что	1	1
583	той мере	1	1
584	что только	1	1
585	тот же	1	1
586	языка на	1	1
587	который в	1	1
588	одних и	1	1
589	другое это	1	1
590	бы ни	4	1
591	и из	2	1
592	именно на	2	1
593	себя в	1	1
594	целом это	1	1
595	не имеют	1	1
596	литературы в	1	1
597	уже не	3	1
598	видеть что	1	1
599	если мы	7	1
600	этого понятия	1	1
601	еще одну	1	1
602	так во	1	1
603	прямого отношения	1	1
604	языка может	1	1
605	и обратно	1	1
606	и других	1	1
607	то у	1	1
608	его и	3	1
609	ту или	2	1
610	был бы	2	1
611	не так	1	1
612	себе в	1	1
613	тогда он	2	1
614	ведь это	1	1
615	слова в	1	1
616	пушкина то	1	1
617	существуют в	2	1
618	в одном	1	1
619	наука о	3	1
620	сами по	2	1
621	не о	3	1
622	дело и	1	1
623	которые могут	1	1
624	и никогда	1	1
625	в случаях	1	1
626	от того	2	1
627	ни была	1	1
628	что таким	1	1
629	и научное	1	1
630	где в	1	1
631	с общим	1	1
632	под категорию	1	1
633	без того	1	1
634	или иной	2	1
635	дают в	1	1
636	с другим	1	1
637	на ее	4	1
638	где та	1	1
639	и тех	2	1
640	здесь в	1	1
641	ведь на	2	1
642	с той	1	1
643	его первоначальном	1	1
644	из таких	1	1
645	и др	2	1
646	объясняется тем	1	1
647	связано с	2	1
648	этот термин	1	1
649	чтобы убедиться	1	1
650	с рядом	1	1
651	до конца	4	1
652	более того	6	1
653	не на	3	1
654	самое слово	1	1
655	именно так	5	1
656	рядом других	1	1
657	в руках	1	1
658	по тем	1	1
659	отделить от	1	1
660	о чем	1	1
661	нашей точки	1	1
662	время оно	1	1
663	для этой	1	1
664	наукой она	1	1
665	и вовсе	1	1
666	противоречия в	1	1
667	как материала	1	1
668	можно утверждать	1	1
669	вместе с	6	1
670	его создания	1	1
671	тот факт	1	1
672	что именно	5	1
673	какого бы	1	1
674	к своему	1	1
675	без труда	2	1
676	не дают	1	1
677	которые являются	1	1
678	в течение	1	1
679	пишет в	1	1
680	и впредь	1	1
681	то нужно	1	1
682	им с	1	1
683	на какой-то	1	1
684	и всей	1	1
685	для понимания	1	1
686	и другой	1	1
687	этих случаев	1	1
688	то на	1	1
689	путь в	1	1
690	в категорию	1	1
691	в последнем	2	1
692	в это	1	1
693	как например	1	1
694	всех его	1	1
695	при условии	1	1
696	ни для	2	1
697	и новой	1	1
698	этом смысле	2	1
699	каждой из	1	1
700	отношении чрезвычайно	2	1
701	на форму	1	1
702	факт что	1	1
703	тем и	1	1
704	и от	11	1
705	пушкин и	1	1
706	историей и	1	1
707	научная работа	1	1
708	работа никогда	1	1
709	в настоящее	1	1
710	абсолютно никаких	3	1
711	у некоторых	1	1
712	же степени	1	1
713	у них	2	1
714	той или	1	1
715	бы в	6	1
716	не должен	1	1
717	вообще в	1	1
718	конце концов	2	1
719	пришлось бы	1	1
720	раз ту	1	1
721	бы оно	1	1
722	отношении к	1	1
723	в стихах	2	1
724	в целях	2	1
725	одной из	2	1
726	простым и	1	1
727	и начинается	1	1
728	в истолковании	2	1
729	слово в	2	1
730	но эта	2	1
731	состоит из	1	1
732	ведь именно	1	1
733	уже говорить	1	1
734	от всех	4	1
735	к его	3	1
736	оно не	3	1
737	из этого	4	1
738	время не	1	1
739	к этому	2	1
740	они не	4	1
