N	2gram	Medvedev_F_1	VLabPisa
118	как раз	2	4
119	в связи	4	4
120	основных чертах	1	4
121	художественное произведение	6	4
122	творчества как	1	4
123	в своей	11	4
124	например в	1	3
125	сил и	1	3
126	в котором	1	3
127	из его	1	3
128	его не	2	3
129	в основных	1	3
130	нет и	2	3
131	что они	1	3
132	с этим	2	3
133	своем творчестве	1	3
134	и как	3	3
135	и к	4	3
136	что без	1	3
137	всех этих	3	3
138	и по	1	3
139	в работе	2	3
140	его в	3	3
141	далеко не	1	3
142	что не	1	3
143	с тем	2	3
144	в слове	1	3
145	мы видели	2	3
146	как целого	1	3
147	точки зрения	16	3
148	и ее	10	3
149	у тургенева	2	3
150	этих и	1	3
151	как о	4	3
152	сводится к	3	3
153	у нас	5	3
154	данного произведения	2	3
155	и отдельных	1	3
156	она не	6	3
157	что и	2	3
158	вслед за	1	3
159	того что	5	3
160	п в	1	3
161	и их	10	3
162	даже и	2	3
163	а порою	1	3
164	именно в	8	3
165	мы знаем	1	3
166	так же	4	3
167	по поводу	1	3
168	по существу	2	3
169	при всем	1	3
170	процессе художественного	1	3
171	и от	7	3
172	или в	1	3
173	бы в	3	3
174	только что	1	3
175	процесса как	1	3
176	жизни и	7	3
177	как на	4	3
178	ее в	1	3
179	творчество как	1	3
180	смысле слова	1	2
181	ту же	1	2
182	также что	1	2
183	также и	1	2
184	чтобы не	2	2
185	и через	1	2
186	он может	1	2
187	и этот	1	2
188	а как	2	2
189	же как	2	2
190	в которой	4	2
191	говорить о	1	2
192	но даже	1	2
193	в ней	10	2
194	еще не	6	2
195	в различных	2	2
196	в чем	1	2
197	но не	3	2
198	если в	1	2
199	в общем	3	2
200	том числе	1	2
201	отнюдь не	6	2
202	стороны и	4	2
203	хотя и	1	2
204	но в	5	2
205	не приходится	2	2
206	он в	2	2
207	как он	1	2
208	этот процесс	1	2
209	он не	3	2
210	том чтобы	2	2
211	так например	3	2
212	в каждом	3	2
213	они должны	1	2
214	в другом	1	2
215	заключается в	1	2
216	с другими	4	2
217	в жизни	3	2
218	он и	1	2
219	и для	1	2
220	своем содержании	4	2
221	что такое	2	2
222	никаких оснований	1	2
223	всяком случае	4	2
224	не столько	1	2
225	знаем что	1	2
226	от его	1	2
227	искусства не	2	2
228	если бы	4	2
229	как от	1	2
230	этого замысла	1	2
231	по себе	5	2
232	не менее	11	2
233	можно указать	1	2
234	в науке	2	2
235	к этим	1	2
236	не по	3	2
237	того чтобы	1	2
238	только не	2	2
239	а для	1	2
240	на язык	3	2
241	этом процессе	2	2
242	связанное с	1	2
243	в сознании	1	2
244	отношении что	1	2
245	точном смысле	1	2
246	в области	3	2
247	том отношении	1	2
248	от того	2	2
249	и заключается	2	2
250	отличается от	3	2
251	числе и	1	2
252	порою и	1	2
253	должны быть	5	2
254	что оно	1	2
255	они и	1	2
256	что при	1	2
257	основываясь на	1	2
258	формы и	5	2
259	и может	4	2
260	роль в	1	2
261	мы наблюдаем	1	2
262	если они	1	2
263	в образе	1	2
264	произведения не	1	2
265	и даже	3	2
266	во всяком	4	2
267	художественной структуры	6	2
268	лишь в	8	2
269	и просто	1	2
270	может не	1	2
271	из себя	1	2
272	от них	1	2
273	во всей	2	2
274	значит что	1	2
275	с одной	4	2
276	одной из	2	2
277	у них	3	2
278	могло бы	2	2
279	эти вопросы	1	2
280	вовсе не	10	2
281	не о	3	2
282	образом не	1	2
283	познания действительности	1	2
284	оно является	1	2
285	в особенности	3	2
286	одной стороны	4	2
287	или иной	1	2
288	даже не	1	2
289	до сих	6	2
290	внутренняя логика	1	2
291	как у	1	2
292	что для	1	2
293	основные тенденции	1	2
294	от различных	1	2
295	зависит от	1	2
296	и непосредственно	3	2
297	в материальной	1	2
298	с а	1	2
299	было в	1	2
300	и потому	9	2
301	из которых	1	2
302	сих пор	6	2
303	того или	2	2
304	между прочим	1	2
305	но для	3	2
306	каждой из	3	2
307	не подлежит	1	2
308	в точном	1	2
309	мира и	1	2
310	ни одного	2	2
311	отличия от	1	2
312	а в	6	2
313	в системе	2	2
314	а о	1	2
315	между ними	3	2
316	к его	1	2
317	в своих	2	2
318	этой точки	1	2
319	они не	3	2
320	новое время	1	1
321	а между	1	1
322	приемов в	1	1
323	можно говорить	1	1
324	прав когда	2	1
325	начинается с	1	1
326	и без	1	1
327	проблемы в	1	1
328	самом деле	6	1
329	применении к	2	1
330	художественных произведений	4	1
331	и биология	1	1
332	между всеми	1	1
333	почти не	2	1
334	тот или	2	1
335	этого в	1	1
336	противном случае	1	1
337	все те	1	1
338	должна быть	7	1
339	со всех	1	1
340	бы уже	1	1
341	за его	1	1
342	о различных	1	1
343	как мы	5	1
344	что если	1	1
345	и свой	1	1
346	и всесторонне	1	1
347	содержания в	1	1
348	вопрос о	2	1
349	нам в	1	1
350	почти все	1	1
351	и стиль	1	1
352	и конфликты	1	1
353	эстетики и	2	1
354	самих художников	1	1
355	на себя	1	1
356	а художественного	1	1
357	мы получаем	1	1
358	мы и	1	1
359	всех сторон	1	1
360	это время	1	1
361	проявляется в	1	1
362	свою очередь	6	1
363	между собой	1	1
364	не поддаются	1	1
365	не был	1	1
366	здесь не	3	1
367	структуры в	1	1
368	по своему	1	1
369	как если	2	1
370	своей работе	2	1
371	предисловии к	1	1
372	художник и	1	1
373	а только	2	1
374	значение и	3	1
375	его сознания	1	1
376	протекать в	1	1
377	и приемы	1	1
378	уже как	2	1
379	или иное	1	1
380	основные вопросы	1	1
381	сама по	2	1
382	его развития	1	1
383	две основные	1	1
384	или у	1	1
385	его своеобразии	1	1
386	в истории	4	1
387	самое понятие	2	1
388	в м	1	1
389	опирается на	1	1
390	общего с	1	1
391	бы при	1	1
392	кроме того	1	1
393	среде как	1	1
394	частей и	1	1
395	в единый	1	1
396	целый ряд	3	1
397	и наконец	3	1
398	эту проблему	2	1
399	и свою	5	1
400	основная тенденция	1	1
401	художественный замысел	1	1
402	то в	1	1
403	вообще но	1	1
404	его содержания	1	1
405	сущности и	1	1
406	художников и	1	1
407	е объединения	1	1
408	в конкретной	1	1
409	творчество и	1	1
410	связи между	1	1
411	непосредственно как	2	1
412	на то	1	1
413	если он	3	1
414	же но	1	1
415	так сказать	3	1
416	фактический материал	1	1
417	и если	2	1
418	на его	2	1
419	к искусству	1	1
420	идей и	1	1
421	как оно	1	1
422	как художественное	1	1
423	время и	1	1
424	художественном образе	1	1
425	всем своем	1	1
426	не значит	1	1
427	в понимании	5	1
428	не как	4	1
429	понятий и	1	1
430	мы полагаем	2	1
431	идеологического творчества	9	1
432	но вместе	1	1
433	уже не	2	1
434	его от	1	1
435	на этом	1	1
436	действительности на	2	1
437	и речи	1	1
438	в понятие	1	1
439	реакции на	1	1
440	так называемым	2	1
441	следующих словах	1	1
442	связанных с	1	1
443	входит в	6	1
444	при которой	1	1
445	деле в	1	1
446	на почве	13	1
447	этом смысле	1	1
448	является особым	1	1
449	отражение в	2	1
450	в новое	2	1
451	материал для	1	1
452	для них	1	1
453	его частей	1	1
454	ни одной	1	1
455	материал этот	1	1
456	этого не	1	1
457	с этой	4	1
458	образе в	1	1
459	среда в	3	1
460	несмотря на	1	1
461	полный разрыв	1	1
462	как целое	1	1
463	в конкретную	2	1
464	их на	2	1
465	представление что	1	1
466	в этих	1	1
467	или вообще	1	1
468	все должно	1	1
469	отрыве от	1	1
470	философии а	1	1
471	качественных различий	1	1
472	он должен	3	1
473	и теоретиков	2	1
474	этому же	1	1
475	как совокупность	1	1
476	творчества все	1	1
477	значение для	2	1
478	произведения но	1	1
479	единство и	2	1
480	реалистического искусства	1	1
481	но он	1	1
482	творчества и	1	1
483	друг другу	1	1
484	этого только	1	1
485	и эти	1	1
486	не должна	7	1
487	бы быть	2	1
488	задачи и	4	1
489	второго рода	1	1
490	эстетик и	2	1
491	в художественное	2	1
492	а отсюда	1	1
493	механистический материализм	1	1
494	своему замыслу	2	1
495	элемент художественного	3	1
496	мысли в	2	1
497	эти формы	1	1
498	этими двумя	1	1
499	к изучению	1	1
500	без остатка	1	1
501	материала в	3	1
502	и искусство	1	1
503	о беспредметности	2	1
504	но только	1	1
505	та или	1	1
506	не могло	5	1
507	мышления и	1	1
508	не имеет	1	1
509	философской системы	1	1
510	жизни не	2	1
511	это то	1	1
512	учения о	2	1
513	или иная	1	1
514	что самое	1	1
515	к ней	2	1
516	видим что	1	1
517	друг друга	4	1
518	и чувства	1	1
519	целом и	4	1
520	только с	1	1
521	произведений их	1	1
522	сложные задачи	1	1
523	в основе	3	1
524	если только	1	1
525	отдельных его	1	1
526	к таким	1	1
527	тем это	1	1
528	уже о	1	1
529	все то	1	1
530	время никогда	1	1
531	лежит в	1	1
532	над одним	1	1
533	в совокупности	1	1
534	анализа и	1	1
535	произведения которое	1	1
536	к утверждению	1	1
537	функцию в	1	1
538	перейти к	2	1
539	ничего общего	1	1
540	сквозь призму	1	1
541	в применении	2	1
542	и это	2	1
543	самой материи	1	1
544	два вида	1	1
545	именно эту	1	1
546	с ее	7	1
547	связи со	3	1
548	как один	1	1
549	говоря уже	1	1
550	художественной деятельности	1	1
551	данном случае	1	1
552	же наконец	1	1
553	произведения этот	1	1
554	однако эта	1	1
555	во взглядах	1	1
556	что у	1	1
557	только через	1	1
558	по аналогии	3	1
559	в нескольких	1	1
560	проблем и	5	1
561	чем скажем	1	1
562	каждого из	2	1
563	остается только	1	1
564	по сравнению	1	1
565	за этими	1	1
566	жизнь и	3	1
567	понятно что	1	1
568	для этого	4	1
569	громадное значение	3	1
570	с ним	2	1
571	и художественная	2	1
572	материала и	3	1
573	на него	2	1
574	искусства и	5	1
575	детальное изучение	1	1
576	его художественной	3	1
577	и что	2	1
578	для нас	1	1
579	а также	1	1
580	аналогии с	3	1
581	бытием и	1	1
582	по их	1	1
583	изучение его	1	1
584	или иначе	2	1
585	и во	1	1
586	специальных проблем	1	1
587	противоречия и	1	1
588	на одном	1	1
589	художников слова	1	1
590	говорит он	3	1
591	в форме	1	1
592	приводит и	1	1
593	романа в	1	1
594	и тех	1	1
595	всего этого	2	1
596	не прав	2	1
597	в свете	1	1
598	в русском	1	1
599	является общим	1	1
600	для самого	1	1
601	в него	2	1
602	действительности не	2	1
603	быть и	4	1
604	не механическое	1	1
605	которых она	1	1
606	стиль в	1	1
607	речи о	1	1
608	согласиться с	1	1
609	но ни	1	1
610	эту задачу	1	1
611	в стороне	1	1
612	очень много	1	1
613	который в	1	1
614	эти определения	3	1
615	между этими	1	1
616	обычного типа	1	1
617	к какому	1	1
618	конечно не	4	1
619	только на	5	1
620	в следующих	1	1
621	идеалистической эстетики	1	1
622	в виде	1	1
623	и чисто	2	1
624	не дает	2	1
625	или даже	1	1
626	в данной	1	1
627	и других	3	1
628	его и	2	1
629	роль и	1	1
630	себе в	1	1
631	и из	1	1
632	ни в	2	1
633	определенной литературной	1	1
634	сами по	2	1
635	не для	3	1
636	отношение к	3	1
637	содержания а	1	1
638	но что	1	1
639	в систему	3	1
640	и никакой	1	1
641	и развитии	1	1
642	явлений в	1	1
643	художник не	1	1
644	эти идеи	1	1
645	в более	1	1
646	смысла и	1	1
647	это положение	1	1
648	к идее	1	1
649	со всем	3	1
650	художником в	1	1
651	являются материальными	1	1
652	его себе	1	1
653	а именно	1	1
654	и создает	1	1
655	потом в	1	1
656	в свою	8	1
657	бытия в	3	1
658	литературное произведение	10	1
659	своего собственного	1	1
660	в живом	6	1
661	полагаем что	2	1
662	связано с	1	1
663	романа т	1	1
664	них и	1	1
665	науки что	1	1
666	и самый	2	1
667	однако и	1	1
668	действительности как	2	1
669	замысел как	1	1
670	основное и	1	1
671	наконец в	3	1
672	и психологии	1	1
673	самого начала	1	1
674	или с	1	1
675	обычно не	1	1
676	что перед	1	1
677	взглядах на	1	1
678	мира в	2	1
679	художественного целого	2	1
680	так называемой	1	1
681	и особенно	2	1
682	представить себе	1	1
683	в духе	1	1
684	что некоторые	1	1
685	как в	8	1
686	и самые	1	1
687	приводит в	1	1
688	неотделимо от	1	1
689	в шкловский	1	1
690	в данном	1	1
691	сравнению с	1	1
692	так или	1	1
693	в той	1	1
694	романа или	1	1
695	к действительности	2	1
696	и основной	1	1
697	образом на	2	1
698	реальной действительностью	1	1
699	ней не	1	1
700	это значит	1	1
701	должно быть	11	1
702	не хватает	1	1
703	всего может	1	1
704	путаница и	1	1
705	в художественную	2	1
706	произведения или	1	1
707	единства в	1	1
708	с бытием	1	1
709	является для	2	1
710	но это	3	1
711	на своем	2	1
712	поэтому что	1	1
713	объективной данности	1	1
714	романа с	1	1
715	в противном	1	1
716	особенностей и	2	1
717	произведения а	2	1
718	мы видим	1	1
719	форм и	6	1
720	от искусства	1	1
721	по принципу	1	1
722	об искусстве	3	1
723	художник в	2	1
724	эти тенденции	1	1
725	романа и	1	1
726	ее и	1	1
727	в каждой	1	1
728	интерпретацией их	1	1
729	и все	6	1
730	и художественной	2	1
731	еще более	1	1
732	и ни	1	1
733	и смысл	1	1
734	ни к	1	1
735	от всего	1	1
736	потому что	1	1
737	его значение	1	1
738	можно конечно	1	1
739	еще в	2	1
740	сложную систему	1	1
741	а н	3	1
742	наконец очень	1	1
743	е в	1	1
744	науке и	1	1
745	не говоря	1	1
746	это в	1	1
747	от всех	3	1
748	совершенно не	1	1
749	авантюрного романа	1	1
750	сводить к	1	1
751	в последнем	1	1
752	не один	1	1
753	или иного	3	1
754	религии и	1	1
755	есть и	1	1
756	к этой	4	1
757	и другие	1	1
758	это понятие	1	1
759	часто встречается	1	1
