N	2gram	Bakhtin_sl_2	KFilosof
166	того что	1	3
167	быть и	3	3
168	а лишь	2	3
169	котором и	1	3
170	и тем	1	3
171	всем его	2	3
172	тем что	1	3
173	что не	1	3
174	до конца	17	3
175	субъективный процесс	2	3
176	ближе к	1	3
177	вступает в	1	3
178	смысл в	1	3
179	сознания и	1	3
180	от него	5	3
181	и ни	2	3
182	только с	2	3
183	в свою	3	3
184	или иного	1	3
185	в то	4	3
186	себя как	1	2
187	не остается	1	2
188	он может	1	2
189	это и	2	2
190	контекста в	2	2
191	есть на	2	2
192	поскольку она	1	2
193	а как	1	2
194	и свой	1	2
195	дан в	1	2
196	не нужно	1	2
197	за свое	1	2
198	с его	7	2
199	совсем не	1	2
200	в данном	2	2
201	к которой	1	2
202	как в	13	2
203	этом его	1	2
204	как к	3	2
205	сознания в	1	2
206	и как	3	2
207	себе как	2	2
208	та же	1	2
209	этих моментов	1	2
210	в этой	1	2
211	нами в	1	2
212	человек не	1	2
213	даны и	1	2
214	есть именно	1	2
215	из самого	1	2
216	в виде	2	2
217	которого и	1	2
218	лишь с	1	2
219	так и	15	2
220	смысле в	1	2
221	и может	1	2
222	конечно в	2	2
223	действительности в	1	2
224	он ни	1	2
225	в единое	2	2
226	факта и	1	2
227	и само	2	2
228	сознания по	1	2
229	должен стать	1	2
230	как предмет	4	2
231	где она	1	2
232	тем не	1	2
233	по себе	5	2
234	и время	1	2
235	дело не	1	2
236	мышления и	5	2
237	дело в	2	2
238	в процессе	13	2
239	того чтобы	2	2
240	целом как	1	2
241	же время	4	2
242	в сознании	1	2
243	в области	2	2
244	к себе	1	2
245	вокруг него	2	2
246	той или	5	2
247	предмет как	2	2
248	оно не	8	2
249	чтобы стать	1	2
250	на нем	2	2
251	чтобы быть	1	2
252	говорить о	3	2
253	и себе	1	2
254	даны в	1	2
255	в контекст	2	2
256	может не	2	2
257	или как	4	2
258	нем не	1	2
259	как предмета	2	2
260	в ту	1	2
261	может иметь	3	2
262	и она	1	2
263	в него	7	2
264	мышление и	1	2
265	мысль и	1	2
266	дело с	4	2
267	что он	2	2
268	всех его	3	2
269	именно на	2	2
270	со всеми	2	2
271	значимость и	1	2
272	в качестве	1	2
273	него и	1	2
274	а это	1	2
275	и других	4	2
276	его и	2	2
277	слова в	13	2
278	не о	1	2
279	себе а	1	2
280	или иной	5	2
281	для этого	4	2
282	себя и	4	2
283	но есть	1	2
284	прежде всего	8	2
285	смысла и	3	2
286	для этой	1	2
287	и потому	7	2
288	его на	1	2
289	дело здесь	1	2
290	этого слова	1	2
291	оценки и	1	2
292	при условии	1	2
293	все остальные	1	2
294	отсюда следует	1	2
295	человек и	14	2
296	или иным	1	2
297	правду и	1	2
298	еще более	2	2
299	и смысл	1	2
300	ни к	2	2
301	но всегда	1	2
302	отношении к	4	2
303	но этот	1	2
304	суждения и	1	2
305	к этому	1	2
306	смысле слова	1	1
307	ту же	3	1
308	противопоставлять себя	1	1
309	также и	2	1
310	в движение	1	1
311	человека и	3	1
312	проблемы в	1	1
313	возможны и	1	1
314	в чужой	2	1
315	в средние	1	1
316	в чисто	3	1
317	и до	1	1
318	ведь и	2	1
319	в зависимости	4	1
320	отношения к	4	1
321	шире и	1	1
322	мы уже	2	1
323	той же	3	1
324	его не	4	1
325	со всех	1	1
326	в единой	1	1
327	что уже	1	1
328	единство и	3	1
329	время от	1	1
330	именно к	2	1
331	не была	3	1
332	он как	1	1
333	само слово	1	1
334	нечего делать	1	1
335	и ее	1	1
336	не могущий	1	1
337	в составе	1	1
338	конечно и	2	1
339	так называемые	1	1
340	всех сторон	2	1
341	и говорить	1	1
342	и иначе	1	1
343	освобождения от	1	1
344	признание и	1	1
345	мысли и	1	1
346	не был	2	1
347	в различных	2	1
348	конечно это	1	1
349	этих случаях	2	1
350	как таковая	1	1
351	в нашем	2	1
352	различия между	1	1
353	для жизни	1	1
354	ибо оно	1	1
355	что язык	2	1
356	нельзя говорить	1	1
357	в план	1	1
358	не просто	1	1
359	действительности а	1	1
360	и предметом	2	1
361	в истории	11	1
362	контексте и	1	1
363	с этим	2	1
364	хотя и	2	1
365	и наконец	5	1
366	и к	6	1
367	и свою	1	1
368	или иную	1	1
369	за собой	1	1
370	в самом	1	1
371	бы только	2	1
372	но его	1	1
373	ее как	1	1
374	научных и	1	1
375	на то	1	1
376	если он	1	1
377	самого по	1	1
378	зрения его	1	1
379	этот процесс	1	1
380	на его	2	1
381	что она	1	1
382	по самому	1	1
383	сказать в	1	1
384	оно было	2	1
385	эстетизма в	1	1
386	и единое	1	1
387	а просто	2	1
388	ни была	1	1
389	но прежде	2	1
390	его от	3	1
391	оторванный от	1	1
392	и по	1	1
393	на этом	3	1
394	конца и	1	1
395	значительной степени	6	1
396	подход к	1	1
397	всякое живое	1	1
398	что мир	1	1
399	об этом	1	1
400	и с	9	1
401	то есть	26	1
402	иных разновидностей	1	1
403	это было	1	1
404	сознание может	1	1
405	может стать	2	1
406	и иных	4	1
407	на почве	4	1
408	то все	1	1
409	связанная с	1	1
410	должен был	1	1
411	мир поэтому	1	1
412	при данных	1	1
413	это ее	1	1
414	ведь если	1	1
415	иметь разные	1	1
416	все равно	1	1
417	освободиться от	1	1
418	этого не	1	1
419	и уже	1	1
420	несмотря на	1	1
421	чем в	2	1
422	в существенную	1	1
423	такой же	1	1
424	в один	1	1
425	в этих	7	1
426	другим и	1	1
427	лежат в	1	1
428	всяком случае	2	1
429	общность и	1	1
430	его мире	1	1
431	она в	1	1
432	цели и	2	1
433	от времени	1	1
434	он принимает	1	1
435	свой смысл	2	1
436	направлен на	1	1
437	не укорененное	1	1
438	чистота и	1	1
439	исключительно на	1	1
440	но он	2	1
441	но во	1	1
442	от возможных	1	1
443	замкнутым и	1	1
444	человека но	1	1
445	в отношении	4	1
446	нормы для	1	1
447	с которой	1	1
448	она не	6	1
449	как о	2	1
450	здесь лишь	1	1
451	здесь входить	1	1
452	одна из	4	1
453	оно просто	1	1
454	но может	1	1
455	и имеет	1	1
456	к такому	1	1
457	нем в	3	1
458	мир с	1	1
459	для всего	1	1
460	только не	1	1
461	следовательно и	1	1
462	слово и	5	1
463	возможно и	2	1
464	автор и	1	1
465	разрыва между	1	1
466	по своей	1	1
467	самому своему	1	1
468	это слово	1	1
469	предполагает единство	1	1
470	не является	1	1
471	определенность и	1	1
472	и времени	1	1
473	его для	1	1
474	на границе	2	1
475	лежащий в	1	1
476	и должно	1	1
477	во все	1	1
478	и всех	1	1
479	конца в	1	1
480	зависимости от	4	1
481	отличается от	2	1
482	содержанием и	1	1
483	всего что	1	1
484	социальные и	1	1
485	всегда в	1	1
486	и равно	3	1
487	правда не	1	1
488	оно может	2	1
489	и о	1	1
490	с ее	2	1
491	как не	1	1
492	свою очередь	2	1
493	всего этого	1	1
494	и от	3	1
495	характер и	1	1
496	и получает	1	1
497	него самого	1	1
498	но мы	2	1
499	приводит к	1	1
500	можно говорить	2	1
501	и иные	1	1
502	как с	2	1
503	на том	1	1
504	с собой	1	1
505	здесь нельзя	1	1
506	не с	3	1
507	здесь как	2	1
508	особенно в	2	1
509	частей и	1	1
510	мог бы	1	1
511	не предмет	1	1
512	как таковую	1	1
513	в последней	1	1
514	и социальные	1	1
515	поэтому в	1	1
516	особенность ее	1	1
517	и даже	7	1
518	к пределу	1	1
519	образом в	1	1
520	действительность и	1	1
521	тона и	1	1
522	на все	1	1
523	следовательно два	1	1
524	именно там	1	1
525	нем для	1	1
526	другими словами	1	1
527	не стоит	1	1
528	можно сказать	1	1
529	действительность при	1	1
530	в значительной	6	1
531	а во	1	1
532	оторванном от	2	1
533	которой мы	1	1
534	тем или	1	1
535	когда оно	1	1
536	нуждается в	2	1
537	вообще и	1	1
538	человека как	1	1
539	к ней	2	1
540	в лучшем	1	1
541	вся игра	1	1
542	сознания его	1	1
543	в литературе	1	1
544	слово может	2	1
545	один из	5	1
546	или нет	1	1
547	вне себя	2	1
548	менее в	1	1
549	одной из	1	1
550	единое событие	1	1
551	в какой	1	1
552	целом с	1	1
553	то прежде	1	1
554	нем его	1	1
555	в напряженном	1	1
556	это очень	2	1
557	поэтому и	4	1
558	их не	1	1
559	нем нет	1	1
560	же и	2	1
561	не можем	1	1
562	в большинстве	6	1
563	только на	1	1
564	дано в	1	1
565	и чисто	2	1
566	основе его	2	1
567	он стремится	2	1
568	большинстве случаев	5	1
569	как единая	1	1
570	мир не	1	1
571	него нет	3	1
572	одно из	1	1
573	говорить об	1	1
574	не для	1	1
575	формальный и	1	1
576	слова ведь	1	1
577	так как	4	1
578	может служить	1	1
579	друг друга	1	1
580	если оно	2	1
581	мы можем	1	1
582	много и	1	1
583	но уже	1	1
584	и никогда	1	1
585	как раз	1	1
586	нет этого	1	1
587	просто не	2	1
588	которые как	1	1
589	чувствует себя	1	1
590	именно как	2	1
591	во власти	2	1
592	к совершенно	1	1
593	никогда и	1	1
594	и смысловых	1	1
595	точек зрения	3	1
596	говорим о	1	1
597	и т.п	2	1
598	он живет	1	1
599	человеком как	1	1
600	с другим	1	1
601	преобладает в	1	1
602	здесь в	3	1
603	а именно	2	1
604	миру и	1	1
605	и самая	1	1
606	во второй	1	1
607	сознания для	2	1
608	и др	4	1
609	и затем	2	1
610	мира он	1	1
611	притом не	1	1
612	превращается в	1	1
613	моментов и	1	1
614	другом случае	1	1
615	данных обстоятельствах	1	1
616	зависит от	1	1
617	с которым	2	1
618	героя герой	1	1
619	здесь именно	1	1
620	в полноте	1	1
621	мышлением и	1	1
622	эти слова	2	1
623	вместе с	2	1
624	к его	2	1
625	этому слову	1	1
626	мы говорим	1	1
627	в духе	1	1
628	но такое	1	1
629	какого бы	1	1
630	этого утверждения	1	1
631	даже там	1	1
632	и всей	1	1
633	вес в	1	1
634	лежит в	1	1
635	этого факта	1	1
636	слова и	8	1
637	не касается	1	1
638	только для	1	1
639	влечет за	1	1
640	лучшем случае	1	1
641	и таким	1	1
642	миров в	1	1
643	остается в	5	1
644	языка это	2	1
645	вне его	2	1
646	ту область	1	1
647	за его	1	1
648	одного и	1	1
649	и единого	1	1
650	для выражения	1	1
651	живет и	1	1
652	она может	2	1
653	или в	2	1
654	имеет дело	2	1
655	только случайной	1	1
656	совершенно иной	1	1
657	это может	1	1
658	в эту	1	1
659	замкнутость и	1	1
660	все они	2	1
661	же в	1	1
662	уже нет	1	1
663	но оно	2	1
664	от исторического	1	1
665	признания в	1	1
666	отвлекается от	1	1
667	неотделим от	1	1
668	средние века	1	1
669	того же	1	1
670	его смысловую	1	1
671	в последнем	1	1
672	одновременно и	3	1
673	к единству	1	1
674	утверждать что	1	1
675	к таковому	1	1
676	включает в	2	1
677	конкретный и	1	1
678	и закрепить	1	1
679	пространстве и	1	1
680	гораздо более	1	1
681	во всяком	3	1
682	все что	2	1
683	они не	2	1
