N	2gram	Vinokur_St_1	Myslijsy
288	во многом	1	2
289	произведения не	1	2
290	когда в	1	2
291	можно только	1	2
292	и с	3	2
293	об этом	3	2
294	о том	17	2
295	и та	1	2
296	его жизни	3	2
297	должно было	2	2
298	я думаю	11	2
299	в форме	1	2
300	одной из	1	2
301	в какой	3	2
302	и после	1	2
303	но как	1	2
304	ему самому	1	2
305	том чтобы	1	2
306	видеть что	1	2
307	в виде	3	2
308	слова не	1	2
309	был бы	1	2
310	в одном	1	2
311	но что	1	2
312	у него	2	2
313	в других	2	2
314	другой и	1	2
315	с общим	1	2
316	не были	1	2
317	и даже	5	2
318	не один	1	2
319	на чем	1	2
320	а с	3	2
321	притом не	1	2
322	самое слово	1	2
323	разве только	1	2
324	нет ни	2	2
325	к своему	1	2
326	что же	6	2
327	что как	2	2
328	быть не	1	2
329	с этой	3	2
330	каждое из	1	2
331	перед нами	1	2
332	не подлежит	1	2
333	то не	2	2
334	бы в	1	2
335	отношении к	1	2
336	в свой	2	2
337	в свое	2	2
338	жизни и	5	2
339	это в	4	2
340	отношения к	2	1
341	до него	1	1
342	должно стать	1	1
343	сомнения что	1	1
344	не имел	1	1
345	на самом	6	1
346	тех же	1	1
347	словами и	1	1
348	чего не	1	1
349	не отражается	1	1
350	из его	1	1
351	много слов	1	1
352	что эти	1	1
353	должна быть	3	1
354	едва ли	1	1
355	в спорах	1	1
356	по его	2	1
357	же образ	1	1
358	поэзии и	1	1
359	его не	1	1
360	их и	1	1
361	если я	1	1
362	вопрос о	4	1
363	чтобы не	1	1
364	и язык	1	1
365	мы называем	1	1
366	который был	1	1
367	в сущности	2	1
368	одной только	1	1
369	время как	2	1
370	как я	1	1
371	один пример	1	1
372	увидим ниже	1	1
373	не знают	1	1
374	в числе	2	1
375	того же	3	1
376	значения в	1	1
377	чем то	1	1
378	и говорить	1	1
379	он был	3	1
380	на них	1	1
381	говоря уже	1	1
382	бы то	1	1
383	без всякого	2	1
384	с его	1	1
385	мысль что	1	1
386	не исчерпываются	1	1
387	разницы между	1	1
388	также вопросы	1	1
389	данном случае	6	1
390	невозможно по	1	1
391	совсем не	2	1
392	к нам	1	1
393	знак и	1	1
394	если в	2	1
395	друг от	1	1
396	нет и	1	1
397	только путем	1	1
398	смотрел на	1	1
399	в настоящем	1	1
400	из таких	1	1
401	и я	3	1
402	в истории	3	1
403	из которого	2	1
404	приходит на	1	1
405	время когда	1	1
406	так называемая	3	1
407	ошибку в	1	1
408	стороны и	1	1
409	это был	1	1
410	что касается	3	1
411	еще и	2	1
412	хотя и	1	1
413	уже без	1	1
414	уста и	1	1
415	но в	10	1
416	то в	3	1
417	пример в	1	1
418	но эта	1	1
419	и конечно	1	1
420	существует лишь	1	1
421	все эти	5	1
422	если мы	1	1
423	право на	1	1
424	звуков а	1	1
425	бы только	1	1
426	в словаре	3	1
427	во многих	3	1
428	как он	1	1
429	но на	2	1
430	в наших	2	1
431	бы с	1	1
432	но именно	2	1
433	этого он	1	1
434	одно целое	1	1
435	он должен	2	1
436	как увидим	1	1
437	в корне	1	1
438	и вот	1	1
439	свое время	2	1
440	имел бы	1	1
441	что нельзя	1	1
442	с такими	1	1
443	ни был	1	1
444	такого же	1	1
445	одной точки	1	1
446	том случае	1	1
447	будто в	3	1
448	лишь в	3	1
449	заключается в	4	1
450	те или	1	1
451	его личности	1	1
452	мы на	1	1
453	в глазах	1	1
454	это не	8	1
455	то все	1	1
456	кто и	3	1
457	кажется что	3	1
458	только одно	1	1
459	ответу на	1	1
460	его места	1	1
461	которой он	1	1
462	ни с	3	1
463	и было	1	1
464	системе как	1	1
465	сам в	2	1
466	нисколько не	2	1
467	в этих	2	1
468	места в	2	1
469	но если	4	1
470	от своего	1	1
471	в такой	2	1
472	с точки	8	1
473	нет возможности	1	1
474	и языка	6	1
475	что до	2	1
476	всякий раз	2	1
477	каким он	1	1
478	которые в	2	1
479	но он	2	1
480	речи в	1	1
481	без всяких	2	1
482	и более	2	1
483	однако в	1	1
484	не должно	1	1
485	что этот	2	1
486	между прочим	2	1
487	таких случаях	1	1
488	в таких	1	1
489	о значении	3	1
490	хотя это	1	1
491	и другое	1	1
492	меня не	2	1
493	в процессе	1	1
494	было не	2	1
495	а может	1	1
496	чем не	1	1
497	значение этого	1	1
498	не могло	1	1
499	судя по	2	1
500	не имели	2	1
501	на язык	1	1
502	ничего не	2	1
503	больше чем	2	1
504	случаях как	1	1
505	это то	1	1
506	что называют	1	1
507	с одним	1	1
508	но очень	1	1
509	более что	2	1
510	и другая	1	1
511	и чувства	1	1
512	к работе	1	1
513	не нужен	1	1
514	е не	1	1
515	быть в	2	1
516	уже и	1	1
517	что на	2	1
518	наш ответ	1	1
519	и далее	1	1
520	уже о	5	1
521	начиная с	2	1
522	нужно ли	1	1
523	относиться к	1	1
524	основную форму	1	1
525	отличается от	1	1
526	всего что	1	1
527	ср с	2	1
528	должен быть	3	1
529	сказать будто	2	1
530	от друга	1	1
531	в виду	1	1
532	полное право	1	1
533	как по	1	1
534	и говорит	1	1
535	только то	1	1
536	хотя не	1	1
537	с самого	1	1
538	и верное	1	1
539	разной мере	1	1
540	то нужно	1	1
541	на том	1	1
542	и когда	1	1
543	что у	4	1
544	за то	3	1
545	времени и	1	1
546	ясно что	10	1
547	было в	1	1
548	мог бы	1	1
549	на которую	1	1
550	та и	1	1
551	в результате	3	1
552	это только	1	1
553	и вкуса	1	1
554	для этого	2	1
555	в отдельном	1	1
556	понять как	1	1
557	читаем в	1	1
558	не существовало	1	1
559	при котором	1	1
560	в глаза	1	1
561	с личной	1	1
562	после того	1	1
563	все его	1	1
564	и который	1	1
565	образом мы	1	1
566	нет это	2	1
567	обращается к	1	1
568	во всех	8	1
569	что разница	1	1
570	однако с	1	1
571	которые мы	1	1
572	этому поводу	2	1
573	но нет	1	1
574	бы она	1	1
575	в другой	1	1
576	но столь	1	1
577	что бы	1	1
578	если это	3	1
579	следовало бы	2	1
580	следовательно в	1	1
581	значит что	3	1
582	что здесь	2	1
583	есть такой	1	1
584	в двух	3	1
585	знаков в	1	1
586	тот же	1	1
587	как нечто	1	1
588	это стремление	1	1
589	который в	1	1
590	по этому	3	1
591	чтобы найти	1	1
592	себя в	1	1
593	конечно не	2	1
594	указания на	1	1
595	всего прочего	1	1
596	мысли чтобы	1	1
597	еще одну	1	1
598	каким образом	1	1
599	при помощи	2	1
600	языка но	1	1
601	его и	1	1
602	что будет	1	1
603	а то	2	1
604	бы совершенно	1	1
605	могло бы	2	1
606	сами по	1	1
607	в прошлом	1	1
608	заключается именно	1	1
609	очевидно не	2	1
610	к ним	1	1
611	должен был	2	1
612	каждый из	1	1
613	есть точно	1	1
614	чем меньше	1	1
615	в очень	3	1
616	не является	3	1
617	найти эти	1	1
618	видеть за	1	1
619	нужно было	2	1
620	даже не	4	1
621	точек зрения	1	1
622	не изменяется	1	1
623	предполагает в	1	1
624	на ее	1	1
625	уже при	1	1
626	или иначе	2	1
627	них в	1	1
628	в ряде	1	1
629	чем он	1	1
630	то ее	1	1
631	превращается в	2	1
632	с нашей	2	1
633	кто знает	2	1
634	на этот	3	1
635	мы так	1	1
636	не на	1	1
637	не означает	1	1
638	принимать за	1	1
639	также с	1	1
640	его собственной	2	1
641	нашей точки	1	1
642	еще только	1	1
643	только теперь	1	1
644	не видит	1	1
645	быть иначе	2	1
646	направлении и	1	1
647	бы оно	1	1
648	а но	1	1
649	на который	2	1
650	уже так	1	1
651	в одной	1	1
652	такой форме	1	1
653	ответа в	1	1
654	есть такое	1	1
655	общего с	3	1
656	многих случаях	2	1
657	какого бы	1	1
658	случаях в	1	1
659	в данном	14	1
660	оно существует	1	1
661	им с	1	1
662	да и	3	1
663	ни одно	1	1
664	и там	1	1
665	в науках	1	1
666	как например	1	1
667	смотрели на	1	1
668	и другим	1	1
669	видно что	3	1
670	и таким	1	1
671	самого и	1	1
672	я с	2	1
673	истории но	1	1
674	к вопросу	1	1
675	еще для	1	1
676	вряд ли	5	1
677	в разной	1	1
678	пор еще	1	1
679	от той	1	1
680	в пример	1	1
681	и самому	1	1
682	о котором	2	1
683	которая в	1	1
684	это может	1	1
685	по одной	1	1
686	или нет	1	1
687	г в	5	1
688	вообще в	1	1
689	я в	1	1
690	частных случаев	1	1
691	хотя в	2	1
692	самому и	1	1
693	понимание этого	1	1
694	и начинается	1	1
695	которая на	1	1
696	бы одним	1	1
697	именно не	1	1
698	что такая	1	1
699	него в	1	1
700	что подобные	1	1
701	что то	2	1
702	через а	1	1
703	и б	1	1
704	в голову	1	1
705	каждом отдельном	1	1
706	но эти	1	1
707	нас не	1	1
708	можно назвать	2	1
709	во всяком	6	1
710	гораздо более	4	1
711	смысле что	1	1
