N	2gram	Ircho_Kome_2	Sovremen
128	такого рода	1	2
129	друг с	2	2
130	не менее	4	2
131	из четырех	2	2
132	этих двух	1	2
133	еще более	2	2
134	мы видим	1	2
135	тот же	2	2
136	в свою	1	2
137	что в	9	2
138	во всяком	2	2
139	а может	1	1
140	должен быть	1	1
141	и это	2	1
142	времени не	1	1
143	совпадают с	1	1
144	то она	1	1
145	а из	2	1
146	мы имели	1	1
147	отношению к	3	1
148	так в	2	1
149	бы к	2	1
150	не имеют	1	1
151	в мире	2	1
152	можно было	4	1
153	в споре	1	1
154	здесь нет	1	1
155	в социальном	1	1
156	мы имеем	2	1
157	еще в	4	1
158	когда в	2	1
159	это что	1	1
160	он изображен	1	1
161	же мере	1	1
162	если бы	9	1
163	с человеком	1	1
164	и начало	1	1
165	и ни	1	1
166	того же	3	1
167	о том	6	1
168	в ней	3	1
169	и та	1	1
170	чем отличается	1	1
171	одного из	1	1
172	без труда	1	1
173	эти качества	1	1
174	все его	1	1
175	же время	3	1
176	бы то	2	1
177	что его	3	1
178	его в	4	1
179	с его	5	1
180	во всех	3	1
181	его предшественниками	1	1
182	путь для	1	1
183	они опять	1	1
184	тридцати двух	1	1
185	но не	3	1
186	к этому	5	1
187	достаточно для	1	1
188	если в	2	1
189	конечном счете	1	1
190	по отношению	3	1
191	во всей	1	1
192	в постановке	1	1
193	это сравнение	1	1
194	к концу	3	1
195	всю эту	1	1
196	все время	2	1
197	чем же	1	1
198	идет о	2	1
199	независимо от	5	1
200	опирается на	1	1
201	помним что	1	1
202	различные роли	1	1
203	к которому	1	1
204	к нему	3	1
205	один из	5	1
206	одной из	4	1
207	которому они	1	1
208	в действительности	2	1
209	только в	4	1
210	для ее	1	1
211	роль играет	1	1
212	за собой	2	1
213	правда и	1	1
214	то он	1	1
215	не приходится	1	1
216	та же	1	1
217	ведущие к	1	1
218	остановиться на	1	1
219	конечно не	1	1
220	да еще	2	1
221	и у	2	1
222	в большинстве	1	1
223	только на	1	1
224	ни одного	1	1
225	какую бы	1	1
226	в начале	4	1
227	и если	2	1
228	не принимает	1	1
229	он не	2	1
230	этот раз	4	1
231	и еще	2	1
232	искать в	3	1
233	и их	3	1
234	эти три	1	1
235	как их	1	1
236	по существу	1	1
237	вовсе не	2	1
238	как его	1	1
239	легла в	1	1
240	появление в	1	1
241	в основу	1	1
242	по его	1	1
243	в очень	1	1
244	обычно на	1	1
245	а затем	5	1
246	в другом	1	1
247	том случае	1	1
248	одной стороны	2	1
249	чем в	2	1
250	до сих	2	1
251	с другой	2	1
252	обоих случаях	2	1
253	на ее	1	1
254	нельзя сказать	1	1
255	именно в	1	1
256	здесь в	3	1
257	этом смысле	2	1
258	на которые	1	1
259	его с	1	1
260	ни в	5	1
261	но уже	1	1
262	не было	3	1
263	рядом с	2	1
264	для своего	1	1
265	этого не	1	1
266	необходимость в	1	1
267	одна и	1	1
268	несмотря на	1	1
269	для их	2	1
270	элемента в	1	1
271	и следовательно	1	1
272	в связи	3	1
273	том что	9	1
274	в эту	1	1
275	все более	1	1
276	но если	3	1
277	и при	1	1
278	всех трех	1	1
279	таким же	1	1
280	так же	1	1
281	и особенно	3	1
282	пор в	1	1
283	без помощи	1	1
284	никакому сомнению	1	1
285	представление о	2	1
286	и плохо	1	1
287	от его	1	1
288	в область	1	1
289	в течение	2	1
290	начале нашего	1	1
291	которые в	2	1
292	такую же	1	1
293	быть таким	1	1
294	в обратном	1	1
295	образом на	1	1
296	и более	1	1
297	там где	1	1
298	мере в	1	1
299	жизни в	1	1
300	по себе	1	1
301	xix в	1	1
302	в своем	6	1
303	в древней	4	1
304	можем сказать	1	1
305	представители этого	1	1
306	еще раз	1	1
307	как например	1	1
308	и нет	1	1
309	сих пор	2	1
310	но они	1	1
311	с ним	1	1
312	что эта	1	1
313	и тогда	1	1
314	в обоих	3	1
315	для каждого	1	1
316	не имеет	3	1
317	от конца	1	1
318	мы помним	1	1
319	это уже	1	1
320	не является	2	1
321	с и	4	1
322	и от	4	1
323	не составляют	1	1
324	вытекает из	1	1
325	никогда не	1	1
326	или в	3	1
327	это как	1	1
328	хотя и	4	1
329	действия в	1	1
330	или другой	1	1
331	не более	2	1
332	может вызывать	1	1
333	углом зрения	1	1
334	силы в	1	1
335	древней греции	1	1
336	и его	12	1
337	с новой	1	1
338	связи с	3	1
339	ни было	2	1
340	же в	4	1
341	так называемый	1	1
342	этой области	1	1
343	и из	1	1
344	между ними	1	1
345	не знает	1	1
346	сказать что	1	1
347	ни о	1	1
348	и для	4	1
349	первом же	1	1
350	если у	2	1
351	равно как	1	1
352	в духе	2	1
353	человека в	3	1
354	в то	6	1
355	в какой	2	1
356	той или	1	1
357	и эта	1	1
358	на это	2	1
359	все что	1	1
360	на второй	1	1
