N	2gram	Tiupa_Narr_1	Analitik
149	приводит к	2	3
150	можно было	2	3
151	в результате	2	3
152	если бы	1	3
153	и т.д	7	3
154	одного из	4	3
155	того или	2	3
156	что и	1	3
157	крайней мере	1	3
158	и все	2	3
159	одной из	4	3
160	с ними	1	3
161	являет собой	2	3
162	организации текста	2	3
163	есть в	2	3
164	из них	3	3
165	обращает на	3	3
166	при всей	4	3
167	со стороны	9	3
168	или иной	5	3
169	именно в	6	3
170	было бы	4	3
171	текста это	1	3
172	лишь одной	1	3
173	в речи	1	3
174	в рамках	12	3
175	и за	1	3
176	эстетического дискурса	1	3
177	или иного	2	3
178	тому как	2	3
179	этого слова	2	3
180	или в	2	3
181	и одновременно	2	3
182	прежде всего	4	3
183	себя внимание	3	3
184	а в	11	3
185	не знает	1	3
186	в действительности	1	3
187	по поводу	1	3
188	речь идет	4	2
189	отношения к	2	2
190	таком случае	2	2
191	общей картины	1	2
192	и до	2	2
193	из его	1	2
194	а как	1	2
195	во времени	8	2
196	в изложении	1	2
197	имеют место	2	2
198	а далее	1	2
199	и он	3	2
200	еще не	7	2
201	конечном счете	2	2
202	в общем	1	2
203	отличие от	5	2
204	как говорит	3	2
205	данного коммуникативного	1	2
206	узнает о	1	2
207	в значительной	2	2
208	о жизни	1	2
209	этом контексте	1	2
210	себе не	2	2
211	в противоположность	2	2
212	в случае	7	2
213	жизнью и	2	2
214	он не	3	2
215	качестве некоторого	1	2
216	художественного высказывания	2	2
217	картины мира	5	2
218	таким образом	1	2
219	значительной степени	2	2
220	что все	1	2
221	же не	4	2
222	текста как	2	2
223	это было	1	2
224	на протяжении	6	2
225	этом смысле	1	2
226	по себе	5	2
227	дискурсии в	1	2
228	соответствии с	1	2
229	выступать в	1	2
230	он и	1	2
231	жизни но	2	2
232	в котором	1	2
233	с точки	2	2
234	с позиции	1	2
235	к предмету	1	2
236	композиционных форм	1	2
237	самого рассказывания	1	2
238	в отличие	5	2
239	о себе	1	2
240	теми же	1	2
241	своего другого	1	2
242	даже в	2	2
243	она не	2	2
244	в обоих	2	2
245	в то	3	2
246	дело не	1	2
247	некоторого рода	2	2
248	не имеет	2	2
249	на него	3	2
250	появляется в	1	2
251	же время	4	2
252	в текст	1	2
253	или иных	1	2
254	мы узнаем	1	2
255	всего в	1	2
256	роль в	2	2
257	с ее	3	2
258	исторически наиболее	1	2
259	для читателя	1	2
260	языка и	2	2
261	текста а	1	2
262	классического реализма	1	2
263	те же	4	2
264	мира вокруг	1	2
265	строго говоря	1	2
266	смерти не	1	2
267	с ним	1	2
268	повествователя в	1	2
269	и смерть	1	2
270	что в	3	2
271	в произведении	3	2
272	о своей	2	2
273	за пределами	1	2
274	его в	2	2
275	и во	1	2
276	собственно говоря	1	2
277	том или	2	2
278	между тем	3	2
279	этой модели	1	2
280	в его	9	2
281	или напротив	4	2
282	чем и	1	2
283	не знаю	1	2
284	того что	1	2
285	один из	3	2
286	грань между	1	2
287	себя в	5	2
288	этой системе	1	2
289	не есть	3	2
290	свидетельствует о	1	2
291	а то	1	2
292	по выражению	2	2
293	ни с	1	2
294	одно из	2	2
295	или даже	2	2
296	вовсе не	1	2
297	не о	3	2
298	присутствия в	3	2
299	или ином	2	2
300	представляют собой	2	2
301	очевидным образом	2	2
302	здесь в	1	2
303	вслед за	4	2
304	дважды встречается	1	2
305	в соответствии	1	2
306	что случилось	1	2
307	его как	2	2
308	одну из	2	2
309	о чем	2	2
310	может выступать	1	2
311	для общей	1	2
312	один голос	2	2
313	так же	2	2
314	к его	1	2
315	данного произведения	1	2
316	к своему	1	2
317	в столь	1	2
318	такого рода	7	2
319	по существу	2	2
320	в состоянии	1	2
321	текста так	1	2
322	текста на	3	2
323	высказывания и	3	2
324	тех или	1	2
325	и для	2	2
326	еще одна	3	2
327	в двух	2	2
328	внимание на	1	2
329	диалоговых реплик	1	2
330	сказать что	4	2
331	другой стороны	4	2
332	речи и	1	2
333	и адресата	1	2
334	также может	1	2
335	в таком	2	2
336	в роли	2	2
337	как известно	2	1
338	неотделима от	1	1
339	также и	1	1
340	самом деле	2	1
341	значении этого	3	1
342	переход от	4	1
343	говорилось выше	1	1
344	идет о	2	1
345	в самостоятельный	1	1
346	а непосредственно	1	1
347	национальной и	1	1
348	в нарративном	2	1
349	здесь и	2	1
350	в первом	3	1
351	к другому	2	1
352	отношения между	1	1
353	формах внутренней	1	1
354	и больше	1	1
355	действительности и	1	1
356	намек на	1	1
357	соотнесенности с	1	1
358	по его	1	1
359	текста или	1	1
360	мы уже	1	1
361	есть не	1	1
362	бы уже	1	1
363	современной нарратологии	2	1
364	достаточных оснований	1	1
365	что иное	2	1
366	своему герою	1	1
367	и самого	3	1
368	рецептивное сознание	1	1
369	и сами	1	1
370	мир произведения	1	1
371	тексте может	1	1
372	иное как	2	1
373	нам представляется	1	1
374	в чем	1	1
375	автора есть	1	1
376	там и	1	1
377	организации кадров	1	1
378	не смерти	1	1
379	во внешнем	2	1
380	быть художественно	1	1
381	не требует	1	1
382	вокруг я	2	1
383	совсем не	1	1
384	о смерти	1	1
385	в противовес	4	1
386	не все	5	1
387	очевидно что	1	1
388	один и	1	1
389	общий знаменатель	1	1
390	старуха которая	1	1
391	членения не	1	1
392	субъекта и	2	1
393	организации сюжета	1	1
394	может оказываться	1	1
395	в акте	1	1
396	независимо от	2	1
397	данный момент	1	1
398	из уст	1	1
399	в художественном	1	1
400	кто говорит	2	1
401	в полном	2	1
402	когда он	3	1
403	выражению бахтина	1	1
404	и наконец	1	1
405	адресата в	2	1
406	и тот	2	1
407	от предложения	1	1
408	писал что	1	1
409	выделенный в	1	1
410	более или	2	1
411	детализация и	1	1
412	видит слышит	1	1
413	текста при	1	1
414	и коммуникативным	1	1
415	литературе нового	1	1
416	так или	2	1
417	следует понимать	1	1
418	все эти	2	1
419	бы не	2	1
420	не оставляет	1	1
421	из этих	3	1
422	но без	2	1
423	в известном	2	1
424	рассказ о	1	1
425	данном контексте	1	1
426	текста не	1	1
427	сливаются в	1	1
428	всегда шире	1	1
429	лица и	2	1
430	но на	1	1
431	так сказать	1	1
432	дословная передача	1	1
433	быть только	1	1
434	наш взгляд	1	1
435	что вообще	1	1
436	с чем	2	1
437	как единого	1	1
438	по-видимому не	1	1
439	в нем	4	1
440	в первую	1	1
441	состоит именно	2	1
442	в принципе	4	1
443	к одному	1	1
444	не как	2	1
445	в силу	4	1
446	силу своей	1	1
447	частности писал	1	1
448	у читателя	1	1
449	свое время	1	1
450	настоящего времени	1	1
451	не гарантирует	1	1
452	на наш	1	1
453	и по	1	1
454	человека в	2	1
455	тьмы и	1	1
456	а когда	1	1
457	об этом	1	1
458	времени и	7	1
459	коммуникативной событийности	1	1
460	входит в	1	1
461	первую очередь	1	1
462	эпизодов представляет	1	1
463	в глазах	1	1
464	это не	2	1
465	ко второму	1	1
466	и адресат	1	1
467	креативного и	1	1
468	что один	1	1
469	рассмотренные выше	1	1
470	авторской позиции	2	1
471	сообщениями о	1	1
472	> и	1	1
473	смерть и	1	1
474	ни в	3	1
475	произведения суть	1	1
476	представленных в	1	1
477	в них	1	1
478	по домам	1	1
479	все равно	1	1
480	далеко не	5	1
481	как об	1	1
482	зрения или	2	1
483	глазами и	1	1
484	определенной жанровой	1	1
485	обратимся к	3	1
486	и нераздельности	1	1
487	м.м бахтин	2	1
488	рецептивной компетенцией	1	1
489	в понимании	1	1
490	и при	1	1
491	таким же	1	1
492	рассказа о	2	1
493	в следующем	1	1
494	и третий	1	1
495	не становится	1	1
496	вспять к	1	1
497	следующем эпизоде	1	1
498	воззрении на	1	1
499	как глазами	1	1
500	вплоть до	2	1
501	обнаруживается в	1	1
502	особое место	1	1
503	соотнесении с	1	1
504	при рассмотрении	1	1
505	недискурсивных формах	1	1
506	рода ключ	1	1
507	второй раз	1	1
508	и более	1	1
509	мере в	1	1
510	внимание и	1	1
511	я героя	2	1
512	однако в	2	1
513	том же	1	1
514	что этот	1	1
515	описания в	1	1
516	ни одна	1	1
517	бы но	1	1
518	зрения и	2	1
519	истории которая	1	1
520	феномена в	1	1
521	редукция референтной	1	1
522	перформативные высказывания	1	1
523	до известной	1	1
524	как ценностного	1	1
525	одна из	3	1
526	было не	1	1
527	которого он	2	1
528	материала в	1	1
529	облекается в	1	1
530	речи повествователя	1	1
531	эпизодов и	1	1
532	всегда имеется	1	1
533	это еще	1	1
534	для всего	1	1
535	каждый из	2	1
536	что ни	1	1
537	жизни не	1	1
538	именно с	1	1
539	этих двух	1	1
540	сколь и	1	1
541	по своей	3	1
542	адресата при	1	1
543	для автора	2	1
544	потому что	1	1
545	связи с	4	1
546	внутренней жизни	1	1
547	может приобретать	1	1
548	согласно классическому	1	1
549	с другом	1	1
550	как теперь	1	1
551	коммуникативном событии	1	1
552	всех прочих	1	1
553	у нас	1	1
554	личности в	2	1
555	в специальном	1	1
556	которых он	1	1
557	начиная с	1	1
558	встречается в	2	1
559	его речевой	1	1
560	отличается от	4	1
561	и смертью	1	1
562	же самое	1	1
563	в своего	1	1
564	случае с	1	1
565	узнаем о	1	1
566	бы он	1	1
567	героя из	2	1
568	ценностного центра	2	1
569	он оказывается	1	1
570	он видит	1	1
571	объект и	1	1
572	переходя к	1	1
573	говоря словами	2	1
574	если же	1	1
575	рецептивного сознания	1	1
576	для себя	1	1
577	нарратологии это	1	1
578	и женские	1	1
579	и тогда	1	1
580	то она	2	1
581	художественное пространство	1	1
582	в виду	1	1
583	свою очередь	3	1
584	слава богу	1	1
585	в ее	3	1
586	здесь также	1	1
587	только то	1	1
588	при соотнесении	1	1
589	в недискурсивных	1	1
590	способами высказывания	1	1
591	классическому определению	1	1
592	в совершенно	1	1
593	однако эта	1	1
594	это путь	1	1
595	слова а	1	1
596	с иными	1	1
597	начала и	1	1
598	тексте случай	1	1
599	неразрывное единство	1	1
600	референтной событийности	2	1
601	с героем	1	1
602	и пространстве	5	1
603	различного рода	3	1
604	коммуникативное событие	3	1
605	словно в	1	1
606	научное описание	1	1
607	о нем	4	1
608	и соответственно	2	1
609	и здесь	1	1
610	уже отмечали	1	1
611	повествования о	1	1
612	предстает уже	1	1
613	в другом	1	1
614	всем протяжении	1	1
615	оставляет места	1	1
616	единственный в	1	1
617	сообщают о	2	1
618	цепи событий	1	1
619	одна деталь	1	1
620	ибо вне	1	1
621	субъект объект	1	1
622	первого эпизода	2	1
623	может не	3	1
624	в конструктивной	1	1
625	служит для	1	1
626	восходит к	3	1
627	к нему	5	1
628	с его	6	1
629	в драме	1	1
630	составляя основу	1	1
631	будто он	3	1
632	или иначе	3	1
633	не россыпь	1	1
634	личности героя	1	1
635	складывается из	2	1
636	вообще характерно	1	1
637	данного текста	1	1
638	мужские и	1	1
639	и взаимодействия	1	1
640	свидетеля и	1	1
641	утрачивает свою	1	1
642	это лишь	1	1
643	этом ряду	2	1
644	них в	1	1
645	событие самого	1	1
646	слов и	1	1
647	о событии	1	1
648	другого для	1	1
649	напряжением между	1	1
650	в литературе	2	1
651	этой ситуации	1	1
652	построения текста	1	1
653	это вызвано	1	1
654	известном смысле	2	1
655	оно и	1	1
656	явления как	1	1
657	выражение глаз	1	1
658	тот же	1	1
659	текста первый	1	1
660	и представляет	2	1
661	дело с	2	1
662	одного сознания	2	1
663	перемещается в	1	1
664	в молчание	2	1
665	нуждается в	5	1
666	внутреннее единство	1	1
667	в какой	2	1
668	на природу	1	1
669	хотя бы	4	1
670	надо полагать	2	1
671	вступление в	1	1
672	к их	1	1
673	и после	2	1
674	внутренней речью	1	1
675	после нее	1	1
676	который в	2	1
677	деле не	1	1
678	и ее	2	1
679	живого голоса	1	1
680	ткань текста	1	1
681	не мешает	1	1
682	в уста	1	1
683	жизни однако	1	1
684	делает его	1	1
685	в облике	1	1
686	человека с	1	1
687	точной характеристике	1	1
688	личностного опыта	1	1
689	внимание что	1	1
690	на всем	1	1
691	уже в	3	1
692	то и	1	1
693	некую систему	1	1
694	героя с	2	1
695	в начале	1	1
696	мотивов в	1	1
697	не обладают	1	1
698	как кажется	2	1
699	и составляющий	1	1
700	его текст	1	1
701	его и	1	1
702	ценностное уплотнение	1	1
703	как справедливо	2	1
704	слова в	1	1
705	настолько чтобы	1	1
706	сами по	2	1
707	богу не	2	1
708	и оказывается	1	1
709	может служить	1	1
710	не понимал	2	1
711	образом не	1	1
712	данного дискурса	1	1
713	к самому	2	1
714	текста здесь	1	1
715	между субъектом	1	1
716	даже не	3	1
717	в данный	1	1
718	который не	1	1
719	как у	1	1
720	хоть и	1	1
721	на ее	1	1
722	нельзя сказать	1	1
723	зрения как	1	1
724	в свою	3	1
725	характерно для	1	1
726	может показаться	1	1
727	персонажа и	2	1
728	но о	3	1
729	себя и	2	1
730	нового времени	2	1
731	обратиться к	1	1
732	его из	1	1
733	высказывания где	1	1
734	для передачи	1	1
735	типов но	1	1
736	более того	1	1
737	в рассказе	4	1
738	зависит от	2	1
739	понимать как	1	1
740	эти фрагменты	1	1
741	было для	1	1
742	объединены в	1	1
743	толстого или	1	1
744	читательского произвола	1	1
745	мира в	5	1
746	если не	4	1
747	в связи	2	1
748	было в	2	1
749	границы между	1	1
750	и потому	2	1
751	дать научное	1	1
752	в присутствии	3	1
753	и тех	1	1
754	в дискурсе	1	1
755	повествовательного текста	3	1
756	однако для	1	1
757	возможных прочтений	1	1
758	членения на	1	1
759	для обозначения	1	1
760	суть такого	1	1
761	однако эти	1	1
762	текста где	1	1
763	стороны художественной	1	1
764	в тех	1	1
765	т.д в	1	1
766	здесь совершенно	2	1
767	за рамки	2	1
768	или менее	2	1
769	повествователь не	1	1
770	да и	4	1
771	формы высказывания	1	1
772	друг с	1	1
773	исходя из	2	1
774	и там	1	1
775	уходом из	2	1
776	с этой	1	1
777	еще раз	1	1
778	в любом	2	1
779	человека который	1	1
780	своей коммуникативной	1	1
781	христианской культуры	1	1
782	жизненного процесса	1	1
783	коммуникативным событием	2	1
784	перед нами	4	1
785	фигуры и	1	1
786	и конца	1	1
787	но одновременно	1	1
788	тому или	1	1
789	это явление	1	1
790	высказывания а	1	1
791	не является	8	1
792	известной степени	1	1
793	случаях когда	1	1
794	такой строй	1	1
795	и сама	1	1
796	текстуальной данности	1	1
797	ю.м лотмана	1	1
798	внутреннего слуха	2	1
799	художественного текста	2	1
800	человек и	1	1
801	же словами	1	1
802	жанр в	1	1
803	для нас	1	1
804	к чужому	1	1
805	от него	1	1
806	в литературной	1	1
807	тем более	2	1
808	и как	5	1
809	повествования мы	1	1
810	будто бы	3	1
811	но это	1	1
812	событийного ряда	5	1
813	в мировом	1	1
814	же в	4	1
815	в равной	1	1
816	мысли о	1	1
817	в системе	1	1
818	и общечеловеческой	1	1
819	к ее	1	1
820	может и	1	1
821	а о	1	1
822	позволяет говорить	1	1
823	научного описания	1	1
824	героя и	4	1
825	обратим внимание	1	1
826	отношением к	1	1
827	протяжении текста	1	1
828	случилось однажды	1	1
829	совершенно не	2	1
830	не что	2	1
831	говорящего иначе	1	1
832	двух наиболее	1	1
833	в свое	1	1
834	есть то	1	1
835	адекватности возможных	1	1
836	тексте а	1	1
837	без исключения	2	1
838	оделся и	1	1
839	собой лишь	1	1
840	этой точки	2	1
841	форм художественного	1	1
842	точно так	2	1
