N	2gram	Tiupa_Disk_1	FransuaR
163	нет и	1	2
164	из важнейших	1	2
165	в истории	4	2
166	независимо от	1	2
167	все же	3	2
168	когда он	2	2
169	от этого	1	2
170	что это	1	2
171	он в	1	2
172	роль в	7	2
173	при этом	13	2
174	в xvii	1	2
175	в начале	2	2
176	так например	2	2
177	дистанции между	1	2
178	распространяется на	1	2
179	на все	1	2
180	этих форм	1	2
181	лишь в	4	2
182	было бы	1	2
183	для них	1	2
184	с тем	1	2
185	несмотря на	1	2
186	в г	2	2
187	во второй	1	2
188	и без	2	2
189	человеком и	1	2
190	не столько	1	2
191	вплоть до	1	2
192	если в	1	2
193	на него	1	2
194	и притом	1	2
195	они и	3	2
196	за его	2	2
197	не могут	1	2
198	числе и	2	2
199	к тому	5	2
200	в каждом	2	2
201	чем не	1	2
202	говорит и	2	2
203	данном случае	2	2
204	и что	2	2
205	на том	2	2
206	еще в	3	2
207	том как	1	2
208	и вообще	2	2
209	же самое	2	2
210	и т.д	4	2
211	народного творчества	2	2
212	можно сказать	5	2
213	в значительной	2	2
214	нас в	1	2
215	к нему	1	2
216	между тем	4	2
217	в уста	1	2
218	в качестве	34	2
219	в большинстве	1	2
220	xvii веке	1	2
221	большинстве случаев	1	2
222	в известной	1	2
223	мы можем	1	2
224	может быть	17	2
225	заметить что	2	2
226	тут же	1	2
227	в особенности	4	2
228	а именно	1	2
229	в отличие	5	2
230	себя и	1	2
231	последующие века	1	2
232	один из	3	2
233	произведение в	2	2
234	от мира	1	2
235	здесь только	1	2
236	в одно	1	2
237	в пределах	2	2
238	во все	1	2
239	слова и	1	2
240	это явление	1	2
241	под названием	1	2
242	хотя бы	3	2
243	в системе	1	2
244	то что	5	2
245	жизни в	2	2
246	становления и	2	2
247	в период	1	2
248	их с	1	2
249	от целого	1	2
250	одновременно и	2	2
251	это в	2	2
252	к этому	2	2
253	такова была	1	1
254	не остается	1	1
255	необходимо отметить	1	1
256	как завершающий	1	1
257	тем же	1	1
258	исполнения на	1	1
259	не имеют	1	1
260	жизни для	1	1
261	а как	1	1
262	мудрого слова	1	1
263	древнейших и	1	1
264	только благодаря	1	1
265	характер то	1	1
266	стихотворение в	1	1
267	более глубокий	1	1
268	столь же	3	1
269	служит для	2	1
270	истории в	1	1
271	с реальной	1	1
272	различия между	3	1
273	особенно если	1	1
274	могло быть	1	1
275	но как	2	1
276	но язык	1	1
277	не все	1	1
278	этот тон	1	1
279	конечном счете	1	1
280	по отношению	9	1
281	мы назвали	1	1
282	в едином	2	1
283	за пределы	2	1
284	и чем	1	1
285	что они	1	1
286	нет как	1	1
287	относящимся к	1	1
288	характер и	2	1
289	более чем	2	1
290	что во	1	1
291	в особом	2	1
292	его на	1	1
293	о жизни	1	1
294	этот аспект	1	1
295	сознания в	2	1
296	целый ряд	2	1
297	это тоже	1	1
298	священное писание	1	1
299	бы и	1	1
300	присущая им	1	1
301	следующей главе	1	1
302	в себе	7	1
303	другом случае	1	1
304	мы обратимся	1	1
305	на то	1	1
306	человек не	1	1
307	так сказать	2	1
308	время и	1	1
309	он ни	2	1
310	в разработке	1	1
311	в понимании	1	1
312	чем у	1	1
313	не как	4	1
314	жизни смерти	1	1
315	характер в	1	1
316	жизни можно	1	1
317	для понимания	2	1
318	на земле	1	1
319	не могли	1	1
320	не отделен	1	1
321	и по	2	1
322	но все	1	1
323	человека в	2	1
324	значительной степени	2	1
325	мы его	1	1
326	значение в	1	1
327	в мире	1	1
328	с позиций	2	1
329	как особой	1	1
330	самим собой	1	1
331	полной мере	1	1
332	всех областях	1	1
333	осознанию и	1	1
334	речью и	1	1
335	было в	2	1
336	и последующего	1	1
337	и мы	1	1
338	смысл в	2	1
339	чаще всего	1	1
340	на сцене	2	1
341	в жизни	1	1
342	но уже	1	1
343	о которых	1	1
344	далеко не	10	1
345	что не	4	1
346	этом явлении	1	1
347	строгом смысле	1	1
348	они в	1	1
349	потому и	1	1
350	как таковой	1	1
351	и того	3	1
352	в ходе	3	1
353	она сама	1	1
354	включающее в	1	1
355	в котором	5	1
356	не от	2	1
357	они неразрывно	1	1
358	должны были	1	1
359	в памяти	1	1
360	которые в	1	1
361	тем не	1	1
362	и более	1	1
363	на его	4	1
364	не должно	1	1
365	мере и	1	1
366	и вся	1	1
367	раз и	1	1
368	а иногда	1	1
369	что с	2	1
370	граница между	1	1
371	принадлежат к	3	1
372	своего существования	1	1
373	в процессе	5	1
374	мы все	1	1
375	но здесь	1	1
376	мог обойтись	1	1
377	действующие лица	1	1
378	принадлежит к	1	1
379	для всего	1	1
380	никогда не	2	1
381	под углом	1	1
382	при всем	1	1
383	этих двух	1	1
384	в полной	1	1
385	к концу	1	1
386	целое в	1	1
387	углом зрения	1	1
388	это слово	1	1
389	не по	1	1
390	как будто	1	1
391	с участием	1	1
392	в области	1	1
393	к той	3	1
394	в специальном	1	1
395	выход из	1	1
396	встречается в	1	1
397	здесь совершенно	1	1
398	той или	3	1
399	указывает на	2	1
400	и потому	3	1
401	в последующие	1	1
402	более не	1	1
403	значения и	1	1
404	свою очередь	3	1
405	и сами	1	1
406	наконец присущую	1	1
407	средних веков	1	1
408	в организации	2	1
409	реальной действительности	1	1
410	чтобы быть	1	1
411	в произведении	3	1
412	приводит к	2	1
413	и сам	1	1
414	во введении	1	1
415	те же	1	1
416	времени и	3	1
417	еще не	14	1
418	подход к	1	1
419	понятно что	1	1
420	поэтому в	1	1
421	если бы	1	1
422	его времени	1	1
423	собой и	1	1
424	и существенно	1	1
425	образом в	1	1
426	о нем	2	1
427	эпоху романтизма	2	1
428	века до	1	1
429	они принадлежат	1	1
430	что каждый	1	1
431	или на	3	1
432	основе своей	2	1
433	не позволяет	1	1
434	самому себе	2	1
435	времени в	2	1
436	по их	1	1
437	в конечном	1	1
438	на протяжении	2	1
439	и всю	1	1
440	она здесь	2	1
441	и большая	1	1
442	и брань	1	1
443	в форме	2	1
444	тем более	1	1
445	в середине	1	1
446	сохраняется в	1	1
447	не несет	1	1
448	обязаны своим	1	1
449	хорошо известны	1	1
450	быть и	1	1
451	в формах	1	1
452	с ними	1	1
453	традиции в	1	1
454	и является	1	1
455	в разные	2	1
456	которое мы	1	1
457	комплекс мотивов	1	1
458	и ее	2	1
459	не будет	1	1
460	себя в	2	1
461	оказывается в	1	1
462	литературы в	2	1
463	которому он	1	1
464	свидетельствует о	2	1
465	за счет	1	1
466	нового завета	1	1
467	из них	3	1
468	его и	1	1
469	истории этого	1	1
470	говорит о	1	1
471	в прозе	1	1
472	и также	1	1
473	представлений о	1	1
474	в современном	2	1
475	к ним	3	1
476	при всей	3	1
477	не о	1	1
478	друг друга	1	1
479	не случайно	1	1
480	он пишет	1	1
481	же образом	1	1
482	тем что	3	1
483	к одной	1	1
484	а потому	1	1
485	нами не	1	1
486	или иной	5	1
487	и создает	1	1
488	стороны он	1	1
489	к которому	2	1
490	наконец в	1	1
491	было и	1	1
492	нового времени	1	1
493	его из	1	1
494	более того	2	1
495	связано с	1	1
496	всему что	1	1
497	в любой	1	1
498	не знает	1	1
499	а сам	2	1
500	на которых	1	1
501	до конца	1	1
502	представления о	2	1
503	и тематики	1	1
504	случиться и	1	1
505	ни о	1	1
506	когда она	1	1
507	этом основании	1	1
508	обновляются в	1	1
509	со своими	1	1
510	мира в	3	1
511	и средневековой	1	1
512	но оно	1	1
513	в частности	9	1
514	до этого	1	1
515	в рамках	5	1
516	он ее	1	1
517	из трех	1	1
518	в строгом	3	1
519	в речах	1	1
520	в той	1	1
521	да и	1	1
522	она вся	1	1
523	своего времени	2	1
524	о трагическом	1	1
525	понимать как	1	1
526	этого слова	1	1
527	и восприятие	1	1
528	ему в	2	1
529	с историей	1	1
530	о его	1	1
531	о мире	1	1
532	литературе в	1	1
533	в книге	1	1
534	это уже	1	1
535	многие из	1	1
536	в следующей	1	1
537	в сферу	3	1
538	будучи в	1	1
539	одного и	2	1
540	и времени	1	1
541	и другим	1	1
542	здесь они	1	1
543	не существует	1	1
544	за другими	1	1
545	котором он	2	1
546	которая в	1	1
547	развития и	1	1
548	себя самого	1	1
549	но эти	1	1
550	вопросом о	1	1
551	вообще в	1	1
552	истории литературы	1	1
553	но зато	2	1
554	на языке	1	1
555	вслед за	1	1
556	в свою	3	1
557	и при	1	1
558	речи и	1	1
559	они имеют	1	1
560	отношению к	9	1
561	культуры в	1	1
562	только о	1	1
563	в свое	1	1
564	на своем	1	1
565	слиться в	1	1
566	в виде	1	1
567	именно здесь	1	1
568	из головы	1	1
569	не претендует	2	1
570	в таком	1	1
571	во всяком	2	1
572	они не	2	1
