N	2gram	Tiupa_Narr_1	Problemy
168	в отличие	2	3
169	не как	1	3
170	в повести	2	3
171	она не	2	3
172	дело в	2	3
173	слова как	1	3
174	по своей	1	3
175	числе и	1	3
176	с ее	2	3
177	но при	3	3
178	с собой	1	3
179	в последующих	1	3
180	чем у	1	3
181	если бы	7	3
182	и т.д	6	3
183	слово то	2	3
184	никак не	2	3
185	в различных	1	3
186	и только	2	3
187	в формах	1	3
188	отличается от	1	3
189	между этими	1	3
190	себя в	2	3
191	только на	2	3
192	а то	1	3
193	в конце	2	3
194	что и	1	3
195	бытия и	1	3
196	тем что	1	3
197	этот второй	1	3
198	и даже	2	3
199	с другой	2	3
200	с помощью	1	3
201	так же	1	3
202	но для	3	3
203	и для	2	3
204	в речи	4	3
205	еще более	1	3
206	другой стороны	2	3
207	того же	1	3
208	героя в	3	3
209	в речь	1	3
210	же как	1	2
211	и через	2	2
212	связи между	1	2
213	в присутствии	2	2
214	он ничего	1	2
215	героя но	2	2
216	он как	1	2
217	меньшей степени	2	2
218	он сам	3	2
219	как если	2	2
220	мы будем	1	2
221	друг на	2	2
222	не входит	1	2
223	если в	2	2
224	к слову	1	2
225	в особом	1	2
226	с этим	1	2
227	когда он	1	2
228	целый ряд	1	2
229	и как	3	2
230	не было	3	2
231	зрения как	2	2
232	бы не	1	2
233	так в	4	2
234	отношение между	1	2
235	но ведь	1	2
236	тип слова	1	2
237	но на	1	2
238	бы ни	1	2
239	на том	1	2
240	в корне	1	2
241	и по	1	2
242	но все	1	2
243	об этом	6	2
244	лишь в	3	2
245	хотя бы	2	2
246	он есть	1	2
247	и тем	4	2
248	в кухне	1	2
249	все равно	2	2
250	на друга	2	2
251	и само	1	2
252	себя внимание	3	2
253	автора и	1	2
254	вернемся к	1	2
255	нами два	1	2
256	себе а	1	2
257	в которых	1	2
258	могло бы	3	2
259	не менее	3	2
260	того как	1	2
261	одна из	4	2
262	не могло	2	2
263	ничего не	2	2
264	жизни не	1	2
265	высказывания даже	1	2
266	к ней	1	2
267	отношении к	1	2
268	и является	2	2
269	этих случаях	1	2
270	и мысли	1	2
271	то и	1	2
272	для другого	1	2
273	если только	1	2
274	у нас	3	2
275	могут быть	1	2
276	к тому	6	2
277	той или	5	2
278	указывает на	1	2
279	в произведении	2	2
280	и совершенно	1	2
281	в другом	1	2
282	времени и	9	2
283	это вовсе	1	2
284	живет в	1	2
285	из одного	1	2
286	остановимся на	1	2
287	с ним	2	2
288	в смерти	1	2
289	между тем	3	2
290	тем как	1	2
291	все время	1	2
292	большей или	2	2
293	к различным	1	2
294	по данному	1	2
295	он уже	2	2
296	слова героя	1	2
297	раз в	2	2
298	и они	1	2
299	героя с	1	2
300	слово но	2	2
301	их как	1	2
302	для него	4	2
303	сами по	2	2
304	а в	13	2
305	или иной	4	2
306	друга но	1	2
307	для этого	1	2
308	или меньшей	1	2
309	он только	1	2
310	на этот	1	2
311	в рассказе	8	2
312	его как	1	2
313	там где	1	2
314	что мы	2	2
315	вместе с	2	2
316	в строгом	1	2
317	со словом	1	2
318	в данном	11	2
319	к жизни	2	2
320	в первой	2	2
321	прямая речь	1	2
322	слов в	2	2
323	главного героя	3	2
324	чужой голос	1	2
325	оно и	1	2
326	сознания и	1	2
327	в результате	2	2
328	о котором	1	2
329	для нас	1	2
330	слов с	1	2
331	в большей	1	2
332	сон в	1	2
333	есть от	1	2
334	сказать что	2	2
335	остается на	1	2
336	в свое	1	2
337	два слова	1	2
338	во сне	2	2
339	значение в	1	2
340	во всяком	2	2
341	все что	2	2
342	они не	1	2
343	обращено к	2	1
344	повестях белкина	1	1
345	чтобы не	1	1
346	и то	3	1
347	получает в	1	1
348	на самом	1	1
349	к своей	1	1
350	так у	1	1
351	оказываются в	1	1
352	художественной и	1	1
353	и есть	1	1
354	собственным голосом	1	1
355	но главное	1	1
356	сохраняется но	1	1
357	из другого	1	1
358	этот эпизод	1	1
359	из всех	1	1
360	второй смысл	1	1
361	в повестях	1	1
362	входит в	2	1
363	язык как	2	1
364	этом не	1	1
365	высказывания в	2	1
366	принадлежит к	1	1
367	не вполне	2	1
368	и чужого	2	1
369	от друга	1	1
370	из того	1	1
371	в некотором	1	1
372	первого и	1	1
373	подчеркнуть что	1	1
374	это время	1	1
375	в ней	4	1
376	и сами	1	1
377	между собой	2	1
378	внимание и	1	1
379	в последних	1	1
380	со словами	2	1
381	события в	2	1
382	в нашем	3	1
383	как правило	5	1
384	различия между	1	1
385	могло быть	1	1
386	которую она	1	1
387	но как	3	1
388	а только	1	1
389	языка например	1	1
390	человеческих отношений	1	1
391	при условии	1	1
392	друг от	1	1
393	один и	2	1
394	себя за	1	1
395	автору в	1	1
396	из уст	2	1
397	рассказа но	2	1
398	речи но	1	1
399	что когда-то	1	1
400	может обойтись	1	1
401	гораздо существеннее	1	1
402	он на	1	1
403	со своей	1	1
404	ситуации в	2	1
405	и придает	1	1
406	та же	2	1
407	точку зрения	1	1
408	из жизни	1	1
409	что это	1	1
410	в целом	3	1
411	же слово	1	1
412	тоже не	1	1
413	что автор	1	1
414	все слова	1	1
415	тому же	6	1
416	во многих	1	1
417	слово это	2	1
418	такие определения	1	1
419	героя к	2	1
420	что она	1	1
421	в ее	1	1
422	чрезвычайно существенно	1	1
423	человек не	1	1
424	главное в	1	1
425	одному из	1	1
426	и еще	2	1
427	первого лица	1	1
428	однако он	1	1
429	в силу	1	1
430	и вот	2	1
431	в первом	4	1
432	одном высказывании	1	1
433	новое и	1	1
434	что у	4	1
435	к каждому	1	1
436	соответствии со	1	1
437	ней не	1	1
438	одно и	2	1
439	в одну	1	1
440	дистанцию между	1	1
441	в гостиной	1	1
442	а по	2	1
443	говорить не	1	1
444	его в	1	1
445	его личности	1	1
446	для нее	1	1
447	деле в	1	1
448	и иных	2	1
449	и мы	1	1
450	лишь на	1	1
451	голосов как	1	1
452	выходя из	1	1
453	произведении и	1	1
454	он является	1	1
455	на которую	1	1
456	жизни то	1	1
457	не всегда	3	1
458	и уже	1	1
459	жизни но	2	1
460	в не	1	1
461	нет своего	1	1
462	в один	1	1
463	и тогда	2	1
464	во время	1	1
465	во второй	1	1
466	или точнее	1	1
467	не становится	1	1
468	и благодаря	1	1
469	установки и	1	1
470	что вся	1	1
471	оно живет	1	1
472	речь рассказчика	1	1
473	нельзя понять	1	1
474	в авторском	1	1
475	что еще	1	1
476	рождение и	1	1
477	но во	1	1
478	что было	1	1
479	обращение к	1	1
480	тем самым	5	1
481	однако в	3	1
482	беседы с	3	1
483	даже в	1	1
484	и вся	1	1
485	тому что	1	1
486	к некоторым	1	1
487	все для	1	1
488	вплоть до	4	1
489	но они	3	1
490	и смех	1	1
491	дело не	2	1
492	освободиться от	1	1
493	и притом	2	1
494	чтобы стать	1	1
495	о них	3	1
496	и автор	1	1
497	для всего	1	1
498	не речевой	1	1
499	а во	4	1
500	и лишь	1	1
501	определения как	1	1
502	голоса в	1	1
503	связи с	2	1
504	и сама	2	1
505	мы бы	1	1
506	в более	1	1
507	в сознании	4	1
508	из истории	1	1
509	только с	1	1
510	не столь	2	1
511	лишь одно	1	1
512	как будто	3	1
513	что на	4	1
514	в области	2	1
515	развернуты в	1	1
516	именно оно	1	1
517	начиная с	3	1
518	в мировой	1	1
519	втором эпизоде	2	1
520	нисколько не	1	1
521	человека в	2	1
522	указание на	1	1
523	мере того	1	1
524	значительной степени	1	1
525	для его	1	1
526	они и	2	1
527	при любой	1	1
528	стороны жизни	1	1
529	у себя	2	1
530	установка человека	1	1
531	того чтобы	4	1
532	как не	1	1
533	как один	1	1
534	во внутренний	1	1
535	данном случае	8	1
536	здесь также	1	1
537	имеют для	1	1
538	в пределе	1	1
539	роль в	2	1
540	уже иначе	1	1
541	что может	2	1
542	на нее	1	1
543	не с	1	1
544	их непрерывной	1	1
545	речь как	1	1
546	еще в	3	1
547	еще одного	1	1
548	глава пятая	1	1
549	снята а	1	1
550	является в	1	1
551	определенным образом	1	1
552	поэтому в	1	1
553	с этого	1	1
554	и вообще	1	1
555	поэтому их	1	1
556	один человек	1	1
557	преимущественно в	1	1
558	даже из	1	1
559	произведения как	1	1
560	т.п в	1	1
561	за пределами	2	1
562	этом последнем	1	1
563	его жизни	3	1
564	один голос	2	1
565	в сфере	2	1
566	другого сознания	2	1
567	существует вне	1	1
568	в значительной	1	1
569	он его	1	1
570	о влиянии	1	1
571	это сделать	1	1
572	нем не	1	1
573	во втором	6	1
574	автор как	1	1
575	на одном	1	1
576	рассказчика а	1	1
577	это позволяет	1	1
578	наконец в	1	1
579	отдельного слова	1	1
580	в художественной	1	1
581	в жизнь	1	1
582	в литературе	4	1
583	звучит как	1	1
584	быть и	2	1
585	один из	6	1
586	в двух	1	1
587	художественной литературе	1	1
588	в стороне	1	1
589	они могут	2	1
590	точка зрения	5	1
591	с одной	1	1
592	со всеми	1	1
593	с которыми	1	1
594	и у	1	1
595	так можно	1	1
596	вопроса о	1	1
597	направленность не	1	1
598	языка как	1	1
599	подумал он	1	1
600	он существует	1	1
601	его и	2	1
602	на своего	1	1
603	всяком случае	2	1
604	в прозе	3	1
605	у нее	4	1
606	при всей	3	1
607	не о	2	1
608	рассказа от	1	1
609	может служить	3	1
610	которые могут	1	1
611	вследствие этой	1	1
612	продолжает определять	1	1
613	дистанцию по	1	1
614	в последние	1	1
615	никого не	1	1
616	жизни в	2	1
617	из двух	1	1
618	от ее	1	1
619	одной стороны	1	1
620	со стороны	8	1
621	даже не	1	1
622	и братьев	1	1
623	о своей	2	1
624	он живет	1	1
625	следует подчеркнуть	1	1
626	для героев	1	1
627	не обязательно	1	1
628	именно в	3	1
629	по своим	2	1
630	а именно	1	1
631	случаев в	1	1
632	было и	2	1
633	а с	1	1
634	что не	2	1
635	что для	1	1
636	данного высказывания	1	1
637	в соответствии	5	1
638	связано с	1	1
639	и стал	2	1
640	которых мы	1	1
641	а главное	1	1
642	не на	1	1
643	место действия	1	1
644	однако и	4	1
645	их друг	1	1
646	время оно	1	1
647	и слово	1	1
648	оснований для	2	1
649	и ему	1	1
650	в связи	2	1
651	в диалогической	1	1
652	именно поэтому	1	1
653	до этого	1	1
654	границы между	1	1
655	и потому	1	1
656	как это	3	1
657	он ее	1	1
658	установкой на	2	1
659	что за	1	1
660	вот я	2	1
661	и общечеловеческой	1	1
662	слова о	1	1
663	в тех	1	1
664	и знает	1	1
665	рассказа в	5	1
666	в форме	2	1
667	в карты	1	1
668	и смерти	1	1
669	на другое	1	1
670	еще раз	3	1
671	отсутствует но	1	1
672	голоса и	1	1
673	своей жизни	1	1
674	не любил	1	1
675	в книге	1	1
676	известной степени	1	1
677	которых он	1	1
678	фоне его	1	1
679	не знаем	1	1
680	не имея	1	1
681	хотя они	1	1
682	обращается к	3	1
683	с установкой	2	1
684	к этой	1	1
685	но зато	2	1
686	становления в	1	1
687	все они	1	1
688	я в	2	1
689	ни было	1	1
690	сводятся к	2	1
691	по поводу	1	1
692	от первого	1	1
693	от лица	1	1
694	в свою	2	1
695	это все	1	1
696	на более	1	1
697	была бы	1	1
698	в частности	14	1
699	понимает и	1	1
700	жизни а	3	1
701	они еще	1	1
702	тексте а	1	1
703	прямой речи	1	1
704	который не	1	1
705	к этому	1	1
706	в таком	2	1
707	в роли	2	1
708	неразрывно связано	1	1
