N	2gram	Savitsky_P_1	Problemy
133	свои собственные	1	2
134	друг с	1	2
135	те же	1	2
136	было в	2	2
137	было бы	6	2
138	в жизни	2	2
139	по всему	1	2
140	в них	2	2
141	в отличие	1	2
142	и без	3	2
143	как она	1	2
144	как на	2	2
145	входят в	1	2
146	с другом	1	2
147	отнюдь не	2	2
148	особенно в	1	2
149	находится в	1	2
150	именно потому	1	2
151	на нее	1	2
152	переходит в	1	2
153	увидеть и	1	2
154	и только	1	2
155	еще более	2	2
156	и мир	1	2
157	и пусть	2	2
158	эти последние	1	2
159	тот же	3	2
160	и ее	1	2
161	в эти	1	2
162	в душе	1	2
163	мы знаем	1	2
164	друг друга	1	2
165	противоречии с	1	2
166	каждый из	1	2
167	были бы	1	2
168	или иной	1	2
169	было и	1	2
170	не было	2	2
171	и внутренне	1	2
172	точек зрения	2	2
173	должна была	1	2
174	и потому	4	2
175	это в	1	2
176	мысль и	1	2
177	нисколько не	1	2
178	т а	2	2
179	что оно	1	2
180	вопрос о	1	2
181	не с	1	2
182	к другим	1	2
183	сущности не	1	2
184	можно говорить	1	1
185	также и	1	1
186	ясно что	1	1
187	по преимуществу	1	1
188	был и	1	1
189	отношения к	2	1
190	из всех	1	1
191	и само	1	1
192	духовных исканий	1	1
193	что уже	1	1
194	план в	1	1
195	бы ни	2	1
196	начала в	1	1
197	он был	1	1
198	или все	1	1
199	бы она	1	1
200	глаза на	1	1
201	и главное	1	1
202	каков он	1	1
203	в противоречии	1	1
204	не все	1	1
205	не просто	1	1
206	самосознание и	1	1
207	и пр	5	1
208	могли бы	1	1
209	что по	1	1
210	значительности и	1	1
211	не вследствие	1	1
212	в этой	1	1
213	во многих	1	1
214	и резко	2	1
215	не могла	1	1
216	о явлениях	1	1
217	главным образом	2	1
218	в статье	2	1
219	к миру	1	1
220	идеи и	1	1
221	чтобы в	1	1
222	какой бы	1	1
223	заключает в	2	1
224	на то	1	1
225	одно и	1	1
226	а затем	1	1
227	ними как	1	1
228	о в	5	1
229	и мы	2	1
230	есть несколько	1	1
231	в мир	1	1
232	и осуществить	1	1
233	личности не	1	1
234	в других	1	1
235	в эту	2	1
236	в этих	1	1
237	в г	1	1
238	и при	1	1
239	не столько	2	1
240	на фоне	1	1
241	всему лицу	1	1
242	теми же	1	1
243	и эти	1	1
244	и более	1	1
245	ни были	1	1
246	эта мысль	1	1
247	она не	1	1
248	есть нечто	2	1
249	для каждого	1	1
250	одна из	2	1
251	и именно	1	1
252	тогда когда	1	1
253	этих двух	1	1
254	и по	1	1
255	это сделать	1	1
256	в ком	1	1
257	и теперь	1	1
258	случаях когда	1	1
259	и другим	1	1
260	все еще	1	1
261	для того	3	1
262	и которая	1	1
263	и о	5	1
264	того чтобы	1	1
265	на основе	1	1
266	в себя	1	1
267	пример такого	1	1
268	с собой	1	1
269	чтобы дать	1	1
270	за то	1	1
271	что дело	1	1
272	по сравнению	2	1
273	в отношениях	1	1
274	является в	2	1
275	вопроса необходимо	1	1
276	в применении	1	1
277	тех кто	4	1
278	характер этого	1	1
279	никак не	2	1
280	он пришел	1	1
281	пр в	1	1
282	в значительной	2	1
283	связь между	1	1
284	да в	1	1
285	во всей	2	1
286	ее лучшее	1	1
287	перед тем	1	1
288	которой в	1	1
289	в формах	1	1
290	е т	1	1
291	ибо то	1	1
292	должен быть	1	1
293	одних и	2	1
294	вопрос об	1	1
295	теперь в	2	1
296	с одной	3	1
297	себя в	1	1
298	эти черты	1	1
299	что если	1	1
300	этого процесса	1	1
301	и других	2	1
302	потому в	2	1
303	народ русский	1	1
304	в прошлом	1	1
305	мы можем	1	1
306	эти явления	1	1
307	именно как	2	1
308	не были	1	1
309	и тех	1	1
310	сочетаются с	1	1
311	и быть	1	1
312	обратиться к	1	1
313	может ли	2	1
314	случаев только	1	1
315	нет ничего	1	1
316	ни на	1	1
317	все основные	1	1
318	в данном	1	1
319	на себя	1	1
320	она есть	3	1
321	живых и	1	1
322	в тот	2	1
323	образом на	2	1
324	оставаясь в	1	1
325	конечно и	1	1
326	или хотя	1	1
327	в основном	1	1
328	прощения и	1	1
329	не два	1	1
330	слова но	2	1
331	к действию	1	1
332	сложны и	1	1
333	его нет	1	1
334	и среди	1	1
335	мысль о	2	1
336	жить и	1	1
337	голодной смерти	1	1
338	давно уже	1	1
339	может и	2	1
340	из тех	1	1
341	является и	1	1
342	и жизнь	1	1
343	который не	1	1
