N	3gram	Trubetskoy_1	Russkaja
212	но не подлежит	1	1
213	были всегда столь	1	1
214	друг к другу	2	1
215	о которых идет	3	1
216	и говорить что	3	1
217	ничто иное как	1	1
218	не следует чтобы	1	1
219	которое дальше отстоит	1	1
220	племя его раса	1	1
221	что касается до	6	1
222	из двух других	1	1
223	не может признать	1	1
224	собой а лишь	1	1
225	о котором мы	1	1
226	уже указали выше	1	1
227	романогерманцы были всегда	1	1
228	так же как	3	1
229	о которых мы	3	1
230	только они люди	1	1
231	образом оказывается что	1	1
232	на себе отпечаток	2	1
233	к нему ближе	1	1
234	в один общий	1	1
235	к освобождению от	1	1
236	остальных подобных им	1	1
237	естественная группа существ	1	1
238	остается в силе	1	1
239	и таким образом	1	1
240	а в том	1	1
241	себя центром вселенной	1	1
242	поэтому всякая естественная	1	1
243	общечеловеческой цивилизацией и	1	1
244	что называли себя	1	1
245	похоже лучше а	1	1
246	то что для	1	1
247	v но если	1	1
248	для всех них	1	1
249	заключается в том	2	1
250	себя человечеством свою	1	1
251	приходит к сознанию	1	1
252	лучше всех остальных	1	1
253	в этом и	1	1
254	человек с ярко	1	1
255	народов и культур	4	1
256	с другом все	1	1
257	и в течение	2	1
258	в каждый данный	4	1
259	с самого начала	1	1
260	от него хуже	1	1
261	эгоцентрической психологией бессознательно	1	1
262	семья его сословие	1	1
263	как бы ни	1	1
264	а то которое	1	1
265	его семья его	1	1
266	но все же	2	1
267	несмотря на все	1	1
268	центром вселенной венцом	1	1
269	придется признать что	1	1
270	та культура которая	1	1
271	одного и того	3	1
272	что только они	1	1
273	том что только	1	1
274	тем более что	1	1
275	его сословие его	1	1
276	вселенной венцом создания	1	1
277	трудно видеть что	1	1
278	мы не знаем	1	1
279	говорили в начале	1	1
280	не играет роли	1	1
281	существ из двух	1	1
282	только в этом	1	1
283	этот человек принадлежит	1	1
284	и у народа	1	1
285	тем не менее	4	1
286	из всех существ	1	1
287	лучше а то	1	1
288	всех остальных подобных	1	1
289	древних галлов и	1	1
290	за отсутствием в	1	1
291	нечего и говорить	3	1
292	на первый взгляд	1	1
293	к тому же	5	1
294	всегда столь наивно	1	1
295	двух других существ	1	1
296	во всех странах	1	1
297	других существ то	1	1
298	именно с точки	1	1
299	дальше отстоит от	1	1
300	не трудно видеть	1	1
