N	2gram	Tiupa_Anal_2	Mirosoze
173	о нем	1	2
174	о своей	2	2
175	о том	7	2
176	может не	1	2
177	ли человек	2	2
178	и во	2	2
179	и те	1	2
180	мы видим	1	2
181	человека с	1	2
182	ведь это	2	2
183	отношению к	4	2
184	как будто	3	2
185	от свободы	1	2
186	на этот	2	2
187	его как	2	2
188	долгое время	1	2
189	о чем	2	2
190	он и	2	2
191	как бы	10	2
192	сам не	1	2
193	том смысле	1	2
194	в начале	1	2
195	душевной жизни	1	2
196	и для	2	2
197	я всегда	2	2
198	бы в	3	2
199	отношении к	1	2
200	в свою	1	2
201	сказать что	2	2
202	у которых	1	2
203	эти слова	1	2
204	к этой	1	2
205	к этому	2	2
206	все что	2	2
207	я и	3	1
208	и т	1	1
209	не вне	1	1
210	и то	3	1
211	совершенно новый	1	1
212	выражения в	1	1
213	сил и	1	1
214	переход от	1	1
215	между двумя	4	1
216	к другому	1	1
217	и до	2	1
218	и рассудок	1	1
219	бы уже	1	1
220	мы имеем	3	1
221	что иное	1	1
222	не вполне	1	1
223	я не	1	1
224	ему в	3	1
225	о судьбе	1	1
226	собой в	2	1
227	еще не	2	1
228	иное как	1	1
229	в последних	1	1
230	бытие человека	1	1
231	во всех	4	1
232	тем как	1	1
233	быть художественно	1	1
234	самом деле	1	1
235	иных случаях	1	1
236	и всякий	1	1
237	в сторону	5	1
238	тех же	1	1
239	признает не	1	1
240	отличие от	2	1
241	и речи	1	1
242	могут производить	1	1
243	мира в	1	1
244	как говорит	2	1
245	стало быть	2	1
246	в иную	1	1
247	его к	1	1
248	в противоположность	2	1
249	искусство и	1	1
250	со своей	1	1
251	светом и	1	1
252	жизни так	1	1
253	что же	1	1
254	роль в	2	1
255	интересно что	1	1
256	но ведь	1	1
257	можно лишь	1	1
258	с чем	1	1
259	человек всегда	1	1
260	ключ к	3	1
261	всех этих	1	1
262	к одному	1	1
263	в силу	1	1
264	антиномии и	1	1
265	этой темы	1	1
266	его от	3	1
267	конца и	1	1
268	и заключается	1	1
269	удивительно что	3	1
270	значительной степени	2	1
271	в каждом	1	1
272	же не	2	1
273	в состоянии	2	1
274	значение в	1	1
275	он ничего	1	1
276	из самой	1	1
277	них не	2	1
278	первый и	1	1
279	в понимании	1	1
280	это было	2	1
281	рост и	1	1
282	не совпадает	1	1
283	зрения и	1	1
284	и вся	1	1
285	которой он	1	1
286	всегда и	1	1
287	нисколько не	1	1
288	от своего	2	1
289	почти нет	1	1
290	этой связи	1	1
291	в такой	1	1
292	себе такова	1	1
293	в отличие	2	1
294	что я	1	1
295	обнаруживается в	1	1
296	делает его	1	1
297	обращение к	1	1
298	и эти	1	1
299	и более	1	1
300	и наоборот	2	1
301	бы но	1	1
302	вовсе не	2	1
303	к мировому	1	1
304	почти все	1	1
305	в отношении	1	1
306	не менее	4	1
307	вплоть до	1	1
308	в обоих	2	1
309	зрения герои	1	1
310	налагает на	1	1
311	это еще	1	1
312	мышления и	1	1
313	казалось бы	3	1
314	он экспериментирует	1	1
315	такова что	1	1
316	и такой	1	1
317	с одним	1	1
318	такой строй	1	1
319	и после	1	1
320	только с	1	1
321	же до	1	1
322	может показаться	1	1
323	у меня	1	1
324	всему этому	1	1
325	существенно для	1	1
326	как человек	1	1
327	бы это	1	1
328	и о	1	1
329	производить впечатление	1	1
330	в пределах	9	1
331	встреча с	1	1
332	не столько	3	1
333	это путь	1	1
334	слова а	1	1
335	природе своей	2	1
336	и сам	3	1
337	в образе	1	1
338	можно было	3	1
339	так и	15	1
340	было в	1	1
341	по природе	2	1
342	она была	1	1
343	жизнь и	1	1
344	поэтому в	1	1
345	из одного	1	1
346	и даже	9	1
347	мире в	1	1
348	об этом	1	1
349	в разных	1	1
350	жизни не	1	1
351	но к	1	1
352	своей истории	1	1
353	одного из	3	1
354	своеволия в	1	1
355	в значительной	2	1
356	заключается в	1	1
357	путь к	1	1
358	от них	1	1
359	борьбе с	2	1
360	восходит к	1	1
361	это лишь	1	1
362	мире так	1	1
363	вообще и	2	1
364	даже для	1	1
365	во внутренней	1	1
366	и наконец	1	1
367	мы уже	1	1
368	на которой	1	1
369	ее уже	1	1
370	сразу же	1	1
371	одной из	3	1
372	этот вопрос	1	1
373	характерно для	1	1
374	ли он	1	1
375	которое есть	1	1
376	то он	1	1
377	между тем	2	1
378	между этими	1	1
379	и ее	1	1
380	собой он	1	1
381	так что	3	1
382	же и	1	1
383	это ни	1	1
384	к земле	1	1
385	то и	1	1
386	не принимает	1	1
387	ответ на	3	1
388	его и	1	1
389	что она	2	1
390	в одном	2	1
391	себя от	1	1
392	к ним	1	1
393	как его	1	1
394	людей не	1	1
395	характерны для	1	1
396	обращением к	1	1
397	связан с	1	1
398	и из	1	1
399	как у	1	1
400	с той	2	1
401	обратиться к	1	1
402	говорит о	5	1
403	близко к	1	1
404	может ли	2	1
405	хотелось бы	1	1
406	или человек	1	1
407	было для	1	1
408	в ряду	1	1
409	произведения искусства	1	1
410	ближе к	1	1
411	если не	1	1
412	себя на	1	1
413	вступает в	2	1
414	но оно	1	1
415	в частности	16	1
416	к его	2	1
417	в столь	2	1
418	слова он	1	1
419	есть на	1	1
420	да и	1	1
421	мук и	1	1
422	можно принять	1	1
423	о жизни	2	1
424	только бога	1	1
425	комнаты и	1	1
426	было сказано	1	1
427	под собой	1	1
428	что сознание	1	1
429	его собственный	1	1
430	только для	1	1
431	но это	1	1
432	о его	4	1
433	за его	1	1
434	не имея	1	1
435	об отношении	1	1
436	в отношения	1	1
437	ума не	1	1
438	но когда	1	1
439	особого рода	2	1
440	бы он	1	1
441	на периферию	1	1
442	или нет	1	1
443	еще более	2	1
444	тем более	1	1
445	ни к	1	1
446	действительной жизни	1	1
447	силы в	1	1
448	страсть к	1	1
449	не одну	1	1
450	я в	3	1
451	что вообще	1	1
452	личности и	2	1
453	к ее	1	1
454	еще ничего	1	1
455	он же	2	1
456	отношением к	1	1
457	самой своей	1	1
458	остается на	1	1
459	не что	1	1
460	ко всему	1	1
461	принимает ни	1	1
462	выходят за	2	1
463	есть то	1	1
464	на это	1	1
465	так же	2	1
466	смысле что	1	1
