N	2gram	Voloshinov_1	VerxiiNi
392	не существует	1	1
393	т.е к	1	1
394	человека для	1	1
395	которой можно	1	1
396	это как	3	1
397	в настоящее	2	1
398	или иным	1	1
399	это уже	1	1
400	находит свое	3	1
401	тем более	1	1
402	важное значение	1	1
403	но зато	2	1
404	если нам	1	1
405	все они	2	1
406	и закономерностью	2	1
407	обстоит дело	1	1
408	может и	1	1
409	из общего	3	1
410	только как	1	1
411	культуры в	1	1
412	товарищ и	1	1
413	т.е как	1	1
414	с первого	1	1
415	и содержанием	1	1
416	они не	1	1
