N	2gram	Tiupa_Disk_2	Komedia
188	пьесы в	1	2
189	времени в	4	2
190	и во	1	2
191	и все	3	2
192	обоих случаях	2	2
193	афинской демократии	1	2
194	в жизнь	1	2
195	с которыми	1	2
196	в какой	1	2
197	одних и	1	2
198	и ее	3	2
199	с одной	4	2
200	является не	2	2
201	одно из	4	2
202	не для	1	2
203	отношение к	2	2
204	в любви	1	2
205	в других	1	2
206	следует признать	3	2
207	со стороны	10	2
208	случая и	2	2
209	с другой	5	2
210	и тех	1	2
211	нового времени	5	2
212	одной стороны	4	2
213	возвращаясь к	1	2
214	что из	1	2
215	должна была	1	2
216	уже о	1	2
217	по своему	1	2
218	в той	2	2
219	как бы	4	2
220	кто из	1	2
221	еще более	1	2
222	ни было	1	2
223	не говоря	1	2
224	к его	4	2
225	из этого	1	2
226	в голову	1	2
227	во всяком	1	2
228	которых не	2	1
229	за ее	1	1
230	переходит к	1	1
231	о любви	2	1
232	самом деле	1	1
233	сил и	1	1
234	в чьей	1	1
235	мере в	1	1
236	отношения между	2	1
237	на первый	2	1
238	для своего	1	1
239	политических деятелей	1	1
240	повседневной жизни	1	1
241	в поход	1	1
242	в сущности	1	1
243	а для	1	1
244	но вполне	1	1
245	в полной	1	1
246	они были	1	1
247	ему в	1	1
248	скульптурный портрет	1	1
249	и быта	1	1
250	собой в	1	1
251	же мере	1	1
252	в а	1	1
253	все эти	3	1
254	не был	1	1
255	качестве примера	2	1
256	время в	2	1
257	в чем	1	1
258	там и	1	1
259	во внешнем	1	1
260	о смерти	1	1
261	конечном счете	1	1
262	с совершенно	1	1
263	состоял в	1	1
264	не просто	1	1
265	друг от	1	1
266	первый взгляд	2	1
267	в рамках	7	1
268	опирается на	1	1
269	пределах одной	1	1
270	однако не	1	1
271	в полном	2	1
272	как уже	2	1
273	жизни в	3	1
274	себе как	1	1
275	представляет собой	11	1
276	лишний раз	1	1
277	в себе	19	1
278	отношений с	1	1
279	не приводит	1	1
280	последнюю роль	1	1
281	не имеют	1	1
282	к традициям	1	1
283	от греческого	1	1
284	время и	1	1
285	отказа от	1	1
286	пределах одного	1	1
287	по общему	1	1
288	и более	1	1
289	первой даже	1	1
290	его от	1	1
291	этот тезис	1	1
292	к выводу	1	1
293	совпадают с	1	1
294	для характеристики	1	1
295	в другом	3	1
296	его не	1	1
297	полной мере	1	1
298	этой традиции	2	1
299	впоследствии к	1	1
300	входит в	2	1
301	в соответствии	2	1
302	жизненную позицию	1	1
303	еще одно	1	1
304	в жизни	1	1
305	из первых	1	1
306	х гг	2	1
307	с последующим	1	1
308	но уже	2	1
309	героя или	1	1
310	прошлого к	1	1
311	соответствии с	3	1
312	на две	1	1
313	со всей	1	1
314	которую он	1	1
315	их самих	1	1
316	сам облик	1	1
317	восходящего к	1	1
318	во второй	1	1
319	нас не	1	1
320	же это	1	1
321	за которым	2	1
322	же неожиданная	1	1
323	не столько	3	1
324	с использованием	1	1
325	в памяти	1	1
326	стало быть	1	1
327	другом и	1	1
328	обращение к	2	1
329	тем не	1	1
330	их в	2	1
331	том же	1	1
332	для нее	1	1
333	игра случая	1	1
334	любви и	1	1
335	с точки	2	1
336	на рубеже	3	1
337	но они	1	1
338	тем самым	6	1
339	из нас	1	1
340	своего героя	1	1
341	как о	1	1
342	в основе	4	1
343	было у	1	1
344	к жанру	2	1
345	та или	1	1
346	никогда не	2	1
347	ничего не	1	1
348	благодаря тому	1	1
349	в разных	1	1
350	греческого слова	1	1
351	имеем дело	1	1
352	таким путем	1	1
353	общему мнению	1	1
354	иными словами	1	1
355	преимущественно на	1	1
356	соответственно и	1	1
357	раннего творчества	1	1
358	со своим	2	1
359	сводится к	2	1
360	из того	1	1
361	иногда не	1	1
362	в области	2	1
363	к себе	1	1
364	в динамике	1	1
365	и другой	1	1
366	отличается от	1	1
367	числе и	1	1
368	его с	1	1
369	той или	3	1
370	частной жизни	2	1
371	ср с	1	1
372	должен быть	1	1
373	для себя	2	1
374	сцены из	1	1
375	приходит к	1	1
376	от друга	1	1
377	ни одно	2	1
378	и служит	1	1
379	не последнюю	1	1
380	в собственном	1	1
381	мысль о	3	1
382	в себя	2	1
383	действия и	1	1
384	в пределах	4	1
385	приводит к	3	1
386	на свой	1	1
387	обращаясь к	1	1
388	разговора с	1	1
389	в нескольких	1	1
390	времени и	2	1
391	было в	3	1
392	в контексте	3	1
393	в споре	1	1
394	не имели	1	1
395	задний план	1	1
396	в эпоху	1	1
397	не будучи	1	1
398	остановимся на	1	1
399	с ним	1	1
400	а их	1	1
401	с человеком	1	1
402	не дай	1	1
403	является по	1	1
404	а также	8	1
405	возможна только	1	1
406	внимание на	1	1
407	в жизнеописаниях	1	1
408	никак не	1	1
409	одного из	4	1
410	и большого	1	1
411	там же	2	1
412	нас в	1	1
413	лексики и	1	1
414	на отношения	1	1
415	от них	1	1
416	лица и	1	1
417	что же	2	1
418	и ни	1	1
419	и следовательно	1	1
420	не зная	1	1
421	по своей	6	1
422	с каждым	1	1
423	по свидетельству	2	1
424	и весьма	1	1
425	не идет	1	1
426	даже если	1	1
427	наше время	2	1
428	приходит в	1	1
429	однако она	1	1
430	о несчастной	1	1
431	человека с	1	1
432	этих событий	1	1
433	из шедевров	1	1
434	в большинстве	2	1
435	только на	1	1
436	и они	1	1
437	этого понятия	1	1
438	следует добавить	1	1
439	большинстве случаев	1	1
440	к своим	2	1
441	мир в	1	1
442	для него	5	1
443	могло бы	1	1
444	содержания и	1	1
445	содержание и	1	1
446	не о	2	1
447	при отсутствии	1	1
448	той самой	1	1
449	общения и	2	1
450	к той	1	1
451	к самому	1	1
452	были с	1	1
453	были бы	1	1
454	из двух	3	1
455	и даже	1	1
456	или иной	3	1
457	на примере	2	1
458	на чем	1	1
459	а с	5	1
460	которое так	1	1
461	с волей	1	1
462	касается самого	1	1
463	к человеку	1	1
464	состояние от	1	1
465	в любой	1	1
466	этого не	1	1
467	до конца	1	1
468	не на	2	1
469	а не	14	1
470	другой стороны	2	1
471	деятельности человека	1	1
472	из героев	1	1
473	ни о	1	1
474	там где	1	1
475	самого начала	1	1
476	о широкой	1	1
477	речи и	1	1
478	несмотря на	1	1
479	в творчестве	3	1
480	или по	2	1
481	не одно	1	1
482	к своему	2	1
483	такого рода	9	1
484	ведет к	3	1
485	именно ему	1	1
486	и там	1	1
487	текст а	1	1
488	именно в	2	1
489	исходя из	1	1
490	в состоянии	1	1
491	в современной	1	1
492	который представляет	1	1
493	на дорогу	1	1
494	но даже	1	1
495	оба они	1	1
496	в одних	1	1
497	этой самой	1	1
498	см ниже	1	1
499	о мире	1	1
500	ближе к	1	1
501	в наше	2	1
502	в одно	1	1
503	может служить	1	1
504	ли в	1	1
505	в результате	2	1
506	когда он	1	1
507	не с	2	1
508	но об	1	1
509	представляли собой	1	1
510	и как	3	1
511	будто бы	1	1
512	хотя в	1	1
513	в искусстве	1	1
514	но всегда	1	1
515	человека не	1	1
516	на фоне	1	1
517	и безграничная	1	1
518	в общих	1	1
519	между ними	1	1
520	не знает	3	1
521	сказать что	1	1
522	александра и	1	1
523	реальных и	1	1
524	равно как	1	1
525	или иного	2	1
526	бы его	1	1
527	занимает в	1	1
528	того или	1	1
529	к подобным	1	1
530	как на	3	1
