N	2gram	Losev_Prob_4	formyVre
129	в виду	6	3
130	в быту	1	3
131	значение и	1	3
132	себе и	3	3
133	хотя и	5	3
134	со своей	2	3
135	в себе	12	3
136	и те	1	3
137	при этом	6	3
138	вообще не	3	3
139	одно и	1	3
140	у гесиода	2	3
141	его в	2	3
142	с другими	3	3
143	эти моменты	1	3
144	в новое	3	3
145	здесь нет	3	3
146	для них	2	3
147	и уже	1	3
148	между ними	1	3
149	в этих	5	3
150	в отношении	4	3
151	мы говорили	1	3
152	но эта	2	3
153	но они	2	3
154	друг друга	2	3
155	чем не	1	3
156	жизни не	1	3
157	не могут	1	3
158	к тому	3	3
159	и образ	4	3
160	все его	1	3
161	нас в	1	3
162	что и	3	3
163	мы видим	1	3
164	одной из	4	3
165	поэтому и	1	3
166	и ее	4	3
167	с одной	1	3
168	со всеми	2	3
169	в качестве	10	3
170	только на	2	3
171	здесь это	1	3
172	же в	4	3
173	в начале	3	3
174	в одном	4	3
175	до сих	1	3
176	связаны с	1	3
177	именно в	7	3
178	мы еще	1	3
179	что не	4	3
180	только к	3	3
181	с тем	4	3
182	а не	7	3
183	в одно	6	3
184	на фоне	1	3
185	вместе с	5	3
186	и потому	7	3
187	да и	5	3
188	сих пор	1	3
189	ряд в	1	3
190	и времени	1	3
191	или в	5	3
192	поэтому здесь	1	3
193	своей собственной	1	3
194	еще более	2	3
195	ни к	2	3
196	а в	4	3
197	не знает	1	3
198	сказать что	7	3
199	пространства в	1	3
200	в таком	6	3
201	во всяком	8	3
202	смысле слова	15	2
203	также и	13	2
204	же как	1	2
205	к другому	1	2
206	вопрос о	1	2
207	но она	3	2
208	на себя	1	2
209	жизни это	1	2
210	на них	1	2
211	в чем	2	2
212	только два	1	2
213	природы и	1	2
214	друг к	1	2
215	оно уже	1	2
216	совсем не	1	2
217	мы будем	1	2
218	а только	6	2
219	происходит в	1	2
220	нет и	2	2
221	в истории	3	2
222	же и	3	2
223	для всех	3	2
224	стороны и	2	2
225	с их	1	2
226	и нет	1	2
227	не являются	2	2
228	и к	3	2
229	имеет в	1	2
230	в этот	1	2
231	в целом	1	2
232	тому же	2	2
233	в нашем	12	2
234	как бы	4	2
235	как он	1	2
236	все другие	1	2
237	и еще	1	2
238	не как	1	2
239	новое и	2	2
240	уже не	5	2
241	его от	1	2
242	и по	2	2
243	что все	1	2
244	об этом	6	2
245	мировой литературе	1	2
246	к другу	1	2
247	ясно что	7	2
248	было бы	14	2
249	с необходимостью	1	2
250	из нее	1	2
251	нет в	2	2
252	рядом с	1	2
253	жизни то	1	2
254	чем в	1	2
255	этого произведения	2	2
256	для него	3	2
257	в своей	4	2
258	с точки	11	2
259	начиная от	1	2
260	не к	2	2
261	оказывается что	1	2
262	есть именно	2	2
263	том же	1	2
264	необходимо чтобы	1	2
265	по себе	11	2
266	раз и	1	2
267	самого начала	1	2
268	дело в	2	2
269	этот тип	1	2
270	никогда не	1	2
271	того и	1	2
272	это то	1	2
273	в самой	4	2
274	к ней	2	2
275	и является	3	2
276	во всем	2	2
277	буквальном смысле	2	2
278	этот образ	1	2
279	точном смысле	1	2
280	в каком	6	2
281	есть только	2	2
282	во все	2	2
283	здесь совершенно	1	2
284	форме как	1	2
285	числе и	1	2
286	той или	14	2
287	но по	2	2
288	всего этого	1	2
289	здесь также	2	2
290	в буквальном	3	2
291	с самого	1	2
292	смысле но	1	2
293	если они	1	2
294	здесь как	4	2
295	можно только	2	2
296	по сравнению	1	2
297	и вообще	6	2
298	с ним	4	2
299	или иной	13	2
300	часто и	1	2
301	в глаза	1	2
302	единства и	1	2
303	а также	6	2
304	в значительной	2	2
305	на основе	1	2
306	того что	1	2
307	разного рода	1	2
308	быть и	1	2
309	собой разумеется	1	2
310	всякого рода	3	2
311	явления в	1	2
312	и кончая	1	2
313	есть в	7	2
314	уже в	4	2
315	если мы	5	2
316	ни с	4	2
317	никто не	2	2
318	он весь	1	2
319	мы находим	2	2
320	исторического процесса	1	2
321	с этими	1	2
322	отношение к	1	2
323	не о	1	2
324	жизни на	1	2
325	тем что	3	2
326	само собой	3	2
327	и даже	9	2
328	с другой	7	2
329	не обязательно	2	2
330	далеко не	2	2
331	и прежде	2	2
332	еще и	3	2
333	одной стороны	1	2
334	что мы	3	2
335	его на	1	2
336	к своему	2	2
337	в данном	6	2
338	к жизни	1	2
339	сравнению с	1	2
340	в романах	2	2
341	в это	2	2
342	слова и	1	2
343	но для	1	2
344	здесь в	5	2
345	не является	10	2
346	в мировой	1	2
347	здесь конечно	2	2
348	уже на	1	2
349	и может	2	2
350	человек и	1	2
351	для нас	6	2
352	эти особенности	1	2
353	мы должны	3	2
354	хотя бы	7	2
355	была бы	2	2
356	совершенно не	3	2
357	равно как	1	2
358	в свою	1	2
359	в которой	2	2
360	можно назвать	2	2
361	новое время	1	1
362	и наиболее	1	1
363	одним из	1	1
364	ряд как	1	1
365	функции в	2	1
366	связана с	1	1
367	и есть	4	1
368	ему что	1	1
369	тем же	1	1
370	его же	1	1
371	у гете	1	1
372	он всегда	1	1
373	в зависимости	3	1
374	из которой	1	1
375	также имеет	1	1
376	мы имеем	6	1
377	бы в	1	1
378	при анализе	1	1
379	обходится без	2	1
380	нам в	1	1
381	и совсем	1	1
382	не чисто	1	1
383	именно к	1	1
384	бы и	3	1
385	процессия в	1	1
386	на себе	3	1
387	не вполне	2	1
388	не происходит	1	1
389	что можно	1	1
390	зависимости от	3	1
391	и он	2	1
392	переплетается с	1	1
393	и явления	1	1
394	он был	3	1
395	лишенный всякого	1	1
396	и человеческой	1	1
397	самом деле	3	1
398	и всего	1	1
399	данном случае	5	1
400	то он	2	1
401	но как	3	1
402	явлений и	3	1
403	совершенно ясно	2	1
404	жизни интересная	1	1
405	значение имеет	1	1
406	и мифологическим	1	1
407	и поэтому	1	1
408	независимо от	3	1
409	бесконечный ряд	16	1
410	это был	1	1
411	однако не	4	1
412	перед нами	13	1
413	в единый	1	1
414	могли бы	1	1
415	а каждый	1	1
416	и наконец	4	1
417	и сам	1	1
418	это просто	1	1
419	вносит в	1	1
420	он на	1	1
421	и объединения	1	1
422	человеческая жизнь	2	1
423	что это	2	1
424	ни один	1	1
425	деятелей в	1	1
426	бы не	1	1
427	или во	1	1
428	из этих	1	1
429	которые в	1	1
430	тоже не	1	1
431	в этой	4	1
432	это тот	1	1
433	движение и	3	1
434	видим и	2	1
435	пространстве но	1	1
436	имеем в	3	1
437	на то	1	1
438	к выводу	1	1
439	связанные с	1	1
440	и лучше	1	1
441	стремится к	1	1
442	которая является	4	1
443	нее и	1	1
444	категорий в	3	1
445	образа в	1	1
446	в корне	2	1
447	нами здесь	3	1
448	лишь с	1	1
449	с чем	1	1
450	других областях	1	1
451	здесь мы	3	1
452	как они	2	1
453	имеют в	1	1
454	в совершенно	2	1
455	есть все	1	1
456	в предыдущем	3	1
457	это было	2	1
458	особенно в	1	1
459	вместе со	1	1
460	моменты в	1	1
461	и соответствующие	1	1
462	и золотой	1	1
463	и основные	1	1
464	например с	1	1
465	о которых	2	1
466	глубоко и	3	1
467	и драмы	1	1
468	или три	1	1
469	он встречает	1	1
470	должно быть	1	1
471	и тогда	2	1
472	себе все	2	1
473	определяется только	1	1
474	во время	1	1
475	путях ее	1	1
476	и при	1	1
477	почти нет	1	1
478	нас не	1	1
479	всяком случае	4	1
480	с идеей	1	1
481	что дело	1	1
482	однако этот	2	1
483	миф о	1	1
484	оно стало	1	1
485	должны были	1	1
486	оказывается здесь	2	1
487	является только	2	1
488	вот эта	1	1
489	лишено всякой	1	1
490	единство и	1	1
491	совершенно новое	1	1
492	страха и	1	1
493	науки и	1	1
494	с такою	2	1
495	времен и	1	1
496	взгляд и	1	1
497	значит в	1	1
498	и более	3	1
499	вещей и	1	1
500	что этот	1	1
501	для нее	1	1
502	и очень	5	1
503	нет никакого	3	1
504	быть лишь	1	1
505	из которых	3	1
506	человеческого образа	1	1
507	вплоть до	3	1
508	иной раз	1	1
509	как о	3	1
510	дело не	3	1
511	правда в	3	1
512	изображения кроме	1	1
513	нас и	1	1
514	и сама	3	1
515	находится в	1	1
516	следовательно и	1	1
517	появляются в	1	1
518	самой жизни	3	1
519	это именно	1	1
520	своей природе	1	1
521	по своей	1	1
522	как таковых	2	1
523	получил бы	1	1
524	и после	1	1
525	это слово	1	1
526	достаточно указать	1	1
527	даже самая	1	1
528	входят в	1	1
529	моменты хотя	1	1
530	у нас	14	1
531	от их	1	1
532	то более	3	1
533	или только	1	1
534	поэтому не	2	1
535	моменте их	1	1
536	эти предметы	1	1
537	моменты жизни	1	1
538	вошли в	1	1
539	отличается от	4	1
540	всего в	1	1
541	что оно	1	1
542	бы он	1	1
543	для его	2	1
544	они и	2	1
545	всегда есть	4	1
546	в каждом	1	1
547	поставить вопрос	1	1
548	и был	1	1
549	приходит к	2	1
550	звездного неба	1	1
551	свою очередь	1	1
552	значительной мере	2	1
553	и сами	1	1
554	были бы	3	1
555	единый и	1	1
556	к какой	1	1
557	чтобы быть	1	1
558	нет никакой	4	1
559	уже с	1	1
560	во главе	1	1
561	свободу и	1	1
562	существовать и	1	1
563	на том	1	1
564	и совершенно	2	1
565	в другом	3	1
566	с собой	3	1
567	не говорится	1	1
568	вещи и	1	1
569	которым и	1	1
570	сами эти	1	1
571	одном и	1	1
572	которая была	1	1
573	и каждый	2	1
574	вокруг этого	1	1
575	поэтому нет	1	1
576	этой жизни	1	1
577	в самые	1	1
578	в эпоху	1	1
579	элемент в	1	1
580	образ самого	1	1
581	выводу что	1	1
582	но здесь	1	1
583	чем они	1	1
584	и здесь	1	1
585	не был	1	1
586	но к	1	1
587	о том	5	1
588	внимание на	1	1
589	типа в	1	1
590	и являются	2	1
591	все прочие	1	1
592	находятся в	2	1
593	к простому	1	1
594	и своей	1	1
595	все в	3	1
596	является здесь	2	1
597	места и	1	1
598	в математическом	1	1
599	и три	1	1
600	моментами и	1	1
601	в ряд	3	1
602	когда оно	1	1
603	на одном	1	1
604	и только	4	1
605	тотчас же	2	1
606	начинается это	1	1
607	а следовательно	1	1
608	в античной	1	1
609	все стороны	1	1
610	на всю	1	1
611	и смысл	1	1
612	ряд с	2	1
613	эти последние	1	1
614	бросается в	1	1
615	же все	1	1
616	наблюдать и	1	1
617	тот же	2	1
618	время когда	1	1
619	на очень	1	1
620	что он	8	1
621	что даже	1	1
622	его жизнь	1	1
623	ряд то	2	1
624	не имеющих	1	1
625	очень много	2	1
626	мифологического и	1	1
627	когда нам	1	1
628	жить и	1	1
629	xix и	1	1
630	по этому	2	1
631	нас здесь	1	1
632	в эти	1	1
633	чаще всего	1	1
634	себя в	2	1
635	так что	6	1
636	ни одного	1	1
637	этого понятия	2	1
638	что во	2	1
639	об его	2	1
640	символ всего	1	1
641	является не	2	1
642	термин этот	1	1
643	или даже	4	1
644	эта категория	1	1
645	при помощи	10	1
646	из них	3	1
647	героев у	1	1
648	где бы	1	1
649	к содержанию	1	1
650	не связанных	1	1
651	ведь это	1	1
652	дальнейшая жизнь	1	1
653	существуют в	2	1
654	сами по	2	1
655	в бытовой	1	1
656	было этого	1	1
657	и искусства	1	1
658	далек от	1	1
659	мы можем	3	1
660	или это	1	1
661	мы убедились	1	1
662	данного места	1	1
663	но уже	1	1
664	проявлений той	1	1
665	тут же	3	1
666	на некоторые	1	1
667	время уже	1	1
668	явления природы	1	1
669	ее на	1	1
670	комментарий к	1	1
671	это будет	2	1
672	этого пути	1	1
673	которые как	3	1
674	связан с	1	1
675	математическом естествознании	1	1
676	с другим	1	1
677	о времени	1	1
678	в каких	1	1
679	являются только	1	1
680	бы эти	1	1
681	роста человека	1	1
682	относящихся к	1	1
683	сама по	2	1
684	резко отличается	1	1
685	на отдельные	1	1
686	говорит о	2	1
687	то и	5	1
688	отсюда становится	1	1
689	а наоборот	2	1
690	и самый	1	1
691	не на	1	1
692	один час	1	1
693	о чем	1	1
694	его чисто	1	1
695	и том	1	1
696	чтобы изменить	1	1
697	но есть	1	1
698	если не	3	1
699	между собою	2	1
700	уже давно	4	1
701	античных типов	1	1
702	и прекрасная	1	1
703	у гомера	2	1
704	более конкретное	1	1
705	весь ее	1	1
706	по своему	6	1
707	и вот	1	1
708	их то	1	1
709	это произведение	3	1
710	она есть	1	1
711	когда мы	5	1
712	самого себя	1	1
713	образ и	2	1
714	нашего анализа	1	1
715	бы его	1	1
716	в человеческом	2	1
717	дело здесь	1	1
718	мы сказали	1	1
719	даются и	1	1
720	и слышим	1	1
721	в одноименном	2	1
722	действительность в	2	1
723	то перед	2	1
724	между прочим	3	1
725	ведь и	1	1
726	здесь прежде	1	1
727	к другим	1	1
728	на одной	1	1
729	на самой	1	1
730	это уже	3	1
731	и всевозможные	1	1
732	тип в	1	1
733	слова но	3	1
734	есть вся	1	1
735	одноименном романе	2	1
736	не существует	5	1
737	и от	6	1
738	не подлежит	1	1
739	и пространстве	1	1
740	но отнюдь	1	1
741	к будущему	1	1
742	или другой	3	1
743	себя самого	1	1
744	на первый	1	1
745	внутреннее содержание	1	1
746	из себя	2	1
747	связанных между	1	1
748	и ни	5	1
749	тем более	4	1
750	но зато	1	1
751	все они	3	1
752	образом понятие	1	1
753	становления и	1	1
754	с ними	2	1
755	с ней	2	1
756	является и	3	1
757	даже просто	1	1
758	всех других	2	1
759	либо в	2	1
760	борьба и	1	1
761	к этой	1	1
762	каков его	1	1
763	в искусстве	1	1
764	в своих	1	1
765	как метафору	1	1
766	во власть	1	1
767	гораздо более	1	1
