N	2gram	Tiupa_Vved_1	Myslijsy
540	и ряд	1	1
541	и ее	1	1
542	себя в	1	1
543	принадлежат не	1	1
544	указания на	1	1
545	других в	1	1
546	ее из	1	1
547	и чисто	1	1
548	не принадлежит	2	1
549	или даже	1	1
550	первобытного человека	2	1
551	его и	1	1
552	но несомненно	1	1
553	мир не	1	1
554	что будет	1	1
555	не сам	1	1
556	а то	2	1
557	с первым	1	1
558	могло бы	3	1
559	иначе как	1	1
560	сами по	1	1
561	ее не	2	1
562	к ним	2	1
563	при всей	2	1
564	как его	2	1
565	и бесконечно	1	1
566	должен был	1	1
567	каждый из	1	1
568	не является	3	1
569	это будет	1	1
570	жизни в	4	1
571	устранить из	1	1
572	точек зрения	2	1
573	как у	1	1
574	или иначе	2	1
575	по своим	3	1
576	мысль которая	1	1
577	личной жизни	1	1
578	еще очевиднее	1	1
579	не входит	1	1
580	от сознания	1	1
581	себя мир	1	1
582	превращается в	1	1
583	где между	1	1
584	на этот	1	1
585	принадлежит не	1	1
586	не на	1	1
587	эта природа	1	1
588	его собственной	1	1
589	слова что	1	1
590	интереса в	1	1
591	не об	1	1
592	видели в	1	1
593	суждений о	1	1
594	в одной	2	1
595	человека к	1	1
596	или по	1	1
597	случаях в	1	1
598	забывать что	1	1
599	которое по	1	1
600	в данном	13	1
601	видя в	1	1
602	находятся в	1	1
603	птица в	1	1
604	да и	1	1
605	ко мне	1	1
606	исходя из	2	1
607	мира все	1	1
608	на разных	1	1
609	и другим	1	1
610	с первой	1	1
611	следует заметить	1	1
612	видно что	1	1
613	истории но	1	1
614	случае он	1	1
615	способно иметь	1	1
616	человечества то	1	1
617	только а	1	1
618	или не	2	1
619	о котором	2	1
620	которая в	3	1
621	человек и	1	1
622	как для	2	1
623	который ему	1	1
624	на первый	1	1
625	рассказе может	1	1
626	ни качество	1	1
627	хотя в	1	1
628	все то	1	1
629	к ее	3	1
630	от ее	1	1
631	может и	1	1
632	своего голоса	1	1
633	которая на	1	1
634	себе невозможно	1	1
635	между ними	1	1
636	тем на	1	1
637	самой своей	1	1
638	и б	1	1
639	но эти	1	1
640	можно назвать	1	1
641	во всяком	1	1
642	гораздо более	1	1
