N	2gram	Medvedev_F_1	Psycholo
304	этом отношении	1	2
305	его изучения	1	2
306	фактов и	2	2
307	может показаться	1	2
308	есть только	1	2
309	сверху и	1	2
310	если же	2	2
311	этой теорией	1	2
312	в применении	2	2
313	связи со	3	2
314	формы художественного	1	2
315	приводит к	2	2
316	подойти к	1	2
317	с ним	2	2
318	в настоящее	10	2
319	и здесь	6	2
320	настоящее время	10	2
321	история искусства	4	2
322	но и	7	2
323	и во	1	2
324	в другой	2	2
325	приводит и	1	2
326	наконец в	3	2
327	всех идеологий	1	2
328	как она	3	2
329	в него	2	2
330	к нему	1	2
331	к решению	1	2
332	и потому	9	2
333	по мнению	1	2
334	бы ни	5	2
335	из которого	1	2
336	к идее	1	2
337	уже не	2	2
338	в жизни	3	2
339	упуская из	1	2
340	от других	1	2
341	из них	1	2
342	что содержание	2	2
343	и их	10	2
344	в одном	2	2
345	но что	1	2
346	как раз	2	2
347	что для	1	2
348	от эстетики	2	2
349	и психологии	1	2
350	в связи	4	2
351	научного изучения	1	2
352	мы видели	2	2
353	выражения и	1	2
354	целом ряде	2	2
355	смысле этого	3	2
356	применении к	2	2
357	данной эпохи	1	2
358	что же	1	2
359	теорий и	1	2
360	образ и	1	2
361	может считаться	1	2
362	критики и	1	2
363	в изучении	1	2
364	отличается от	3	2
365	к другим	2	2
366	искусством и	1	2
367	она должна	3	2
368	основных понятий	1	2
369	и состоит	1	2
370	и может	4	2
371	и от	7	2
372	его не	2	2
373	об искусстве	3	2
374	ее и	1	2
375	бы в	3	2
376	к этой	4	2
377	и как	3	2
378	только что	1	2
379	до тех	1	2
380	эстетике и	1	2
381	на один	1	2
382	искусствоведения и	1	2
383	из этого	1	2
384	искусства является	1	2
385	изобразительных искусств	3	2
386	по поводу	1	2
387	это в	1	2
388	от этой	1	1
389	для построения	1	1
390	совершенно справедливо	2	1
391	литературы она	1	1
392	в объяснении	1	1
393	к нашему	1	1
394	пор недостаточно	1	1
395	в первом	1	1
396	когда человек	1	1
397	по преимуществу	1	1
398	в нашу	1	1
399	все те	1	1
400	едва ли	1	1
401	неотрывной связи	1	1
402	и этот	1	1
403	и значение	1	1
404	что если	1	1
405	которую мы	1	1
406	и свой	1	1
407	в первый	1	1
408	содержания в	1	1
409	единство и	2	1
410	происходит это	1	1
411	и ее	10	1
412	ему в	1	1
413	самый материал	1	1
414	содержания какое	1	1
415	учение об	1	1
416	это время	1	1
417	в ней	10	1
418	свою очередь	6	1
419	роман как	1	1
420	литературы и	2	1
421	меньше чем	1	1
422	еще не	6	1
423	и на	8	1
424	наш автор	2	1
425	время в	3	1
426	бы то	3	1
427	и социальная	1	1
428	с его	4	1
429	во всех	5	1
430	тем как	1	1
431	как таковая	1	1
432	для искусства	1	1
433	по своему	1	1
434	сложны и	1	1
435	считаться совершенно	1	1
436	в сторону	1	1
437	для всякого	2	1
438	произведение тем	1	1
439	искусстве но	1	1
440	тогда как	1	1
441	иначе не	1	1
442	показаться что	1	1
443	нет и	2	1
444	не оказалось	2	1
445	за пределы	2	1
446	и чем	3	1
447	один и	1	1
448	чем же	2	1
449	самое понятие	2	1
450	метод и	3	1
451	в м	1	1
452	дело идет	3	1
453	с чисто	1	1
454	за этим	1	1
455	она конечно	1	1
456	что как	1	1
457	перед нами	1	1
458	процессе развития	1	1
459	вообще чисто	1	1
460	и историю	4	1
461	с понятием	1	1
462	и наконец	3	1
463	в трудах	3	1
464	формы не	1	1
465	конечно не	4	1
466	и свою	5	1
467	основная тенденция	1	1
468	то в	1	1
469	его элементов	1	1
470	содержание художественного	1	1
471	из самых	1	1
472	художественных форм	2	1
473	искусства эта	1	1
474	этих моментов	1	1
475	еще далеко	1	1
476	и принципиальной	1	1
477	даны только	1	1
478	учение о	4	1
479	с их	1	1
480	от простого	1	1
481	творчество и	1	1
482	и те	2	1
483	не приводит	3	1
484	себе поэтому	1	1
485	а вовсе	2	1
486	широком смысле	1	1
487	на его	2	1
488	что без	1	1
489	к искусству	1	1
490	как оно	1	1
491	не следует	1	1
492	в статье	1	1
493	здесь особенно	1	1
494	время и	1	1
495	человек не	3	1
496	и легко	1	1
497	определяют его	1	1
498	эту задачу	1	1
499	и утверждает	1	1
500	и социальной	1	1
501	в понимании	5	1
502	на таком	1	1
503	он должен	3	1
504	его конкретной	1	1
505	к одному	1	1
506	что нужно	1	1
507	искусства должно	1	1
508	ни было	2	1
509	но вместе	1	1
510	изображения и	3	1
511	теории и	1	1
512	приходим к	1	1
513	в нее	1	1
514	конца и	1	1
515	но все	2	1
516	идей и	1	1
517	областями социальной	1	1
518	для всей	1	1
519	могла бы	2	1
520	так называемым	2	1
521	в мире	4	1
522	связанных с	1	1
523	и чтобы	1	1
524	эти знаки	1	1
525	на все	3	1
526	а как	2	1
527	не умеет	1	1
528	особенно в	3	1
529	подходит к	3	1
530	это не	2	1
531	этого целого	1	1
532	этом романе	1	1
533	и отчетливо	1	1
534	в социальной	3	1
535	литературном произведении	3	1
536	за ней	1	1
537	от всякой	2	1
538	его места	1	1
539	идеологии в	1	1
540	это положение	1	1
541	исходили из	1	1
542	на материале	1	1
543	его частей	1	1
544	она и	1	1
545	ни одной	1	1
546	когда художник	1	1
547	всеми другими	1	1
548	но лишь	1	1
549	различаем в	1	1
550	и уже	1	1
551	задач в	1	1
552	значение как	1	1
553	как таковой	6	1
554	со всей	3	1
555	или к	1	1
556	места в	2	1
557	для него	3	1
558	метода в	6	1
559	к тем	1	1
560	совершенно независимо	1	1
561	нас не	2	1
562	можно найти	1	1
563	области как	1	1
564	почти ни	1	1
565	из которой	1	1
566	свою область	3	1
567	значение то	1	1
568	знаем что	1	1
569	нему и	1	1
570	это своеобразие	1	1
571	произведение есть	1	1
572	мы полагаем	2	1
573	почти совершенно	2	1
574	совершенно иначе	1	1
575	такую же	1	1
576	действовали в	1	1
577	и более	2	1
578	не должна	7	1
579	этой работы	2	1
580	принципа художественного	1	1
581	произведения это	2	1
582	вещей как	1	1
583	и развивается	1	1
584	и какие	1	1
585	быть дано	1	1
586	иной раз	1	1
587	виду что	2	1
588	самого начала	1	1
589	для каждого	1	1
590	как о	4	1
591	и сколько-нибудь	1	1
592	по-своему но	1	1
593	марксистскому методу	1	1
594	к изучению	1	1
595	материала в	3	1
596	и искусство	1	1
597	литературных явлений	7	1
598	та или	1	1
599	на котором	1	1
600	это совершенно	1	1
601	только и	4	1
602	через этот	1	1
603	понятие формы	1	1
604	всего и	1	1
605	для марксистской	1	1
606	плоскости и	2	1
607	своей природе	1	1
608	людей и	1	1
609	п в	1	1
610	не останется	1	1
611	вместо того	1	1
612	убедиться в	2	1
613	связи с	3	1
614	не принадлежит	1	1
615	наслаждения и	1	1
616	и тонки	2	1
617	точном смысле	1	1
618	изучить самый	1	1
619	законы могут	1	1
620	к таким	1	1
621	исходить из	4	1
622	в духе	1	1
623	образом оказывается	1	1
624	и заключается	2	1
625	во все	1	1
626	этого построения	1	1
627	лежит в	1	1
628	числе и	1	1
629	содержанием и	1	1
630	как своего	1	1
631	анализа и	1	1
632	понять что	1	1
633	произведения которое	1	1
634	они и	1	1
635	перейти к	2	1
636	поэтического языка	1	1
637	подход к	2	1
638	оно не	4	1
639	и понятие	1	1
640	из ее	1	1
641	сводилась к	2	1
642	искусства являются	1	1
643	и методологически	1	1
644	должна исходить	1	1
645	от произведения	2	1
646	и входит	1	1
647	творчества а	1	1
648	чрезвычайно сложным	1	1
649	а самое	1	1
650	языка и	1	1
651	характер и	1	1
652	с самого	1	1
653	в пределах	6	1
654	эстетику и	1	1
655	следовательно и	2	1
656	в нескольких	1	1
657	на нее	2	1
658	и наметить	1	1
659	проблем и	5	1
660	его жизни	1	1
661	в психологических	1	1
662	здесь нет	1	1
663	произведения не	1	1
664	она была	2	1
665	по сравнению	1	1
666	что от	1	1
667	понятно что	1	1
668	с этого	1	1
669	границу между	1	1
670	громадное значение	3	1
671	мире в	1	1
672	не меньше	1	1
673	свои законы	1	1
674	смысле и	1	1
675	мы всегда	1	1
676	сводится к	3	1
677	искусства эти	1	1
678	произведения как	2	1
679	что самая	1	1
680	в состав	1	1
681	эта точка	1	1
682	быть более	1	1
683	как ее	2	1
684	одного из	1	1
685	в поэтической	1	1
686	и содержание	2	1
687	можно сказать	1	1
688	в различных	2	1
689	а также	1	1
690	может не	1	1
691	отличные от	1	1
692	аналогии с	3	1
693	как у	1	1
694	определяется и	3	1
695	хорошо но	1	1
696	все в	2	1
697	произведения ни	1	1
698	самый процесс	1	1
699	развита в	1	1
700	которая сама	1	1
701	но ничего	1	1
702	или иная	1	1
703	которые мы	1	1
704	к произведению	1	1
705	во всей	2	1
706	и анализа	2	1
707	как художественное	1	1
708	исторического развития	1	1
709	все построения	1	1
710	резко отличается	1	1
711	поэтического произведения	3	1
712	в свете	1	1
713	теории в	1	1
714	о предмете	1	1
715	вещи как	1	1
716	от науки	1	1
717	тех пор	1	1
718	в каждую	1	1
719	в точном	1	1
720	в двух	1	1
721	художественного восприятия	2	1
722	чем это	1	1
723	одной из	2	1
724	сводить к	1	1
725	процессы здесь	1	1
726	что этого	1	1
727	только содержание	1	1
728	и действительно	1	1
729	непосредственно из	2	1
730	должен быть	5	1
731	в стороне	1	1
732	очень много	1	1
733	не мешает	1	1
734	от обычных	1	1
735	таком понимании	2	1
736	метода и	1	1
737	он их	1	1
738	и всякая	2	1
739	значение и	3	1
740	если в	1	1
741	а это	1	1
742	за счет	1	1
743	внутри самого	1	1
744	должно иметь	1	1
745	идеалистической философии	3	1
746	в данной	1	1
747	и обратно	1	1
748	к содержанию	1	1
749	предмет и	1	1
750	звука в	1	1
751	не так	2	1
752	структуры и	1	1
753	стать в	1	1
754	сами по	2	1
755	самом процессе	1	1
756	и должна	2	1
757	произведения и	8	1
758	от тех	1	1
759	не найдем	2	1
760	как такового	2	1
761	явлений в	1	1
762	и важность	1	1
763	к науке	1	1
764	но из	1	1
765	и материал	1	1
766	в особенности	3	1
767	чтобы убедиться	2	1
768	гораздо больше	1	1
769	но вся	1	1
770	жизни в	2	1
771	процесса как	1	1
772	со всем	3	1
773	формах в	1	1
774	выходит за	1	1
775	этих новых	1	1
776	и из	1	1
777	имеет и	1	1
778	литературы ни	2	1
779	именно в	8	1
780	здесь в	2	1
781	в свою	8	1
782	мысли об	2	1
783	а с	1	1
784	данного коллектива	2	1
785	только через	1	1
786	и др	5	1
787	социальной жизни	11	1
788	полагаем что	2	1
789	и пр	17	1
790	полагал что	1	1
791	искусство уже	1	1
792	она является	2	1
793	и самый	2	1
794	зависит от	1	1
795	своего рода	1	1
796	его как	3	1
797	между индивидуальным	1	1
798	одну из	1	1
799	была бы	2	1
800	и техники	2	1
801	другие социальные	1	1
802	системы как	1	1
803	произведения искусства	3	1
804	пониманию и	1	1
805	для этой	2	1
806	искусства то	1	1
807	через нее	2	1
808	было в	1	1
809	с социологией	1	1
810	стоять на	1	1
811	не изменение	1	1
812	мы наметили	1	1
813	науку и	1	1
814	о себе	1	1
815	художественное значение	1	1
816	своей основе	1	1
817	иная чем	2	1
818	правильнее всего	1	1
819	стихотворной техники	2	1
820	образом на	2	1
821	только с	1	1
822	сведены к	1	1
823	прошлого века	1	1
824	представления о	1	1
825	художественное наслаждение	1	1
826	в шкловский	1	1
827	другу и	1	1
828	самого искусства	2	1
829	сравнению с	1	1
830	она есть	2	1
831	в той	1	1
832	чрезвычайно существенные	1	1
833	литературное произведение	10	1
834	что бы	5	1
835	и идеологической	1	1
836	в литературе	5	1
837	и эстетика	1	1
838	быть только	1	1
839	из этой	2	1
840	восходя к	1	1
841	и философии	1	1
842	должно быть	11	1
843	дело здесь	1	1
844	анализа художественных	1	1
845	и оценка	1	1
846	и основной	1	1
847	смысл в	1	1
848	в это	1	1
849	или хотя	1	1
850	произведения или	1	1
851	эстетикой сверху	1	1
852	как из	1	1
853	с первой	1	1
854	в условиях	1	1
855	как предмет	1	1
856	этого метода	1	1
857	но для	3	1
858	между собой	1	1
859	вещь а	1	1
860	в более	1	1
861	марксистской науки	4	1
862	форм и	6	1
863	от искусства	1	1
864	и нужна	1	1
865	совершается в	2	1
866	при таком	4	1
867	и само	1	1
868	или в	1	1
869	его с	2	1
870	историк и	1	1
871	романе и	1	1
872	как для	1	1
873	наметить в	1	1
874	науки об	12	1
875	и смысл	1	1
876	с а	1	1
877	истории литературы	12	1
878	не непосредственно	1	1
879	зрения в	1	1
880	хотя бы	5	1
881	же в	3	1
882	к чисто	1	1
883	область и	3	1
884	теоретической мысли	2	1
885	чувства или	1	1
886	в широком	3	1
887	между ними	3	1
888	только как	2	1
889	в системе	2	1
890	в их	11	1
891	себе произведение	1	1
892	же самой	1	1
893	для нашего	2	1
894	искусстве так	1	1
895	с такой	1	1
896	одновременно и	1	1
897	религии и	1	1
898	самой же	1	1
899	самого художественного	2	1
900	при изучении	1	1
901	языка то	1	1
902	в головах	1	1
903	науки как	1	1
904	которая существует	1	1
905	в действительности	2	1
906	никто не	1	1
907	от нового	1	1
908	это понятие	1	1
909	материалом и	2	1
910	круг проблем	2	1
911	думать что	3	1
912	от ее	1	1
913	том числе	1	1
914	событий в	1	1
