N	2gram	Propp_Russ_1	Freidism
382	к выводу	2	1
383	основные черты	1	1
384	заимствованные из	1	1
385	как они	2	1
386	а затем	1	1
387	из всех	1	1
388	теми которые	1	1
389	входит в	4	1
390	всех народов	1	1
391	три дня	1	1
392	каждого из	1	1
393	говоря о	1	1
394	звучало в	1	1
395	должен был	1	1
396	и тем	1	1
397	на свои	1	1
398	для них	3	1
399	далеко не	3	1
400	со своими	1	1
401	не всегда	1	1
402	он и	1	1
403	более древнего	1	1
404	чем в	2	1
405	можно считать	1	1
406	и было	1	1
407	форма и	1	1
408	носит название	1	1
409	в один	2	1
410	какие же	2	1
411	этом случае	5	1
412	таким же	3	1
413	нас не	2	1
414	к словам	1	1
415	он должен	1	1
416	и без	1	1
417	не к	1	1
418	в одном	3	1
419	из глубин	1	1
420	которые в	1	1
421	этой же	1	1
422	и эти	1	1
423	образом из	1	1
424	так называемое	1	1
425	с такими	1	1
426	этого мало	2	1
427	нас к	2	1
428	иной раз	1	1
429	нашем сознании	1	1
430	а иногда	4	1
431	которые она	1	1
432	приступая к	1	1
433	тогда когда	1	1
434	только из	1	1
435	не по	1	1
436	но вместе	1	1
437	же значение	1	1
438	из других	1	1
439	вытекает из	1	1
440	не имели	1	1
441	дело в	1	1
442	ко дню	2	1
443	или как	1	1
444	по меньшей	1	1
445	явление в	1	1
446	того в	1	1
447	к ней	2	1
448	что на	4	1
449	похожи на	1	1
450	и здесь	2	1
451	сходство с	2	1
452	его с	4	1
453	смерти и	1	1
454	в поле	3	1
455	уже на	1	1
456	существенного значения	2	1
457	если же	1	1
458	о том	8	1
459	характер этого	2	1
460	и это	1	1
461	приходит к	1	1
462	и сами	1	1
463	ни одно	2	1
464	на другой	1	1
465	как по	2	1
466	то время	1	1
467	в дальнейшем	2	1
468	и сам	1	1
469	на заре	1	1
470	не с	3	1
471	рождения и	1	1
472	увидим что	1	1
473	и статей	1	1
474	с собой	4	1
475	к тем	3	1
476	жизнь и	1	1
477	основана на	1	1
478	должны признать	1	1
479	только у	2	1
480	ничего не	3	1
481	означает что	2	1
482	находится в	2	1
483	из основных	1	1
484	и начало	2	1
485	на все	2	1
486	то есть	3	1
487	а также	3	1
488	внимание на	1	1
489	и та	1	1
490	чтобы с	1	1
491	после того	2	1
492	там же	5	1
493	и во	1	1
494	что ими	1	1
495	все на	1	1
496	чтобы получить	1	1
497	работе мы	1	1
498	от них	3	1
499	в форме	1	1
500	исходя из	1	1
501	и следовательно	1	1
502	мы ограничимся	1	1
503	о своих	1	1
504	или может	1	1
505	к которому	1	1
506	был более	1	1
507	бросается в	1	1
508	же все	1	1
509	в двух	1	1
510	оказалось что	1	1
511	к наиболее	1	1
512	согласиться с	1	1
513	чтобы вызвать	1	1
514	и так	1	1
515	поэтому и	1	1
516	который в	1	1
517	это означает	1	1
518	что нам	1	1
519	бы ни	1	1
520	и прочие	1	1
521	какой степени	2	1
522	одни и	1	1
523	не соответствует	1	1
524	есть в	1	1
525	судить о	2	1
526	говорить об	1	1
527	то и	1	1
528	также и	1	1
529	в последний	2	1
530	в виде	6	1
531	смысла в	1	1
532	и других	7	1
533	преимущественно с	1	1
534	к своим	1	1
535	одно из	5	1
536	не так	1	1
537	слова в	3	1
538	прибавить что	1	1
539	в детскую	1	1
540	может служить	1	1
541	из одной	1	1
542	могут носить	1	1
543	как будто	5	1
544	тем что	4	1
545	примыкает к	1	1
546	слабо и	1	1
547	же деле	1	1
548	и старается	1	1
549	представление о	3	1
550	точек зрения	1	1
551	она в	3	1
552	на них	1	1
553	которые можно	2	1
554	с той	1	1
555	явлений на	1	1
556	такое же	2	1
557	воспоминания о	2	1
558	в некоторых	4	1
559	только по	2	1
560	самом же	1	1
561	и своего	1	1
562	на которых	1	1
563	у других	1	1
564	так обстояло	2	1
565	однако и	1	1
566	в свете	2	1
567	так называемой	3	1
568	долгое время	1	1
569	отнюдь не	2	1
570	там где	2	1
571	пр и	1	1
572	или с	1	1
573	жизнь в	1	1
574	себя на	1	1
575	так называемых	1	1
576	нет никаких	1	1
577	или по	1	1
578	первые годы	1	1
579	им свою	1	1
580	становится на	1	1
581	из которых	1	1
582	направление в	1	1
583	целом ряде	1	1
584	который мы	1	1
585	что всякое	1	1
586	связаны с	3	1
587	же их	1	1
588	ко всему	1	1
589	только себя	1	1
590	в первой	1	1
591	свое внимание	1	1
592	они сами	1	1
593	и мотивы	1	1
594	заставить ее	1	1
595	быть не	1	1
596	в это	3	1
597	этого слова	3	1
598	в первые	2	1
599	с особым	1	1
600	не будем	3	1
601	не допускать	1	1
602	ближе к	1	1
603	под влиянием	1	1
604	становится ясным	1	1
605	в область	1	1
606	души а	1	1
607	которого они	1	1
608	систему официальной	1	1
609	но эти	3	1
610	это часто	1	1
611	целый ряд	1	1
612	будто бы	6	1
613	развития этого	1	1
614	или не	1	1
615	же в	1	1
616	в различных	2	1
617	в том	17	1
618	эти сведения	1	1
619	сделать вывод	1	1
620	нам не	1	1
621	это все	1	1
622	на смену	1	1
623	весь мир	1	1
624	в культурном	1	1
625	находится за	1	1
626	обычно не	2	1
627	но можно	1	1
628	совсем так	1	1
629	в иной	1	1
630	имеет место	2	1
631	объясняет почему	1	1
632	им не	1	1
633	это та	1	1
634	мотивов не	1	1
635	ряде других	1	1
636	только одна	1	1
637	значение в	1	1
638	можно назвать	1	1
