N	2gram	Tiupa_Anal_3	EvropaiE
345	иметь возможность	1	1
346	для этого	1	1
347	для нее	1	1
348	это случается	1	1
349	все эти	2	1
350	не менее	4	1
351	вплоть до	2	1
352	но они	2	1
353	с теми	1	1
354	он зовет	1	1
355	принадлежат к	1	1
356	одна из	2	1
357	можно судить	1	1
358	для всего	1	1
359	казалось бы	1	1
360	в самой	1	1
361	или иная	1	1
362	можно усмотреть	1	1
363	на себе	1	1
364	осуществляется в	2	1
365	во всем	3	1
366	и его	13	1
367	каждой из	1	1
368	связи с	1	1
369	же смысл	1	1
370	в основе	1	1
371	у нас	1	1
372	определяющую роль	1	1
373	можно поставить	1	1
374	приобщения к	2	1
375	например по	1	1
376	все еще	1	1
377	для себя	1	1
378	что состояние	1	1
379	и о	1	1
380	то она	1	1
381	следует оговориться	1	1
382	мысль о	3	1
383	ли с	1	1
384	степени и	1	1
385	мнение что	1	1
386	в собственных	1	1
387	и сам	4	1
388	единое целое	1	1
389	те же	2	1
390	одного из	1	1
391	по природе	1	1
392	всех частей	2	1
393	об этом	2	1
394	к первому	2	1
395	является в	1	1
396	поэтому в	2	1
397	с ним	1	1
398	сводится к	2	1
399	при такой	1	1
400	в состав	1	1
401	внимание на	4	1
402	любви к	2	1
403	не заключает	1	1
404	связь между	1	1
405	а у	1	1
406	однако с	3	1
407	всего этого	1	1
408	один из	2	1
409	тот же	1	1
410	с ними	1	1
411	дело с	3	1
412	всех этих	1	1
413	невозможно не	1	1
414	являет собой	3	1
415	который в	3	1
416	они могут	1	1
417	и ее	2	1
418	по этому	1	1
419	происходит ли	1	1
420	со своим	1	1
421	уже не	5	1
422	уже в	3	1
423	оговориться что	1	1
424	в начале	6	1
425	что не	3	1
426	как кажется	1	1
427	которая способна	1	1
428	от других	1	1
429	но от	1	1
430	связывается с	1	1
431	одно из	1	1
432	для него	6	1
433	и их	1	1
434	не о	1	1
435	поскольку эта	1	1
436	на примере	2	1
437	или иначе	1	1
438	не обязательно	1	1
439	эти две	1	1
440	не сводится	1	1
441	к которому	1	1
442	она является	1	1
443	и затем	1	1
444	в соответствии	2	1
445	только ту	1	1
446	не было	3	1
447	их можно	1	1
448	зависит от	1	1
449	и далее	1	1
450	что мы	2	1
451	мы знаем	1	1
452	в связи	1	1
453	культуры он	1	1
454	входить в	1	1
455	связь с	2	1
456	уже о	1	1
457	в старом	1	1
458	что во	1	1
459	сказанное относится	1	1
460	можно быть	1	1
461	в столь	1	1
462	к жизни	3	1
463	для всех	2	1
464	а если	1	1
465	выход в	1	1
466	мыслится как	1	1
467	должно быть	1	1
468	в иные	1	1
469	с ее	3	1
470	этого слова	2	1
471	на пути	2	1
472	живет и	1	1
473	с полной	1	1
474	одного и	3	1
475	в мировой	1	1
476	в отдельных	1	1
477	и однако	1	1
478	но это	1	1
479	бы на	1	1
480	и другие	1	1
481	поскольку не	1	1
482	и наивность	1	1
483	оно не	1	1
484	в свое	2	1
485	к числу	2	1
486	к этой	1	1
487	время с	1	1
488	возможность подобного	1	1
489	который не	2	1
490	все что	1	1
491	гораздо более	2	1
