1	и в	19	37
422	живет и	1	1
423	для себя	2	1
424	на существование	1	1
425	же касается	1	1
426	идут в	2	1
427	в форму	1	1
428	стрелой татарской	1	1
429	связи с	1	1
430	поскольку в	3	1
431	от своей	1	1
432	не менее	6	1
433	в построении	1	1
434	за их	1	1
435	приближаются к	1	1
436	не было	2	1
437	все еще	2	1
438	он на	2	1
439	в нем	3	1
440	в отличие	1	1
441	в русском	2	1
442	и поскольку	1	1
443	все же	2	1
444	казалось бы	1	1
445	и порождающую	1	1
446	всех этих	1	1
447	был бы	2	1
448	которое мы	1	1
449	со своим	1	1
450	себя как	2	1
451	время не	1	1
452	требуют чтобы	1	1
453	но это	3	1
454	тем путем	1	1
455	при таком	1	1
456	революции и	1	1
457	для этого	2	1
458	с живыми	1	1
459	соответствии с	2	1
460	приходит к	1	1
461	как путь	1	1
462	пути не	1	1
463	принадлежит не	1	1
464	быть может	3	1
465	мы находим	1	1
466	последнем случае	1	1
467	в переводе	1	1
468	то и	3	1
469	сказали бы	1	1
470	в жизни	2	1
471	воздействием на	1	1
472	у нас	5	1
473	одновременно с	1	1
474	в свое	2	1
475	сам в	1	1
476	что по	1	1
477	речь идет	3	1
478	которые не	1	1
479	так называемый	1	1
480	приобщения к	1	1
481	такая же	1	1
482	числе и	1	1
483	воспринимается как	1	1
484	в сочетании	1	1
485	и когда	1	1
486	по отношению	4	1
487	на рубеже	1	1
488	как некий	1	1
489	поэтому в	1	1
490	даже более	1	1
491	земли в	1	1
492	тому что	1	1
493	многих отношениях	1	1
494	которая в	1	1
495	с ее	2	1
496	кому бы	1	1
497	с россией	2	1
