N	2gram	Nazirov_Tv_1	Narrotol
327	в одной	2	1
328	внешнего и	1	1
329	до его	1	1
330	им в	1	1
331	он мечтал	1	1
332	и как	4	1
333	и наконец	2	1
334	его к	1	1
335	себе не	2	1
336	свидетелем и	1	1
337	личности а	1	1
338	то в	2	1
339	за собой	1	1
340	для которого	1	1
341	даже если	1	1
342	в которой	3	1
343	бы и	1	1
344	можно не	2	1
345	между настоящим	1	1
346	поскольку в	1	1
347	без этой	1	1
348	по преимуществу	2	1
349	для формирования	1	1
350	и будущее	2	1
351	это такая	1	1
352	рассказе и	1	1
353	аналогичных действий	1	1
354	обратившись к	1	1
355	к герою	1	1
356	у читателя	1	1
357	в плане	1	1
358	на этом	1	1
359	его можно	1	1
360	людей и	2	1
361	так быстро	1	1
362	в нее	1	1
363	здесь мы	2	1
364	его не	1	1
365	человек нашел	1	1
366	есть не	2	1
367	по природе	6	1
368	свое я	4	1
369	целой жизни	1	1
370	приходит в	1	1
371	делает его	1	1
372	здесь нет	2	1
373	ни в	1	1
374	но мы	1	1
375	из дома	1	1
376	личности не	2	1
377	всю жизнь	1	1
378	эту тему	1	1
379	нельзя признать	1	1
380	жизни но	1	1
381	до достоевского	1	1
382	собой как	1	1
383	еще раз	1	1
384	не мог	2	1
385	одного и	1	1
386	на первый	1	1
387	человек и	1	1
388	м м	11	1
389	человека как	2	1
390	жизнь его	1	1
391	вспять к	1	1
392	вторая часть	1	1
393	не от	1	1
394	мысли и	4	1
395	миф о	1	1
396	от себя	1	1
397	и уж	1	1
398	что ведет	1	1
399	как день	1	1
400	связи с	1	1
401	современного человека	2	1
402	ему как	1	1
403	в отношении	1	1
404	между людьми	2	1
405	вплоть до	1	1
406	мы были	1	1
407	человека но	3	1
408	она не	1	1
409	и время	2	1
410	дело не	3	1
411	и притом	2	1
412	у кого	1	1
413	в основе	2	1
414	время как	1	1
415	ему себя	1	1
416	что иное	1	1
417	это еще	1	1
418	виде в	1	1
419	двойным дном	1	1
420	народной жизни	1	1
421	жизни не	1	1
422	находятся в	1	1
423	глядя на	1	1
424	всей жизни	1	1
425	рождается в	1	1
426	действий в	2	1
427	не по	3	1
428	только с	1	1
429	как будто	5	1
430	xx века	1	1
431	что можно	1	1
432	и времени	1	1
433	принадлежит к	1	1
434	не могут	1	1
435	есть только	1	1
436	города в	2	1
437	во все	1	1
438	художественное время	1	1
439	ли не	1	1
440	же самое	1	1
441	быстро что	1	1
442	не встречается	1	1
443	ли в	2	1
444	мысли о	1	1
445	анализа в	1	1
446	встречаются и	1	1
447	в полной	1	1
448	если же	1	1
449	что человек	3	1
450	и о	1	1
451	но по	1	1
452	с ее	3	1
453	что все	3	1
454	в виду	2	1
455	меня в	1	1
456	по сути	4	1
457	реальной действительности	1	1
458	так на	1	1
459	человека тоже	1	1
460	стыда за	1	1
461	приводит к	2	1
462	в финале	4	1
463	сознания в	1	1
464	если они	1	1
465	чужого сознания	1	1
466	было в	2	1
467	особенно в	1	1
468	существо как	1	1
469	во многом	7	1
470	анекдот который	1	1
471	еще в	2	1
472	жизнь и	1	1
473	читателя к	1	1
474	не на	1	1
475	при такой	1	1
476	в самой	1	1
477	в раннем	1	1
478	время в	3	1
479	говорит об	2	1
480	означает что	1	1
481	или на	1	1
482	утверждает что	1	1
483	в исповеди	1	1
484	с того	1	1
485	может не	2	1
486	времени в	13	1
487	и многих	1	1
488	главный герой	1	1
489	это было	1	1
490	к нему	1	1
491	не умел	1	1
492	которого не	1	1
493	том или	1	1
494	со второй	1	1
495	грань между	1	1
496	этот момент	1	1
497	который и	1	1
498	стало причиной	1	1
499	во всей	2	1
500	чем и	1	1
501	наконец в	1	1
502	реально и	1	1
503	все время	1	1
504	следовало бы	2	1
505	в лице	2	1
506	очень уместно	1	1
507	я был	1	1
508	следует рассматривать	1	1
509	с той	1	1
510	но с	1	1
511	время у	3	1
512	в двух	2	1
513	каждого человека	1	1
514	одной из	4	1
515	этот вопрос	1	1
516	движение сюжета	1	1
517	к их	1	1
518	очень много	1	1
519	действительной жизни	3	1
520	по мнению	3	1
521	так что	2	1
522	того же	2	1
523	в нашей	2	1
524	него и	1	1
525	обычно бывает	1	1
526	от своей	1	1
527	по выражению	1	1
528	был прав	1	1
529	и их	1	1
530	в прозе	1	1
531	в одном	1	1
532	но что	1	1
533	к человеку	3	1
534	но затем	1	1
535	заметить что	1	1
536	отдельного человека	2	1
537	тем что	1	1
538	на некоторые	1	1
539	в любви	2	1
540	рассказа не	1	1
541	сверху вниз	1	1
542	как сам	1	1
543	до сих	1	1
544	нежели у	1	1
545	ли это	1	1
546	в ряде	1	1
547	чем он	1	1
548	это все	1	1
549	по всей	1	1
550	неразрывном единстве	1	1
551	что не	2	1
552	похожие на	1	1
553	сути дела	3	1
554	это прежде	1	1
555	на этот	1	1
556	не означает	2	1
557	с которым	2	1
558	его как	2	1
559	пока что	1	1
560	и с	3	1
561	его собственной	1	1
562	на эту	4	1
563	когда она	1	1
564	собой яркий	1	1
565	настоящее и	1	1
566	с помощью	1	1
567	вместе с	2	1
568	некоторые из	2	1
569	человек есть	1	1
570	намек на	2	1
571	же с	2	1
572	не сразу	1	1
573	в человеке	4	1
574	xix века	6	1
575	он говорит	3	1
576	к жизни	2	1
577	что же	1	1
578	даже с	1	1
579	и великим	1	1
580	в мир	2	1
581	в первой	2	1
582	него есть	2	1
583	на свете	2	1
584	плачут и	1	1
585	герой в	2	1
586	что рассказчик	1	1
587	время есть	1	1
588	себя лично	1	1
589	слова и	1	1
590	и от	4	1
591	сих пор	1	1
592	о его	1	1
593	все это	10	1
594	мира у	2	1
595	сознании героя	1	1
596	одного лица	1	1
597	в цепь	1	1
598	времени его	1	1
599	он вовсе	1	1
600	в связи	1	1
601	природе как	1	1
602	не существует	3	1
603	или в	2	1
604	и среди	2	1
605	в другое	1	1
606	когда он	2	1
607	но эти	1	1
608	в этих	2	1
609	еще более	2	1
610	мы должны	1	1
611	было тогда	1	1
612	прошлого и	2	1
613	выводит из	1	1
614	настоящим и	1	1
615	хотя в	1	1
616	человека не	1	1
617	не обладает	1	1
618	его лица	2	1
619	всего на	1	1
620	смыкается с	1	1
621	может и	1	1
622	в романе	10	1
623	не знает	2	1
624	и внутренне	1	1
625	жизни а	1	1
626	одновременно и	2	1
627	не что	1	1
628	бы его	1	1
629	время не	2	1
630	в действительности	1	1
631	где он	2	1
632	просто не	3	1
633	а я	1	1
634	ее в	3	1
635	к этому	2	1
636	и личности	1	1
637	гораздо более	2	1
