N	2gram	Potebnia_M_3	StatiiOP
307	за пределы	2	1
308	одним из	1	1
309	до него	1	1
310	сам по	5	1
311	и то	8	1
312	на самом	1	1
313	носит на	1	1
314	выражено в	1	1
315	что когда	1	1
316	тем же	4	1
317	как необходимость	1	1
318	в первом	3	1
319	по преимуществу	1	1
320	движением и	1	1
321	и до	2	1
322	свое место	2	1
323	должна быть	1	1
324	собственном смысле	2	1
325	уже по	1	1
326	редких случаях	1	1
327	отношения к	1	1
328	есть не	7	1
329	не вдаваясь	1	1
330	многих случаях	1	1
331	вопрос о	1	1
332	из своих	1	1
333	от своих	4	1
334	сложнее и	1	1
335	ему в	2	1
336	в некотором	2	1
337	похожи на	1	1
338	и он	1	1
339	с большим	1	1
340	быть в	1	1
341	но этого	1	1
342	не обнаруживает	4	1
343	или иначе	1	1
344	а тем	2	1
345	значении этого	1	1
346	тех же	1	1
347	не все	4	1
348	остаются в	2	1
349	очевидно что	5	1
350	а и	4	1
351	его душе	1	1
352	из таких	1	1
353	которые не	1	1
354	и я	1	1
355	что хотя	2	1
356	чем же	1	1
357	в истории	1	1
358	вследствие чего	1	1
359	из уст	1	1
360	по которому	5	1
361	что как	2	1
362	общей массе	1	1
363	в своем	5	1
364	что ее	1	1
365	нас за	1	1
366	когда он	1	1
367	целый ряд	2	1
368	и как	5	1
369	и внутреннюю	2	1
370	но эта	1	1
371	беседы в	1	1
372	более или	3	1
373	это определение	1	1
374	от этого	2	1
375	думаю и	1	1
376	как попало	1	1
377	духа в	1	1
378	как скоро	1	1
379	при создании	2	1
380	из жизни	1	1
381	так или	2	1
382	бы не	4	1
383	большей части	2	1
384	думать что	5	1
385	еще один	1	1
386	а потом	1	1
387	о ее	1	1
388	как он	1	1
389	но на	1	1
390	человек не	2	1
391	что она	3	1
392	в нем	9	1
393	смотреть как	3	1
394	это третье	1	1
395	одно целое	1	1
396	и почему	2	1
397	он должен	1	1
398	понятно если	1	1
399	не к	4	1
400	свое время	1	1
401	одной и	4	1
402	что ни	2	1
403	в нее	1	1
404	форме а	1	1
405	как оно	1	1
406	повторяет в	1	1
407	смысле в	2	1
408	его произведения	1	1
409	конечно в	1	1
410	поэзии и	1	1
411	который у	1	1
412	поэзии с	1	1
413	понятие об	1	1
414	что эту	1	1
415	большим количеством	1	1
416	на которую	1	1
417	деле может	1	1
418	этого не	3	1
419	отражается в	2	1
420	мы видели	4	1
421	здесь можно	1	1
422	слова является	1	1
423	мы знаем	1	1
424	в первые	1	1
425	здесь все	1	1
426	раз дает	1	1
427	именно то	2	1
428	нисколько не	1	1
429	форму но	2	1
430	или менее	3	1
431	мы как	1	1
432	вещи в	1	1
433	как по	1	1
434	и при	4	1
435	единство есть	1	1
436	могло бы	1	1
437	и той	2	1
438	которому ведет	1	1
439	друг другу	1	1
440	немногими примерами	1	1
441	чтобы иметь	1	1
442	том же	2	1
443	того кто	1	1
444	бы быть	2	1
445	по себе	16	1
446	даже в	2	1
447	этого мало	1	1
448	вдаваясь в	1	1
449	что есть	2	1
450	в молитве	1	1
451	это чувство	1	1
452	о значении	1	1
453	отнимает у	1	1
454	некоторое понятие	2	1
455	принадлежат к	1	1
456	того как	4	1
457	на него	3	1
458	которого он	1	1
459	народа к	1	1
460	и именно	1	1
461	иметь в	2	1
462	того чтобы	3	1
463	значение этого	1	1
464	смысле что	1	1
465	не могло	1	1
466	судя по	1	1
467	области где	1	1
468	возможно и	1	1
469	в разных	2	1
470	к вопросу	1	1
471	с одним	1	1
472	но очень	1	1
473	ее с	1	1
474	такая же	2	1
475	друг друга	3	1
476	следует из	1	1
477	е не	1	1
478	до того	4	1
479	было не	1	1
480	состоящая из	1	1
481	тесной связи	1	1
482	и со	1	1
483	уже о	1	1
484	все то	1	1
485	над другими	1	1
486	нет ни	2	1
487	когда мы	2	1
488	же самое	1	1
489	в числе	1	1
490	его с	2	1
491	в поле	1	1
492	здесь же	1	1
493	слова с	3	1
494	самого своего	1	1
495	него как	1	1
496	для себя	3	1
497	приходит к	1	1
498	и оно	3	1
499	своего развития	1	1
500	и о	2	1
501	свою очередь	3	1
502	и говорить	1	1
503	говоря уже	1	1
504	здесь не	1	1
505	в ее	2	1
506	к нам	1	1
507	только при	2	1
508	формы и	1	1
509	с каким	2	1
510	в собственном	2	1
511	он с	1	1
512	в произведении	3	1
513	так в	2	1
514	не те	1	1
515	с языком	1	1
516	выражения и	1	1
517	на том	1	1
518	до самого	1	1
519	и когда	1	1
520	в образе	3	1
521	не за	1	1
522	те же	6	1
523	ясно что	1	1
524	здесь как	3	1
525	особенно в	1	1
526	том как	3	1
527	вещь как	1	1
528	весьма мало	1	1
529	о котором	1	1
530	из одного	1	1
531	и вообще	3	1
532	по мере	4	1
533	с ним	6	1
534	не дай	1	1
535	образом в	3	1
536	но здесь	1	1
537	находится в	1	1
538	все его	1	1
539	находит для	1	1
540	в порядке	1	1
541	связано то	1	1
542	и т.д	1	1
543	развития как	1	1
544	со словами	1	1
545	его жизни	2	1
546	и который	1	1
547	как у	1	1
548	знает что	1	1
549	вопросу о	1	1
550	должно было	2	1
551	такими же	1	1
552	связь между	2	1
553	однако с	1	1
554	эти два	1	1
555	что и	13	1
556	что появляется	1	1
557	язык в	1	1
558	о единстве	1	1
559	именно в	3	1
560	каждом отдельном	1	1
561	общем смысле	1	1
562	по содержанию	2	1
563	был более	1	1
564	которое было	2	1
565	в двух	1	1
566	его в	3	1
567	и значением	2	1
568	для понятия	1	1
569	в поэтическом	2	1
570	внутреннее единство	2	1
571	из многих	2	1
572	как нечто	1	1
573	он уже	1	1
574	который в	1	1
575	в обществе	1	1
576	к самим	1	1
577	между этими	1	1
578	своей деятельности	1	1
579	это с	1	1
580	вопрос об	2	1
581	в выражении	1	1
582	любовью это	1	1
583	с двумя	1	1
584	конечно не	1	1
585	с нею	2	1
586	какова должна	1	1
587	не можем	3	1
588	указания на	1	1
589	пути по	1	1
590	а это	1	1
591	не дает	2	1
592	на пути	1	1
593	языка но	1	1
594	из них	6	1
595	только одно	1	1
596	к соединению	1	1
597	в известной	1	1
598	слова в	7	1
599	в одном	2	1
600	в современном	1	1
601	и язык	1	1
602	как его	1	1
603	но что	2	1
604	но совершенно	1	1
605	в других	2	1
606	указание на	2	1
607	смерти и	1	1
608	в очень	1	1
609	вопроса что	1	1
610	чтобы показать	1	1
611	с общим	2	1
612	из двух	3	1
613	не были	2	1
614	имеет и	1	1
615	он останавливается	1	1
616	что новые	1	1
617	то это	6	1
618	этот взгляд	1	1
619	по своим	1	1
620	еще и	1	1
621	и образов	1	1
622	на которые	1	1
623	могут иметь	1	1
624	к более	1	1
625	не говоря	3	1
626	не означает	1	1
627	уже до	1	1
628	там где	3	1
629	на время	1	1
630	более глубокое	1	1
631	в одно	3	1
632	если не	4	1
633	как материал	1	1
634	и любовью	1	1
635	эти слова	2	1
636	я говорю	1	1
637	с словом	1	1
638	так мы	1	1
639	в разговоре	2	1
640	случаях в	1	1
641	в данном	1	1
642	встречается в	1	1
643	смысле этого	7	1
644	не отнимает	1	1
645	тому как	5	1
646	что же	2	1
647	к образу	1	1
648	об особенностях	1	1
649	то к	3	1
650	форма в	4	1
651	это значит	1	1
652	должно быть	5	1
653	имеет много	1	1
654	следует заметить	1	1
655	в пример	1	1
656	каждой из	3	1
657	ее содержания	1	1
658	тем и	3	1
659	время его	1	1
660	об отношении	4	1
661	том виде	1	1
662	что тогда	1	1
663	например а	1	1
664	а к	3	1
665	для нас	20	1
666	и все	3	1
667	собственно говоря	2	1
668	или нет	1	1
669	места в	1	1
670	бы в	2	1
671	нужно видеть	1	1
672	вообще в	1	1
673	на языке	1	1
674	разумеется если	1	1
675	на такой	1	1
676	в связь	1	1
677	очень хорошо	1	1
678	разницу между	2	1
679	и поэтического	1	1
680	давно уже	1	1
681	отношении к	2	1
682	наконец самый	1	1
683	не знает	3	1
684	но можно	1	1
685	мы здесь	1	1
686	но этот	2	1
687	я это	1	1
688	есть и	1	1
689	в свое	2	1
690	изменяет и	1	1
691	жизни и	2	1
692	но эти	1	1
693	образом слово	1	1
694	как слово	3	1
695	только не	2	1
696	и эта	1	1
697	я могу	1	1
698	которая не	2	1
699	так же	3	1
700	все что	4	1
