N	2gram	Losev_Vesc_1	Myshleni
253	с вещами	3	2
254	в котором	3	2
255	том смысле	1	2
256	что я	24	2
257	втором случае	1	2
258	но это	10	2
259	но он	2	2
260	и более	1	2
261	необходимо чтобы	3	2
262	ничего нового	1	2
263	говорим что	3	2
264	что эта	1	2
265	целиком и	2	2
266	не менее	3	2
267	она не	4	2
268	же самую	1	2
269	и другое	4	2
270	уже из	1	2
271	в уме	3	2
272	но только	3	2
273	о природе	1	2
274	может существовать	1	2
275	имеем дело	3	2
276	каждой из	2	2
277	необходимо должно	1	2
278	у нас	7	2
279	языка в	1	2
280	к таким	1	2
281	этот путь	1	2
282	и от	3	2
283	он с	1	2
284	как с	4	2
285	этой стадии	1	2
286	не с	7	2
287	что у	5	2
288	к его	1	2
289	можно только	4	2
290	том как	1	2
291	нечто такое	1	2
292	для этого	4	2
293	с ним	8	2
294	предмета и	1	2
295	вот почему	3	2
296	на вопрос	1	2
297	внимание на	1	2
298	начинается не	1	2
299	нас в	3	2
300	но с	2	2
301	с ними	3	2
302	своего собственного	1	2
303	где они	1	2
304	из которого	1	2
305	для всех	1	2
306	если мы	8	2
307	только на	3	2
308	является не	1	2
309	не из	2	2
310	но совершенно	2	2
311	а и	9	2
312	невозможно было	2	2
313	бы совершенно	1	2
314	из них	4	2
315	в одном	2	2
316	в конце	2	2
317	моментов в	2	2
318	у него	2	2
319	почему это	1	2
320	с другой	6	2
321	к которому	1	2
322	чем он	1	2
323	понятие как	1	2
324	не на	1	2
325	была бы	2	2
326	мы говорим	5	2
327	в меру	1	2
328	в данном	5	2
329	по существу	2	2
330	в ряду	1	2
331	как только	4	2
332	действительность в	2	2
333	все это	5	2
334	для нас	2	2
335	но когда	1	2
336	у них	1	2
337	только что	2	2
338	хотя в	1	2
339	а в	4	2
340	другой стороны	2	2
341	из этого	1	2
342	ее в	1	2
343	и другие	1	2
344	все основные	1	2
345	это в	1	2
346	равным образом	3	1
347	ли мы	2	1
348	сам по	3	1
349	другому человеку	1	1
350	мы имели	1	1
351	же по	1	1
352	что когда	1	1
353	в чисто	1	1
354	из его	2	1
355	что эти	1	1
356	собственном смысле	3	1
357	едва ли	1	1
358	с таким	1	1
359	есть не	14	1
360	видно уже	1	1
361	для своего	1	1
362	и само	2	1
363	это совершенно	4	1
364	это знание	1	1
365	бы что	2	1
366	имеет свою	1	1
367	вещами а	1	1
368	еще до	1	1
369	есть нечто	6	1
370	только это	3	1
371	что иное	7	1
372	но даже	3	1
373	ему в	1	1
374	применения в	1	1
375	и он	1	1
376	каждое новое	1	1
377	с большим	1	1
378	свою очередь	4	1
379	чем отличается	1	1
380	быть понято	2	1
381	большим трудом	1	1
382	не нужно	2	1
383	иное как	7	1
384	быть в	1	1
385	на их	2	1
386	в различных	1	1
387	видим таким	1	1
388	самых грубых	1	1
389	итак мы	1	1
390	на самом	1	1
391	одном случае	1	1
392	сущности и	1	1
393	точка зрения	1	1
394	не то	4	1
395	явлений и	1	1
396	мы получили	3	1
397	не просто	19	1
398	нет и	1	1
399	отнюдь не	5	1
400	его на	1	1
401	с чисто	1	1
402	чем мы	3	1
403	стороны и	2	1
404	как к	4	1
405	что как	1	1
406	действительности же	1	1
407	понимать в	1	1
408	перед нами	2	1
409	кроме того	4	1
410	просто как	1	1
411	кто не	3	1
412	себе совершенно	1	1
413	сознательное и	1	1
414	и понимания	2	1
415	всем другим	1	1
416	неизмеримо более	1	1
417	силе и	1	1
418	не можем	1	1
419	как то	1	1
420	что это	13	1
421	мы получаем	1	1
422	в учебниках	1	1
423	только один	2	1
424	ее как	2	1
425	и новое	1	1
426	может уже	1	1
427	в реальных	1	1
428	теории и	1	1
429	что она	15	1
430	стоит у	3	1
431	но именно	2	1
432	именно то	1	1
433	формы но	1	1
434	и еще	2	1
435	не значит	7	1
436	в понимании	1	1
437	что еще	1	1
438	пор мы	1	1
439	то как	2	1
440	что каждая	1	1
441	одному и	1	1
442	что или	1	1
443	или иных	1	1
444	мышление не	1	1
445	одно и	5	1
446	что является	1	1
447	факт что	1	1
448	то чтобы	3	1
449	и может	2	1
450	они должны	1	1
451	об этом	3	1
452	и с	8	1
453	то нам	1	1
454	знает что	2	1
455	это было	1	1
456	те или	4	1
457	в и	2	1
458	может стать	1	1
459	действительности в	2	1
460	этих вопросов	1	1
461	но то	2	1
462	ни в	1	1
463	но уже	3	1
464	все равно	2	1
465	далеко не	1	1
466	он и	1	1
467	всегда относится	1	1
468	сами собой	1	1
469	не смогли	1	1
470	нем те	1	1
471	потому и	1	1
472	и тогда	1	1
473	в научной	1	1
474	всех этих	1	1
475	и мышления	1	1
476	таким же	1	1
477	остается только	1	1
478	и без	3	1
479	возможности в	1	1
480	за которым	1	1
481	еще нет	1	1
482	жизнь и	1	1
483	не столько	1	1
484	представление о	1	1
485	на известный	1	1
486	в отличие	1	1
487	и значит	2	1
488	от его	2	1
489	основе ее	1	1
490	оно должно	1	1
491	однако не	2	1
492	тем не	3	1
493	без всяких	1	1
494	понятии и	1	1
495	их в	3	1
496	оно само	1	1
497	ли уже	1	1
498	случае мы	1	1
499	это является	1	1
500	содержит в	4	1
501	что есть	5	1
502	начиная от	2	1
503	вещи не	8	1
504	как можно	3	1
505	операций в	1	1
506	этого нужно	2	1
507	понятия просто	1	1
508	дело в	4	1
509	одна из	5	1
510	или другие	4	1
511	природу самого	1	1
512	что принцип	1	1
513	и притом	3	1
514	к новым	1	1
515	дело не	2	1
516	нам и	1	1
517	для всего	1	1
518	может только	1	1
519	все значение	1	1
520	который есть	1	1
521	можем ли	1	1
522	совершенно иным	1	1
523	этих двух	2	1
524	часто бывает	1	1
525	это отношение	1	1
526	в наше	1	1
527	видим что	1	1
528	самому своему	1	1
529	из основных	1	1
530	перехода к	1	1
531	самых основных	1	1
532	существуют в	1	1
533	раз оно	1	1
534	из-за того	1	1
535	в действительности	7	1
536	необходимо предполагает	1	1
537	мы встречаем	1	1
538	есть только	7	1
539	фактически существующее	1	1
540	что сила	1	1
541	человека в	1	1
542	я сам	3	1
543	сходство с	1	1
544	и активно	1	1
545	для его	1	1
546	они и	1	1
547	в самых	1	1
548	на это	4	1
549	в работах	2	1
550	ничего общего	1	1
551	данной области	1	1
552	разными путями	1	1
553	и это	14	1
554	оно может	2	1
555	и самое	2	1
556	вещами и	2	1
557	и о	3	1
558	изменения в	1	1
559	такое что	1	1
560	без всякого	4	1
561	сравнению со	1	1
562	подобно тому	4	1
563	в ее	7	1
564	данном случае	2	1
565	в собственном	2	1
566	понятие это	1	1
567	что всякая	1	1
568	не мог	1	1
569	выражения и	1	1
570	и когда	4	1
571	ибо она	1	1
572	понимании его	1	1
573	мне как	1	1
574	объяснить это	1	1
575	как легко	1	1
576	подойти к	1	1
577	но у	1	1
578	понятие тем	1	1
579	уме и	2	1
580	является в	2	1
581	хотя это	1	1
582	находится в	3	1
583	уже сейчас	2	1
584	может в	2	1
585	только и	2	1
586	всю проблему	1	1
587	этом понятии	1	1
588	о том	6	1
589	для человека	1	1
590	было сказать	1	1
591	никак не	3	1
592	не содержит	3	1
593	мы даем	1	1
594	и весь	1	1
595	не стоит	1	1
596	и который	1	1
597	может не	2	1
598	самому себе	1	1
599	ни на	3	1
600	к нему	1	1
601	можем установить	1	1
602	том или	1	1
603	вещи к	1	1
604	у другого	1	1
605	себя но	1	1
606	что же	8	1
607	и можно	1	1
608	понятие должно	2	1
609	тот момент	2	1
610	что нового	1	1
611	если взять	1	1
612	стороны как	1	1
613	это приводит	1	1
614	в современной	1	1
615	но так	1	1
616	в двух	1	1
617	тот же	3	1
618	такое чего	1	1
619	во всем	1	1
620	как нечто	2	1
621	и отождествление	1	1
622	и ее	18	1
623	с одной	3	1
624	в эти	1	1
625	быть изучены	1	1
626	конечно не	1	1
627	уже не	9	1
628	и у	3	1
629	и раскрывается	1	1
630	то и	4	1
631	собой если	1	1
632	ряду других	1	1
633	оно в	1	1
634	в виде	1	1
635	по законам	2	1
636	внутри самого	1	1
637	оно всегда	1	1
638	в данной	1	1
639	и сознания	1	1
640	его и	2	1
641	общее чем	1	1
642	отличны от	1	1
643	обратиться к	1	1
644	я делаю	1	1
645	к мысли	1	1
646	и существование	1	1
647	и их	7	1
648	понимает что	1	1
649	слова в	2	1
650	допустим что	1	1
651	сами по	3	1
652	и должна	1	1
653	вовсе не	10	1
654	той которая	1	1
655	ее не	2	1
656	отличие от	1	1
657	не говорит	2	1
658	во всей	1	1
659	в руки	2	1
660	образом что	1	1
661	себя это	4	1
662	находятся в	1	1
663	быть совершенно	2	1
664	нужно было	2	1
665	и даже	6	1
666	или иной	1	1
667	живой и	2	1
668	говорили что	1	1
669	же а	1	1
670	оно будет	2	1
671	не потому	6	1
672	как же	3	1
673	еще и	8	1
674	а с	3	1
675	из недр	1	1
676	предмета но	1	1
677	говорит о	1	1
678	естественно что	1	1
679	из наиболее	1	1
680	только как	1	1
681	к вещи	4	1
682	вопрос можно	1	1
683	как видно	1	1
684	о чем	1	1
685	без которых	1	1
686	от вещи	5	1
687	нам станет	1	1
688	с предметом	1	1
689	мы хотим	1	1
690	соответствует и	3	1
691	ближе к	1	1
692	если не	3	1
693	мы брали	1	1
694	от этих	1	1
695	с трудом	1	1
696	и во	3	1
697	если этот	1	1
698	относятся к	1	1
699	оно только	3	1
700	но этот	1	1
701	к самому	1	1
702	перейти в	1	1
703	возможность а	1	1
704	из которых	1	1
705	ибо это	1	1
706	роли которую	1	1
707	одной стороны	3	1
708	или другом	1	1
709	если оно	4	1
710	она есть	8	1
711	образом можно	1	1
712	тому как	4	1
713	это различие	2	1
714	мы говорили	2	1
715	зрения и	2	1
716	факты и	1	1
717	самого себя	1	1
718	содержат в	1	1
719	является его	1	1
720	отдельности и	2	1
721	значит что	24	1
722	и общий	1	1
723	к существенным	1	1
724	к проблеме	1	1
725	в это	1	1
726	ли не	1	1
727	эти вопросы	1	1
728	в истории	1	1
729	речи еще	1	1
730	с большой	1	1
731	тех или	5	1
732	в более	1	1
733	вопрос в	1	1
734	отвечает на	1	1
735	к пониманию	3	1
736	отношениях между	1	1
737	от той	1	1
738	должны быть	4	1
739	то можно	1	1
740	для ее	2	1
741	в результате	3	1
742	как она	4	1
743	своей собственной	1	1
744	бы даже	1	1
745	есть возможность	1	1
746	есть система	1	1
747	той или	2	1
748	главным образом	1	1
749	конце концов	2	1
750	только с	3	1
751	это еще	1	1
752	психологической точки	1	1
753	от всякого	4	1
754	должен быть	2	1
755	нам не	2	1
756	может и	1	1
757	слово в	2	1
758	в свою	4	1
759	две стороны	1	1
760	это понятие	1	1
761	относящиеся к	1	1
762	совершенно не	5	1
763	не что	7	1
764	в отдельности	4	1
765	есть и	4	1
766	только о	1	1
767	есть то	9	1
768	сила и	1	1
769	это определение	1	1
770	изменяются в	1	1
771	к этому	1	1
772	значение в	1	1
773	кроме как	1	1
774	от слова	1	1
775	все что	1	1
776	этой точки	1	1
