N	2gram	Propp_Isto_7	Poddanst
326	в других	4	1
327	мы все	1	1
328	что то	1	1
329	всего что	1	1
330	к этой	1	1
331	в поиски	1	1
332	и другие	9	1
333	вместе с	7	1
334	все еще	1	1
335	это в	1	1
336	что при	2	1
337	они не	2	1
