N	2gram	Losev_Prob_3	StatiiOP
282	и ее	3	2
283	i и	2	2
284	есть в	3	2
285	и у	2	2
286	то и	5	2
287	что если	1	2
288	во втором	1	2
289	при помощи	8	2
290	а то	3	2
291	цели и	1	2
292	мы находим	7	2
293	вовсе не	37	2
294	заметить что	1	2
295	или иной	8	2
296	до сих	2	2
297	себя и	1	2
298	что не	1	2
299	не на	1	2
300	ни на	3	2
301	вместе с	2	2
302	скупой рыцарь	2	2
303	но не	3	2
304	к такому	1	2
305	это за	3	2
306	том смысле	3	2
307	быть не	1	2
308	этого слова	5	2
309	общем фоне	1	2
310	сих пор	2	2
311	является как	1	2
312	в результате	2	2
313	этого термина	2	2
314	его не	2	2
315	и ни	3	2
316	только что	2	2
317	на общем	1	2
318	здесь только	7	2
319	были и	1	2
320	к этой	1	2
321	близок к	1	2
322	гораздо более	5	2
323	значения этого	1	1
324	за пределы	5	1
325	одним из	1	1
326	также и	16	1
327	языка с	1	1
328	рассуждений и	1	1
329	сам по	6	1
330	и то	14	1
331	смысле слова	8	1
332	он более	1	1
333	на самом	7	1
334	показаться что	1	1
335	говорилось выше	2	1
336	идет о	1	1
337	тем же	2	1
338	в первом	1	1
339	не хочет	1	1
340	смысл этого	1	1
341	и до	2	1
342	которые очень	1	1
343	должна быть	1	1
344	собственном смысле	1	1
345	уже по	1	1
346	из всех	1	1
347	отношения к	3	1
348	есть не	5	1
349	принадлежит только	1	1
350	прямом смысле	1	1
351	вопрос о	1	1
352	модель для	2	1
353	нам в	1	1
354	такие произведения	1	1
355	почти все	1	1
356	ведет нас	1	1
357	но уже	3	1
358	в некотором	2	1
359	мы и	2	1
360	самый термин	2	1
361	похожи на	1	1
362	первого взгляда	3	1
363	личной и	1	1
364	оттенков между	1	1
365	и он	1	1
366	с большим	2	1
367	состоят из	1	1
368	и самим	2	1
369	по линии	1	1
370	между собой	1	1
371	которое дает	1	1
372	быть в	2	1
373	всего этого	1	1
374	является таким	1	1
375	истории в	1	1
376	то мы	1	1
377	не требует	1	1
378	или иначе	1	1
379	значении этого	1	1
380	мы будем	2	1
381	и другие	3	1
382	с самой	3	1
383	всегда стремится	1	1
384	в сторону	1	1
385	со всеми	1	1
386	не все	1	1
387	памятник себе	1	1
388	а и	1	1
389	котором говорилось	1	1
390	произведением но	1	1
391	которые не	1	1
392	что хотя	1	1
393	чем же	4	1
394	в истории	1	1
395	трагедию и	1	1
396	начала до	1	1
397	в своем	5	1
398	и нет	2	1
399	однако не	1	1
400	когда он	2	1
401	и как	3	1
402	не являются	2	1
403	но эта	3	1
404	и художественного	1	1
405	живом языке	1	1
406	в каком-то	1	1
407	более или	1	1
408	нет здесь	2	1
409	от этого	1	1
410	поэтому и	2	1
411	при таком	2	1
412	значения как	1	1
413	еще на	2	1
414	из жизни	1	1
415	в литературном	1	1
416	так или	1	1
417	бы не	1	1
418	в известном	2	1
419	в дальнейшем	1	1
420	а потом	1	1
421	не годится	1	1
422	чем его	1	1
423	говорят о	3	1
424	как он	1	1
425	но на	1	1
426	всей его	2	1
427	есть ее	4	1
428	по определенному	1	1
429	что она	1	1
430	в нем	9	1
431	связанные с	1	1
432	а просто	1	1
433	от которого	1	1
434	и больше	3	1
435	например или	1	1
436	и почему	1	1
437	свою собственную	3	1
438	него были	1	1
439	не связан	1	1
440	этого вопроса	1	1
441	не к	1	1
442	пор мы	1	1
443	i в	1	1
444	очевидным что	1	1
445	несколько ниже	1	1
446	какой бы	1	1
447	одной и	1	1
448	что ни	1	1
449	это один	1	1
450	в нее	1	1
451	автора от	1	1
452	как оно	3	1
453	не считать	4	1
454	же касается	4	1
455	конечно в	1	1
456	к другу	1	1
457	зрения на	2	1
458	что эту	1	1
459	вместе со	1	1
460	является символом	3	1
461	с начала	1	1
462	делает его	1	1
463	остановиться на	1	1
464	на сцене	1	1
465	этом мы	1	1
466	он является	3	1
467	на которую	3	1
468	отражается в	1	1
469	во внимание	2	1
470	мы видели	2	1
471	здесь можно	1	1
472	образа о	1	1
473	этого произведения	3	1
474	мере не	1	1
475	и того	1	1
476	нисколько не	2	1
477	этих произведений	1	1
478	данного стихотворения	2	1
479	или менее	1	1
480	вещи в	1	1
481	и при	2	1
482	сказать так	1	1
483	наших дней	1	1
484	о той	1	1
485	на месте	1	1
486	то его	1	1
487	от себя	2	1
488	могло бы	3	1
489	и значит	1	1
490	и той	1	1
491	поэтому в	1	1
492	и эти	1	1
493	чего нельзя	1	1
494	настолько сильна	2	1
495	бы быть	3	1
496	по себе	25	1
497	даже в	1	1
498	и очень	3	1
499	начиная от	1	1
500	вплоть до	1	1
501	иной раз	3	1
502	у мольера	1	1
503	стихотворении не	1	1
504	быть очень	5	1
505	дело в	4	1
506	на него	1	1
507	у ломоносова	1	1
508	которого он	1	1
509	пушкина можно	1	1
510	и именно	2	1
511	понимать его	2	1
512	и над	1	1
513	иметь в	1	1
514	того чтобы	1	1
515	смысле что	3	1
516	его от	1	1
517	например у	1	1
518	казалось бы	1	1
519	возможно и	2	1
520	родительного падежа	1	1
521	благодаря тому	1	1
522	к вопросу	1	1
523	отметим еще	1	1
524	метафоры то	1	1
525	в самой	2	1
526	или как	3	1
527	как она	2	1
528	такая же	1	1
529	друг друга	2	1
530	со своим	2	1
531	и внешнем	1	1
532	своей цели	1	1
533	до того	1	1
534	состоящая из	1	1
535	вот в	1	1
536	от их	1	1
537	свое собственное	2	1
538	том образе	1	1
539	мы встречаем	1	1
540	когда мы	15	1
541	стихотворения пушкина	1	1
542	героев и	1	1
543	же самое	9	1
544	назвать в	1	1
545	что является	2	1
546	бы он	1	1
547	той или	12	1
548	это а	1	1
549	и свое	1	1
550	типичности но	1	1
551	образом но	1	1
552	всегда в	1	1
553	к поэту	1	1
554	здесь еще	1	1
555	тут можно	1	1
556	приходится сказать	1	1
557	для себя	2	1
558	больше ничего	2	1
559	вещей в	1	1
560	как они	1	1
561	и о	5	1
562	как-нибудь иначе	1	1
563	которого мы	1	1
564	и образ	2	1
565	на нем	1	1
566	и говорить	1	1
567	здесь не	8	1
568	в ее	4	1
569	только при	4	1
570	формы и	3	1
571	с каким	1	1
572	в собственном	1	1
573	всегда были	1	1
574	нет никакой	1	1
575	с первого	3	1
576	называет своих	1	1
577	в пределах	1	1
578	на том	1	1
579	и когда	1	1
580	и сам	5	1
581	в образе	1	1
582	можно было	4	1
583	не за	1	1
584	ясно что	6	1
585	особенно в	1	1
586	которого у	1	1
587	резко отличаются	1	1
588	том как	2	1
589	не стоит	2	1
590	разного рода	2	1
591	но у	1	1
592	мы в	4	1
593	является в	2	1
594	в эпоху	1	1
595	о котором	1	1
596	и вообще	8	1
597	очень резко	2	1
598	вещи мы	1	1
599	с ним	7	1
600	трактуется как	2	1
601	в содержании	1	1
602	означает что	1	1
603	они вполне	1	1
604	но может	1	1
605	образом в	1	1
606	все его	1	1
607	все дело	2	1
608	дано у	1	1
609	в порядке	3	1
610	это вполне	2	1
611	со словами	1	1
612	язык и	1	1
613	пушкина вся	1	1
614	свое произведение	2	1
615	пушкин здесь	1	1
616	структура в	1	1
617	вопросу о	1	1
618	связь между	1	1
619	на отдельные	2	1
620	если принять	1	1
621	говорить об	1	1
622	что и	9	1
623	есть с	2	1
624	иной мере	2	1
625	возникает вопрос	1	1
626	именно в	2	1
627	в свете	1	1
628	и она	1	1
629	ней же	4	1
630	для самого	2	1
631	находим и	1	1
632	можно отметить	1	1
633	схема как	1	1
634	его в	3	1
635	самим пушкиным	1	1
636	менее в	1	1
637	очень слабо	1	1
638	именно о	1	1
639	грозный и	1	1
640	как нечто	9	1
641	этом стихотворении	2	1
642	он уже	1	1
643	который в	2	1
644	самые разнообразные	1	1
645	несет на	2	1
646	это же	3	1
647	сильна что	2	1
648	же он	1	1
649	где они	1	1
650	определения и	1	1
651	для всех	1	1
652	не имеющие	1	1
653	с нею	2	1
654	ничто не	2	1
655	да еще	2	1
656	точно и	1	1
657	не можем	1	1
658	указания на	3	1
659	и они	1	1
660	вернуться к	2	1
661	конце первой	1	1
662	время является	1	1
663	является не	2	1
664	а это	3	1
665	за счет	2	1
666	в живом	1	1
667	из них	2	1
668	тоже в	1	1
669	в известной	2	1
670	слова в	1	1
671	пушкина то	1	1
672	нас только	1	1
673	в одном	1	1
674	целью изобразить	1	1
675	только одного	2	1
676	всего образ	1	1
677	было неясно	1	1
678	как его	1	1
679	но что	2	1
680	каком-то пункте	1	1
681	того или	6	1
682	во всей	3	1
683	именно этой	1	1
684	к той	1	1
685	указание на	1	1
686	другое что	2	1
687	даже и	16	1
688	в очень	1	1
689	с общим	1	1
690	то это	10	1
691	этого человека	1	1
692	а именно	8	1
693	человек который	1	1
694	еще и	7	1
695	он отличается	1	1
696	она является	1	1
697	типа с	1	1
698	не означает	1	1
699	здесь были	1	1
700	именно так	3	1
701	о чем	2	1
702	и исторической	1	1
703	принять во	1	1
704	там где	1	1
705	в одно	1	1
706	не избегает	1	1
707	если не	3	1
708	для этой	1	1
709	не дан	1	1
710	в те	1	1
711	уже давно	1	1
712	нет ничего	6	1
713	в частности	2	1
714	когда имеется	1	1
715	эти слова	2	1
716	здесь является	1	1
717	этот смысл	1	1
718	требует от	1	1
719	в данном	9	1
720	что за	1	1
721	которую пушкин	1	1
722	в той	3	1
723	и этот	1	1
724	смысле этого	1	1
725	что же	8	1
726	в литературе	1	1
727	когда она	2	1
728	пушкин прямо	1	1
729	по существу	2	1
730	к общечеловеческим	1	1
731	это значит	4	1
732	из отдельных	2	1
733	или другого	3	1
734	в контексте	2	1
735	направления в	1	1
736	о его	2	1
737	ни для	2	1
738	но для	1	1
739	произведениями которые	1	1
740	говорить что	1	1
741	взять верх	1	1
742	каждой из	1	1
743	это уже	3	1
744	однако и	1	1
745	есть какой-то	1	1
746	об отношении	1	1
747	на новый	2	1
748	котором он	2	1
749	том виде	2	1
750	это как	1	1
751	своей собственной	2	1
752	а к	2	1
753	не получилось	1	1
754	для нас	16	1
755	особого рода	1	1
756	и все	3	1
757	собственно говоря	5	1
758	у них	2	1
759	такие слова	1	1
760	бы в	2	1
761	своих героев	2	1
762	хотя бы	3	1
763	находим в	3	1
764	них и	1	1
765	очень хорошо	1	1
766	с теми	2	1
767	гораздо больше	2	1
768	понимать как	3	1
769	состоит из	5	1
770	является и	1	1
771	смешение в	1	1
772	или иного	3	1
773	одновременно и	1	1
774	содержании и	1	1
775	вопрос а	1	1
776	есть и	2	1
777	жизни и	6	1
778	но эти	1	1
779	вполне понятно	1	1
780	этой точки	2	1
781	только не	1	1
782	так же	5	1
783	они не	1	1
784	и идей	2	1
