N	2gram	Nazirov_Vr_1	Literetu
153	не было	5	2
154	говорит я	1	2
155	до конца	1	2
156	в россии	5	2
157	из которых	1	2
158	с ним	4	2
159	же в	2	2
160	в свое	1	2
161	героя в	1	2
162	себе не	1	2
163	к этой	1	2
164	в своих	4	2
165	все что	1	2
166	отношения к	2	1
167	начинается с	1	1
168	что образ	1	1
169	усматривал в	1	1
170	это и	1	1
171	я напротив	1	1
172	что слово	1	1
173	начале х	1	1
174	из всех	1	1
175	этой практики	1	1
176	вот она	1	1
177	разрешения на	1	1
178	что уже	1	1
179	на место	2	1
180	целым рядом	1	1
181	он как	1	1
182	именно своей	1	1
183	ты как	1	1
184	ему в	1	1
185	он был	3	1
186	он сам	2	1
187	за это	1	1
188	в чем	3	1
189	то он	1	1
190	к творчеству	3	1
191	он пишет	2	1
192	и я	1	1
193	как в	1	1
194	по которому	1	1
195	как нам	1	1
196	ноябре года	2	1
197	разногласия и	1	1
198	в этот	3	1
199	поэтому он	1	1
200	в самом	1	1
201	что это	1	1
202	во многих	1	1
203	и руки	1	1
204	еще один	1	1
205	в известном	2	1
206	рассказ о	1	1
207	но он	3	1
208	на то	3	1
209	конце концов	1	1
210	всех этих	1	1
211	общее дело	1	1
212	же это	1	1
213	над которым	1	1
214	через год	1	1
215	что ни	1	1
216	таким образом	2	1
217	только не	1	1
218	в глубине	1	1
219	входя в	1	1
220	как пример	1	1
221	не хуже	1	1
222	это не	4	1
223	далеко не	3	1
224	всю жизнь	1	1
225	перед своим	1	1
226	которую он	1	1
227	в этих	1	1
228	а вот	1	1
229	в своей	2	1
230	пока не	1	1
231	место в	2	1
232	на три	1	1
233	сам же	1	1
234	их в	2	1
235	что этот	1	1
236	из стихотворения	1	1
237	что есть	3	1
238	но они	1	1
239	не имеет	1	1
240	писателя с	1	1
241	того как	1	1
242	в дневнике	4	1
243	не могло	1	1
244	для печати	1	1
245	как новый	1	1
246	на россию	1	1
247	по своей	1	1
248	во всем	1	1
249	связи с	3	1
250	россии где	1	1
251	которых он	1	1
252	это конечно	1	1
253	время он	2	1
254	ничего общего	1	1
255	он ищет	1	1
256	и о	3	1
257	свою очередь	1	1
258	складывались и	1	1
259	на основе	2	1
260	как по	1	1
261	в особенности	1	1
262	идет не	1	1
263	на страницах	1	1
264	на нее	1	1
265	он писал	2	1
266	во второй	1	1
267	не стоит	1	1
268	жизнь и	1	1
269	меня как	2	1
270	не лучше	1	1
271	в таком	1	1
272	и перед	1	1
273	приближается к	1	1
274	но мы	1	1
275	по воспоминаниям	1	1
276	и большой	1	1
277	бы в	1	1
278	в ту	1	1
279	в литературе	1	1
280	я ее	1	1
281	тех пор	1	1
282	такая же	1	1
283	что только	1	1
284	он стал	1	1
285	но зато	1	1
286	что ж	2	1
287	в эти	2	1
288	же он	1	1
289	человека с	2	1
290	вровень с	1	1
291	в итоге	1	1
292	тем чтобы	1	1
293	не все	1	1
294	ответ на	2	1
295	ни с	1	1
296	мы находим	1	1
297	как при	1	1
298	во всей	1	1
299	там за	1	1
300	десять лет	1	1
301	рядом с	2	1
302	никого не	1	1
303	и стал	2	1
304	разрушила эту	1	1
305	мне и	2	1
306	не просто	1	1
307	нашему мнению	1	1
308	именно в	1	1
309	к которому	1	1
310	как же	2	1
311	а с	2	1
312	души и	1	1
313	в романе	6	1
314	говорит о	1	1
315	в соответствии	1	1
316	только по	1	1
317	далее этот	1	1
318	вся русская	1	1
319	более того	1	1
320	среди них	1	1
321	человек в	1	1
322	вражды в	1	1
323	не всегда	1	1
324	которой он	1	1
325	не об	1	1
326	истории к	1	1
327	по нашему	3	1
328	россия в	1	1
329	него в	1	1
330	эти слова	3	1
331	по праву	1	1
332	с первого	1	1
333	так же	4	1
334	в цель	1	1
335	в ноябре	2	1
336	своей души	1	1
337	наряду с	3	1
338	что же	1	1
339	с тех	1	1
340	в развитии	1	1
341	в своем	3	1
342	в это	2	1
343	лет назад	1	1
344	его в	3	1
345	и от	1	1
346	в основном	1	1
347	меня я	1	1
348	имел в	3	1
349	я с	1	1
350	в недрах	1	1
351	мире а	1	1
352	не мог	2	1
353	годов в	1	1
354	задолго до	1	1
355	за мною	1	1
356	об одном	1	1
357	ее и	1	1
358	и все	7	1
359	еще более	1	1
360	чувствовал себя	1	1
361	можно признать	1	1
362	отношении к	1	1
363	нам не	1	1
364	нет ничего	1	1
365	о своем	1	1
366	движением руки	1	1
367	имя и	1	1
368	только как	1	1
369	в свою	2	1
370	по которой	1	1
371	именно к	1	1
372	из этого	1	1
373	сам в	1	1
374	он у	1	1
375	у людей	1	1
376	который не	1	1
377	к этому	3	1
378	они не	1	1
