N	2gram	Voloshinov_1	Tragedij
274	речи в	1	1
275	это чувство	1	1
276	желание в	1	1
277	по себе	1	1
278	первым словом	1	1
279	в журнале	1	1
280	тому что	5	1
281	не менее	1	1
282	что эта	1	1
283	она не	1	1
284	самого начала	4	1
285	россии но	1	1
286	того как	1	1
287	только не	1	1
288	это мы	1	1
289	этими словами	1	1
290	и всегда	1	1
291	в тему	1	1
292	не протекал	1	1
293	в самой	1	1
294	или как	6	1
295	иными словами	2	1
296	по своей	2	1
297	связь и	3	1
298	для нас	3	1
299	и теперь	1	1
300	связи с	3	1
301	является ли	1	1
302	в области	5	1
303	перед ним	3	1
304	в стиле	1	1
305	никакого значения	1	1
306	в газетах	1	1
307	глаза в	1	1
308	он непрерывно	1	1
309	что оно	3	1
310	его с	1	1
311	и т.д	21	1
312	не есть	1	1
313	как некое	1	1
314	что при	1	1
315	утверждать что	1	1
316	любовь в	1	1
317	на нечто	1	1
318	как мы	9	1
319	и о	1	1
320	у себя	2	1
321	того чтобы	7	1
322	такие как	2	1
323	с самого	4	1
324	говорили что	1	1
325	роль в	3	1
326	повиновения и	1	1
327	человека с	2	1
328	даже отчасти	1	1
329	с собой	2	1
330	можно было	4	1
331	когда в	1	1
332	по сравнению	1	1
333	быть может	3	1
334	выходящее за	1	1
335	ситуации и	9	1
336	на вопрос	1	1
337	но мы	2	1
338	чтобы не	1	1
339	роман и	1	1
340	нет это	1	1
341	связь между	2	1
342	между тем	3	1
343	какой-нибудь бывший	1	1
344	которое уже	1	1
345	нуждается в	2	1
346	отметить что	1	1
347	в форме	6	1
348	к личности	1	1
349	все время	5	1
350	х годов	1	1
351	в литературе	1	1
352	того что	4	1
353	звезды и	1	1
354	мы видим	3	1
355	с ними	1	1
356	ответа на	1	1
357	только в	6	1
358	как нечто	2	1
359	в обществе	4	1
360	от самых	2	1
361	первостепенное значение	1	1
362	есть в	1	1
363	только на	3	1
364	дело с	1	1
365	чтобы он	1	1
366	первую фразу	1	1
367	свидетельствует о	1	1
368	но от	1	1
369	в общем	1	1
370	является ее	1	1
371	и их	5	1
372	всегда оказывается	1	1
373	могло бы	1	1
374	слова в	5	1
375	его речь	2	1
376	они сами	1	1
377	ее не	1	1
378	ведь уже	1	1
379	в особенности	1	1
380	даже не	1	1
381	развития в	2	1
382	и эту	2	1
383	именно в	1	1
384	в каких	1	1
385	социальной жизни	2	1
386	на общество	1	1
387	не было	2	1
388	а на	2	1
389	на этот	1	1
390	частью его	1	1
391	а не	6	1
392	именно так	1	1
393	его как	1	1
394	не смог	1	1
395	этом случае	3	1
396	в связи	2	1
397	с помощью	6	1
398	более чем	1	1
399	эти слова	8	1
400	вместе с	5	1
401	и потому	2	1
402	намек на	1	1
403	создает и	1	1
404	незадолго до	1	1
405	не из	1	1
406	сравнению с	1	1
407	наряду с	1	1
408	в той	5	1
409	речью которая	1	1
410	смысле этого	2	1
411	нем ничего	1	1
412	выражение лица	2	1
413	что хочет	1	1
414	при которой	1	1
415	и общий	1	1
416	все сильнее	1	1
417	этого слова	3	1
418	с этой	1	1
419	и от	7	1
420	это выражение	2	1
421	из трех	2	1
422	не является	5	1
423	он сказал	2	1
424	и сильнее	1	1
425	всегда будет	1	1
426	на улице	1	1
427	тем и	2	1
428	где и	2	1
429	за свое	1	1
430	в результате	1	1
431	это как	1	1
432	а к	2	1
433	это часто	1	1
434	характеры и	1	1
435	бы в	5	1
436	и которое	1	1
437	у которого	5	1
438	и темы	1	1
439	конце концов	3	1
440	хотя бы	18	1
441	сказал что	1	1
442	необходимое условие	1	1
443	из тех	1	1
444	мы начинаем	1	1
445	совершенно не	3	1
446	в иной	1	1
447	самой своей	1	1
448	и жизнь	2	1
449	в голову	3	1
450	но еще	1	1
451	разговоре с	1	1
452	и эта	3	1
