N	2gram	Medvedev_V_1	Analitik
209	все они	2	2
210	с нею	2	2
211	всяком случае	1	2
212	не для	1	2
213	произведения и	7	2
214	тем что	1	2
215	одной стороны	2	2
216	анекдота о	1	2
217	в романе	4	2
218	говорит о	7	2
219	в соответствии	1	2
220	на эту	1	2
221	что мы	2	2
222	совершенно очевидно	1	2
223	не может	17	2
224	о своих	1	2
225	вместе с	7	2
226	и потому	2	2
227	по своему	1	2
228	в той	1	2
229	тому как	2	2
230	да и	1	2
231	и для	2	2
232	и следует	1	2
233	и от	3	2
234	мира и	3	2
235	хотя и	2	2
236	и все	1	2
237	же в	6	2
238	как показывает	1	2
239	хотя в	1	2
240	личности и	1	2
241	то что	6	2
242	о своем	2	2
243	сказать что	5	2
244	совершенно не	1	2
245	а также	1	2
246	в искусстве	6	2
247	во всяком	1	2
248	полного текста	1	1
249	а между	1	1
250	как известно	2	1
251	произведения но	1	1
252	также что	2	1
253	речь идет	1	1
254	говоря о	1	1
255	у гоголя	1	1
256	таком случае	1	1
257	человека и	3	1
258	же типу	1	1
259	связана с	2	1
260	сам по	1	1
261	получает в	2	1
262	дело обстоит	1	1
263	за скобки	2	1
264	и есть	5	1
265	из его	3	1
266	в зависимости	6	1
267	собою в	1	1
268	общественных отношений	1	1
269	не различая	1	1
270	и ниже	1	1
271	и сюжеты	1	1
272	что если	1	1
273	вопрос о	1	1
274	единство и	1	1
275	начинается с	1	1
276	своей судьбы	1	1
277	именно те	1	1
278	никак не	1	1
279	как было	1	1
280	мы и	1	1
281	зависимости от	5	1
282	не способен	1	1
283	о судьбе	1	1
284	замысла в	3	1
285	к общему	1	1
286	проявляется в	1	1
287	говорил о	1	1
288	в таком	1	1
289	он был	1	1
290	между собой	1	1
291	он сам	2	1
292	этом и	2	1
293	всего этого	1	1
294	тут и	1	1
295	как если	1	1
296	повести три	1	1
297	не все	1	1
298	уже как	1	1
299	отношение к	1	1
300	за пределы	1	1
301	в истории	1	1
302	что во	1	1
303	одном из	3	1
304	еще больше	1	1
305	этом же	2	1
306	достаточно ясно	1	1
307	говорит что	1	1
308	произведения так	1	1
309	мертвых душ	1	1
310	и свою	1	1
311	моментов в	3	1
312	процесса при	1	1
313	или иную	1	1
314	целого произведения	1	1
315	и у	2	1
316	так или	1	1
317	бы не	2	1
318	из анекдота	1	1
319	определена как	1	1
320	в известном	1	1
321	всю систему	1	1
322	на то	1	1
323	не следует	8	1
324	в статье	4	1
325	время и	1	1
326	их со	1	1
327	они в	1	1
328	и еще	1	1
329	первой части	1	1
330	в силу	11	1
331	содержания а	1	1
332	сне из	1	1
333	том чтобы	2	1
334	евгения онегина	1	1
335	его можно	1	1
336	от других	1	1
337	человека в	2	1
338	однако все	1	1
339	этим самым	1	1
340	а затем	2	1
341	борьбы и	1	1
342	и может	2	1
343	в другом	2	1
344	связанных с	1	1
345	бы быть	1	1
346	а по	1	1
347	это было	1	1
348	в художественном	10	1
349	заключается в	2	1
350	с другими	2	1
351	наконец для	1	1
352	этом смысле	1	1
353	пушкина в	1	1
354	есть и	1	1
355	закономерно и	1	1
356	только лишь	1	1
357	его частей	1	1
358	романом в	1	1
359	к какому-либо	1	1
360	как об	2	1
361	результате чего	2	1
362	которой он	1	1
363	как целого	3	1
364	в чистом	1	1
365	года и	2	1
366	должно быть	2	1
367	потому и	1	1
368	открытие и	1	1
369	мере не	1	1
370	обратимся к	1	1
371	всех этих	2	1
372	в своей	4	1
373	никаких оснований	2	1
374	это делает	3	1
375	страсти и	1	1
376	иного типа	1	1
377	этому же	1	1
378	существенно не	1	1
379	превратилась в	1	1
380	вот основные	1	1
381	гоголь полностью	1	1
382	произведения в	7	1
383	в устах	1	1
384	для этого	1	1
385	как видим	8	1
386	или иного	1	1
387	и стихи	1	1
388	имеются все	1	1
389	с ним	1	1
390	как можно	1	1
391	понимаем как	1	1
392	с теми	1	1
393	как о	2	1
394	на себе	1	1
395	на него	1	1
396	в основе	1	1
397	к изучению	1	1
398	от жизни	1	1
399	у него	6	1
400	того чтобы	3	1
401	не могло	1	1
402	каждый из	1	1
403	казалось бы	1	1
404	или иная	1	1
405	и чувства	1	1
406	потому что	1	1
407	со своим	2	1
408	связи с	4	1
409	не столь	3	1
410	как будто	1	1
411	достаточно напомнить	1	1
412	остаются вне	1	1
413	у нас	2	1
414	тем это	1	1
415	очень часто	1	1
416	уже о	1	1
417	до полного	2	1
418	определяющую роль	1	1
419	не могут	7	1
420	бы он	1	1
421	слова с	1	1
422	творчества не	1	1
423	что при	2	1
424	звуков но	1	1
425	в применении	1	1
426	не ограничивается	1	1
427	как мы	1	1
428	всех сторон	1	1
429	по определению	1	1
430	говоря уже	1	1
431	и автор	1	1
432	формы и	2	1
433	реальной действительности	10	1
434	их мышления	1	1
435	мнение что	1	1
436	что у	2	1
437	произведения не	2	1
438	шиллер в	1	1
439	художественное мышление	1	1
440	является в	1	1
441	строго говоря	1	1
442	если бы	3	1
443	различного рода	3	1
444	образом в	3	1
445	искусства и	1	1
446	его художественной	1	1
447	в самой	1	1
448	характер этого	1	1
449	следует иметь	2	1
450	все его	2	1
451	художественный образ	5	1
452	того или	2	1
453	или как	1	1
454	от них	2	1
455	а потому	1	1
456	отметить что	2	1
457	во всей	2	1
458	не обязательно	1	1
459	все основания	1	1
460	вслед за	2	1
461	читателя зрителя	1	1
462	каждом отдельном	2	1
463	может иметь	1	1
464	пушкина к	1	1
465	и прочих	1	1
466	статье о	1	1
467	на почве	1	1
468	того что	3	1
469	эти пока	1	1
470	одной из	1	1
471	с ними	4	1
472	такого типа	1	1
473	в стороне	1	1
474	и так	1	1
475	они могут	1	1
476	по этому	9	1
477	человеческой личности	1	1
478	есть в	1	1
479	по законам	1	1
480	слова не	1	1
481	смерть и	1	1
482	или даже	1	1
483	по выражению	1	1
484	положение как	1	1
485	его и	1	1
486	ту или	1	1
487	характерно что	1	1
488	мы знаем	3	1
489	воображения и	1	1
490	однако существенно	1	1
491	себе в	1	1
492	и их	3	1
493	ведь это	1	1
494	могло бы	2	1
495	вовсе не	3	1
496	основания для	1	1
497	и неверно	1	1
498	к ним	1	1
499	при всей	2	1
500	не о	2	1
501	не составляет	1	1
502	и никогда	1	1
503	автора как	1	1
504	внутреннего мира	1	1
505	не противоречит	1	1
506	для того	3	1
507	он же	5	1
508	что на	1	1
509	этой проблемы	3	1
510	следует подчеркнуть	1	1
511	до сих	1	1
512	функцию в	1	1
513	как у	2	1
514	или иначе	1	1
515	связаны с	1	1
516	ее в	4	1
517	а именно	1	1
518	чем он	1	1
519	наконец в	1	1
520	и др	9	1
521	целым рядом	1	1
522	себя и	1	1
523	напряжения не	1	1
524	но пожалуй	1	1
525	их можно	1	1
526	он только	1	1
527	зависит от	2	1
528	на этот	1	1
529	из наиболее	1	1
530	ограничивается простым	1	1
531	или с	1	1
532	к лицу	1	1
533	вступает с	1	1
534	оказывается не	1	1
535	неотделимо от	1	1
536	из которых	2	1
537	и мир	3	1
538	зрителя слушателя	1	1
539	забывать что	1	1
540	лицом к	1	1
541	в течение	2	1
542	применении к	1	1
543	это его	1	1
544	для их	1	1
545	из многочисленных	2	1
546	не говоря	1	1
547	с этой	1	1
548	действительности не	1	1
549	и формы	2	1
550	художественное произведение	5	1
551	сих пор	1	1
552	действительность в	2	1
553	сне не	2	1
554	но это	1	1
555	между прочим	2	1
556	фабулы в	1	1
557	каждой из	2	1
558	в книге	2	1
559	искусства это	1	1
560	в сферу	1	1
561	он обычно	1	1
562	в стихотворении	1	1
563	в связи	3	1
564	как на	3	1
565	со всех	1	1
566	ни одного	2	1
567	это указание	1	1
568	от него	1	1
569	на свою	1	1
570	бы в	3	1
571	своих героев	2	1
572	огромной важности	1	1
573	стороны в	2	1
574	от всего	1	1
575	хотя бы	19	1
576	будто бы	2	1
577	быть определена	1	1
578	утверждал что	1	1
579	мертвые души	1	1
580	в стихах	1	1
581	к ее	1	1
582	личность и	1	1
583	а о	2	1
584	этот вопрос	3	1
585	в ходе	1	1
586	между ними	3	1
587	от всех	1	1
588	к его	2	1
589	по одному	2	1
590	обойтись и	1	1
591	более полное	1	1
592	жизнь в	1	1
593	жизни и	3	1
594	к этой	1	1
595	которая уже	1	1
596	и другие	1	1
597	в своих	2	1
598	целого или	1	1
599	они не	2	1
