N	2gram	Bakhtin_fo_1	Problema
485	всем мире	1	1
486	как человек	4	1
487	свое значение	1	1
488	где он	1	1
489	она не	1	1
490	правда не	2	1
491	и это	4	1
492	и самое	1	1
493	и стали	1	1
494	существенные черты	1	1
495	но по	2	1
496	и властью	1	1
497	с ее	6	1
498	и образ	3	1
499	на другой	2	1
500	на основе	2	1
501	которые как	1	1
502	и этим	1	1
503	с самого	2	1
504	свободу и	1	1
505	значение в	5	1
506	те же	2	1
507	отсюда и	2	1
508	здесь нет	3	1
509	и каждый	1	1
510	глубоко и	1	1
511	не место	2	1
512	этой жизни	1	1
513	он служит	1	1
514	человек по	2	1
515	образ самого	1	1
516	правда очень	1	1
517	смысле и	1	1
518	покончить с	1	1
519	или прямо	1	1
520	и дни	1	1
521	меняет в	1	1
522	что благодаря	1	1
523	и здесь	1	1
524	но к	1	1
525	они оказываются	1	1
526	типа в	1	1
527	все прочие	1	1
528	его жизни	8	1
529	притом в	1	1
530	или на	1	1
531	мы понимаем	1	1
532	что действия	1	1
533	нем не	3	1
534	человек был	3	1
535	его только	1	1
536	этот момент	1	1
537	эта схема	1	1
538	появились и	1	1
539	тот момент	1	1
540	из одних	1	1
541	и следовательно	4	1
542	человека как	1	1
543	в него	1	1
544	не зная	2	1
545	наконец и	2	1
546	наблюдать и	1	1
547	людей о	2	1
548	философии и	1	1
549	время когда	1	1
550	речи о	1	1
551	одной из	3	1
552	этот вопрос	1	1
553	мы увидим	1	1
554	очень много	1	1
555	в новелле	1	1
556	было и	4	1
557	во времени	3	1
558	теогоническом процессе	1	1
559	же и	2	1
560	решающее значение	1	1
561	в большинстве	1	1
562	только на	3	1
563	освободиться и	1	1
564	здесь же	1	1
565	человека когда	1	1
566	и других	3	1
567	здесь мы	1	1
568	него нет	1	1
569	был бы	3	1
570	одно из	3	1
571	в новом	1	1
572	никто не	2	1
573	цели и	1	1
574	к более	1	1
575	и также	1	1
576	человека не	1	1
577	эпоху когда	1	1
578	не для	2	1
579	тому же	2	1
580	к ним	2	1
581	не о	2	1
582	как его	1	1
583	бытия и	1	1
584	в средневековом	1	1
585	сам стал	1	1
586	этом отношении	3	1
587	дошедших до	1	1
588	в форме	3	1
589	момент в	2	1
590	были бы	1	1
591	нет и	2	1
592	именно как	4	1
593	не были	2	1
594	или иной	2	1
595	даже не	2	1
596	в теогоническом	1	1
597	о своей	2	1
598	что человек	1	1
599	и нельзя	1	1
600	уже прямо	1	1
601	на которые	1	1
602	и др	9	1
603	и римской	1	1
604	его борьбе	1	1
605	не было	7	1
606	и стал	2	1
607	а на	1	1
608	он только	2	1
609	до конца	4	1
610	еще достаточно	1	1
611	и самый	1	1
612	не на	1	1
613	в ту	1	1
614	человек в	3	1
615	космоса из	1	1
616	существу и	1	1
617	чтобы покончить	1	1
618	соответствует и	1	1
619	в одно	3	1
620	их самих	1	1
621	на этой	4	1
622	на фоне	3	1
623	но оно	2	1
624	все основные	1	1
625	и потому	3	1
626	здесь является	1	1
627	конечно прежде	1	1
628	тот факт	1	1
629	из которых	1	1
630	к своему	2	1
631	же значение	1	1
632	этого типа	5	1
633	он окружен	1	1
634	могут быть	5	1
635	в литературе	16	1
636	из этой	1	1
637	смысле он	1	1
638	там где	2	1
639	и судьбы	1	1
640	других областях	1	1
641	дело здесь	1	1
642	и смерти	1	1
643	что из	1	1
644	действительность в	1	1
645	своей жизни	4	1
646	совершенно новое	1	1
647	между прочим	1	1
648	числе и	2	1
649	однако не	1	1
650	в полном	1	1
651	которые были	1	1
652	с большой	2	1
653	в более	2	1
654	бы существенно	1	1
655	судьбы и	4	1
656	в мировой	2	1
657	как такая	1	1
658	слова но	1	1
659	только я	2	1
660	для наблюдения	1	1
661	и от	1	1
662	и человек	1	1
663	ее но	1	1
664	что оно	1	1
665	которого они	1	1
666	и пространстве	1	1
667	от него	1	1
668	из себя	1	1
669	это он	1	1
670	тем более	1	1
671	мы должны	2	1
672	резкое и	1	1
673	но зато	1	1
674	личности и	2	1
675	но всегда	1	1
676	не обладает	1	1
677	здесь только	2	1
678	с ними	1	1
679	в романе	32	1
680	героя и	7	1
681	с ней	1	1
682	его таким	1	1
683	но когда	1	1
684	всех других	1	1
685	и xviii	1	1
686	оказывается живой	1	1
687	таким же	1	1
688	в искусстве	1	1
689	в своих	1	1
690	вдруг на	1	1
691	им и	1	1
