N	2gram	Propp_Isto_4	slovoVRo
169	наконец даже	1	2
170	свой смысл	1	2
171	но эта	4	2
172	но он	4	2
173	однако в	2	2
174	даже в	4	2
175	на котором	3	2
176	тогда когда	1	2
177	того как	4	2
178	которого он	1	2
179	герой только	1	2
180	в одном	5	2
181	к ней	1	2
182	в области	2	2
183	на границе	1	2
184	говорит и	1	2
185	на нем	5	2
186	так в	4	2
187	в дальнейшем	6	2
188	как с	1	2
189	в другом	5	2
190	те же	3	2
191	особенно в	1	2
192	о нем	1	2
193	и здесь	5	2
194	на него	3	2
195	о том	4	2
196	таков например	2	2
197	но мы	3	2
198	или на	2	2
199	в различных	1	2
200	ним и	1	2
201	в форме	2	2
202	еще более	1	2
203	людей с	1	2
204	ни к	1	2
205	что он	10	2
206	мы увидим	3	2
207	действительность но	2	2
208	уже в	2	2
209	он стремится	1	2
210	его и	2	2
211	цели и	1	2
212	в различные	1	2
213	то что	16	2
214	не было	1	2
215	во власти	1	2
216	до сих	5	2
217	именно в	1	2
218	а именно	3	2
219	и затем	1	2
220	с которым	1	2
221	его как	2	2
222	не всегда	6	2
223	в связи	2	2
224	входить в	3	2
225	вместе с	6	2
226	здесь уже	1	2
227	может стать	1	2
228	в данном	3	2
229	сих пор	5	2
230	от нас	1	2
231	в более	1	2
232	этих случаях	8	2
233	она может	1	2
234	или в	3	2
235	в результате	1	2
236	в языке	2	2
237	и ни	1	2
238	только с	2	2
239	не знает	1	2
240	к его	1	2
241	все что	4	2
242	они не	1	2
243	он также	2	1
244	он может	2	1
245	силы и	1	1
246	в средние	2	1
247	и есть	2	1
248	произведение которое	1	1
249	между двумя	12	1
250	его же	1	1
251	все те	1	1
252	и за	2	1
253	и могут	1	1
254	а как	2	1
255	есть не	1	1
256	на тех	1	1
257	он как	1	1
258	фигурируют в	1	1
259	и заставляет	1	1
260	как не	1	1
261	так называемые	1	1
262	герой может	1	1
263	момент в	1	1
264	между собой	1	1
265	он сам	1	1
266	в широком	1	1
267	и служит	1	1
268	ответы на	1	1
269	процесс этот	1	1
270	то мы	2	1
271	видели что	3	1
272	чем это	1	1
273	то он	1	1
274	к которой	1	1
275	к ним	2	1
276	вступают в	2	1
277	что так	1	1
278	не просто	4	1
279	создается образ	2	1
280	в одной	3	1
281	его на	4	1
282	этого развития	1	1
283	что как	1	1
284	они дают	1	1
285	целый ряд	1	1
286	бытовые формы	1	1
287	не ставились	1	1
288	увидим что	2	1
289	та же	1	1
290	в целом	2	1
291	он в	4	1
292	в этой	2	1
293	нами в	1	1
294	другом случае	2	1
295	но его	1	1
296	говорят о	1	1
297	и те	1	1
298	ее как	1	1
299	на то	3	1
300	дальше и	1	1
301	вообще не	1	1
302	что она	3	1
303	и только	5	1
304	становится таким	1	1
305	широком смысле	1	1
306	они борются	1	1
307	и по	5	1
308	с собой	5	1
309	одно и	1	1
310	формы мышления	1	1
311	в героя	1	1
312	об этом	7	1
313	них не	1	1
314	а его	1	1
315	на все	1	1
316	на этой	1	1
317	знает что	1	1
318	то все	1	1
319	должен был	3	1
320	и тем	2	1
321	здесь нет	1	1
322	мог бы	1	1
323	но уже	1	1
324	он является	1	1
325	о которых	1	1
326	попадает в	3	1
327	сосредоточивается на	1	1
328	рода и	1	1
329	не изображается	1	1
330	такой же	1	1
331	и становится	1	1
332	этот материал	2	1
333	его нельзя	1	1
334	в своей	4	1
335	при изучении	2	1
336	действий но	1	1
337	самого человека	1	1
338	и действует	1	1
339	от его	1	1
340	должны были	1	1
341	где герой	1	1
342	место занимает	1	1
343	он живет	2	1
344	силу и	1	1
345	тем не	2	1
346	в таких	2	1
347	и герой	1	1
348	стороны способность	1	1
349	себя не	1	1
350	о значении	1	1
351	работает на	1	1
352	они же	2	1
353	облекается в	1	1
354	и имеет	1	1
355	чтобы стать	1	1
356	дело не	2	1
357	и уже	1	1
358	ничего не	5	1
359	очень мало	1	1
360	глава v	1	1
361	в русском	1	1
362	он пел	1	1
363	ее с	1	1
364	по своей	2	1
365	это слово	1	1
366	нам важно	1	1
367	же он	4	1
368	достаточно указать	1	1
369	можем здесь	2	1
370	эти три	1	1
371	или иных	1	1
372	их от	1	1
373	еще резче	2	1
374	в образах	1	1
375	герой с	1	1
376	являются уже	1	1
377	к себе	3	1
378	во все	2	1
379	иногда даже	3	1
380	говорят в	1	1
381	указать на	3	1
382	и смертью	1	1
383	чем перейти	1	1
384	что при	1	1
385	утверждать что	1	1
386	велико что	1	1
387	с образом	1	1
388	правда не	1	1
389	и это	1	1
390	также имеет	1	1
391	в виду	1	1
392	чтобы быть	1	1
393	и говорит	1	1
394	и этим	2	1
395	приводит к	1	1
396	и может	1	1
397	внешне не	1	1
398	слова а	1	1
399	на том	2	1
400	и которые	1	1
401	во второй	1	1
402	в последней	1	1
403	одно из	1	1
404	быту и	1	1
405	с некоторыми	1	1
406	не на	3	1
407	входит и	1	1
408	другими словами	2	1
409	обращается к	1	1
410	и что	5	1
411	можно сказать	1	1
412	нас в	1	1
413	за свое	1	1
414	следствие его	1	1
415	нем не	1	1
416	когда оно	1	1
417	предмета между	1	1
418	представления о	3	1
419	и следовательно	1	1
420	и об	1	1
421	и она	1	1
422	того что	2	1
423	же сфере	1	1
424	ставят в	1	1
425	всякого рода	3	1
426	речи о	1	1
427	одной из	1	1
428	друг друга	1	1
429	и действительно	3	1
430	до нас	1	1
431	их не	2	1
432	эту действительность	1	1
433	в качестве	7	1
434	чаще всего	1	1
435	сильным и	1	1
436	есть чисто	1	1
437	не можем	1	1
438	только на	1	1
439	до появления	1	1
440	но есть	2	1
441	представить себе	1	1
442	не для	1	1
443	с этими	2	1
444	мы можем	6	1
445	много и	1	1
446	из которого	1	1
447	жизни на	1	1
448	как раз	1	1
449	тем что	5	1
450	различных источника	1	1
451	первоначально оно	1	1
452	в других	2	1
453	перейти к	1	1
454	которые как	1	1
455	которое может	1	1
456	к совершенно	1	1
457	как у	1	1
458	или иначе	1	1
459	не обязательно	1	1
460	говорить и	1	1
461	с той	2	1
462	мы еще	1	1
463	что не	1	1
464	говорит о	2	1
465	притом не	1	1
466	превращается в	7	1
467	а на	4	1
468	этого не	2	1
469	зависит от	1	1
470	другой стороны	4	1
471	именно так	1	1
472	когда она	1	1
473	могут служить	1	1
474	подчинения его	1	1
475	он приобретает	2	1
476	человек или	1	1
477	вступает в	1	1
478	образ так	1	1
479	в частности	2	1
480	из форм	1	1
481	в иных	1	1
482	диалог который	1	1
483	мы опять	2	1
484	он говорит	2	1
485	с миром	3	1
486	и всей	1	1
487	быть только	1	1
488	образом на	1	1
489	хотя он	1	1
490	источника один	1	1
491	этого слова	2	1
492	на новый	1	1
493	на пути	1	1
494	почему нельзя	1	1
495	в самую	2	1
496	однако не	1	1
497	здесь входить	1	1
498	образом к	1	1
499	только одна	2	1
500	в немецкой	2	1
501	для выражения	1	1
502	но на	1	1
503	это так	1	1
504	или нет	1	1
505	из своего	3	1
506	и смысл	1	1
507	на языке	2	1
508	и ставят	1	1
509	же в	3	1
510	уже нет	3	1
511	в который	2	1
512	здесь только	1	1
513	только как	1	1
514	средние века	2	1
515	они были	1	1
516	но этот	2	1
517	в отдельности	2	1
518	или точнее	1	1
519	дав ему	1	1
520	в своих	1	1
521	или индивидуального	1	1
522	к этому	5	1
523	том числе	1	1
