N	2gram	Bakhtin_KF_1	Komedia
264	зависимости от	1	1
265	жизни это	1	1
266	разве не	2	1
267	и говорить	1	1
268	стороны его	1	1
269	в большинстве	1	1
270	признание и	1	1
271	не найдем	1	1
272	все эти	10	1
273	не был	1	1
274	нему в	4	1
275	в чем	4	1
276	сделать ее	1	1
277	ли кто-нибудь	1	1
278	конечно это	1	1
279	тем как	3	1
280	но не	12	1
281	но как	5	1
282	к которой	2	1
283	и всякий	1	1
284	черты и	1	1
285	себе и	3	1
286	предположение что	1	1
287	действительности а	1	1
288	вышел из	1	1
289	сторона была	1	1
290	относится к	1	1
291	в истории	1	1
292	себя за	2	1
293	независимо от	3	1
294	от до	1	1
295	где и	1	1
296	как к	2	1
297	не это	1	1
298	и как	2	1
299	и наконец	1	1
300	в действительности	1	1
301	от этого	2	1
302	в этот	1	1
303	к идеалу	1	1
304	для которого	3	1
305	из жизни	1	1
306	в нашем	1	1
307	всю правду	1	1
308	имеем в	2	1
309	установить даже	1	1
310	сказать в	1	1
311	было с	1	1
312	человек не	2	1
313	стороны нет	1	1
314	страшная и	1	1
315	нее и	1	1
316	не являются	1	1
317	не к	1	1
318	оно могло	1	1
319	спорить о	1	1
320	чувства в	1	1
321	постольку поскольку	1	1
322	на этом	1	1
323	эта же	1	1
324	я оказался	1	1
325	в каждом	3	1
326	что все	1	1
327	же не	1	1
328	чем я	1	1
329	если ты	3	1
330	конечно в	2	1
331	той же	1	1
332	себя не	3	1
333	это было	2	1
334	человека этическое	1	1
335	который и	1	1
336	и тем	3	1
337	в это	2	1
338	его и	2	1
339	нет в	4	1
340	соответствии с	2	1
341	их для	2	1
342	этого не	1	1
343	и переживает	1	1
344	когда я	3	1
345	тот в	1	1
346	такой же	1	1
347	нет ибо	1	1
348	одно из	1	1
349	и видит	1	1
350	от своего	1	1
351	и поскольку	1	1
352	человек и	1	1
353	как все	1	1
354	работая над	1	1
355	место в	5	1
356	не от	1	1
357	что я	5	1
358	признать что	1	1
359	образом и	1	1
360	но он	1	1
361	всякий другой	1	1
362	это дело	1	1
363	том же	1	1
364	ним в	1	1
365	и под	2	1
366	эта мысль	1	1
367	ее не	1	1
368	с которой	1	1
369	к этим	1	1
370	которого и	2	1
371	не могло	1	1
372	вся его	1	1
373	находятся в	1	1
374	и весь	2	1
375	и по	1	1
376	таким путем	1	1
377	по своей	1	1
378	меня и	3	1
379	во всем	7	1
380	и теперь	1	1
381	в сознании	2	1
382	ли это	2	1
383	точке зрения	1	1
384	у меня	1	1
385	в трагедии	1	1
386	представляется нам	1	1
387	его для	1	1
388	выход из	2	1
389	могут быть	3	1
390	всего в	1	1
391	моей жизни	4	1
392	но сама	1	1
393	здесь мы	4	1
394	однако по	1	1
395	ты хочешь	2	1
396	правда не	1	1
397	эта последняя	1	1
398	нас важно	2	1
399	меня в	3	1
400	ни одно	5	1
401	и от	1	1
402	а тот	1	1
403	можно сделать	1	1
404	в себя	7	1
405	она только	1	1
406	и может	3	1
407	как с	1	1
408	и совершенно	3	1
409	и когда	2	1
410	с собой	1	1
411	чтобы дать	2	1
412	времени и	4	1
413	особенно в	1	1
414	живет в	1	1
415	мог бы	1	1
416	к его	1	1
417	но поскольку	1	1
418	в весьма	1	1
419	основных линий	1	1
420	остается только	1	1
421	это только	2	1
422	жизнь и	2	1
423	и всякого	1	1
424	для этого	2	1
425	в настоящее	1	1
426	я теперь	1	1
427	и начало	1	1
428	сводится к	2	1
429	и та	2	1
430	настоящее время	1	1
431	его жизни	3	1
432	делает возможным	1	1
433	мысль не	2	1
434	основе своей	2	1
435	правда его	1	1
436	может не	2	1
437	нас от	1	1
438	за свое	4	1
439	его никогда	1	1
440	другого а	1	1
441	от них	1	1
442	этот момент	6	1
443	во втором	1	1
444	но нет	2	1
445	подобная нравственная	1	1
446	он его	1	1
447	я во	1	1
448	сказать и	1	1
449	в ту	2	1
450	в лучшем	1	1
451	и она	2	1
452	для самого	1	1
453	дать в	1	1
454	ответственности и	2	1
455	ни к	2	1
456	мы видим	1	1
457	менее в	1	1
458	всю свою	1	1
459	только в	16	1
460	в стороне	1	1
461	различны в	1	1
462	со всеми	2	1
463	события и	1	1
464	мысли что	1	1
465	только на	1	1
466	свою жизнь	2	1
467	доказать свое	1	1
468	этого акта	1	1
469	не из	2	1
470	в душе	1	1
471	и других	2	1
472	уже нет	1	1
473	и их	6	1
474	может служить	1	1
475	от ответственности	1	1
476	как его	4	1
477	и никогда	1	1
478	не видя	1	1
479	этого человека	1	1
480	а именно	1	1
481	было и	2	1
482	а с	2	1
483	уверенность что	1	1
484	ты должен	1	1
485	противоречие между	1	1
486	в соответствии	2	1
487	превращается в	1	1
488	любовь по	1	1
489	меня я	1	1
490	с которым	1	1
491	нет даже	1	1
492	дать а	1	1
493	которые как	1	1
494	действия в	1	1
495	эти слова	1	1
496	и потому	2	1
497	относятся к	1	1
498	о возможности	1	1
499	в моей	1	1
500	ним как	1	1
501	быть только	8	1
502	эту мысль	1	1
503	в мир	1	1
504	поскольку он	2	1
505	в первой	1	1
506	скорее наоборот	1	1
507	содержание ее	1	1
508	ко мне	6	1
509	быть не	2	1
510	совершенно несправедливо	1	1
511	в реальном	1	1
512	что между	1	1
513	нашей работы	1	1
514	можно сказать	1	1
515	и таким	1	1
516	а то	1	1
517	в смысле	6	1
518	он должен	1	1
519	нечто подобное	1	1
520	другой и	1	1
521	будет со	1	1
522	поступок в	6	1
523	попытка найти	1	1
524	войти в	2	1
525	котором он	3	1
526	или в	1	1
527	что кто-то	1	1
528	а к	1	1
529	отличаются от	1	1
530	для нас	4	1
531	это может	1	1
532	не понимая	1	1
533	в этих	1	1
534	не должен	3	1
535	плача и	1	1
536	все они	1	1
537	места в	4	1
538	пока я	1	1
539	отношении к	2	1
540	к любви	1	1
541	быть все	4	1
542	друг против	1	1
543	признания в	1	1
544	жизни в	5	1
545	акта в	2	1
546	приходится признать	1	1
547	с ней	1	1
548	и только	6	1
549	была бы	1	1
550	но этот	1	1
551	жизни а	1	1
552	положений и	1	1
553	первом случае	1	1
554	бы его	1	1
555	самое что	1	1
556	на своем	3	1
557	жизнь в	1	1
558	жизни и	8	1
559	по поводу	1	1
560	и эта	2	1
561	же на	1	1
562	я могу	5	1
563	против друга	1	1
564	нужен в	1	1
565	они не	1	1
566	ничего общего	2	1
