N	2gram	Medvedev_F_3	Komedia
183	если он	1	2
184	ни было	5	2
185	и если	1	2
186	человека в	2	2
187	исходя из	1	2
188	в мире	1	2
189	является конечно	1	2
190	не с	1	2
191	с другими	1	2
192	это не	3	2
193	отца и	1	2
194	еще одно	1	2
195	в развитии	1	2
196	в котором	2	2
197	в их	1	2
198	в одном	1	2
199	что эта	1	2
200	сам он	2	2
201	тому что	3	2
202	она не	4	2
203	дело не	2	2
204	в основе	3	2
205	больше чем	1	2
206	в области	2	2
207	больше того	1	2
208	одним из	3	2
209	и со	2	2
210	известной степени	2	2
211	если же	5	2
212	и это	2	2
213	как мы	8	2
214	и о	1	2
215	в виду	3	2
216	вывод что	1	2
217	здесь не	2	2
218	за пределами	1	2
219	роль в	4	2
220	можно было	1	2
221	в эпоху	3	2
222	от своей	1	2
223	именно потому	2	2
224	и во	2	2
225	между тем	7	2
226	нуждается в	3	2
227	все время	6	2
228	не как	2	2
229	тот же	1	2
230	должен быть	2	2
231	трагедии и	1	2
232	и ее	6	2
233	в качестве	1	2
234	уже в	4	2
235	если мы	7	2
236	за ним	1	2
237	от отца	1	2
238	мы знаем	4	2
239	был бы	2	2
240	этом отношении	3	2
241	они будут	2	2
242	от того	2	2
243	к одной	2	2
244	или иначе	1	2
245	что для	1	2
246	не было	1	2
247	а на	2	2
248	что мы	1	2
249	под влиянием	1	2
250	он и	3	2
251	отрывок из	1	2
252	его на	1	2
253	к своему	1	2
254	в пределах	8	2
255	не могут	10	2
256	по существу	1	2
257	для понимания	1	2
258	его от	2	2
259	этом случае	1	2
260	только для	1	2
261	нет ничего	1	2
262	при всем	1	2
263	и все	8	2
264	полагать что	2	2
265	конце концов	2	2
266	иначе обстоит	3	2
267	нет никаких	2	2
268	обстоит дело	4	2
269	он понимает	1	2
270	е в	1	2
271	не будет	1	2
272	а о	1	2
273	между ними	15	2
274	другой стороны	5	2
275	совершенно не	7	2
276	равно как	3	2
277	из этого	4	2
278	в своих	6	2
279	это в	1	2
280	в таком	2	2
281	формы и	3	1
282	я и	1	1
283	он считает	2	1
284	чтобы не	2	1
285	а из	1	1
286	противоречия между	1	1
287	себе путь	1	1
288	поэтической речи	1	1
289	в первом	1	1
290	к другому	2	1
291	и до	1	1
292	видеть в	1	1
293	в зависимости	5	1
294	мы имеем	1	1
295	с более	1	1
296	этом не	1	1
297	становится совершенно	1	1
298	а для	1	1
299	требует от	1	1
300	не сводится	1	1
301	ему в	1	1
302	как впрочем	1	1
303	зависимости от	5	1
304	первого и	1	1
305	жизни это	1	1
306	это время	1	1
307	стороны его	3	1
308	в большинстве	4	1
309	первый план	1	1
310	не найдем	1	1
311	все эти	6	1
312	не был	1	1
313	конечно это	2	1
314	тем как	1	1
315	но не	5	1
316	находит в	1	1
317	в сторону	2	1
318	не входит	1	1
319	должны были	1	1
320	очевидно что	2	1
321	они конечно	1	1
322	себе и	1	1
323	друга и	1	1
324	действительности а	1	1
325	к сожалению	1	1
326	в истории	5	1
327	в одной	5	1
328	независимо от	5	1
329	не это	1	1
330	на человека	1	1
331	там не	1	1
332	на земле	2	1
333	и как	4	1
334	была куплена	1	1
335	связанный с	1	1
336	в действительности	9	1
337	от этого	2	1
338	роль играет	1	1
339	да еще	1	1
340	говорят о	2	1
341	из жизни	1	1
342	отношения между	2	1
343	вопрос почему	1	1
344	человеческой судьбы	1	1
345	чем больше	1	1
346	в нашем	1	1
347	из этих	2	1
348	выражение в	1	1
349	еще один	1	1
350	им в	1	1
351	имеем в	1	1
352	и те	4	1
353	оказывается на	1	1
354	сказать в	1	1
355	другой как	1	1
356	т д	6	1
357	образом для	1	1
358	из нашего	1	1
359	в первую	1	1
360	моменты которые	1	1
361	не являются	2	1
362	к одному	1	1
363	не к	1	1
364	дает и	1	1
365	на жизнь	2	1
366	чем она	1	1
367	принадлежат к	2	1
368	близкими и	1	1
369	на этом	2	1
370	в нее	1	1
371	именно это	2	1
372	в каждом	5	1
373	же не	1	1
374	значение в	1	1
375	той же	3	1
376	еще вернемся	1	1
377	в существенном	1	1
378	известно что	1	1
379	за другой	1	1
380	приходит в	1	1
381	и тем	3	1
382	тех сфер	1	1
383	чаще всего	1	1
384	на сцене	1	1
385	в это	1	1
386	его и	3	1
387	для них	7	1
388	он является	2	1
389	законченные высказывания	1	1
390	нет в	1	1
391	признавая что	1	1
392	друга в	2	1
393	или из	1	1
394	на определенное	1	1
395	для отца	2	1
396	а потом	1	1
397	можно считать	1	1
398	зрения самого	2	1
399	такой же	2	1
400	одно из	1	1
401	работы в	1	1
402	таким же	2	1
403	мы конечно	1	1
404	можно выдвинуть	1	1
405	бы к	2	1
406	целом так	1	1
407	место в	10	1
408	то его	2	1
409	не от	2	1
410	в отличие	2	1
411	знаем что	2	1
412	для всякого	1	1
413	жанра в	2	1
414	для данного	4	1
415	из контекста	1	1
416	времени не	1	1
417	но он	1	1
418	ведь из	1	1
419	друг другу	2	1
420	них является	1	1
421	теми же	1	1
422	том же	1	1
423	от более	1	1
424	достигается тем	1	1
425	этой работы	1	1
426	следует и	1	1
427	случае в	3	1
428	на рубеже	1	1
429	нее можно	1	1
430	без того	1	1
431	виду что	2	1
432	того как	1	1
433	и притом	2	1
434	на себе	1	1
435	к этим	1	1
436	и снова	2	1
437	не могло	2	1
438	считать только	2	1
439	теперь с	1	1
440	могут объяснить	1	1
441	очень плохо	1	1
442	находятся в	2	1
443	на тему	2	1
444	и лишь	2	1
445	и по	1	1
446	таким путем	1	1
447	предполагать что	1	1
448	вот что	1	1
449	же он	2	1
450	и теперь	6	1
451	от субъективной	1	1
452	в сознании	1	1
453	не нуждается	3	1
454	с другом	1	1
455	явно не	1	1
456	не останется	2	1
457	представляется нам	1	1
458	все то	1	1
459	его для	1	1
460	произведение если	1	1
461	могут быть	4	1
462	числе и	1	1
463	слова с	1	1
464	что при	1	1
465	и можем	1	1
466	правда не	1	1
467	подобно тому	4	1
468	литературы на	1	1
469	нас важно	1	1
470	и сами	2	1
471	что там	1	1
472	и от	11	1
473	можно сделать	1	1
474	в себя	1	1
475	она только	1	1
476	и может	1	1
477	и противоречия	1	1
478	и чаще	1	1
479	обстоятельствах в	1	1
480	и совершенно	1	1
481	не объясняет	1	1
482	те же	3	1
483	к его	3	1
484	их равно	1	1
485	вошел в	2	1
486	это только	2	1
487	могла быть	2	1
488	в которые	1	1
489	жизнь и	3	1
490	строго говоря	1	1
491	для этого	2	1
492	из одного	2	1
493	в настоящее	1	1
494	входящих в	1	1
495	сводится к	5	1
496	иногда без	1	1
497	высказывание в	3	1
498	в задачу	1	1
499	нечто совсем	2	1
500	этих условиях	1	1
501	и ничем	1	1
502	и та	1	1
503	язык и	1	1
504	настоящее время	1	1
505	никак не	3	1
506	все их	1	1
507	всей ситуации	1	1
508	там же	1	1
509	нас в	1	1
510	но столь	1	1
511	то в	2	1
512	путь к	1	1
513	являются в	1	1
514	от них	1	1
515	повод к	1	1
516	того в	1	1
517	в середине	1	1
518	в ту	1	1
519	в лучшем	1	1
520	для самого	1	1
521	но так	2	1
522	образом как	1	1
523	но наиболее	1	1
524	ни к	1	1
525	мы видим	1	1
526	причем эта	1	1
527	только в	8	1
528	из сторон	1	1
529	реагирует на	1	1
530	моменты в	1	1
531	впрочем и	1	1
532	во времени	1	1
533	психологическим содержанием	1	1
534	п т	1	1
535	это же	1	1
536	в эти	1	1
537	человека с	1	1
538	аналогичным образом	1	1
539	в построении	1	1
540	и у	1	1
541	только на	4	1
542	ни одного	1	1
543	в нашей	1	1
544	целого ряда	1	1
545	является не	2	1
546	не из	1	1
547	в ином	1	1
548	и других	1	1
549	сходятся в	1	1
550	возникающие в	1	1
551	к каким	1	1
552	и их	5	1
553	чтобы она	1	1
554	как его	9	1
555	и никогда	1	1
556	случае с	2	1
557	внутреннего мира	2	1
558	ведь мы	2	1
559	где в	1	1
560	с общим	1	1
561	из двух	1	1
562	ней и	1	1
563	выходит за	1	1
564	сами эти	2	1
565	что человек	1	1
566	человека а	1	1
567	с той	1	1
568	предпосылок для	1	1
569	действующих лиц	2	1
570	и последующих	1	1
571	и между	5	1
572	мы еще	2	1
573	то при	1	1
574	сюжета или	1	1
575	говорит о	1	1
576	превращается в	2	1
577	не на	3	1
578	в руках	1	1
579	не выдерживает	1	1
580	то по	2	1
581	в слове	4	1
582	мы остановимся	1	1
583	как ни	1	1
584	на фоне	3	1
585	или на	2	1
586	для введения	1	1
587	и потому	5	1
588	и абсолютно	1	1
589	не удается	1	1
590	или отдельных	1	1
591	стиха и	1	1
592	и схватить	1	1
593	для создания	1	1
594	одновременно с	1	1
595	тому как	5	1
596	быть только	2	1
597	да и	4	1
598	и следующий	1	1
599	друг с	1	1
600	в кругу	1	1
601	что служит	1	1
602	быть не	1	1
603	в реальном	5	1
604	что между	1	1
605	можно сказать	3	1
606	в основном	2	1
607	а то	1	1
608	в смысле	4	1
609	и новой	1	1
610	она должна	2	1
611	один вопрос	1	1
612	войти в	5	1
613	а что	3	1
614	о котором	1	1
615	а к	2	1
616	вопрос связанный	1	1
617	е о	1	1
618	на первый	1	1
619	для нас	3	1
620	же что	2	1
621	у них	2	1
622	в этих	3	1
623	не должен	1	1
624	было только	1	1
625	все они	1	1
626	условий и	1	1
627	отношении к	1	1
628	сделать вывод	1	1
629	к самому	2	1
630	жизни в	3	1
631	всякий смысл	1	1
632	сказать что	3	1
633	и только	2	1
634	была бы	2	1
635	обычно не	1	1
636	но этот	1	1
637	бы его	1	1
638	всем этом	1	1
639	жизнь в	1	1
640	жизни и	4	1
641	и эта	3	1
642	одну за	1	1
643	можно назвать	1	1
644	этой точки	1	1
645	том числе	1	1
646	они не	4	1
