N	2gram	Vygotskiy__2	OGranits
389	а на	4	1
390	которые не	3	1
391	так художественное	1	1
392	далеко не	5	1
393	и определяет	1	1
394	в рифме	1	1
395	в ритме	1	1
396	к литературному	1	1
397	которой он	1	1
398	переходим к	1	1
399	он и	1	1
400	когда я	2	1
401	и вне	1	1
402	же точно	10	1
403	это сродство	1	1
404	все время	6	1
405	отнюдь не	5	1
406	понятие о	1	1
407	существует то	1	1
408	для человека	1	1
409	должно быть	1	1
410	изменение его	1	1
411	они-то и	1	1
412	такой же	7	1
413	теоретической и	1	1
414	ясное и	1	1
415	и тогда	1	1
416	или менее	1	1
417	но при	1	1
418	которую он	1	1
419	сводятся к	2	1
420	но если	1	1
421	на который	2	1
422	приемов то	1	1
423	анализа тех	1	1
424	быть объяснено	1	1
425	ко всем	1	1
426	как это	4	1
427	этим анализом	1	1
428	за которым	1	1
429	когда ребенок	1	1
430	что всякий	1	1
431	и назначение	1	1
432	представление о	3	1
433	себе а	1	1
434	в отличие	1	1
435	в которых	3	1
436	быть это	1	1
437	бы мы	1	1
438	он говорит	5	1
439	она есть	1	1
440	здесь он	1	1
441	к этому	1	1
442	что имеет	1	1
443	человеческого тела	2	1
444	такого рода	1	1
445	утверждая что	1	1
446	тому как	3	1
447	и вот	3	1
448	и там	1	1
449	переходе от	2	1
450	тем не	4	1
451	пригодны для	1	1
452	и более	4	1
453	их в	2	1
454	для понимания	1	1
455	и наоборот	2	1
456	указанных нами	1	1
457	быть не	1	1
458	зрения и	1	1
459	этого слова	1	1
460	только то	1	1
461	тому что	4	1
462	что те	1	1
463	нет никакого	1	1
464	является для	1	1
465	до конца	3	1
466	вплоть до	2	1
467	но это	2	1
468	и оно	1	1
469	точно и	2	1
470	и другое	2	1
471	вошла в	1	1
472	в то	5	1
473	в достаточной	1	1
474	сознании и	2	1
475	одна из	1	1
476	еще своего	1	1
477	мы все	1	1
478	действительности поэтому	1	1
479	того чтобы	14	1
480	жизни когда	1	1
481	на самый	2	1
482	в самых	2	1
483	само по	3	1
484	хотя они	1	1
485	при таком	4	1
486	не существует	2	1
487	формы и	6	1
488	в разных	1	1
489	она из	1	1
490	или в	1	1
491	найти в	1	1
492	узком смысле	1	1
493	того как	4	1
494	в самой	2	1
495	именно с	1	1
496	который является	1	1
497	же время	2	1
498	нам придется	1	1
499	в основе	11	1
500	она никогда	1	1
501	к произведению	1	1
502	поэзии в	1	1
503	мыслей и	1	1
504	тем более	2	1
505	важное значение	1	1
506	от него	1	1
507	с понятием	1	1
508	и целом	1	1
509	таком подходе	1	1
510	только что	1	1
511	потому что	21	1
512	связи с	1	1
513	еще платон	1	1
514	для анализа	1	1
515	эти три	1	1
516	этом отношении	5	1
517	не вполне	2	1
518	об этом	3	1
519	в сборник	1	1
520	его точки	1	1
521	две формы	1	1
522	сказать что	7	1
523	стиль и	1	1
524	речи и	1	1
525	ложное представление	1	1
526	в поэтическом	2	1
527	работы и	1	1
528	все то	1	1
529	поэт не	1	1
530	но когда	2	1
531	слова есть	1	1
532	и часто	2	1
533	когда мы	2	1
534	во все	1	1
535	и детская	1	1
536	языке и	1	1
537	время мы	1	1
538	ли не	1	1
539	с его	2	1
540	только о	1	1
541	историческое развитие	1	1
542	произведения и	1	1
543	указать на	1	1
544	же самое	6	1
545	должны быть	3	1
546	вместе с	2	1
547	этого и	1	1
548	например в	3	1
549	в технике	1	1
550	по поводу	1	1
551	сложных формах	1	1
552	что при	9	1
553	как некая	1	1
554	этой точки	2	1
555	они не	1	1
