N	2gram	Vygotskiy__3	VerxiiNi
487	это мы	1	1
488	том как	2	1
489	ничего подобного	1	1
490	между собой	2	1
491	из одного	3	1
492	по мере	1	1
493	с ним	2	1
494	вероятно что	1	1
495	в известных	2	1
496	считают что	1	1
497	и других	1	1
498	еще при	1	1
499	все прочие	2	1
500	в глаза	2	1
501	называемой новой	1	1
502	одного из	2	1
503	каким-нибудь определенным	1	1
504	может не	1	1
505	времени в	1	1
506	и во	2	1
507	своему значению	1	1
508	под именем	1	1
509	в которую	2	1
510	а у	2	1
511	этих слов	1	1
512	эти два	3	1
513	у другого	1	1
514	что человек	1	1
515	котором они	1	1
516	и следовательно	2	1
517	как она	1	1
518	что здесь	2	1
519	и прежде	1	1
520	совсем не	3	1
521	мы видим	12	1
522	этот вопрос	1	1
523	дело с	1	1
524	что даже	2	1
525	друг друга	1	1
526	пор не	1	1
527	еще и	2	1
528	каждом шагу	1	1
529	и так	1	1
530	других подобных	1	1
531	и ее	2	1
532	и его	6	1
533	значение которое	1	1
534	не можем	4	1
535	только на	1	1
536	чтобы он	2	1
537	при помощи	4	1
538	но совершенно	1	1
539	участие в	1	1
540	что сама	1	1
541	мы знаем	1	1
542	который как	2	1
543	пор было	1	1
544	не так	3	1
545	и их	1	1
546	представить себе	1	1
547	морали в	3	1
548	могло бы	2	1
549	иначе как	2	1
550	с этими	1	1
551	после себя	1	1
552	у него	4	1
553	заметить что	2	1
554	как раз	8	1
555	тем что	3	1
556	так легко	1	1
557	параллельно с	3	1
558	перейти к	1	1
559	этот второй	3	1
560	этим двум	1	1
561	представляют собой	2	1
562	на стороне	1	1
563	смотря по	1	1
564	которые как	1	1
565	из двух	3	1
566	со всем	1	1
567	ней и	1	1
568	при рассмотрении	1	1
569	к рассмотрению	1	1
570	а именно	1	1
571	выйдет из	1	1
572	сам себя	2	1
573	такое же	3	1
574	души и	1	1
575	на словах	3	1
576	деле если	1	1
577	целым рядом	1	1
578	и самый	1	1
579	зависит от	1	1
580	жизнь в	1	1
581	всей своей	1	1
582	о чем	1	1
583	на эту	1	1
584	когда она	3	1
585	черт которые	1	1
586	действия в	1	1
587	в момент	1	1
588	нам нужно	1	1
589	все более	2	1
590	эти слова	2	1
591	ни на	1	1
592	от характера	1	1
593	с конца	1	1
594	о каждом	1	1
595	тот факт	1	1
596	так происходит	1	1
597	она опять	1	1
598	с этим	8	1
599	и глубоко	1	1
600	в данном	2	1
601	в той	5	1
602	смысле этого	2	1
603	одновременно с	1	1
604	это есть	2	1
605	отношения к	2	1
606	там где	6	1
607	этого слова	2	1
608	сейчас же	1	1
609	такой же	2	1
610	но это	3	1
611	о его	1	1
612	слов которые	1	1
613	и служило	1	1
614	кроме того	1	1
615	о мире	2	1
616	в наше	2	1
617	не является	1	1
618	которых он	1	1
619	бы в	3	1
620	всех прочих	2	1
621	его жизнь	1	1
622	все они	2	1
623	указывает на	6	1
624	же в	2	1
625	причину этого	1	1
626	имеет никакого	3	1
627	поставить эту	1	1
628	из поля	1	1
629	из общего	1	1
630	бы бьет	1	1
631	наконец что	1	1
632	только как	1	1
633	совершенно не	5	1
634	по одному	1	1
635	жизни а	1	1
636	которым они	1	1
637	к этой	2	1
638	в своих	4	1
639	с первого	1	1
640	значение в	1	1
641	как результат	1	1
642	они не	2	1
