N	2gram	Berdyaev_O_1	VelikijI
318	легенде о	3	1
319	достоинство человека	1	1
320	противоречия человеческой	1	1
321	этих детей	1	1
322	как в	1	1
323	и мир	1	1
324	своей и	1	1
325	сходятся тут	1	1
326	слабая душа	1	1
327	иному миру	1	1
328	в своем	2	1
329	потребность в	2	1
330	свобода их	1	1
331	боятся они	1	1
332	что нет	1	1
333	все же	2	1
334	еще больше	1	1
335	потому поступил	1	1
336	сострадания к	1	1
337	и великолепной	1	1
338	со злом	3	1
339	с ними	1	1
340	обетом свободы	1	1
341	ли он	1	1
342	людского племени	1	1
343	остальные слабые	1	1
344	духа в	1	1
345	в самом	5	1
346	их жизни	1	1
347	в которой	2	1
348	каким-то обетом	1	1
349	вытерпеть того	1	1
350	что это	1	1
351	бы ни	1	1
352	на людей	1	1
353	их не	2	1
354	существует лишь	1	1
355	счастья и	1	1
356	ужаснувшим но	1	1
357	захотел поработить	1	1
358	человеческой души	6	1
359	в этой	5	1
360	свободе человека	1	1
361	тебе была	1	1
362	же и	1	1
363	и счастье	1	1
364	малосильны порочны	1	1
365	жертвы их	1	1
366	хаос и	1	1
367	человеке и	5	1
368	бесчинстве своем	1	1
369	ты лишь	1	1
370	уже в	2	1
371	достоинства человека	1	1
372	слабые люди	1	1
373	в которую	1	1
374	все все	1	1
375	зла в	2	1
376	сделать вас	1	1
377	но вспомни	1	1
378	они побороли	1	1
379	он сравниться	1	1
380	твое но	1	1
381	но от	1	1
382	о которой	2	1
383	чего бы	1	1
384	вот наша	1	1
385	к человеческой	1	1
386	опять-таки не	1	1
387	человеческого духа	3	1
388	им ее	1	1
389	чем у	1	1
390	для избранных?	1	1
391	и вот	3	1
392	слабы и	1	1
393	вовсе не	1	1
394	сошел с	1	1
395	отношение к	5	1
396	так часто	1	1
397	антихрист у	1	1
398	у него	22	1
399	не случайно	1	1
400	этом мире	2	1
401	и человеческого	1	1
402	ты увеличил	1	1
403	ее еще	1	1
404	бы от	1	1
405	полторы тысячи	1	1
406	разве бунтовщики	1	1
407	человека в	11	1
408	вечно неблагородного	1	1
409	лишь к	1	1
410	для того	3	1
411	ее мучениями	1	1
412	могуществом раз	1	1
413	в легенде	4	1
414	прельщенный и	1	1
415	часто тогда	1	1
416	их во	1	1
417	против всяких	1	1
418	эту истину	1	1
419	гордых и	1	1
420	свободой ты	1	1
421	и устроения	1	1
422	могучие? чем	1	1
423	и с	2	1
424	было не	1	1
425	в бездну	1	1
426	свободной веры	1	1
427	виновата слабая	1	1
428	и менее	1	1
429	кто знает	1	1
430	гордостью указать	1	1
431	которого не	1	1
432	есть не	1	1
433	в глазах	1	1
434	остальные? и	1	1
435	поработить человека	1	1
436	воротился к	1	1
437	лишь на	1	1
438	ничтожны и	1	1
439	что бог	1	1
440	люди что	1	1
441	и слабые	1	1
442	людей свободы	1	1
443	не ты	1	1
444	говорит о	1	1
445	ибо ничего	1	1
446	умножил ее	1	1
447	отверг единственный	1	1
448	к человеку	9	1
449	она и	1	1
450	может ли	1	1
451	был в	1	1
452	чем виновата	1	1
453	стихии человеческого	1	1
454	духа ты	1	1
455	тогда говорил	1	1
456	знает может	1	1
457	их было	1	1
458	наша тайна	1	1
459	голыми руками	1	1
460	в божественном	4	1
461	человека не	1	1
462	ибо конечно	1	1
463	было для	2	1
464	избранным и	1	1
465	с голыми	1	1
466	о чем	1	1
467	только несколько	1	1
468	и своим	1	1
469	виноваты остальные	1	1
470	и идешь	1	1
471	глазах слабого	1	1
472	мировой истории	1	1
473	него не	2	1
474	любви человека	1	1
475	и обременил	1	1
476	в великом	1	1
477	в одно	1	1
478	тобой а	1	1
479	руками с	1	1
480	своем не	1	1
481	веры а	1	1
482	иван карамазов	2	1
483	неблагородного людского	1	1
484	которого боятся	1	1
485	рабских восторгов	1	1
486	места в	1	1
487	царство человека	1	1
488	него в	5	1
489	и жаждал	1	1
490	и впрямь	1	1
491	ко всем	2	1
492	как это	1	1
493	человека к	2	1
494	и великий	3	1
495	обвиняет христа	1	1
496	свободно пошел	1	1
497	богов а	1	1
498	бунтовщиком разве	1	1
499	с каким-то	1	1
500	в человеке	9	1
501	тут ты	1	1
502	разрушение и	1	1
503	у нас	1	1
504	и сделали	1	1
505	он говорит	1	1
506	сравнению с	1	1
507	слабого вечно	1	1
508	для всякого	2	1
509	этих словах	1	1
510	страшатся ибо	1	1
511	и злом	2	1
512	ведет к	1	1
513	наконец-то они	1	1
514	эта не	1	1
515	этот есть	1	1
516	не рабских	1	1
517	в одном	1	1
518	их веры	1	1
519	в заслугу	1	1
520	душевное царство	1	1
521	ты обещал	1	1
522	устроен бунтовщиком	1	1
523	назад не	1	1
524	несколько тысяч	1	1
525	говорит все	1	1
526	чтобы свободно	1	1
527	образ и	1	1
528	в мир	1	1
529	у самого	1	1
530	от гордых	1	1
531	могли вытерпеть	1	1
532	или тебе	1	1
533	по силам	1	1
534	единственный путь	1	1
535	свобода и	2	1
536	не чудесной	1	1
537	мучениями душевное	1	1
538	и скажет	1	1
539	свободы свободной	1	1
540	осмыслить которого	1	1
541	и всех	1	1
542	этого слова	1	1
543	они невольники	1	1
544	и очень	2	1
545	любя их	1	1
546	невыносимее свободы	1	1
547	нет никакого	1	1
548	любви и	1	1
549	ницше в	1	1
550	устроения и	1	1
551	и нет	2	1
552	конечно они	1	1
553	можно ли	2	1
554	с гордостью	1	1
555	людей а	1	1
556	свободы которого	1	1
557	есть один	1	1
558	человека есть	2	1
559	высоко ибо	1	1
560	чудесной жаждал	1	1
561	ничего кроме	2	1
562	навсегда его	1	1
563	вместить столь	1	1
564	небесный но	1	1
565	дух христов	1	1
566	обещал им	1	1
567	веры тебе	1	1
568	свободой людей	1	1
569	на два	1	1
570	ты судил	1	1
571	в простоте	1	1
572	тому кто	1	1
573	не по	1	1
574	тайна и	1	1
575	указать на	1	1
576	ним вот	1	1
577	есть путь	1	1
578	ты хочешь	1	1
579	столь страшных	1	1
580	возжелал свободной	1	1
581	лишить людей	1	1
582	не существует	1	1
583	и от	3	1
584	ушел от	1	1
585	чем виноваты	1	1
586	хочешь идти	1	1
587	и воротился	1	1
588	задача которая	1	1
589	человека чтобы	1	1
590	он за	1	1
591	ничего не	2	1
592	человек и	4	1
593	приходил ты	1	1
594	в разных	1	1
595	племени с	1	1
596	пошел он	1	1
597	того как	1	1
598	жизни не	1	1
599	зло должно	1	1
600	христа и	1	1
601	свободы во	1	1
602	может быть	11	1
603	что могучие?	1	1
604	побороли свободу	1	1
605	влагает в	1	1
606	великолепной жертвы	1	1
607	природы в	2	1
608	восторгов невольника	1	1
609	в русском	1	1
610	более всего	3	1
611	из полюсов	1	1
612	человека чудом	1	1
613	во всем	1	1
614	будто бы	1	1
615	вечно порочного	1	1
616	свобода человека	1	1
617	и любовь	2	1
618	была дороже	1	1
619	вот что	1	1
620	в сознании	1	1
621	что наконец-то	1	1
622	окончательного устроения	1	1
623	всего еще	1	1
624	даров? да	1	1
625	человеческого общества	1	1
626	из сторон	1	1
627	связь с	1	1
628	жизни в	2	1
629	силам людей	1	1
630	вспомни что	1	1
631	не быть	1	1
632	вдоволь для	1	1
633	для нашего	1	1
634	сравниться в	1	1
635	и дал	1	1
636	общества невыносимее	1	1
637	ставит в	1	1
638	людей но	1	1
639	к этому	2	1
640	чтобы человек	1	1
641	впрямь приходил	1	1
642	возможны лишь	1	1
643	к избранным	1	1
644	его с	1	1
645	всего что	1	1
646	в своих	3	1
647	в процессе	1	1
648	и эта	1	1
649	порочны ничтожны	1	1
650	природу человека	1	1
651	но к	1	1
652	можешь с	1	1
653	идешь с	1	1
654	она не	1	1
