N	2gram	Vinokur_St_1	KulturaY
215	несколько слов	1	3
216	потребность в	1	3
217	была бы	5	3
218	или иного	4	3
219	как на	1	3
220	но еще	1	3
221	в таком	3	3
222	они не	1	3
223	гораздо более	4	3
224	позволю себе	1	2
225	можно говорить	1	2
226	речь идет	4	2
227	также и	9	2
228	эти случаи	1	2
229	и есть	1	2
230	если б	1	2
231	бы и	4	2
232	я не	7	2
233	один пример	1	2
234	не знают	1	2
235	в числе	2	2
236	думаю что	5	2
237	что его	1	2
238	иных случаях	2	2
239	на самом	6	2
240	не все	3	2
241	если в	2	2
242	меньше всего	1	2
243	идет о	2	2
244	так называемая	3	2
245	что касается	3	2
246	но в	10	2
247	от этого	2	2
248	и говорит	1	2
249	а во-вторых	1	2
250	так или	2	2
251	чуть ли	2	2
252	для которых	2	2
253	во многих	3	2
254	но ведь	8	2
255	больше всего	1	2
256	сейчас не	1	2
257	трудно было	1	2
258	он не	2	2
259	данном отношении	5	2
260	свое время	2	2
261	пример из	1	2
262	так например	7	2
263	но все	4	2
264	в каждом	3	2
265	так называемым	1	2
266	лишь в	3	2
267	заключается в	4	2
268	первую очередь	2	2
269	и тем	3	2
270	ни в	3	2
271	для них	1	2
272	в слове	5	2
273	как и	9	2
274	в москве	2	2
275	принадлежит в	1	2
276	и было	1	2
277	иначе говоря	1	2
278	нужно было	2	2
279	много таких	1	2
280	но если	4	2
281	и при	1	2
282	в своей	6	2
283	не столько	1	2
284	от себя	1	2
285	что я	1	2
286	вопрос о	4	2
287	втором случае	2	2
288	что было	1	2
289	и более	2	2
290	том же	1	2
291	слов о	1	2
292	по себе	1	2
293	ср в	5	2
294	можно ли	4	2
295	до конца	1	2
296	что с	2	2
297	в то	9	2
298	как о	2	2
299	не имеет	4	2
300	ничего не	2	2
301	что их	1	2
302	чтобы в	1	2
303	дело не	4	2
304	никогда не	5	2
305	же время	4	2
306	е не	1	2
307	быть в	2	2
308	же до	1	2
309	не является	3	2
310	не могут	1	2
311	когда мы	1	2
312	но также	9	2
313	ли в	2	2
314	том и	1	2
315	капитанской дочки	2	2
316	если мы	1	2
317	что все	2	2
318	было в	1	2
319	когда в	1	2
320	разумеется что	1	2
321	о котором	2	2
322	одно из	2	2
323	языка который	1	2
324	в разных	1	2
325	о нем	1	2
326	это было	1	2
327	каждом из	1	2
328	во втором	4	2
329	должны быть	3	2
330	смысле это	1	2
331	мой взгляд	1	2
332	а именно	3	2
333	не знаю	2	2
334	в современной	1	2
335	как например	1	2
336	но с	3	2
337	д и	2	2
338	тот же	1	2
339	языка на	1	2
340	как я	1	2
341	чтобы получить	1	2
342	и стилистической	1	2
343	на мой	1	2
344	же и	4	2
345	в сторону	2	2
346	конечно не	2	2
347	ряде случаев	1	2
348	видеть что	1	2
349	доказывает что	1	2
350	ни одного	2	2
351	в значении	1	2
352	хочу сказать	2	2
353	свидетельствует о	2	2
354	а то	2	2
355	был бы	1	2
356	наука о	1	2
357	были бы	1	2
358	большое значение	2	2
359	объяснение в	1	2
360	или иначе	2	2
361	в каком	3	2
362	это разумеется	1	2
363	и против	1	2
364	на этот	3	2
365	в ряде	1	2
366	обратить внимание	1	2
367	превращается в	2	2
368	я позволю	1	2
369	а на	3	2
370	так называемой	2	2
371	о чем	1	2
372	не всегда	2	2
373	именно так	1	2
374	в это	1	2
375	именно поэтому	1	2
376	мы говорим	1	2
377	в иных	2	2
378	к своему	1	2
379	с него	1	2
380	на эту	4	2
381	с этой	3	2
382	этом случае	2	2
383	с историей	2	2
384	видно что	3	2
385	между прочим	2	2
386	и для	3	2
387	случаях когда	1	2
388	или в	1	2
389	другое дело	1	2
390	для нас	7	2
391	и все	2	2
392	тем более	4	2
393	потому чтобы	1	2
394	пришлось бы	1	2
395	на более	1	2
396	бы на	1	2
397	но вот	1	2
398	е в	2	2
399	значения в	1	2
400	не говоря	1	2
401	себя самого	1	2
402	история литературы	2	2
403	в последнем	1	2
404	в свое	2	2
405	лиц которые	1	2
406	пушкин и	1	2
407	справедливо указывает	2	2
408	вряд ли	5	1
409	знать в	1	1
410	же как	3	1
411	так я	1	1
412	увидим ниже	1	1
413	и сейчас	4	1
414	начале xix	1	1
415	чтобы уравновесить	1	1
416	не имел	1	1
417	для себя	3	1
418	разумеется совершенно	4	1
419	тех же	1	1
420	по моему	1	1
421	на деле	1	1
422	показать что	1	1
423	школе и	1	1
424	из его	1	1
425	бы против	1	1
426	исходит из	1	1
427	ведь и	3	1
428	от которых	1	1
429	едва ли	1	1
430	в прежних	1	1
431	и этот	1	1
432	поэзии и	1	1
433	его не	1	1
434	полагает что	1	1
435	системе как	1	1
436	не приходится	1	1
437	многих случаях	2	1
438	все уже	1	1
439	бы что	2	1
440	е после	1	1
441	проистекают от	1	1
442	против чего	1	1
443	еще до	1	1
444	который был	1	1
445	так чтобы	1	1
446	говорить о	2	1
447	в деле	3	1
448	и другая	1	1
449	из того	2	1
450	но даже	1	1
451	это время	1	1
452	к литературным	1	1
453	на устранение	1	1
454	когда речь	2	1
455	ответа на	2	1
456	не хочет	2	1
457	это действительно	1	1
458	столь же	4	1
459	время в	1	1
460	на громадное	1	1
461	истории русского	1	1
462	дело что	2	1
463	как правило	2	1
464	его современники	1	1
465	но тогда	1	1
466	за ту	1	1
467	в стихе	1	1
468	во первых	1	1
469	вовсе еще	1	1
470	к ним	1	1
471	их обычно	1	1
472	присутствует в	1	1
473	как справедливо	1	1
474	факты из	2	1
475	отношение к	2	1
476	этой категории	2	1
477	его личного	1	1
478	друг от	1	1
479	из таких	1	1
480	как говорит	1	1
481	в одной	1	1
482	общего с	3	1
483	ср на	1	1
484	как к	3	1
485	что нет	2	1
486	перед нами	1	1
487	на память	1	1
488	и понимания	1	1
489	мысль в	1	1
490	е с	3	1
491	это просто	3	1
492	уже без	1	1
493	зрения как	1	1
494	чтобы выяснить	1	1
495	ни один	2	1
496	литературных памятников	1	1
497	в чем	3	1
498	в нашем	1	1
499	бы не	2	1
500	думать что	2	1
501	в известном	1	1
502	ii и	2	1
503	в словаре	3	1
504	и те	2	1
505	как он	1	1
506	но на	2	1
507	в наших	2	1
508	в случае	2	1
509	а вовсе	1	1
510	будто на	2	1
511	д почти	1	1
512	по словам	4	1
513	но именно	2	1
514	области не	1	1
515	всех этих	2	1
516	не значит	3	1
517	я старался	1	1
518	он должен	2	1
519	и вот	1	1
520	у читателя	1	1
521	вообще не	2	1
522	наших глазах	2	1
523	так часто	1	1
524	так уж	1	1
525	культуры она	1	1
526	приходим к	1	1
527	и по	5	1
528	имел бы	1	1
529	без исключения	1	1
530	не грамматические	1	1
531	живой речи	1	1
532	то ни	1	1
533	эта книга	2	1
534	связанные с	3	1
535	не считать	1	1
536	том случае	1	1
537	об этом	3	1
538	разница между	2	1
539	на все	1	1
540	в данной	2	1
541	те или	1	1
542	на протяжении	1	1
543	искать ответа	1	1
544	том смысле	2	1
545	человек которые	1	1
546	то все	1	1
547	его отдельных	1	1
548	слова без	1	1
549	говорим о	1	1
550	бы совершенно	1	1
551	сто лет	3	1
552	под ред	1	1
553	как общее	1	1
554	и делает	1	1
555	является их	1	1
556	далеко не	1	1
557	показывает что	1	1
558	и уже	2	1
559	смысле что	1	1
560	до недавнего	2	1
561	приведу один	1	1
562	можно считать	1	1
563	сейчас мы	1	1
564	со всей	1	1
565	одно дело	1	1
566	во второй	9	1
567	всегда возможны	1	1
568	мы приходим	1	1
569	в такой	2	1
570	и без	3	1
571	как увидим	1	1
572	под сомнение	1	1
573	мы называем	1	1
574	мы в	1	1
575	оказывается что	1	1
576	заявил что	1	1
577	таких случаях	1	1
578	своего рода	3	1
579	всякий раз	2	1
580	глаголов не	1	1
581	должны были	1	1
582	когда и	1	1
583	чтобы можно	1	1
584	точку зрения	3	1
585	ряда других	1	1
586	но это	6	1
587	но он	2	1
588	и правильное	1	1
589	в прямом	1	1
590	но они	1	1
591	однако в	1	1
592	с такими	1	1
593	что этот	2	1
594	из нас	1	1
595	оно несомненно	1	1
596	равно не	1	1
597	к нашей	1	1
598	и притом	1	1
599	в процессе	1	1
600	в стилистическом	1	1
601	не могло	1	1
602	из других	1	1
603	недостаточно для	1	1
604	правда в	1	1
605	дело в	6	1
606	одна из	1	1
607	отнестись к	1	1
608	вывод который	1	1
609	его речи	1	1
610	с одним	1	1
611	таким путем	1	1
612	более что	2	1
613	целое в	1	1
614	пушкина но	8	1
615	стр ср	2	1
616	и после	1	1
617	но дело	1	1
618	из истории	3	1
619	как будто	4	1
620	что на	2	1
621	фактов и	1	1
622	конечно и	3	1
623	виде так	1	1
624	ср с	2	1
625	и далее	1	1
626	является то	1	1
627	и стиля	1	1
628	мы встречаем	1	1
629	но только	1	1
630	пушкина на	3	1
631	один раз	1	1
632	xx века	1	1
633	относиться к	1	1
634	есть только	2	1
635	могут быть	5	1
636	приведу еще	1	1
637	здесь совершенно	3	1
638	с полной	1	1
639	же только	1	1
640	той или	1	1
641	в наши	1	1
642	слова с	1	1
643	языка что	1	1
644	знании языка	1	1
645	от нынешнего	1	1
646	ничего общего	3	1
647	в настоящее	1	1
648	в применении	3	1
649	п и	1	1
650	как мы	1	1
651	грамматике и	1	1
652	от друга	1	1
653	при его	2	1
654	на нем	1	1
655	говоря уже	1	1
656	без всякого	2	1
657	в ее	4	1
658	к нам	1	1
659	на основе	1	1
660	свои силы	2	1
661	и от	1	1
662	которое им	1	1
663	сам пушкин	2	1
664	стр но	2	1
665	только то	1	1
666	на той	1	1
667	том-то и	1	1
668	и когда	1	1
669	и сам	2	1
670	что у	4	1
671	имею в	1	1
672	за то	3	1
673	которыми мы	1	1
674	которая была	2	1
675	мог бы	1	1
676	во многом	1	1
677	реальные факты	1	1
678	в научном	1	1
679	она была	1	1
680	можно только	1	1
681	разного рода	1	1
682	но у	1	1
683	поэтому в	3	1
684	даже не	4	1
685	образом в	1	1
686	значение при	1	1
687	лишь при	1	1
688	себе представить	1	1
689	грамматики и	1	1
690	этой статьи	2	1
691	язык и	1	1
692	настоящее время	1	1
693	ср еще	2	1
694	исключения в	1	1
695	утверждает что	1	1
696	одной науки	1	1
697	после того	1	1
698	очень многое	1	1
699	а также	2	1
700	времени в	1	1
701	и во	2	1
702	в данных	1	1
703	во всех	8	1
704	случае ясно	1	1
705	уже быть	1	1
706	однако с	1	1
707	и всякая	1	1
708	должно было	2	1
709	помимо того	1	1
710	этом и	1	1
711	в форме	1	1
712	и только	3	1
713	не надо	2	1
714	говорить как	1	1
715	еще более	4	1
716	факты в	1	1
717	кто в	1	1
718	с неба	1	1
719	интерпретации и	1	1
720	в развитии	1	1
721	если это	3	1
722	которой в	1	1
723	статья в	1	1
724	в том-то	1	1
725	а другое	1	1
726	сюда относится	1	1
727	указывает что	1	1
728	что здесь	2	1
729	нас интересует	1	1
730	сразу же	1	1
731	против того	1	1
732	в двух	3	1
733	что только	1	1
734	сомнению что	1	1
735	совсем не	2	1
736	и дело	1	1
737	этот вопрос	4	1
738	дело с	2	1
739	или иные	1	1
740	ссылками на	1	1
741	он о	1	1
742	положение в	1	1
743	достаточно что	1	1
744	и так	3	1
745	эти утверждения	1	1
746	наше время	1	1
747	убедиться в	2	1
748	или же	2	1
749	с одной	3	1
750	с которыми	2	1
751	возникает необходимость	1	1
752	регистрации и	1	1
753	литературы в	1	1
754	указания на	1	1
755	и у	2	1
756	я имею	1	1
757	каждый из	1	1
758	вопроса о	3	1
759	себя в	1	1
760	наука а	1	1
761	бы установить	1	1
762	нужно еще	1	1
763	в сознании	2	1
764	еще одну	1	1
765	целого ряда	2	1
766	является не	4	1
767	смежные отрасли	1	1
768	и других	1	1
769	его и	1	1
770	этот раз	2	1
771	в ограниченном	1	1
772	три в	1	1
773	которые в	2	1
774	не так	1	1
775	для него	6	1
776	еще однако	1	1
777	и их	2	1
778	в новом	4	1
779	на глаза	1	1
780	могло бы	2	1
781	слова в	1	1
782	мы находим	4	1
783	сами по	1	1
784	если таким	1	1
785	в конце	3	1
786	не для	2	1
787	касается первого	1	1
788	но что	1	1
789	случаев это	1	1
790	на некоторые	1	1
791	он является	1	1
792	от того	1	1
793	сейчас еще	1	1
794	только более	1	1
795	в других	2	1
796	другой и	1	1
797	же это	3	1
798	с общим	1	1
799	стилистическом отношении	1	1
800	одной стороны	2	1
801	без всякой	3	1
802	значение которое	1	1
803	уже при	1	1
804	наполеона и	1	1
805	и тех	1	1
806	здесь в	1	1
807	случаев в	1	1
808	то ее	1	1
809	в россии	4	1
810	что для	3	1
811	говорит о	3	1
812	в некоторых	1	1
813	притом не	1	1
814	к сожалению	3	1
815	здесь дело	2	1
816	а главное	1	1
817	более того	1	1
818	однако и	2	1
819	и поставил	1	1
820	не допускают	1	1
821	речи это	1	1
822	не подлежит	1	1
823	и своим	1	1
824	него не	1	1
825	в подобных	1	1
826	нами по	1	1
827	в одно	1	1
828	но как	1	1
829	историей языка	1	1
830	д разумеется	1	1
831	е тот	1	1
832	к его	1	1
833	я уже	3	1
834	возможно даже	1	1
835	попадаются и	1	1
836	что именно	1	1
837	стадию в	1	1
838	с некоторыми	1	1
839	применении к	3	1
840	громким голосом	1	1
841	за рамки	1	1
842	да и	3	1
843	не заметил	1	1
844	которым он	1	1
845	дело совсем	1	1
846	действительно не	1	1
847	и там	1	1
848	совсем недавно	1	1
849	его в	2	1
850	является для	1	1
851	что мы	5	1
852	этих попыток	1	1
853	каждое из	1	1
854	и таким	1	1
855	в начале	3	1
856	естественно не	1	1
857	точно и	2	1
858	замена в	1	1
859	но для	2	1
860	самого и	1	1
861	говорить что	1	1
862	кроме того	1	1
863	же значение	1	1
864	напомню что	1	1
865	к вопросу	1	1
866	в наше	1	1
867	каждой из	1	1
868	и позволяет	1	1
869	г а	1	1
870	бы говорить	1	1
871	недавнего времени	2	1
872	это можно	3	1
873	для той	1	1
874	которая в	1	1
875	эти проблемы	1	1
876	еще что	1	1
877	или нет	1	1
878	я хотел	1	1
879	разве только	1	1
880	будто бы	3	1
881	в истинности	2	1
882	я в	1	1
883	интересует сейчас	1	1
884	г и	2	1
885	отношении к	1	1
886	в стихах	1	1
887	является его	1	1
888	гораздо больше	2	1
889	чем можно	1	1
890	слово в	1	1
891	же будет	1	1
892	не знает	2	1
893	сказать что	7	1
894	для каждой	1	1
895	совершенно не	5	1
896	их с	1	1
897	в представлении	2	1
898	также в	2	1
899	непременно и	1	1
900	перевод с	1	1
901	культуры в	3	1
902	сам в	2	1
903	который в	1	1
904	утверждать будто	2	1
905	жизни и	5	1
906	но эти	1	1
907	а может	1	1
908	пушкина а	3	1
909	в роли	1	1
910	в своих	2	1
911	свою задачу	1	1
912	к этому	1	1
913	точно так	1	1
