N	2gram	Bakhtin_Fr_4	Tragedij
367	в особенности	2	1
368	именно в	2	1
369	и стал	1	1
370	всему что	1	1
371	в образах	8	1
372	на этот	1	1
373	власти и	2	1
374	с которым	1	1
375	на смерть	1	1
376	года с	1	1
377	перчатки и	1	1
378	в связи	1	1
379	с помощью	4	1
380	на новую	1	1
381	эти слова	1	1
382	и начинают	1	1
383	и потому	1	1
384	в духе	1	1
385	всех людей	1	1
386	над ним	1	1
387	в той	2	1
388	голова его	1	1
389	смысле этого	1	1
390	и судьбы	1	1
391	пародия на	2	1
392	этого слова	1	1
393	с этой	1	1
394	и побои	4	1
395	и от	1	1
396	в условиях	1	1
397	это выражение	1	1
398	в книге	1	1
399	известной степени	1	1
400	как своего	1	1
401	в результате	4	1
402	это как	1	1
403	тот кто	1	1
404	к счастью	1	1
405	все события	2	1
406	у которого	1	1
407	конце концов	4	1
408	превратился в	1	1
409	только что	1	1
410	жизни в	2	1
411	контекст в	1	1
412	как есть	1	1
413	но этот	2	1
414	ко всему	1	1
415	есть и	4	1
416	разговоре с	1	1
417	и эта	2	1
418	это в	2	1
